year,exp,type,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko
2064,ssp585,Widebody,34681,1016836,779310,1830827,748741,2579568
2065,ssp126,Narrowbody,914406,966497,287131,2168034,404486,2572520
2065,ssp126,Widebody,37661,1016469,781307,1835437,737083,2572520
2065,ssp245,Narrowbody,906734,972447,285798,2164979,407541,2572520
2065,ssp245,Widebody,35596,1016249,777006,1828851,743669,2572520
2065,ssp370,Narrowbody,905069,972788,284175,2162032,410488,2572520
2065,ssp370,Widebody,34342,1017270,774568,1826180,746340,2572520
2065,ssp585,Narrowbody,899196,974069,283496,2156761,415759,2572520
2065,ssp585,Widebody,33407,1011314,775052,1819773,752747,2572520
2066,ssp126,Narrowbody,910904,969430,285324,2165658,406862,2572520
2066,ssp126,Widebody,35516,1019820,777455,1832791,739729,2572520
2066,ssp245,Narrowbody,908017,968246,285392,2161655,410865,2572520
2066,ssp245,Widebody,37366,1010620,778879,1826865,745655,2572520
2066,ssp370,Narrowbody,908553,968009,285207,2161769,410751,2572520
2066,ssp370,Widebody,36525,1013596,776112,1826233,746287,2572520
2066,ssp585,Narrowbody,906493,969880,284513,2160886,411634,2572520
2066,ssp585,Widebody,34833,1015287,776716,1826836,745684,2572520
2067,ssp126,Narrowbody,912896,967069,285787,2165752,406768,2572520
2067,ssp126,Widebody,37332,1014582,780968,1832882,739638,2572520
2067,ssp245,Narrowbody,910471,967616,286906,2164993,407527,2572520
2067,ssp245,Widebody,36317,1016270,777977,1830564,741956,2572520
2067,ssp370,Narrowbody,901379,975065,283000,2159444,413076,2572520
2067,ssp370,Widebody,34117,1014602,773325,1822044,750476,2572520
2067,ssp585,Narrowbody,903082,973379,283884,2160345,412175,2572520
2067,ssp585,Widebody,33899,1015689,774826,1824414,748106,2572520
2068,ssp126,Narrowbody,918520,966724,287466,2172710,406858,2579568
2068,ssp126,Widebody,38877,1019291,782085,1840253,739315,2579568
2068,ssp245,Narrowbody,915920,969238,287433,2172591,406977,2579568
2068,ssp245,Widebody,38480,1018271,781495,1838246,741322,2579568
2068,ssp370,Narrowbody,906610,974573,283719,2164902,414666,2579568
2068,ssp370,Widebody,35134,1016115,776523,1827772,751796,2579568
2068,ssp585,Narrowbody,905616,975869,286076,2167561,412007,2579568
2068,ssp585,Widebody,34872,1017576,777351,1829799,749769,2579568
2069,ssp126,Narrowbody,911947,969371,285749,2167067,405453,2572520
2069,ssp126,Widebody,35791,1019054,778797,1833642,738878,2572520
2069,ssp245,Narrowbody,913692,964932,286969,2165593,406927,2572520
2069,ssp245,Widebody,38083,1015787,778608,1832478,740042,2572520
2069,ssp370,Narrowbody,908817,967799,285421,2162037,410483,2572520
2069,ssp370,Widebody,36658,1013281,777751,1827690,744830,2572520
2069,ssp585,Narrowbody,906288,970258,284317,2160863,411657,2572520
2069,ssp585,Widebody,35458,1013040,776936,1825434,747086,2572520
2070,ssp126,Narrowbody,911984,969986,284889,2166859,405661,2572520
2070,ssp126,Widebody,36040,1020394,777213,1833647,738873,2572520
2070,ssp245,Narrowbody,914463,964093,286606,2165162,407358,2572520
2070,ssp245,Widebody,38614,1013659,780056,1832329,740191,2572520
2070,ssp370,Narrowbody,907016,969336,284739,2161091,411429,2572520
2070,ssp370,Widebody,36891,1012302,776733,1825926,746594,2572520
2070,ssp585,Narrowbody,894491,979815,282685,2156991,415529,2572520
2070,ssp585,Widebody,31627,1013098,772172,1816897,755623,2572520
2071,ssp126,Narrowbody,918237,962174,288927,2169338,403182,2572520
2071,ssp126,Widebody,38968,1016778,781305,1837051,735469,2572520
2071,ssp245,Narrowbody,907252,970212,284737,2162201,410319,2572520
2071,ssp245,Widebody,35949,1013344,777727,1827020,745500,2572520
2071,ssp370,Narrowbody,902023,973973,283967,2159963,412557,2572520
2071,ssp370,Widebody,33451,1015429,774423,1823303,749217,2572520
2071,ssp585,Narrowbody,904462,970200,283913,2158575,413945,2572520
2071,ssp585,Widebody,35447,1010837,776116,1822400,750120,2572520
2072,ssp126,Narrowbody,920054,965355,288719,2174128,405440,2579568
2072,ssp126,Widebody,38208,1020475,783324,1842007,737561,2579568
2072,ssp245,Narrowbody,911419,973011,285600,2170030,409538,2579568
2072,ssp245,Widebody,35041,1020980,779025,1835046,744522,2579568
2072,ssp370,Narrowbody,904696,976464,285092,2166252,413316,2579568
2072,ssp370,Widebody,34215,1017948,776782,1828945,750623,2579568
2072,ssp585,Narrowbody,906257,974016,285091,2165364,414204,2579568
2072,ssp585,Widebody,36082,1013684,778919,1828685,750883,2579568
2073,ssp126,Narrowbody,911436,968187,286191,2165814,406706,2572520
2073,ssp126,Widebody,36580,1017642,778990,1833212,739308,2572520
2073,ssp245,Narrowbody,909876,970670,285108,2165654,406866,2572520
2073,ssp245,Widebody,35880,1017349,779488,1832717,739803,2572520
2073,ssp370,Narrowbody,900581,975365,283976,2159922,412598,2572520
2073,ssp370,Widebody,32359,1016270,773749,1822378,750142,2572520
2073,ssp585,Narrowbody,897772,976299,282521,2156592,415928,2572520
2073,ssp585,Widebody,33742,1012670,771602,1818014,754506,2572520
2074,ssp126,Narrowbody,916641,964047,287692,2168380,404140,2572520
2074,ssp126,Widebody,38605,1016517,781692,1836814,735706,2572520
2074,ssp245,Narrowbody,910760,968189,286400,2165349,407171,2572520
2074,ssp245,Widebody,35551,1016849,779982,1832382,740138,2572520
2074,ssp370,Narrowbody,903082,972268,283941,2159291,413229,2572520
2074,ssp370,Widebody,34912,1012543,776089,1823544,748976,2572520
2074,ssp585,Narrowbody,905973,968244,284720,2158937,413583,2572520
2074,ssp585,Widebody,37347,1009216,776720,1823283,749237,2572520
2075,ssp126,Narrowbody,920230,960103,288043,2168376,404144,2572520
2075,ssp126,Widebody,40313,1015724,782551,1838588,733932,2572520
2075,ssp245,Narrowbody,911505,967257,284995,2163757,408763,2572520
2075,ssp245,Widebody,36887,1016227,778578,1831692,740828,2572520
2075,ssp370,Narrowbody,903573,971410,284747,2159730,412790,2572520
2075,ssp370,Widebody,34732,1014487,773293,1822512,750008,2572520
2075,ssp585,Narrowbody,899175,974470,284079,2157724,414796,2572520
2075,ssp585,Widebody,34584,1011649,772638,1818871,753649,2572520
2076,ssp126,Narrowbody,916694,967973,287871,2172538,407030,2579568
2076,ssp126,Widebody,38468,1019239,780714,1838421,741147,2579568
2076,ssp245,Narrowbody,904997,977378,285783,2168158,411410,2579568
2076,ssp245,Widebody,33753,1018620,777123,1829496,750072,2579568
2076,ssp370,Narrowbody,905784,975874,284357,2166015,413553,2579568
2076,ssp370,Widebody,34086,1017794,777838,1829718,749850,2579568
2076,ssp585,Narrowbody,905234,973844,285566,2164644,414924,2579568
2076,ssp585,Widebody,35670,1013821,776999,1826490,753078,2579568
2077,ssp126,Narrowbody,917893,961955,288069,2167917,404603,2572520
2077,ssp126,Widebody,39927,1013664,783367,1836958,735562,2572520
2077,ssp245,Narrowbody,908843,969370,284423,2162636,409884,2572520
2077,ssp245,Widebody,35062,1018325,775382,1828769,743751,2572520
2077,ssp370,Narrowbody,907780,967941,286218,2161939,410581,2572520
2077,ssp370,Widebody,36306,1015503,775322,1827131,745389,2572520
2077,ssp585,Narrowbody,903549,971355,284274,2159178,413342,2572520
2077,ssp585,Widebody,35819,1009976,776174,1821969,750551,2572520
2078,ssp126,Narrowbody,916967,963806,287879,2168652,403868,2572520
2078,ssp126,Widebody,38727,1016048,782532,1837307,735213,2572520
2078,ssp245,Narrowbody,910890,968486,285661,2165037,407483,2572520
2078,ssp245,Widebody,37133,1017005,777274,1831412,741108,2572520
2078,ssp370,Narrowbody,902096,972468,283807,2158371,414149,2572520
2078,ssp370,Widebody,34082,1013633,774068,1821783,750737,2572520
2078,ssp585,Narrowbody,901786,971595,284232,2157613,414907,2572520
2078,ssp585,Widebody,35631,1011124,774221,1820976,751544,2572520
2079,ssp126,Narrowbody,915345,965172,286794,2167311,405209,2572520
2079,ssp126,Widebody,37476,1018953,779598,1836027,736493,2572520
2079,ssp245,Narrowbody,911450,966213,286837,2164500,408020,2572520
2079,ssp245,Widebody,36781,1015137,778503,1830421,742099,2572520
2079,ssp370,Narrowbody,899080,975621,283729,2158430,414090,2572520
2079,ssp370,Widebody,32717,1015169,773009,1820895,751625,2572520
2079,ssp585,Narrowbody,898896,974501,284406,2157803,414717,2572520
2079,ssp585,Widebody,34238,1012575,772128,1818941,753579,2572520
2080,ssp126,Narrowbody,921798,965300,290334,2177432,402136,2579568
2080,ssp126,Widebody,38934,1023258,783002,1845194,734374,2579568
2080,ssp245,Narrowbody,911863,971310,286584,2169757,409811,2579568
2080,ssp245,Widebody,38082,1016517,779241,1833840,745728,2579568
2080,ssp370,Narrowbody,908662,972723,285457,2166842,412726,2579568
2080,ssp370,Widebody,35028,1018059,778085,1831172,748396,2579568
2080,ssp585,Narrowbody,897819,980774,283598,2162191,417377,2579568
2080,ssp585,Widebody,32638,1014909,774200,1821747,757821,2579568
2081,ssp126,Narrowbody,915145,966029,286793,2167967,404553,2572520
2081,ssp126,Widebody,37424,1019232,779386,1836042,736478,2572520
2081,ssp245,Narrowbody,907894,970687,284688,2163269,409251,2572520
2081,ssp245,Widebody,35735,1013990,779165,1828890,743630,2572520
2081,ssp370,Narrowbody,903035,972417,283814,2159266,413254,2572520
2081,ssp370,Widebody,34983,1014735,773185,1822903,749617,2572520
2081,ssp585,Narrowbody,896328,975606,282624,2154558,417962,2572520
2081,ssp585,Widebody,33491,1009911,772907,1816309,756211,2572520
2082,ssp126,Narrowbody,912667,967524,286792,2166983,405537,2572520
2082,ssp126,Widebody,37552,1018309,776855,1832716,739804,2572520
2082,ssp245,Narrowbody,910632,967600,285549,2163781,408739,2572520
2082,ssp245,Widebody,37230,1015150,778951,1831331,741189,2572520
2082,ssp370,Narrowbody,903758,972253,285219,2161230,411290,2572520
2082,ssp370,Widebody,32925,1015014,778037,1825976,746544,2572520
2082,ssp585,Narrowbody,897840,975372,284025,2157237,415283,2572520
2082,ssp585,Widebody,33357,1012002,773983,1819342,753178,2572520
2083,ssp126,Narrowbody,920653,959202,288561,2168416,404104,2572520
2083,ssp126,Widebody,42085,1013678,780809,1836572,735948,2572520
2083,ssp245,Narrowbody,914381,963842,286433,2164656,407864,2572520
2083,ssp245,Widebody,39255,1013952,778676,1831883,740637,2572520
2083,ssp370,Narrowbody,903287,972165,284554,2160006,412514,2572520
2083,ssp370,Widebody,33663,1013180,777865,1824708,747812,2572520
2083,ssp585,Narrowbody,897550,973607,281567,2152724,419796,2572520
2083,ssp585,Widebody,34218,1006543,775386,1816147,756373,2572520
2084,ssp126,Narrowbody,916311,971042,286640,2173993,405575,2579568
2084,ssp126,Widebody,36370,1022141,782981,1841492,738076,2579568
2084,ssp245,Narrowbody,914031,969821,287422,2171274,408294,2579568
2084,ssp245,Widebody,38281,1018086,779081,1835448,744120,2579568
2084,ssp370,Narrowbody,901769,977097,284819,2163685,415883,2579568
2084,ssp370,Widebody,33540,1016093,775059,1824692,754876,2579568
2084,ssp585,Narrowbody,902432,975357,283928,2161717,417851,2579568
2084,ssp585,Widebody,34068,1014741,775285,1824094,755474,2579568
2085,ssp126,Narrowbody,912698,967636,286601,2166935,405585,2572520
2085,ssp126,Widebody,36031,1019142,778502,1833675,738845,2572520
2085,ssp245,Narrowbody,904650,971655,284832,2161137,411383,2572520
2085,ssp245,Widebody,34960,1014113,775797,1824870,747650,2572520
2085,ssp370,Narrowbody,903983,971559,283877,2159419,413101,2572520
2085,ssp370,Widebody,35755,1012642,775200,1823597,748923,2572520
2085,ssp585,Narrowbody,898610,973707,282655,2154972,417548,2572520
2085,ssp585,Widebody,35319,1007911,773873,1817103,755417,2572520
2086,ssp126,Narrowbody,913722,966720,286576,2167018,405502,2572520
2086,ssp126,Widebody,36426,1018849,778826,1834101,738419,2572520
2086,ssp245,Narrowbody,910461,968020,286057,2164538,407982,2572520
2086,ssp245,Widebody,37475,1014798,777695,1829968,742552,2572520
2086,ssp370,Narrowbody,900968,974096,284142,2159206,413314,2572520
2086,ssp370,Widebody,33191,1014817,774030,1822038,750482,2572520
2086,ssp585,Narrowbody,900140,971649,282984,2154773,417747,2572520
2086,ssp585,Widebody,36686,1006637,774472,1817795,754725,2572520
2087,ssp126,Narrowbody,915708,965579,287086,2168373,404147,2572520
2087,ssp126,Widebody,37585,1018109,780935,1836629,735891,2572520
2087,ssp245,Narrowbody,904288,972216,285240,2161744,410776,2572520
2087,ssp245,Widebody,34630,1016169,775573,1826372,746148,2572520
2087,ssp370,Narrowbody,903627,971208,285219,2160054,412466,2572520
2087,ssp370,Widebody,33851,1014926,775065,1823842,748678,2572520
2087,ssp585,Narrowbody,895015,976015,282782,2153812,418708,2572520
2087,ssp585,Widebody,32891,1010182,770861,1813934,758586,2572520
2088,ssp126,Narrowbody,918431,966923,288473,2173827,405741,2579568
2088,ssp126,Widebody,38454,1020877,781981,1841312,738256,2579568
2088,ssp245,Narrowbody,909930,972850,286261,2169041,410527,2579568
2088,ssp245,Widebody,35731,1019231,777070,1832032,747536,2579568
2088,ssp370,Narrowbody,898599,980323,283991,2162913,416655,2579568
2088,ssp370,Widebody,32036,1016848,773935,1822819,756749,2579568
2088,ssp585,Narrowbody,899907,976821,282127,2158855,420713,2579568
2088,ssp585,Widebody,33288,1012662,774531,1820481,759087,2579568
2089,ssp126,Narrowbody,912941,965785,287569,2166295,406225,2572520
2089,ssp126,Widebody,37488,1016477,778564,1832529,739991,2572520
2089,ssp245,Narrowbody,907166,971041,285667,2163874,408646,2572520
2089,ssp245,Widebody,35542,1014970,777642,1828154,744366,2572520
2089,ssp370,Narrowbody,899941,973689,283214,2156844,415676,2572520
2089,ssp370,Widebody,34624,1008581,775616,1818821,753699,2572520
2089,ssp585,Narrowbody,890091,979913,282645,2152649,419871,2572520
2089,ssp585,Widebody,31261,1009811,769662,1810734,761786,2572520
2090,ssp126,Narrowbody,908667,970653,286518,2165838,406682,2572520
2090,ssp126,Widebody,34744,1020935,775441,1831120,741400,2572520
2090,ssp245,Narrowbody,909910,968255,285416,2163581,408939,2572520
2090,ssp245,Widebody,37496,1013628,778519,1829643,742877,2572520
2090,ssp370,Narrowbody,901312,973794,282964,2158070,414450,2572520
2090,ssp370,Widebody,34107,1013392,774045,1821544,750976,2572520
2090,ssp585,Narrowbody,893890,978102,282094,2154086,418434,2572520
2090,ssp585,Widebody,31831,1010059,773136,1815026,757494,2572520
2091,ssp126,Narrowbody,915848,966151,287428,2169427,403093,2572520
2091,ssp126,Widebody,38204,1019674,779963,1837841,734679,2572520
2091,ssp245,Narrowbody,908011,968433,286857,2163301,409219,2572520
2091,ssp245,Widebody,35434,1015627,776875,1827936,744584,2572520
2091,ssp370,Narrowbody,900315,971395,283844,2155554,416966,2572520
2091,ssp370,Widebody,35534,1010240,772529,1818303,754217,2572520
2091,ssp585,Narrowbody,889760,979129,282097,2150986,421534,2572520
2091,ssp585,Widebody,32875,1006993,769358,1809226,763294,2572520
2092,ssp126,Narrowbody,922445,965138,287855,2175438,404130,2579568
2092,ssp126,Widebody,38671,1023147,782359,1844177,735391,2579568
2092,ssp245,Narrowbody,910376,972952,286950,2170278,409290,2579568
2092,ssp245,Widebody,35908,1020316,776907,1833131,746437,2579568
2092,ssp370,Narrowbody,902245,976759,284248,2163252,416316,2579568
2092,ssp370,Widebody,34804,1015585,773563,1823952,755616,2579568
2092,ssp585,Narrowbody,898254,976977,282874,2158105,421463,2579568
2092,ssp585,Widebody,34996,1008385,775056,1818437,761131,2579568
2093,ssp126,Narrowbody,915031,964853,288280,2168164,404356,2572520
2093,ssp126,Widebody,37916,1018275,778966,1835157,737363,2572520
2093,ssp245,Narrowbody,904717,972438,284826,2161981,410539,2572520
2093,ssp245,Widebody,33625,1017892,774764,1826281,746239,2572520
2093,ssp370,Narrowbody,893918,978945,282781,2155644,416876,2572520
2093,ssp370,Widebody,32307,1013232,770500,1816039,756481,2572520
2093,ssp585,Narrowbody,890190,979231,282304,2151725,420795,2572520
2093,ssp585,Widebody,32472,1008885,768577,1809934,762586,2572520
2094,ssp126,Narrowbody,908506,969426,285722,2163654,408866,2572520
2094,ssp126,Widebody,36070,1016184,776873,1829127,743393,2572520
2094,ssp245,Narrowbody,908941,968633,285672,2163246,409274,2572520
2094,ssp245,Widebody,36815,1013398,778396,1828609,743911,2572520
2094,ssp370,Narrowbody,895097,976236,282849,2154182,418338,2572520
2094,ssp370,Widebody,33536,1008823,772977,1815336,757184,2572520
2094,ssp585,Narrowbody,884796,985499,280299,2150594,421926,2572520
2094,ssp585,Widebody,29519,1010954,766993,1807466,765054,2572520
2095,ssp126,Narrowbody,912442,966114,286371,2164927,407593,2572520
2095,ssp126,Widebody,37958,1013314,779502,1830774,741746,2572520
2095,ssp245,Narrowbody,907536,970417,285799,2163752,408768,2572520
2095,ssp245,Widebody,35961,1014597,778570,1829128,743392,2572520
2095,ssp370,Narrowbody,894095,979792,281176,2155063,417457,2572520
2095,ssp370,Widebody,30990,1012781,771857,1815628,756892,2572520
2095,ssp585,Narrowbody,887211,983081,280462,2150754,421766,2572520
2095,ssp585,Widebody,29058,1011166,769771,1809995,762525,2572520
2096,ssp126,Narrowbody,917539,967644,288585,2173768,405800,2579568
2096,ssp126,Widebody,38849,1017170,783677,1839696,739872,2579568
2096,ssp245,Narrowbody,913187,969435,285205,2167827,411741,2579568
2096,ssp245,Widebody,38673,1016383,779194,1834250,745318,2579568
2096,ssp370,Narrowbody,897159,981108,282433,2160700,418868,2579568
2096,ssp370,Widebody,31734,1015939,774039,1821712,757856,2579568
2096,ssp585,Narrowbody,890761,983793,281532,2156086,423482,2579568
2096,ssp585,Widebody,30672,1011823,772239,1814734,764834,2579568
2097,ssp126,Narrowbody,916636,963703,288774,2169113,403407,2572520
2097,ssp126,Widebody,38926,1017103,780807,1836836,735684,2572520
2097,ssp245,Narrowbody,904519,973857,284069,2162445,410075,2572520
2097,ssp245,Widebody,34435,1016070,776835,1827340,745180,2572520
2097,ssp370,Narrowbody,898859,974993,282824,2156676,415844,2572520
2097,ssp370,Widebody,32866,1014172,772169,1819207,753313,2572520
2097,ssp585,Narrowbody,888210,981210,281958,2151378,421142,2572520
2097,ssp585,Widebody,30533,1009218,770366,1810117,762403,2572520
2098,ssp126,Narrowbody,919602,961401,287930,2168933,403587,2572520
2098,ssp126,Widebody,40300,1016600,780143,1837043,735477,2572520
2098,ssp245,Narrowbody,911975,965501,287046,2164522,407998,2572520
2098,ssp245,Widebody,36513,1015213,780082,1831808,740712,2572520
2098,ssp370,Narrowbody,895769,975779,282135,2153683,418837,2572520
2098,ssp370,Widebody,31939,1009706,774927,1816572,755948,2572520
2098,ssp585,Narrowbody,885426,983012,279560,2147998,424522,2572520
2098,ssp585,Widebody,28230,1007761,771390,1807381,765139,2572520
2099,ssp126,Narrowbody,916122,964057,288793,2168972,403548,2572520
2099,ssp126,Widebody,39276,1017119,779673,1836068,736452,2572520
2099,ssp245,Narrowbody,911400,968024,285888,2165312,407208,2572520
2099,ssp245,Widebody,37666,1015347,778011,1831024,741496,2572520
2099,ssp370,Narrowbody,899477,973095,282638,2155210,417310,2572520
2099,ssp370,Widebody,34654,1008240,774921,1817815,754705,2572520
2099,ssp585,Narrowbody,886667,981814,279519,2148000,424520,2572520
2099,ssp585,Widebody,30124,1008294,768387,1806805,765715,2572520
2100,ssp126,Narrowbody,915619,964125,287246,2166990,405530,2572520
2100,ssp126,Widebody,37327,1018964,778718,1835009,737511,2572520
2100,ssp245,Narrowbody,906986,970316,285579,2162881,409639,2572520
2100,ssp245,Widebody,36003,1018569,772498,1827070,745450,2572520
2100,ssp370,Narrowbody,894820,975987,283681,2154488,418032,2572520
2100,ssp370,Widebody,32977,1009051,772680,1814708,757812,2572520
2100,ssp585,Narrowbody,886401,983170,279876,2149447,423073,2572520
2100,ssp585,Widebody,32775,1007345,766459,1806579,765941,2572520
