year,exp,type,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko
2019,ssp370,A20n,835172,311830,54592,1201594,84666,1286260
2019,ssp370,A359,81705,651111,231733,964549,321711,1286260
2019,ssp370,B39m,15652,491534,513373,1020559,265701,1286260
2019,ssp370,B789,23868,522974,266999,813841,472419,1286260
2019,ssp585,A20n,838058,309551,54467,1202076,84184,1286260
2019,ssp585,A359,81625,653282,232186,967093,319167,1286260
2019,ssp585,B39m,15170,494145,512596,1021911,264349,1286260
2019,ssp585,B789,23406,525012,268142,816560,469700,1286260
2020,ssp126,A20n,840442,309857,54932,1205231,84553,1289784
2020,ssp126,A359,81191,654867,234985,971043,318741,1289784
2020,ssp126,B39m,15333,495400,515008,1025741,264043,1289784
2020,ssp126,B789,23249,527134,268817,819200,470584,1289784
2020,ssp245,A20n,841318,309323,55167,1205808,83976,1289784
2020,ssp245,A359,83343,652553,234459,970355,319429,1289784
2020,ssp245,B39m,15679,493864,515500,1025043,264741,1289784
2020,ssp245,B789,24192,524959,271284,820435,469349,1289784
2020,ssp370,A20n,838965,311174,54972,1205111,84673,1289784
2020,ssp370,A359,81647,653889,234984,970520,319264,1289784
2020,ssp370,B39m,15660,494734,514517,1024911,264873,1289784
2020,ssp370,B789,24026,526295,267723,818044,471740,1289784
2020,ssp585,A20n,839573,310612,55036,1205221,84563,1289784
2020,ssp585,A359,81686,653911,234226,969823,319961,1289784
2020,ssp585,B39m,15841,493128,515454,1024423,265361,1289784
2020,ssp585,B789,24024,524839,269706,818569,471215,1289784
2021,ssp126,A20n,840514,307275,54617,1202406,83854,1286260
2021,ssp126,A359,81713,653490,233784,968987,317273,1286260
2021,ssp126,B39m,15480,493639,514100,1023219,263041,1286260
2021,ssp126,B789,23972,525092,270649,819713,466547,1286260
2021,ssp245,A20n,835632,311570,54657,1201859,84401,1286260
2021,ssp245,A359,78925,655029,233103,967057,319203,1286260
2021,ssp245,B39m,14582,493941,512557,1021080,265180,1286260
2021,ssp245,B789,22451,525310,266290,814051,472209,1286260
2021,ssp370,A20n,838091,308488,55450,1202029,84231,1286260
2021,ssp370,A359,83633,651020,233711,968364,317896,1286260
2021,ssp370,B39m,16574,492560,513367,1022501,263759,1286260
2021,ssp370,B789,24842,524394,268512,817748,468512,1286260
2021,ssp585,A20n,835936,311303,54851,1202090,84170,1286260
2021,ssp585,A359,78781,655804,232128,966713,319547,1286260
2021,ssp585,B39m,14602,494000,513228,1021830,264430,1286260
2021,ssp585,B789,22050,525992,266783,814825,471435,1286260
2022,ssp126,A20n,839541,307974,54869,1202384,83876,1286260
2022,ssp126,A359,84298,650696,232915,967909,318351,1286260
2022,ssp126,B39m,16313,493171,512878,1022362,263898,1286260
2022,ssp126,B789,24899,524280,269427,818606,467654,1286260
2022,ssp245,A20n,833922,312841,54665,1201428,84832,1286260
2022,ssp245,A359,79076,653661,232871,965608,320652,1286260
2022,ssp245,B39m,15167,492248,513120,1020535,265725,1286260
2022,ssp245,B789,23106,524260,265379,812745,473515,1286260
2022,ssp370,A20n,835924,311358,54845,1202127,84133,1286260
2022,ssp370,A359,82111,651805,233026,966942,319318,1286260
2022,ssp370,B39m,15340,493088,513786,1022214,264046,1286260
2022,ssp370,B789,23426,524679,266856,814961,471299,1286260
2022,ssp585,A20n,834738,313344,53804,1201886,84374,1286260
2022,ssp585,A359,78582,654647,233117,966346,319914,1286260
2022,ssp585,B39m,14407,492793,514483,1021683,264577,1286260
2022,ssp585,B789,22265,525096,265966,813327,472933,1286260
2023,ssp126,A20n,832529,314287,54848,1201664,84596,1286260
2023,ssp126,A359,77650,655453,231235,964338,321922,1286260
2023,ssp126,B39m,14164,492882,512799,1019845,266415,1286260
2023,ssp126,B789,21808,524925,264121,810854,475406,1286260
2023,ssp245,A20n,838220,309408,54541,1202169,84091,1286260
2023,ssp245,A359,81856,652595,233798,968249,318011,1286260
2023,ssp245,B39m,15376,494132,512863,1022371,263889,1286260
2023,ssp245,B789,23762,525875,267581,817218,469042,1286260
2023,ssp370,A20n,838098,309012,55058,1202168,84092,1286260
2023,ssp370,A359,83558,650330,234054,967942,318318,1286260
2023,ssp370,B39m,16474,492334,513183,1021991,264269,1286260
2023,ssp370,B789,25002,522988,269403,817393,468867,1286260
2023,ssp585,A20n,836191,311357,54155,1201703,84557,1286260
2023,ssp585,A359,80971,652840,232955,966766,319494,1286260
2023,ssp585,B39m,15003,494072,512620,1021695,264565,1286260
2023,ssp585,B789,22850,525723,266213,814786,471474,1286260
2024,ssp126,A20n,836693,314279,54110,1205082,84702,1289784
2024,ssp126,A359,79062,656227,232227,967516,322268,1289784
2024,ssp126,B39m,14735,493899,515676,1024310,265474,1289784
2024,ssp126,B789,22626,526014,266744,815384,474400,1289784
2024,ssp245,A20n,837949,312829,54763,1205541,84243,1289784
2024,ssp245,A359,79876,655906,232997,968779,321005,1289784
2024,ssp245,B39m,14936,494473,515627,1025036,264748,1289784
2024,ssp245,B789,23080,526308,267402,816790,472994,1289784
2024,ssp370,A20n,839299,310983,55388,1205670,84114,1289784
2024,ssp370,A359,81160,654800,235031,970991,318793,1289784
2024,ssp370,B39m,15133,495679,514542,1025354,264430,1289784
2024,ssp370,B789,23077,527383,267856,818316,471468,1289784
2024,ssp585,A20n,840166,309660,55396,1205222,84562,1289784
2024,ssp585,A359,82616,653525,234221,970362,319422,1289784
2024,ssp585,B39m,15895,494028,514904,1024827,264957,1289784
2024,ssp585,B789,24158,526045,269018,819221,470563,1289784
2025,ssp126,A20n,834855,311862,55197,1201914,84346,1286260
2025,ssp126,A359,81218,651760,233276,966254,320006,1286260
2025,ssp126,B39m,15679,491998,513392,1021069,265191,1286260
2025,ssp126,B789,23521,524151,266554,814226,472034,1286260
2025,ssp245,A20n,837226,309901,55037,1202164,84096,1286260
2025,ssp245,A359,82521,650840,232588,965949,320311,1286260
2025,ssp245,B39m,16150,491173,513975,1021298,264962,1286260
2025,ssp245,B789,24447,522673,268949,816069,470191,1286260
2025,ssp370,A20n,836932,310886,54697,1202515,83745,1286260
2025,ssp370,A359,80537,654179,232485,967201,319059,1286260
2025,ssp370,B39m,15387,492579,513865,1021831,264429,1286260
2025,ssp370,B789,23557,524476,267794,815827,470433,1286260
2025,ssp585,A20n,836357,310254,54788,1201399,84861,1286260
2025,ssp585,A359,82332,650897,233571,966800,319460,1286260
2025,ssp585,B39m,15717,493199,512755,1021671,264589,1286260
2025,ssp585,B789,23791,524618,266938,815347,470913,1286260
2026,ssp126,A20n,835613,311151,54943,1201707,84553,1286260
2026,ssp126,A359,81743,652309,233407,967459,318801,1286260
2026,ssp126,B39m,15501,493152,512735,1021388,264872,1286260
2026,ssp126,B789,23679,525250,265996,814925,471335,1286260
2026,ssp245,A20n,835946,310634,55283,1201863,84397,1286260
2026,ssp245,A359,82373,651115,234526,968014,318246,1286260
2026,ssp245,B39m,16130,492196,512742,1021068,265192,1286260
2026,ssp245,B789,24088,525146,265780,815014,471246,1286260
2026,ssp370,A20n,835663,310850,54701,1201214,85046,1286260
2026,ssp370,A359,81825,651619,232057,965501,320759,1286260
2026,ssp370,B39m,15421,493124,511705,1020250,266010,1286260
2026,ssp370,B789,23914,523839,267057,814810,471450,1286260
2026,ssp585,A20n,837664,309098,54571,1201333,84927,1286260
2026,ssp585,A359,80859,652782,233120,966761,319499,1286260
2026,ssp585,B39m,14994,494239,512453,1021686,264574,1286260
2026,ssp585,B789,22936,526149,267642,816727,469533,1286260
2027,ssp126,A20n,835880,311251,54223,1201354,84906,1286260
2027,ssp126,A359,78495,655337,232221,966053,320207,1286260
2027,ssp126,B39m,14090,493633,513396,1021119,265141,1286260
2027,ssp126,B789,21597,526213,266850,814660,471600,1286260
2027,ssp245,A20n,836857,309546,55620,1202023,84237,1286260
2027,ssp245,A359,83589,649932,234071,967592,318668,1286260
2027,ssp245,B39m,16590,491822,513354,1021766,264494,1286260
2027,ssp245,B789,25146,523767,267536,816449,469811,1286260
2027,ssp370,A20n,836055,310755,54629,1201439,84821,1286260
2027,ssp370,A359,82189,650141,233100,965430,320830,1286260
2027,ssp370,B39m,16236,490523,514262,1021021,265239,1286260
2027,ssp370,B789,24411,522297,267761,814469,471791,1286260
2027,ssp585,A20n,838271,308776,55089,1202136,84124,1286260
2027,ssp585,A359,82260,651834,233060,967154,319106,1286260
2027,ssp585,B39m,15778,492961,512736,1021475,264785,1286260
2027,ssp585,B789,24059,524413,268957,817429,468831,1286260
2028,ssp126,A20n,837783,312688,54776,1205247,84537,1289784
2028,ssp126,A359,79500,656154,232859,968513,321271,1289784
2028,ssp126,B39m,14598,494667,514712,1023977,265807,1289784
2028,ssp126,B789,22570,526776,267118,816464,473320,1289784
2028,ssp245,A20n,838784,311509,54918,1205211,84573,1289784
2028,ssp245,A359,82528,652878,233736,969142,320642,1289784
2028,ssp245,B39m,16233,493393,515157,1024783,265001,1289784
2028,ssp245,B789,24638,524753,268332,817723,472061,1289784
2028,ssp370,A20n,839901,310288,55071,1205260,84524,1289784
2028,ssp370,A359,82236,653615,234326,970177,319607,1289784
2028,ssp370,B39m,15665,493901,515416,1024982,264802,1289784
2028,ssp370,B789,24010,525704,269002,818716,471068,1289784
2028,ssp585,A20n,839238,311781,54285,1205304,84480,1289784
2028,ssp585,A359,80772,655589,233859,970220,319564,1289784
2028,ssp585,B39m,14893,495495,514466,1024854,264930,1289784
2028,ssp585,B789,22767,527493,267910,818170,471614,1289784
2029,ssp126,A20n,836868,310599,54877,1202344,83916,1286260
2029,ssp126,A359,80921,652080,233364,966365,319895,1286260
2029,ssp126,B39m,15262,491805,513468,1020535,265725,1286260
2029,ssp126,B789,23397,523060,268791,815248,471012,1286260
2029,ssp245,A20n,832029,315052,54455,1201536,84724,1286260
2029,ssp245,A359,78631,653128,232912,964671,321589,1286260
2029,ssp245,B39m,14232,492116,514068,1020416,265844,1286260
2029,ssp245,B789,21969,523580,265138,810687,475573,1286260
2029,ssp370,A20n,836825,309535,55358,1201718,84542,1286260
2029,ssp370,A359,80238,653652,232291,966181,320079,1286260
2029,ssp370,B39m,14711,492563,513946,1021220,265040,1286260
2029,ssp370,B789,22828,524514,268062,815404,470856,1286260
2029,ssp585,A20n,837484,309771,54467,1201722,84538,1286260
2029,ssp585,A359,79359,654795,232244,966398,319862,1286260
2029,ssp585,B39m,14472,493881,513038,1021391,264869,1286260
2029,ssp585,B789,22491,525682,267709,815882,470378,1286260
2030,ssp126,A20n,837844,309031,55007,1201882,84378,1286260
2030,ssp126,A359,84169,649506,234276,967951,318309,1286260
2030,ssp126,B39m,17044,491179,514081,1022304,263956,1286260
2030,ssp126,B789,25684,523265,267936,816885,469375,1286260
2030,ssp245,A20n,834483,312647,54204,1201334,84926,1286260
2030,ssp245,A359,79187,654065,233007,966259,320001,1286260
2030,ssp245,B39m,15017,492443,513663,1021123,265137,1286260
2030,ssp245,B789,22948,524437,265837,813222,473038,1286260
2030,ssp370,A20n,836760,310681,54304,1201745,84515,1286260
2030,ssp370,A359,80014,654341,231910,966265,319995,1286260
2030,ssp370,B39m,14717,493562,513390,1021669,264591,1286260
2030,ssp370,B789,22773,526208,266839,815820,470440,1286260
2030,ssp585,A20n,834328,313082,54586,1201996,84264,1286260
2030,ssp585,A359,77550,655042,231927,964519,321741,1286260
2030,ssp585,B39m,14235,492753,513705,1020693,265567,1286260
2030,ssp585,B789,22241,523871,266767,812879,473381,1286260
2031,ssp126,A20n,837073,310865,54389,1202327,83933,1286260
2031,ssp126,A359,80251,653676,234704,968631,317629,1286260
2031,ssp126,B39m,15230,493474,514063,1022767,263493,1286260
2031,ssp126,B789,23204,525340,267525,816069,470191,1286260
2031,ssp245,A20n,835163,311921,54532,1201616,84644,1286260
2031,ssp245,A359,81207,652680,232527,966414,319846,1286260
2031,ssp245,B39m,15587,493129,512922,1021638,264622,1286260
2031,ssp245,B789,23653,525027,265247,813927,472333,1286260
2031,ssp370,A20n,834351,312228,54645,1201224,85036,1286260
2031,ssp370,A359,80633,651944,232867,965444,320816,1286260
2031,ssp370,B39m,15309,492272,512966,1020547,265713,1286260
2031,ssp370,B789,23084,524582,265238,812904,473356,1286260
2031,ssp585,A20n,837100,308824,55575,1201499,84761,1286260
2031,ssp585,A359,83294,649253,232304,964851,321409,1286260
2031,ssp585,B39m,16330,490701,513999,1021030,265230,1286260
2031,ssp585,B789,24732,521985,269064,815781,470479,1286260
2032,ssp126,A20n,837744,312163,54668,1204575,85209,1289784
2032,ssp126,A359,80729,654356,232795,967880,321904,1289784
2032,ssp126,B39m,15524,493019,514866,1023409,266375,1289784
2032,ssp126,B789,23552,524760,268078,816390,473394,1289784
2032,ssp245,A20n,836781,313165,55409,1205355,84429,1289784
2032,ssp245,A359,80953,653899,234255,969107,320677,1289784
2032,ssp245,B39m,15536,494131,514872,1024539,265245,1289784
2032,ssp245,B789,23676,525583,266620,815879,473905,1289784
2032,ssp370,A20n,839086,311684,54618,1205388,84396,1289784
2032,ssp370,A359,80934,654970,234761,970665,319119,1289784
2032,ssp370,B39m,15254,494628,515546,1025428,264356,1289784
2032,ssp370,B789,23247,526447,267838,817532,472252,1289784
2032,ssp585,A20n,837815,311934,54826,1204575,85209,1289784
2032,ssp585,A359,81056,654728,232696,968480,321304,1289784
2032,ssp585,B39m,15711,493777,513944,1023432,266352,1289784
2032,ssp585,B789,24154,525420,267464,817038,472746,1289784
2033,ssp126,A20n,836263,310734,54637,1201634,84626,1286260
2033,ssp126,A359,79675,654517,232776,966968,319292,1286260
2033,ssp126,B39m,14920,493480,513723,1022123,264137,1286260
2033,ssp126,B789,22715,525421,267202,815338,470922,1286260
2033,ssp245,A20n,833954,312407,54886,1201247,85013,1286260
2033,ssp245,A359,78784,653510,232769,965063,321197,1286260
2033,ssp245,B39m,14628,492566,513619,1020813,265447,1286260
2033,ssp245,B789,22652,524377,265923,812952,473308,1286260
2033,ssp370,A20n,831328,315790,54113,1201231,85029,1286260
2033,ssp370,A359,75613,656123,232206,963942,322318,1286260
2033,ssp370,B39m,13768,492252,513550,1019570,266690,1286260
2033,ssp370,B789,21167,524674,263695,809536,476724,1286260
2033,ssp585,A20n,837315,309216,55608,1202139,84121,1286260
2033,ssp585,A359,79178,655196,232006,966380,319880,1286260
2033,ssp585,B39m,14939,493372,512648,1020959,265301,1286260
2033,ssp585,B789,22882,526061,267301,816244,470016,1286260
2034,ssp126,A20n,838035,310180,54046,1202261,83999,1286260
2034,ssp126,A359,81089,652760,233269,967118,319142,1286260
2034,ssp126,B39m,15211,492979,513611,1021801,264459,1286260
2034,ssp126,B789,23170,524870,268241,816281,469979,1286260
2034,ssp245,A20n,834943,312660,54456,1202059,84201,1286260
2034,ssp245,A359,78744,653680,232910,965334,320926,1286260
2034,ssp245,B39m,14722,491486,515010,1021218,265042,1286260
2034,ssp245,B789,22612,523995,266768,813375,472885,1286260
2034,ssp370,A20n,836058,311409,54632,1202099,84161,1286260
2034,ssp370,A359,79839,653438,232801,966078,320182,1286260
2034,ssp370,B39m,15316,492192,514110,1021618,264642,1286260
2034,ssp370,B789,23052,524466,267135,814653,471607,1286260
2034,ssp585,A20n,834943,311733,55102,1201778,84482,1286260
2034,ssp585,A359,77700,655559,232492,965751,320509,1286260
2034,ssp585,B39m,14251,494564,512278,1021093,265167,1286260
2034,ssp585,B789,21986,526097,265381,813464,472796,1286260
2035,ssp126,A20n,837141,309687,55063,1201891,84369,1286260
2035,ssp126,A359,82092,651234,233293,966619,319641,1286260
2035,ssp126,B39m,15725,491647,513948,1021320,264940,1286260
2035,ssp126,B789,23937,524026,268064,816027,470233,1286260
2035,ssp245,A20n,835036,311229,55053,1201318,84942,1286260
2035,ssp245,A359,80333,652588,232569,965490,320770,1286260
2035,ssp245,B39m,15966,491589,511836,1019391,266869,1286260
2035,ssp245,B789,23920,523394,266443,813757,472503,1286260
2035,ssp370,A20n,834683,311624,54869,1201176,85084,1286260
2035,ssp370,A359,79223,653996,231570,964789,321471,1286260
2035,ssp370,B39m,14569,492433,514065,1021067,265193,1286260
2035,ssp370,B789,22659,524562,266265,813486,472774,1286260
2035,ssp585,A20n,831944,315000,54585,1201529,84731,1286260
2035,ssp585,A359,78204,654172,231763,964139,322121,1286260
2035,ssp585,B39m,14520,492602,513146,1020268,265992,1286260
2035,ssp585,B789,22307,524524,263895,810726,475534,1286260
2036,ssp126,A20n,837375,312595,55192,1205162,84622,1289784
2036,ssp126,A359,82758,651343,235130,969231,320553,1289784
2036,ssp126,B39m,16134,492924,514309,1023367,266417,1289784
2036,ssp126,B789,24567,525678,266011,816256,473528,1289784
2036,ssp245,A20n,839826,310207,55048,1205081,84703,1289784
2036,ssp245,A359,83667,652342,234069,970078,319706,1289784
2036,ssp245,B39m,16551,492781,516018,1025350,264434,1289784
2036,ssp245,B789,25248,524160,269581,818989,470795,1289784
2036,ssp370,A20n,838615,312047,54229,1204891,84893,1289784
2036,ssp370,A359,79847,655928,233042,968817,320967,1289784
2036,ssp370,B39m,15448,494130,514103,1023681,266103,1289784
2036,ssp370,B789,23459,525720,267766,816945,472839,1289784
2036,ssp585,A20n,838420,311611,55137,1205168,84616,1289784
2036,ssp585,A359,81226,655395,232113,968734,321050,1289784
2036,ssp585,B39m,15168,494840,514154,1024162,265622,1289784
2036,ssp585,B789,23233,526573,267510,817316,472468,1289784
2037,ssp126,A20n,836682,310005,54789,1201476,84784,1286260
2037,ssp126,A359,83687,650082,232985,966754,319506,1286260
2037,ssp126,B39m,16428,492175,513314,1021917,264343,1286260
2037,ssp126,B789,25066,523794,267052,815912,470348,1286260
2037,ssp245,A20n,834998,312116,54191,1201305,84955,1286260
2037,ssp245,A359,79649,652933,232772,965354,320906,1286260
2037,ssp245,B39m,14862,492584,513698,1021144,265116,1286260
2037,ssp245,B789,22827,524890,266118,813835,472425,1286260
2037,ssp370,A20n,836372,310713,54640,1201725,84535,1286260
2037,ssp370,A359,79016,655065,231857,965938,320322,1286260
2037,ssp370,B39m,14705,493175,513210,1021090,265170,1286260
2037,ssp370,B789,22246,525971,266806,815023,471237,1286260
2037,ssp585,A20n,836308,310501,54836,1201645,84615,1286260
2037,ssp585,A359,78500,655370,232440,966310,319950,1286260
2037,ssp585,B39m,14702,494213,512427,1021342,264918,1286260
2037,ssp585,B789,22621,525691,267062,815374,470886,1286260
2038,ssp126,A20n,832847,313804,55013,1201664,84596,1286260
2038,ssp126,A359,78402,654254,232413,965069,321191,1286260
2038,ssp126,B39m,14788,492445,513133,1020366,265894,1286260
2038,ssp126,B789,22512,525121,264147,811780,474480,1286260
2038,ssp245,A20n,835733,311399,54938,1202070,84190,1286260
2038,ssp245,A359,79893,652797,233920,966610,319650,1286260
2038,ssp245,B39m,15107,492895,513080,1021082,265178,1286260
2038,ssp245,B789,23054,524763,267090,814907,471353,1286260
2038,ssp370,A20n,836454,310552,54908,1201914,84346,1286260
2038,ssp370,A359,78989,654892,232409,966290,319970,1286260
2038,ssp370,B39m,14085,494191,513337,1021613,264647,1286260
2038,ssp370,B789,22169,526534,266586,815289,470971,1286260
2038,ssp585,A20n,832610,313368,55180,1201158,85102,1286260
2038,ssp585,A359,78476,653781,230950,963207,323053,1286260
2038,ssp585,B39m,14785,491604,512766,1019155,267105,1286260
2038,ssp585,B789,22873,523122,265106,811101,475159,1286260
2039,ssp126,A20n,835547,311078,54989,1201614,84646,1286260
2039,ssp126,A359,80830,652264,232138,965232,321028,1286260
2039,ssp126,B39m,15894,491164,513638,1020696,265564,1286260
2039,ssp126,B789,23976,523167,267246,814389,471871,1286260
2039,ssp245,A20n,834045,311800,55370,1201215,85045,1286260
2039,ssp245,A359,79272,653399,231957,964628,321632,1286260
2039,ssp245,B39m,14508,493115,512366,1019989,266271,1286260
2039,ssp245,B789,22513,524824,265134,812471,473789,1286260
2039,ssp370,A20n,833815,313334,54652,1201801,84459,1286260
2039,ssp370,A359,80234,651779,233504,965517,320743,1286260
2039,ssp370,B39m,14860,492104,514420,1021384,264876,1286260
2039,ssp370,B789,22806,523459,266333,812598,473662,1286260
2039,ssp585,A20n,838100,308814,54909,1201823,84437,1286260
2039,ssp585,A359,82251,651438,232739,966428,319832,1286260
2039,ssp585,B39m,15830,492292,513700,1021822,264438,1286260
2039,ssp585,B789,24336,524112,268793,817241,469019,1286260
2040,ssp126,A20n,834039,316088,54456,1204583,85201,1289784
2040,ssp126,A359,80431,653048,233639,967118,322666,1289784
2040,ssp126,B39m,15246,493279,514908,1023433,266351,1289784
2040,ssp126,B789,23412,524825,264173,812410,477374,1289784
2040,ssp245,A20n,838879,311515,54945,1205339,84445,1289784
2040,ssp245,A359,81491,654086,233934,969511,320273,1289784
2040,ssp245,B39m,15505,493279,516284,1025068,264716,1289784
2040,ssp245,B789,23985,524069,269233,817287,472497,1289784
2040,ssp370,A20n,833951,315876,54814,1204641,85143,1289784
2040,ssp370,A359,78800,654723,232320,965843,323941,1289784
2040,ssp370,B39m,15018,492193,515017,1022228,267556,1289784
2040,ssp370,B789,22848,524470,265245,812563,477221,1289784
2040,ssp585,A20n,838019,311304,55060,1204383,85401,1289784
2040,ssp585,A359,79288,655947,232908,968143,321641,1289784
2040,ssp585,B39m,14853,494491,513891,1023235,266549,1289784
2040,ssp585,B789,22838,526214,267489,816541,473243,1289784
2041,ssp126,A20n,833485,313512,54388,1201385,84875,1286260
2041,ssp126,A359,78581,653918,232466,964965,321295,1286260
2041,ssp126,B39m,14245,492564,513608,1020417,265843,1286260
2041,ssp126,B789,22030,524615,265408,812053,474207,1286260
2041,ssp245,A20n,836975,310490,54948,1202413,83847,1286260
2041,ssp245,A359,81865,651625,233260,966750,319510,1286260
2041,ssp245,B39m,15650,492335,513753,1021738,264522,1286260
2041,ssp245,B789,23977,524262,267531,815770,470490,1286260
2041,ssp370,A20n,837323,309682,55309,1202314,83946,1286260
2041,ssp370,A359,79657,653470,233959,967086,319174,1286260
2041,ssp370,B39m,15162,493108,513108,1021378,264882,1286260
2041,ssp370,B789,23109,524675,268179,815963,470297,1286260
2041,ssp585,A20n,832510,313849,54866,1201225,85035,1286260
2041,ssp585,A359,76699,655843,232249,964791,321469,1286260
2041,ssp585,B39m,14181,493126,513122,1020429,265831,1286260
2041,ssp585,B789,21860,525547,263320,810727,475533,1286260
2042,ssp126,A20n,836271,310286,54830,1201387,84873,1286260
2042,ssp126,A359,80971,652531,233123,966625,319635,1286260
2042,ssp126,B39m,15502,492426,512908,1020836,265424,1286260
2042,ssp126,B789,23705,524362,266770,814837,471423,1286260
2042,ssp245,A20n,836503,309711,55237,1201451,84809,1286260
2042,ssp245,A359,82482,650781,232880,966143,320117,1286260
2042,ssp245,B39m,16061,491155,514309,1021525,264735,1286260
2042,ssp245,B789,24124,523193,268040,815357,470903,1286260
2042,ssp370,A20n,833651,312693,55272,1201616,84644,1286260
2042,ssp370,A359,78534,654080,232486,965100,321160,1286260
2042,ssp370,B39m,14712,492329,513423,1020464,265796,1286260
2042,ssp370,B789,22343,524998,264922,812263,473997,1286260
2042,ssp585,A20n,833796,312824,54935,1201555,84705,1286260
2042,ssp585,A359,76684,656487,230684,963855,322405,1286260
2042,ssp585,B39m,13809,493821,511836,1019466,266794,1286260
2042,ssp585,B789,21290,525806,265052,812148,474112,1286260
2043,ssp126,A20n,835902,311085,54565,1201552,84708,1286260
2043,ssp126,A359,79608,653755,233175,966538,319722,1286260
2043,ssp126,B39m,15195,492714,513542,1021451,264809,1286260
2043,ssp126,B789,23212,524977,266655,814844,471416,1286260
2043,ssp245,A20n,835601,310981,54886,1201468,84792,1286260
2043,ssp245,A359,81962,651327,233008,966297,319963,1286260
2043,ssp245,B39m,15866,492360,513230,1021456,264804,1286260
2043,ssp245,B789,24101,524500,266370,814971,471289,1286260
2043,ssp370,A20n,835576,310834,55020,1201430,84830,1286260
2043,ssp370,A359,78406,654279,231746,964431,321829,1286260
