year,exp,type,cnt,thr_red_avg,thr_avg
2046,ssp126,Narrowbody,1201136,21.5725,0.784275
2046,ssp126,Widebody,962681,11.2575,0.887425
2046,ssp126,Narrowbody,1019856,5.8647,0.941353
2046,ssp126,Widebody,809616,8.42349,0.9157651
2046,ssp245,Narrowbody,1201633,21.5862,0.784138
2046,ssp245,Widebody,965317,11.2913,0.887087
2046,ssp245,Narrowbody,1020932,5.89882,0.9410118
2046,ssp245,Widebody,811186,8.4685,0.915315
2046,ssp370,Narrowbody,1201341,21.5785,0.784215
2046,ssp370,Widebody,963623,11.2864,0.887136
2046,ssp370,Narrowbody,1020218,5.88826,0.9411174
2046,ssp370,Widebody,810387,8.45221,0.9154779
2046,ssp585,Narrowbody,1201010,21.599,0.78401
2046,ssp585,Widebody,965357,11.3994,0.886006
2046,ssp585,Narrowbody,1020047,5.98884,0.9401116
2046,ssp585,Widebody,815100,8.54077,0.9145923
2047,ssp126,Narrowbody,1201701,21.6081,0.783919
2047,ssp126,Widebody,966987,11.3082,0.886918
2047,ssp126,Narrowbody,1020960,5.91436,0.9408564
2047,ssp126,Widebody,815504,8.44274,0.9155726
2047,ssp245,Narrowbody,1201497,21.5769,0.784231
2047,ssp245,Widebody,963529,11.2635,0.887365
2047,ssp245,Narrowbody,1019363,5.8741,0.941259
2047,ssp245,Widebody,811561,8.40886,0.9159114
2047,ssp370,Narrowbody,1201516,21.5768,0.784232
2047,ssp370,Widebody,963718,11.3106,0.886894
2047,ssp370,Narrowbody,1019827,5.90906,0.9409094
2047,ssp370,Widebody,812405,8.45673,0.9154327
2047,ssp585,Narrowbody,1201348,21.5752,0.784248
2047,ssp585,Widebody,964048,11.2912,0.887088
2047,ssp585,Narrowbody,1019396,5.90684,0.9409316
2047,ssp585,Widebody,811299,8.45868,0.9154132
2048,ssp126,Narrowbody,1205112,21.5902,0.784098
2048,ssp126,Widebody,969225,11.3856,0.886144
2048,ssp126,Narrowbody,1023975,5.99912,0.9400088
2048,ssp126,Widebody,817977,8.54562,0.9145438
2048,ssp245,Narrowbody,1205381,21.597,0.78403
2048,ssp245,Widebody,968722,11.3385,0.886615
2048,ssp245,Narrowbody,1024295,5.92724,0.9407276
2048,ssp245,Widebody,817319,8.47062,0.9152938
2048,ssp370,Narrowbody,1205085,21.5917,0.784083
2048,ssp370,Widebody,968884,11.3664,0.886336
2048,ssp370,Narrowbody,1023721,5.97807,0.9402193
2048,ssp370,Widebody,818680,8.51177,0.9148823
2048,ssp585,Narrowbody,1205037,21.5637,0.784363
2048,ssp585,Widebody,966028,11.2621,0.887379
2048,ssp585,Narrowbody,1022563,5.8729,0.941271
2048,ssp585,Widebody,813183,8.42442,0.9157558
2049,ssp126,Narrowbody,1201491,21.5851,0.784149
2049,ssp126,Widebody,964297,11.3383,0.886617
2049,ssp126,Narrowbody,1020154,5.94583,0.9405417
2049,ssp126,Widebody,813352,8.49042,0.9150958
2049,ssp245,Narrowbody,1201901,21.5926,0.784074
2049,ssp245,Widebody,966014,11.3287,0.886713
2049,ssp245,Narrowbody,1020846,5.93586,0.9406414
2049,ssp245,Widebody,814026,8.47579,0.9152421
2049,ssp370,Narrowbody,1201547,21.5778,0.784222
2049,ssp370,Widebody,964427,11.3061,0.886939
2049,ssp370,Narrowbody,1020163,5.91998,0.9408002
2049,ssp370,Widebody,811818,8.47743,0.9152257
2049,ssp585,Narrowbody,1200643,21.5473,0.784527
2049,ssp585,Widebody,960019,11.2236,0.887764
2049,ssp585,Narrowbody,1017829,5.81526,0.9418474
2049,ssp585,Widebody,806403,8.37737,0.9162263
2050,ssp126,Narrowbody,1201970,21.6007,0.783993
2050,ssp126,Widebody,966313,11.347,0.88653
2050,ssp126,Narrowbody,1021329,5.93947,0.9406053
2050,ssp126,Widebody,816146,8.46911,0.9153089
2050,ssp245,Narrowbody,1201841,21.5954,0.784046
2050,ssp245,Widebody,966150,11.3188,0.886812
2050,ssp245,Narrowbody,1021395,5.92276,0.9407724
2050,ssp245,Widebody,814277,8.46222,0.9153778
2050,ssp370,Narrowbody,1201274,21.5584,0.784416
2050,ssp370,Widebody,961764,11.2271,0.887729
2050,ssp370,Narrowbody,1018842,5.83086,0.9416914
2050,ssp370,Widebody,807988,8.38461,0.9161539
2050,ssp585,Narrowbody,1201556,21.5709,0.784291
2050,ssp585,Widebody,963241,11.306,0.88694
2050,ssp585,Narrowbody,1019448,5.90601,0.9409399
2050,ssp585,Widebody,811613,8.45362,0.9154638
2051,ssp126,Narrowbody,1201889,21.6022,0.783978
2051,ssp126,Widebody,966820,11.3138,0.886862
2051,ssp126,Narrowbody,1021543,5.92815,0.9407185
2051,ssp126,Widebody,814109,8.46987,0.9153013
2051,ssp245,Narrowbody,1201275,21.5832,0.784168
2051,ssp245,Widebody,963277,11.3323,0.886677
2051,ssp245,Narrowbody,1020363,5.91678,0.9408322
2051,ssp245,Widebody,814203,8.4475,0.915525
2051,ssp370,Narrowbody,1200721,21.5554,0.784446
2051,ssp370,Widebody,960494,11.2436,0.887564
2051,ssp370,Narrowbody,1018058,5.83207,0.9416793
2051,ssp370,Widebody,808776,8.38302,0.9161698
2051,ssp585,Narrowbody,1201139,21.576,0.78424
2051,ssp585,Widebody,963557,11.2819,0.887181
2051,ssp585,Narrowbody,1019818,5.88958,0.9411042
2051,ssp585,Widebody,809320,8.46566,0.9153434
2052,ssp126,Narrowbody,1204796,21.5965,0.784035
2052,ssp126,Widebody,968095,11.3531,0.886469
2052,ssp126,Narrowbody,1024168,5.9367,0.940633
2052,ssp126,Widebody,815967,8.49318,0.9150682
2052,ssp245,Narrowbody,1205065,21.5844,0.784156
2052,ssp245,Widebody,967521,11.313,0.88687
2052,ssp245,Narrowbody,1023306,5.90983,0.9409017
2052,ssp245,Widebody,814816,8.46128,0.9153872
2052,ssp370,Narrowbody,1204389,21.5607,0.784393
2052,ssp370,Widebody,964538,11.2828,0.887172
2052,ssp370,Narrowbody,1021452,5.88328,0.9411672
2052,ssp370,Widebody,812124,8.43542,0.9156458
2052,ssp585,Narrowbody,1204846,21.5777,0.784223
2052,ssp585,Widebody,966715,11.2978,0.887022
2052,ssp585,Narrowbody,1022282,5.89062,0.9410938
2052,ssp585,Widebody,814953,8.43211,0.9156789
2053,ssp126,Narrowbody,1202075,21.5805,0.784195
2053,ssp126,Widebody,965229,11.3273,0.886727
2053,ssp126,Narrowbody,1020649,5.92635,0.9407365
2053,ssp126,Widebody,812791,8.48284,0.9151716
2053,ssp245,Narrowbody,1201146,21.5831,0.784169
2053,ssp245,Widebody,964133,11.2924,0.887076
2053,ssp245,Narrowbody,1020189,5.88393,0.9411607
2053,ssp245,Widebody,810896,8.44952,0.9155048
2053,ssp370,Narrowbody,1200915,21.5632,0.784368
2053,ssp370,Widebody,961971,11.2526,0.887474
2053,ssp370,Narrowbody,1018250,5.85467,0.9414533
2053,ssp370,Widebody,809143,8.40661,0.9159339
2053,ssp585,Narrowbody,1200854,21.5751,0.784249
2053,ssp585,Widebody,962868,11.2729,0.887271
2053,ssp585,Narrowbody,1019182,5.86519,0.9413481
2053,ssp585,Widebody,811303,8.40877,0.9159123
2054,ssp126,Narrowbody,1201045,21.5965,0.784035
2054,ssp126,Widebody,964926,11.2895,0.887105
2054,ssp126,Narrowbody,1019947,5.89902,0.9410098
2054,ssp126,Widebody,812375,8.44888,0.9155112
2054,ssp245,Narrowbody,1201563,21.5699,0.784301
2054,ssp245,Widebody,963724,11.3157,0.886843
2054,ssp245,Narrowbody,1019113,5.91695,0.9408305
2054,ssp245,Widebody,811803,8.47274,0.9152726
2054,ssp370,Narrowbody,1201247,21.5738,0.784262
2054,ssp370,Widebody,962773,11.3181,0.886819
2054,ssp370,Narrowbody,1019458,5.90258,0.9409742
2054,ssp370,Widebody,812403,8.45019,0.9154981
2054,ssp585,Narrowbody,1201392,21.5687,0.784313
2054,ssp585,Widebody,962048,11.2913,0.887087
2054,ssp585,Narrowbody,1019759,5.88156,0.9411844
2054,ssp585,Widebody,812126,8.41879,0.9158121
2055,ssp126,Narrowbody,1201646,21.5859,0.784141
2055,ssp126,Widebody,964369,11.3432,0.886568
2055,ssp126,Narrowbody,1020632,5.92595,0.9407405
2055,ssp126,Widebody,814196,8.46419,0.9153581
2055,ssp245,Narrowbody,1201285,21.5928,0.784072
2055,ssp245,Widebody,964767,11.3607,0.886393
2055,ssp245,Narrowbody,1020471,5.94731,0.9405269
2055,ssp245,Widebody,815212,8.48641,0.9151359
2055,ssp370,Narrowbody,1200968,21.5726,0.784274
2055,ssp370,Widebody,963010,11.2567,0.887433
2055,ssp370,Narrowbody,1019331,5.8617,0.941383
2055,ssp370,Widebody,809497,8.41836,0.9158164
2055,ssp585,Narrowbody,1201135,21.5674,0.784326
2055,ssp585,Widebody,962519,11.291,0.88709
2055,ssp585,Narrowbody,1018813,5.89152,0.9410848
2055,ssp585,Widebody,811241,8.43365,0.9156635
2056,ssp126,Narrowbody,1204363,21.602,0.78398
2056,ssp126,Widebody,968466,11.3601,0.886399
2056,ssp126,Narrowbody,1023658,5.95131,0.9404869
2056,ssp126,Widebody,818106,8.48636,0.9151364
2056,ssp245,Narrowbody,1205178,21.5952,0.784048
2056,ssp245,Widebody,968663,11.3308,0.886692
2056,ssp245,Narrowbody,1023677,5.93062,0.9406938
2056,ssp245,Widebody,816402,8.4753,0.915247
2056,ssp370,Narrowbody,1204769,21.5846,0.784154
2056,ssp370,Widebody,966692,11.299,0.88701
2056,ssp370,Narrowbody,1022695,5.89261,0.9410739
2056,ssp370,Widebody,815199,8.43346,0.9156654
2056,ssp585,Narrowbody,1204204,21.5583,0.784417
2056,ssp585,Widebody,964758,11.2381,0.887619
2056,ssp585,Narrowbody,1021049,5.84173,0.9415827
2056,ssp585,Widebody,811487,8.38585,0.9161415
2057,ssp126,Narrowbody,1201796,21.5895,0.784105
2057,ssp126,Widebody,965797,11.339,0.88661
2057,ssp126,Narrowbody,1020774,5.94943,0.9405057
2057,ssp126,Widebody,813890,8.49888,0.9150112
2057,ssp245,Narrowbody,1201469,21.5994,0.784006
2057,ssp245,Widebody,966189,11.342,0.88658
2057,ssp245,Narrowbody,1020498,5.9342,0.940658
2057,ssp245,Widebody,816180,8.46193,0.9153807
2057,ssp370,Narrowbody,1201150,21.5774,0.784226
2057,ssp370,Widebody,962971,11.3025,0.886975
2057,ssp370,Narrowbody,1019147,5.89245,0.9410755
2057,ssp370,Widebody,811997,8.436,0.91564
2057,ssp585,Narrowbody,1200640,21.5657,0.784343
2057,ssp585,Widebody,961530,11.2863,0.887137
2057,ssp585,Narrowbody,1018247,5.87754,0.9412246
2057,ssp585,Widebody,810621,8.41962,0.9158038
2058,ssp126,Narrowbody,1201685,21.6012,0.783988
2058,ssp126,Widebody,966577,11.3611,0.886389
2058,ssp126,Narrowbody,1021299,5.96258,0.9403742
2058,ssp126,Widebody,816659,8.49538,0.9150462
2058,ssp245,Narrowbody,1201245,21.5812,0.784188
2058,ssp245,Widebody,963891,11.2947,0.887053
2058,ssp245,Narrowbody,1019474,5.89489,0.9410511
2058,ssp245,Widebody,812512,8.43173,0.9156827
2058,ssp370,Narrowbody,1200976,21.5605,0.784395
2058,ssp370,Widebody,961725,11.2205,0.887795
2058,ssp370,Narrowbody,1018457,5.81539,0.9418461
2058,ssp370,Widebody,808899,8.35978,0.9164022
2058,ssp585,Narrowbody,1201408,21.5638,0.784362
2058,ssp585,Widebody,963280,11.2974,0.887026
2058,ssp585,Narrowbody,1019603,5.89919,0.9410081
2058,ssp585,Widebody,810934,8.45576,0.9154424
2059,ssp126,Narrowbody,1201817,21.5992,0.784008
2059,ssp126,Widebody,965893,11.3002,0.886998
2059,ssp126,Narrowbody,1020440,5.90176,0.9409824
2059,ssp126,Widebody,814469,8.43448,0.9156552
2059,ssp245,Narrowbody,1201821,21.5575,0.784425
2059,ssp245,Widebody,962655,11.2816,0.887184
2059,ssp245,Narrowbody,1019310,5.88057,0.9411943
2059,ssp245,Widebody,810163,8.43797,0.9156203
2059,ssp370,Narrowbody,1200410,21.5526,0.784474
2059,ssp370,Widebody,960234,11.2553,0.887447
2059,ssp370,Narrowbody,1017984,5.84951,0.9415049
2059,ssp370,Widebody,808344,8.40509,0.9159491
2059,ssp585,Narrowbody,1201035,21.5596,0.784404
2059,ssp585,Widebody,961343,11.2406,0.887594
2059,ssp585,Narrowbody,1018937,5.82538,0.9417462
2059,ssp585,Widebody,809413,8.36716,0.9163284
2060,ssp126,Narrowbody,1204879,21.582,0.78418
2060,ssp126,Widebody,966981,11.2828,0.887172
2060,ssp126,Narrowbody,1022464,5.87947,0.9412053
2060,ssp126,Widebody,814579,8.42241,0.9157759
2060,ssp245,Narrowbody,1204803,21.5801,0.784199
2060,ssp245,Widebody,967085,11.2762,0.887238
2060,ssp245,Narrowbody,1022478,5.8837,0.941163
2060,ssp245,Widebody,814619,8.41779,0.9158221
2060,ssp370,Narrowbody,1204369,21.561,0.78439
2060,ssp370,Widebody,964910,11.3055,0.886945
2060,ssp370,Narrowbody,1021460,5.89396,0.9410604
2060,ssp370,Widebody,813094,8.44686,0.9155314
2060,ssp585,Narrowbody,1203517,21.552,0.78448
2060,ssp585,Widebody,962237,11.2124,0.887876
2060,ssp585,Narrowbody,1019797,5.79644,0.9420356
2060,ssp585,Widebody,808747,8.35185,0.9164815
2061,ssp126,Narrowbody,1201188,21.6043,0.783957
2061,ssp126,Widebody,966296,11.3231,0.886769
2061,ssp126,Narrowbody,1021497,5.92257,0.9407743
2061,ssp126,Widebody,813876,8.47823,0.9152177
2061,ssp245,Narrowbody,1201239,21.5942,0.784058
2061,ssp245,Widebody,965267,11.3408,0.886592
2061,ssp245,Narrowbody,1020708,5.94543,0.9405457
2061,ssp245,Widebody,813514,8.49743,0.9150257
2061,ssp370,Narrowbody,1200709,21.5601,0.784399
2061,ssp370,Widebody,962063,11.2652,0.887348
2061,ssp370,Narrowbody,1018583,5.85988,0.9414012
2061,ssp370,Widebody,809464,8.40702,0.9159298
2061,ssp585,Narrowbody,1200520,21.5533,0.784467
2061,ssp585,Widebody,960028,11.25,0.8875
2061,ssp585,Narrowbody,1017625,5.83536,0.9416464
2061,ssp585,Widebody,809561,8.37319,0.9162681
2062,ssp126,Narrowbody,1201958,21.595,0.78405
2062,ssp126,Widebody,966146,11.3159,0.886841
2062,ssp126,Narrowbody,1021103,5.92528,0.9407472
2062,ssp126,Widebody,813327,8.47795,0.9152205
2062,ssp245,Narrowbody,1201482,21.5913,0.784087
2062,ssp245,Widebody,964746,11.3058,0.886942
2062,ssp245,Narrowbody,1020754,5.89714,0.9410286
2062,ssp245,Widebody,813475,8.43724,0.9156276
2062,ssp370,Narrowbody,1201230,21.5832,0.784168
2062,ssp370,Widebody,963046,11.2694,0.887306
2062,ssp370,Narrowbody,1019868,5.85127,0.9414873
2062,ssp370,Widebody,811806,8.39443,0.9160557
2062,ssp585,Narrowbody,1201250,21.54,0.7846
2062,ssp585,Widebody,961175,11.2558,0.887442
2062,ssp585,Narrowbody,1017546,5.86351,0.9413649
2062,ssp585,Widebody,809111,8.41514,0.9158486
2063,ssp126,Narrowbody,1201374,21.6124,0.783876
2063,ssp126,Widebody,967027,11.3353,0.886647
2063,ssp126,Narrowbody,1021592,5.94602,0.9405398
2063,ssp126,Widebody,815940,8.47915,0.9152085
2063,ssp245,Narrowbody,1201139,21.5772,0.784228
2063,ssp245,Widebody,963326,11.2942,0.887058
2063,ssp245,Narrowbody,1019760,5.9084,0.940916
2063,ssp245,Widebody,811098,8.45551,0.9154449
2063,ssp370,Narrowbody,1200702,21.5732,0.784268
2063,ssp370,Widebody,961882,11.2715,0.887285
2063,ssp370,Narrowbody,1018856,5.85983,0.9414017
2063,ssp370,Widebody,810501,8.40385,0.9159615
2063,ssp585,Narrowbody,1200612,21.537,0.78463
2063,ssp585,Widebody,960881,11.2241,0.887759
2063,ssp585,Narrowbody,1017528,5.83707,0.9416293
2063,ssp585,Widebody,806433,8.40221,0.9159779
2064,ssp126,Narrowbody,1205413,21.5883,0.784117
2064,ssp126,Widebody,967827,11.316,0.88684
2064,ssp126,Narrowbody,1023831,5.91466,0.9408534
2064,ssp126,Widebody,816033,8.45812,0.9154188
2064,ssp245,Narrowbody,1204713,21.5652,0.784348
2064,ssp245,Widebody,965372,11.2794,0.887206
2064,ssp245,Narrowbody,1021369,5.88843,0.9411157
2064,ssp245,Widebody,812614,8.43449,0.9156551
2064,ssp370,Narrowbody,1204139,21.5555,0.784445
2064,ssp370,Widebody,964833,11.2735,0.887265
2064,ssp370,Narrowbody,1021199,5.87515,0.9412485
2064,ssp370,Widebody,813066,8.4188,0.915812
2064,ssp585,Narrowbody,1204434,21.54,0.7846
2064,ssp585,Widebody,963105,11.2216,0.887784
2064,ssp585,Narrowbody,1021332,5.81532,0.9418468
2064,ssp585,Widebody,809495,8.37482,0.9162518
2065,ssp126,Narrowbody,1202077,21.5989,0.784011
2065,ssp126,Widebody,965957,11.3121,0.886879
2065,ssp126,Narrowbody,1021163,5.91025,0.9408975
2065,ssp126,Widebody,814274,8.45432,0.9154568
2065,ssp245,Narrowbody,1202125,21.561,0.78439
2065,ssp245,Widebody,962854,11.2419,0.887581
2065,ssp245,Narrowbody,1019849,5.84722,0.9415278
2065,ssp245,Widebody,809002,8.40311,0.9159689
2065,ssp370,Narrowbody,1201108,21.5476,0.784524
2065,ssp370,Widebody,960924,11.2304,0.887696
2065,ssp370,Narrowbody,1017312,5.82884,0.9417116
2065,ssp370,Widebody,808868,8.36976,0.9163024
2065,ssp585,Narrowbody,1199901,21.5201,0.784799
2065,ssp585,Widebody,956860,11.1722,0.888278
2065,ssp585,Narrowbody,1015498,5.7645,0.942355
2065,ssp585,Widebody,804275,8.3158,0.916842
2066,ssp126,Narrowbody,1201047,21.5912,0.784088
2066,ssp126,Widebody,964611,11.2856,0.887144
2066,ssp126,Narrowbody,1019681,5.88704,0.9411296
2066,ssp126,Widebody,813110,8.4166,0.915834
2066,ssp245,Narrowbody,1200621,21.557,0.78443
2066,ssp245,Widebody,961034,11.2395,0.887605
2066,ssp245,Narrowbody,1018084,5.84202,0.9415798
2066,ssp245,Widebody,808781,8.3936,0.916064
2066,ssp370,Narrowbody,1200591,21.5514,0.784486
2066,ssp370,Widebody,961178,11.2574,0.887426
2066,ssp370,Narrowbody,1017555,5.86739,0.9413261
2066,ssp370,Widebody,808678,8.42187,0.9157813
2066,ssp585,Narrowbody,1200653,21.5466,0.784534
2066,ssp585,Widebody,960233,11.2543,0.887457
2066,ssp585,Narrowbody,1017161,5.83594,0.9416406
2066,ssp585,Widebody,809675,8.3734,0.916266
2067,ssp126,Narrowbody,1201555,21.5852,0.784148
2067,ssp126,Widebody,964197,11.2972,0.887028
2067,ssp126,Narrowbody,1020146,5.88862,0.9411138
2067,ssp126,Widebody,812736,8.43267,0.9156733
2067,ssp245,Narrowbody,1201158,21.5786,0.784214
2067,ssp245,Widebody,963835,11.2846,0.887154
2067,ssp245,Narrowbody,1019464,5.88259,0.9411741
2067,ssp245,Widebody,811100,8.43506,0.9156494
2067,ssp370,Narrowbody,1200974,21.5261,0.784739
2067,ssp370,Widebody,958470,11.2045,0.887955
2067,ssp370,Narrowbody,1016786,5.79693,0.9420307
2067,ssp370,Widebody,805258,8.35422,0.9164578
2067,ssp585,Narrowbody,1200028,21.5476,0.784524
2067,ssp585,Widebody,960317,11.2052,0.887948
2067,ssp585,Narrowbody,1016977,5.80665,0.9419335
2067,ssp585,Widebody,807437,8.34782,0.9165218
2068,ssp126,Narrowbody,1204497,21.6044,0.783956
2068,ssp126,Widebody,968213,11.3507,0.886493
2068,ssp126,Narrowbody,1023756,5.94715,0.9405285
2068,ssp126,Widebody,816497,8.49671,0.9150329
2068,ssp245,Narrowbody,1204765,21.5913,0.784087
2068,ssp245,Widebody,967826,11.3083,0.886917
2068,ssp245,Narrowbody,1023458,5.91018,0.9408982
2068,ssp245,Widebody,814788,8.46598,0.9153402
2068,ssp370,Narrowbody,1203460,21.5427,0.784573
2068,ssp370,Widebody,961442,11.2397,0.887603
2068,ssp370,Narrowbody,1019562,5.82083,0.9417917
2068,ssp370,Widebody,808210,8.3852,0.916148
2068,ssp585,Narrowbody,1204302,21.5431,0.784569
2068,ssp585,Widebody,963259,11.2155,0.887845
2068,ssp585,Narrowbody,1020703,5.81284,0.9418716
2068,ssp585,Widebody,809096,8.37363,0.9162637
2069,ssp126,Narrowbody,1201559,21.6004,0.783996
2069,ssp126,Widebody,965508,11.2778,0.887222
2069,ssp126,Narrowbody,1020823,5.88072,0.9411928
2069,ssp126,Widebody,812819,8.4195,0.915805
2069,ssp245,Narrowbody,1201250,21.5832,0.784168
2069,ssp245,Widebody,964343,11.3155,0.886845
2069,ssp245,Narrowbody,1019692,5.92542,0.9407458
2069,ssp245,Widebody,812786,8.47004,0.9152996
2069,ssp370,Narrowbody,1201051,21.5459,0.784541
2069,ssp370,Widebody,960986,11.2848,0.887152
2069,ssp370,Narrowbody,1018087,5.87028,0.9412972
2069,ssp370,Widebody,809603,8.42459,0.9157541
2069,ssp585,Narrowbody,1200702,21.5491,0.784509
2069,ssp585,Widebody,960161,11.2264,0.887736
2069,ssp585,Narrowbody,1017385,5.82392,0.9417608
2069,ssp585,Widebody,808049,8.37094,0.9162906
2070,ssp126,Narrowbody,1201920,21.5946,0.784054
2070,ssp126,Widebody,964939,11.3202,0.886798
2070,ssp126,Narrowbody,1020916,5.91031,0.9408969
2070,ssp126,Widebody,812731,8.46432,0.9153568
2070,ssp245,Narrowbody,1201334,21.5738,0.784262
2070,ssp245,Widebody,963828,11.3128,0.886872
2070,ssp245,Narrowbody,1019677,5.90882,0.9409118
2070,ssp245,Widebody,812652,8.45666,0.9154334
2070,ssp370,Narrowbody,1200705,21.5491,0.784509
2070,ssp370,Widebody,960386,11.2578,0.887422
2070,ssp370,Narrowbody,1017582,5.85235,0.9414765
2070,ssp370,Widebody,808344,8.40481,0.9159519
2070,ssp585,Narrowbody,1200409,21.5099,0.784901
2070,ssp585,Widebody,956582,11.1245,0.888755
2070,ssp585,Narrowbody,1015363,5.72676,0.9427324
2070,ssp585,Widebody,801534,8.28599,0.9171401
2071,ssp126,Narrowbody,1201759,21.6083,0.783917
2071,ssp126,Widebody,967579,11.3591,0.886409
2071,ssp126,Narrowbody,1021801,5.96402,0.9403598
2071,ssp126,Widebody,815250,8.5135,0.914865
2071,ssp245,Narrowbody,1200942,21.5566,0.784434
2071,ssp245,Widebody,961259,11.2559,0.887441
2071,ssp245,Narrowbody,1017929,5.85468,0.9414532
2071,ssp245,Widebody,809091,8.40473,0.9159527
2071,ssp370,Narrowbody,1200346,21.5409,0.784591
2071,ssp370,Widebody,959617,11.1985,0.888015
2071,ssp370,Narrowbody,1016525,5.80894,0.9419106
2071,ssp370,Widebody,806778,8.35293,0.9164707
2071,ssp585,Narrowbody,1200191,21.5237,0.784763
2071,ssp585,Widebody,958384,11.2277,0.887723
2071,ssp585,Narrowbody,1015968,5.80954,0.9419046
2071,ssp585,Widebody,806432,8.36417,0.9163583
2072,ssp126,Narrowbody,1204979,21.6042,0.783958
2072,ssp126,Widebody,969149,11.3622,0.886378
2072,ssp126,Narrowbody,1024131,5.95789,0.9404211
2072,ssp126,Widebody,817876,8.50063,0.9149937
2072,ssp245,Narrowbody,1204561,21.572,0.78428
2072,ssp245,Widebody,965469,11.2816,0.887184
2072,ssp245,Narrowbody,1021610,5.86974,0.9413026
2072,ssp245,Widebody,813436,8.41731,0.9158269
2072,ssp370,Narrowbody,1203886,21.5429,0.784571
2072,ssp370,Widebody,962366,11.1992,0.888008
2072,ssp370,Narrowbody,1020494,5.79921,0.9420079
2072,ssp370,Widebody,808451,8.35721,0.9164279
2072,ssp585,Narrowbody,1203679,21.5363,0.784637
2072,ssp585,Widebody,961685,11.1953,0.888047
2072,ssp585,Narrowbody,1019712,5.79965,0.9420035
2072,ssp585,Widebody,808973,8.3474,0.916526
2073,ssp126,Narrowbody,1201504,21.5873,0.784127
2073,ssp126,Widebody,964310,11.3154,0.886846
2073,ssp126,Narrowbody,1020330,5.90574,0.9409426
2073,ssp126,Widebody,812882,8.44862,0.9155138
2073,ssp245,Narrowbody,1201732,21.5825,0.784175
2073,ssp245,Widebody,963922,11.2692,0.887308
2073,ssp245,Narrowbody,1020441,5.85739,0.9414261
2073,ssp245,Widebody,812276,8.39983,0.9160017
2073,ssp370,Narrowbody,1200589,21.5329,0.784671
2073,ssp370,Widebody,959333,11.2071,0.887929
2073,ssp370,Narrowbody,1016507,5.79557,0.9420443
2073,ssp370,Widebody,805871,8.34696,0.9165304
2073,ssp585,Narrowbody,1200009,21.5138,0.784862
2073,ssp585,Widebody,956583,11.1706,0.888294
2073,ssp585,Narrowbody,1015729,5.7581,0.942419
2073,ssp585,Widebody,802285,8.33494,0.9166506
2074,ssp126,Narrowbody,1201658,21.6086,0.783914
2074,ssp126,Widebody,966722,11.3259,0.886741
2074,ssp126,Narrowbody,1021692,5.93672,0.9406328
2074,ssp126,Widebody,815122,8.47343,0.9152657
2074,ssp245,Narrowbody,1201444,21.5752,0.784248
2074,ssp245,Widebody,963905,11.2914,0.887086
2074,ssp245,Narrowbody,1020404,5.87578,0.9412422
2074,ssp245,Widebody,811978,8.421,0.91579
2074,ssp370,Narrowbody,1200509,21.534,0.78466
2074,ssp370,Widebody,958782,11.2061,0.887939
2074,ssp370,Narrowbody,1016683,5.79846,0.9420154
2074,ssp370,Widebody,806861,8.34291,0.9165709
2074,ssp585,Narrowbody,1200448,21.5255,0.784745
2074,ssp585,Widebody,958489,11.2418,0.887582
2074,ssp585,Narrowbody,1016508,5.83388,0.9416612
2074,ssp585,Widebody,806775,8.39174,0.9160826
2075,ssp126,Narrowbody,1201772,21.6043,0.783957
2075,ssp126,Widebody,966604,11.3807,0.886193
2075,ssp126,Narrowbody,1021739,5.97757,0.9402243
2075,ssp126,Widebody,816849,8.51207,0.9148793
2075,ssp245,Narrowbody,1200961,21.5747,0.784253
2075,ssp245,Widebody,962796,11.2989,0.887011
2075,ssp245,Narrowbody,1019496,5.89268,0.9410732
2075,ssp245,Widebody,812196,8.43725,0.9156275
2075,ssp370,Narrowbody,1200640,21.5224,0.784776
2075,ssp370,Widebody,959090,11.223,0.88777
2075,ssp370,Narrowbody,1016113,5.81833,0.9418167
2075,ssp370,Widebody,806399,8.37656,0.9162344
2075,ssp585,Narrowbody,1200254,21.5125,0.784875
2075,ssp585,Widebody,957470,11.1828,0.888172
2075,ssp585,Narrowbody,1015863,5.78228,0.9421772
2075,ssp585,Widebody,803008,8.35511,0.9164489
2076,ssp126,Narrowbody,1204572,21.5939,0.784061
2076,ssp126,Widebody,967966,11.3332,0.886668
2076,ssp126,Narrowbody,1023452,5.93332,0.9406668
2076,ssp126,Widebody,814969,8.49047,0.9150953
2076,ssp245,Narrowbody,1204332,21.5513,0.784487
2076,ssp245,Widebody,963826,11.1987,0.888013
2076,ssp245,Narrowbody,1020902,5.809,0.94191
2076,ssp245,Widebody,808594,8.36681,0.9163319
2076,ssp370,Narrowbody,1203960,21.5466,0.784534
2076,ssp370,Widebody,962055,11.2255,0.887745
2076,ssp370,Narrowbody,1019922,5.8146,0.941854
2076,ssp370,Widebody,809796,8.3619,0.916381
2076,ssp585,Narrowbody,1203445,21.5306,0.784694
2076,ssp585,Widebody,961199,11.2239,0.887761
2076,ssp585,Narrowbody,1019122,5.82595,0.9417405
2076,ssp585,Widebody,807368,8.38948,0.9161052
2077,ssp126,Narrowbody,1201683,21.5964,0.784036
2077,ssp126,Widebody,966234,11.3441,0.886559
2077,ssp126,Narrowbody,1021177,5.93865,0.9406135
2077,ssp126,Widebody,815781,8.47515,0.9152485
2077,ssp245,Narrowbody,1200704,21.5605,0.784395
