year,exp,type,cnt,thr_red_avg,thr_avg
2077,ssp245,Widebody,961932,11.2829,0.887171
2077,ssp245,Narrowbody,1018093,5.86827,0.9413173
2077,ssp245,Widebody,810676,8.41179,0.9158821
2077,ssp370,Narrowbody,1200615,21.5536,0.784464
2077,ssp370,Widebody,961324,11.2707,0.887293
2077,ssp370,Narrowbody,1017803,5.86537,0.9413463
2077,ssp370,Widebody,809328,8.41235,0.9158765
2077,ssp585,Narrowbody,1200294,21.5321,0.784679
2077,ssp585,Widebody,958884,11.2065,0.887935
2077,ssp585,Narrowbody,1016444,5.803,0.94197
2077,ssp585,Widebody,805525,8.36798,0.9163202
2078,ssp126,Narrowbody,1202099,21.5971,0.784029
2078,ssp126,Widebody,966553,11.342,0.88658
2078,ssp126,Narrowbody,1021960,5.93844,0.9406156
2078,ssp126,Widebody,815347,8.48139,0.9151861
2078,ssp245,Narrowbody,1201268,21.5787,0.784213
2078,ssp245,Widebody,963769,11.2901,0.887099
2078,ssp245,Narrowbody,1019521,5.88899,0.9411101
2078,ssp245,Widebody,811891,8.43489,0.9156511
2078,ssp370,Narrowbody,1200339,21.5263,0.784737
2078,ssp370,Widebody,958032,11.2159,0.887841
2078,ssp370,Narrowbody,1015966,5.80768,0.9419232
2078,ssp370,Widebody,805817,8.36219,0.9163781
2078,ssp585,Narrowbody,1199997,21.519,0.78481
2078,ssp585,Widebody,957616,11.2159,0.887841
2078,ssp585,Narrowbody,1016032,5.81037,0.9418963
2078,ssp585,Widebody,804944,8.37069,0.9162931
2079,ssp126,Narrowbody,1201517,21.6049,0.783951
2079,ssp126,Widebody,965794,11.3362,0.886638
2079,ssp126,Narrowbody,1021052,5.9306,0.940694
2079,ssp126,Widebody,814975,8.46621,0.9153379
2079,ssp245,Narrowbody,1201057,21.5686,0.784314
2079,ssp245,Widebody,963443,11.2943,0.887057
2079,ssp245,Narrowbody,1018797,5.90035,0.9409965
2079,ssp245,Widebody,811624,8.44175,0.9155825
2079,ssp370,Narrowbody,1200074,21.524,0.78476
2079,ssp370,Widebody,958356,11.1839,0.888161
2079,ssp370,Narrowbody,1015979,5.77228,0.9422772
2079,ssp370,Widebody,804916,8.32865,0.9167135
2079,ssp585,Narrowbody,1200541,21.5069,0.784931
2079,ssp585,Widebody,957262,11.1768,0.888232
2079,ssp585,Narrowbody,1015997,5.77565,0.9422435
2079,ssp585,Widebody,802944,8.34336,0.9165664
2080,ssp126,Narrowbody,1205727,21.6202,0.783798
2080,ssp126,Widebody,971705,11.3583,0.886417
2080,ssp126,Narrowbody,1025978,5.959,0.94041
2080,ssp126,Widebody,819216,8.50574,0.9149426
2080,ssp245,Narrowbody,1204448,21.5603,0.784397
2080,ssp245,Widebody,965309,11.2589,0.887411
2080,ssp245,Narrowbody,1021865,5.8658,0.941342
2080,ssp245,Widebody,811975,8.41348,0.9158652
2080,ssp370,Narrowbody,1204134,21.547,0.78453
2080,ssp370,Widebody,962708,11.2626,0.887374
2080,ssp370,Narrowbody,1021072,5.84574,0.9415426
2080,ssp370,Widebody,810100,8.41153,0.9158847
2080,ssp585,Narrowbody,1203633,21.5006,0.784994
2080,ssp585,Widebody,958558,11.1405,0.888595
2080,ssp585,Narrowbody,1018316,5.73401,0.9426599
2080,ssp585,Widebody,803431,8.31071,0.9168929
2081,ssp126,Narrowbody,1201142,21.6193,0.783807
2081,ssp126,Widebody,966825,11.3073,0.886927
2081,ssp126,Narrowbody,1021115,5.92466,0.9407534
2081,ssp126,Widebody,814927,8.456,0.91544
2081,ssp245,Narrowbody,1201299,21.5646,0.784354
2081,ssp245,Widebody,961970,11.2556,0.887444
2081,ssp245,Narrowbody,1018822,5.84655,0.9415345
2081,ssp245,Widebody,810068,8.39357,0.9160643
2081,ssp370,Narrowbody,1200285,21.5284,0.784716
2081,ssp370,Widebody,958981,11.2216,0.887784
2081,ssp370,Narrowbody,1015870,5.81068,0.9418932
2081,ssp370,Widebody,807033,8.35273,0.9164727
2081,ssp585,Narrowbody,1199769,21.4884,0.785116
2081,ssp585,Widebody,954789,11.1574,0.888426
2081,ssp585,Narrowbody,1013889,5.75467,0.9424533
2081,ssp585,Widebody,802420,8.30943,0.9169057
2082,ssp126,Narrowbody,1201462,21.5868,0.784132
2082,ssp126,Widebody,965521,11.3185,0.886815
2082,ssp126,Narrowbody,1019684,5.92203,0.9407797
2082,ssp126,Widebody,813032,8.4675,0.915325
2082,ssp245,Narrowbody,1200996,21.5767,0.784233
2082,ssp245,Widebody,962785,11.2777,0.887223
2082,ssp245,Narrowbody,1019987,5.87296,0.9412704
2082,ssp245,Widebody,811344,8.42388,0.9157612
2082,ssp370,Narrowbody,1200749,21.5502,0.784498
2082,ssp370,Widebody,960481,11.2055,0.887945
2082,ssp370,Narrowbody,1017786,5.80062,0.9419938
2082,ssp370,Widebody,808190,8.33942,0.9166058
2082,ssp585,Narrowbody,1200391,21.5093,0.784907
2082,ssp585,Widebody,956846,11.1604,0.888396
2082,ssp585,Narrowbody,1016279,5.75839,0.9424161
2082,ssp585,Widebody,803063,8.32186,0.9167814
2083,ssp126,Narrowbody,1201674,21.5997,0.784003
2083,ssp126,Widebody,966742,11.3812,0.886188
2083,ssp126,Narrowbody,1020391,5.99267,0.9400733
2083,ssp126,Widebody,816181,8.52818,0.9147182
2083,ssp245,Narrowbody,1201236,21.5698,0.784302
2083,ssp245,Widebody,963420,11.3305,0.886695
2083,ssp245,Narrowbody,1019489,5.92628,0.9407372
2083,ssp245,Widebody,812394,8.47741,0.9152259
2083,ssp370,Narrowbody,1200725,21.5402,0.784598
2083,ssp370,Widebody,959281,11.1988,0.888012
2083,ssp370,Narrowbody,1017422,5.79364,0.9420636
2083,ssp370,Widebody,807286,8.34273,0.9165727
2083,ssp585,Narrowbody,1199596,21.4891,0.785109
2083,ssp585,Widebody,953128,11.1578,0.888422
2083,ssp585,Narrowbody,1013881,5.74165,0.9425835
2083,ssp585,Widebody,802266,8.29228,0.9170772
2084,ssp126,Narrowbody,1205141,21.6064,0.783936
2084,ssp126,Widebody,968852,11.3262,0.886738
2084,ssp126,Narrowbody,1024299,5.91567,0.9408433
2084,ssp126,Widebody,817193,8.45134,0.9154866
2084,ssp245,Narrowbody,1204906,21.571,0.78429
2084,ssp245,Widebody,966368,11.2854,0.887146
2084,ssp245,Narrowbody,1022521,5.89437,0.9410563
2084,ssp245,Widebody,812927,8.45531,0.9154469
2084,ssp370,Narrowbody,1203278,21.5235,0.784765
2084,ssp370,Widebody,960407,11.1713,0.888287
2084,ssp370,Narrowbody,1018237,5.78101,0.9421899
2084,ssp370,Widebody,806455,8.33474,0.9166526
2084,ssp585,Narrowbody,1202761,21.5174,0.784826
2084,ssp585,Widebody,958956,11.1702,0.888298
2084,ssp585,Narrowbody,1017904,5.76582,0.9423418
2084,ssp585,Widebody,806190,8.31642,0.9168358
2085,ssp126,Narrowbody,1201730,21.5928,0.784072
2085,ssp126,Widebody,965205,11.3023,0.886977
2085,ssp126,Narrowbody,1020904,5.90165,0.9409835
2085,ssp126,Widebody,812771,8.45156,0.9154844
2085,ssp245,Narrowbody,1200929,21.5412,0.784588
2085,ssp245,Widebody,960208,11.2209,0.887791
2085,ssp245,Narrowbody,1017229,5.82768,0.9417232
2085,ssp245,Widebody,807641,8.36874,0.9163126
2085,ssp370,Narrowbody,1200361,21.5388,0.784612
2085,ssp370,Widebody,959058,11.2023,0.887977
2085,ssp370,Narrowbody,1016817,5.80304,0.9419696
2085,ssp370,Widebody,806780,8.3525,0.916475
2085,ssp585,Narrowbody,1200087,21.4946,0.785054
2085,ssp585,Widebody,954885,11.1596,0.888404
2085,ssp585,Narrowbody,1014799,5.75612,0.9424388
2085,ssp585,Widebody,802304,8.31561,0.9168439
2086,ssp126,Narrowbody,1201690,21.5881,0.784119
2086,ssp126,Widebody,965328,11.3049,0.886951
2086,ssp126,Narrowbody,1020280,5.91343,0.9408657
2086,ssp126,Widebody,813821,8.44676,0.9155324
2086,ssp245,Narrowbody,1201439,21.5712,0.784288
2086,ssp245,Widebody,963099,11.2621,0.887379
2086,ssp245,Narrowbody,1019546,5.87426,0.9412574
2086,ssp245,Widebody,810422,8.42784,0.9157216
2086,ssp370,Narrowbody,1200773,21.5241,0.784759
2086,ssp370,Widebody,958433,11.196,0.88804
2086,ssp370,Narrowbody,1016211,5.78853,0.9421147
2086,ssp370,Widebody,805827,8.33868,0.9166132
2086,ssp585,Narrowbody,1199596,21.5065,0.784935
2086,ssp585,Widebody,955177,11.1947,0.888053
2086,ssp585,Narrowbody,1014990,5.78609,0.9421391
2086,ssp585,Widebody,802805,8.35189,0.9164811
2087,ssp126,Narrowbody,1201918,21.6072,0.783928
2087,ssp126,Widebody,966455,11.3306,0.886694
2087,ssp126,Narrowbody,1021482,5.92918,0.9407082
2087,ssp126,Widebody,815147,8.46715,0.9153285
2087,ssp245,Narrowbody,1200737,21.5508,0.784492
2087,ssp245,Widebody,961007,11.2172,0.887828
2087,ssp245,Narrowbody,1018227,5.82148,0.9417852
2087,ssp245,Widebody,808145,8.36831,0.9163169
2087,ssp370,Narrowbody,1200198,21.549,0.78451
2087,ssp370,Widebody,959856,11.2121,0.887879
2087,ssp370,Narrowbody,1017207,5.80622,0.9419378
2087,ssp370,Widebody,806635,8.36299,0.9163701
2087,ssp585,Narrowbody,1199591,21.4874,0.785126
2087,ssp585,Widebody,954221,11.1469,0.888531
2087,ssp585,Narrowbody,1013755,5.74092,0.9425908
2087,ssp585,Widebody,800179,8.31052,0.9168948
2088,ssp126,Narrowbody,1204722,21.6023,0.783977
2088,ssp126,Widebody,969105,11.3434,0.886566
2088,ssp126,Narrowbody,1024047,5.94335,0.9405665
2088,ssp126,Widebody,817265,8.48722,0.9151278
2088,ssp245,Narrowbody,1204597,21.5563,0.784437
2088,ssp245,Widebody,964444,11.2681,0.887319
2088,ssp245,Narrowbody,1021348,5.86884,0.9413116
2088,ssp245,Widebody,810684,8.4338,0.915662
2088,ssp370,Narrowbody,1203775,21.5035,0.784965
2088,ssp370,Widebody,959138,11.1378,0.888622
2088,ssp370,Narrowbody,1018279,5.73049,0.9426951
2088,ssp370,Widebody,804540,8.29398,0.9170602
2088,ssp585,Narrowbody,1202719,21.4933,0.785067
2088,ssp585,Widebody,956136,11.1669,0.888331
2088,ssp585,Narrowbody,1016292,5.7444,0.942556
2088,ssp585,Widebody,804189,8.30068,0.9169932
2089,ssp126,Narrowbody,1201248,21.5848,0.784152
2089,ssp126,Widebody,965047,11.3122,0.886878
2089,ssp126,Narrowbody,1020461,5.92182,0.9407818
2089,ssp126,Widebody,812068,8.48037,0.9151963
2089,ssp245,Narrowbody,1201265,21.5621,0.784379
2089,ssp245,Widebody,962609,11.2412,0.887588
2089,ssp245,Narrowbody,1019063,5.83948,0.9416052
2089,ssp245,Widebody,809091,8.39554,0.9160446
2089,ssp370,Narrowbody,1200104,21.5115,0.784885
2089,ssp370,Widebody,956740,11.1806,0.888194
2089,ssp370,Narrowbody,1015280,5.7803,0.942197
2089,ssp370,Widebody,803541,8.34115,0.9165885
2089,ssp585,Narrowbody,1199217,21.4729,0.785271
2089,ssp585,Widebody,953432,11.0806,0.889194
2089,ssp585,Narrowbody,1012380,5.68763,0.9431237
2089,ssp585,Widebody,798354,8.24951,0.9175049
2090,ssp126,Narrowbody,1201214,21.583,0.78417
2090,ssp126,Widebody,964624,11.2854,0.887146
2090,ssp126,Narrowbody,1020006,5.89663,0.9410337
2090,ssp126,Widebody,811114,8.44567,0.9155433
2090,ssp245,Narrowbody,1201281,21.5627,0.784373
2090,ssp245,Widebody,962300,11.2652,0.887348
2090,ssp245,Narrowbody,1019271,5.86562,0.9413438
2090,ssp245,Widebody,810372,8.4165,0.915835
2090,ssp370,Narrowbody,1200634,21.5172,0.784828
2090,ssp370,Widebody,957436,11.2183,0.887817
2090,ssp370,Narrowbody,1015741,5.79593,0.9420407
2090,ssp370,Widebody,805803,8.34921,0.9165079
2090,ssp585,Narrowbody,1199854,21.4924,0.785076
2090,ssp585,Widebody,954232,11.1169,0.888831
2090,ssp585,Narrowbody,1014556,5.70285,0.9429715
2090,ssp585,Widebody,800470,8.2656,0.917344
2091,ssp126,Narrowbody,1202207,21.6101,0.783899
2091,ssp126,Widebody,967220,11.3385,0.886615
2091,ssp126,Narrowbody,1022332,5.93821,0.9406179
2091,ssp126,Widebody,815509,8.48452,0.9151548
2091,ssp245,Narrowbody,1201197,21.5552,0.784448
2091,ssp245,Widebody,962104,11.2822,0.887178
2091,ssp245,Narrowbody,1018961,5.87955,0.9412045
2091,ssp245,Widebody,808975,8.44779,0.9155221
2091,ssp370,Narrowbody,1199621,21.5043,0.784957
2091,ssp370,Widebody,955933,11.2168,0.887832
2091,ssp370,Narrowbody,1014701,5.80209,0.9419791
2091,ssp370,Widebody,803602,8.37248,0.9162752
2091,ssp585,Narrowbody,1199188,21.4665,0.785335
2091,ssp585,Widebody,951798,11.0847,0.889153
2091,ssp585,Narrowbody,1012611,5.68714,0.9431286
2091,ssp585,Widebody,796615,8.26799,0.9173201
2092,ssp126,Narrowbody,1205593,21.6042,0.783958
2092,ssp126,Widebody,969845,11.3656,0.886344
2092,ssp126,Narrowbody,1023950,5.9589,0.940411
2092,ssp126,Widebody,820227,8.47762,0.9152238
2092,ssp245,Narrowbody,1204376,21.5686,0.784314
2092,ssp245,Widebody,965902,11.2432,0.887568
2092,ssp245,Narrowbody,1022004,5.85906,0.9414094
2092,ssp245,Widebody,811127,8.42313,0.9157687
2092,ssp370,Narrowbody,1203454,21.5152,0.784848
2092,ssp370,Widebody,959798,11.196,0.88804
2092,ssp370,Narrowbody,1018364,5.79449,0.9420551
2092,ssp370,Widebody,805588,8.36211,0.9163789
2092,ssp585,Narrowbody,1202593,21.479,0.78521
2092,ssp585,Widebody,955512,11.1449,0.888551
2092,ssp585,Narrowbody,1015828,5.741,0.94259
2092,ssp585,Widebody,802609,8.29794,0.9170206
2093,ssp126,Narrowbody,1201669,21.5986,0.784014
2093,ssp126,Widebody,966495,11.3242,0.886758
2093,ssp126,Narrowbody,1020961,5.93437,0.9406563
2093,ssp126,Widebody,814196,8.47511,0.9152489
2093,ssp245,Narrowbody,1200451,21.5615,0.784385
2093,ssp245,Widebody,961530,11.2384,0.887616
2093,ssp245,Narrowbody,1018271,5.839,0.94161
2093,ssp245,Widebody,808010,8.39108,0.9160892
2093,ssp370,Narrowbody,1199977,21.5003,0.784997
2093,ssp370,Widebody,955667,11.1182,0.888818
2093,ssp370,Narrowbody,1014602,5.72041,0.9427959
2093,ssp370,Widebody,801437,8.28065,0.9171935
2093,ssp585,Narrowbody,1199310,21.4695,0.785305
2093,ssp585,Widebody,952415,11.0767,0.889233
2093,ssp585,Narrowbody,1012965,5.68814,0.9431186
2093,ssp585,Widebody,796969,8.26466,0.9173534
2094,ssp126,Narrowbody,1200936,21.5744,0.784256
2094,ssp126,Widebody,962718,11.2693,0.887307
2094,ssp126,Narrowbody,1019971,5.87292,0.9412708
2094,ssp126,Widebody,809156,8.43651,0.9156349
2094,ssp245,Narrowbody,1201139,21.5559,0.784441
2094,ssp245,Widebody,962107,11.2499,0.887501
2094,ssp245,Narrowbody,1018532,5.85976,0.9414024
2094,ssp245,Widebody,810077,8.40471,0.9159529
2094,ssp370,Narrowbody,1199703,21.4883,0.785117
2094,ssp370,Widebody,954479,11.1207,0.888793
2094,ssp370,Narrowbody,1014209,5.72651,0.9427349
2094,ssp370,Widebody,801127,8.27889,0.9172111
2094,ssp585,Narrowbody,1199079,21.4712,0.785288
2094,ssp585,Widebody,951515,11.0307,0.889693
2094,ssp585,Narrowbody,1012195,5.63318,0.9436682
2094,ssp585,Widebody,795271,8.20919,0.9179081
2095,ssp126,Narrowbody,1201210,21.5817,0.784183
2095,ssp126,Widebody,963717,11.2924,0.887076
2095,ssp126,Narrowbody,1020024,5.90571,0.9409429
2095,ssp126,Widebody,810750,8.46702,0.9153298
2095,ssp245,Narrowbody,1201152,21.5655,0.784345
2095,ssp245,Widebody,962600,11.2384,0.887616
2095,ssp245,Narrowbody,1019126,5.84401,0.9415599
2095,ssp245,Widebody,810002,8.38863,0.9161137
2095,ssp370,Narrowbody,1200525,21.4929,0.785071
2095,ssp370,Widebody,954538,11.1239,0.888761
2095,ssp370,Narrowbody,1014507,5.69934,0.9430066
2095,ssp370,Widebody,801121,8.25624,0.9174376
2095,ssp585,Narrowbody,1199076,21.4691,0.785309
2095,ssp585,Widebody,951678,11.0612,0.889388
2095,ssp585,Narrowbody,1012741,5.64904,0.9435096
2095,ssp585,Widebody,797254,8.21497,0.9178503
2096,ssp126,Narrowbody,1205070,21.5907,0.784093
2096,ssp126,Widebody,968698,11.3152,0.886848
2096,ssp126,Narrowbody,1023850,5.92863,0.9407137
2096,ssp126,Widebody,815846,8.47988,0.9152012
2096,ssp245,Narrowbody,1203682,21.565,0.78435
2096,ssp245,Widebody,964145,11.3007,0.886993
2096,ssp245,Narrowbody,1020916,5.90047,0.9409953
2096,ssp245,Widebody,813334,8.43996,0.9156004
2096,ssp370,Narrowbody,1203112,21.5068,0.784932
2096,ssp370,Widebody,957588,11.1483,0.888517
2096,ssp370,Narrowbody,1017138,5.72612,0.9427388
2096,ssp370,Widebody,804574,8.28254,0.9171746
2096,ssp585,Narrowbody,1202296,21.4701,0.785299
2096,ssp585,Widebody,953790,11.0938,0.889062
2096,ssp585,Narrowbody,1014879,5.68323,0.9431677
2096,ssp585,Widebody,799855,8.24405,0.9175595
2097,ssp126,Narrowbody,1201957,21.6056,0.783944
2097,ssp126,Widebody,967156,11.328,0.88672
2097,ssp126,Narrowbody,1021356,5.9404,0.940596
2097,ssp126,Widebody,815480,8.48099,0.9151901
2097,ssp245,Narrowbody,1200830,21.5601,0.784399
2097,ssp245,Widebody,961615,11.2265,0.887735
2097,ssp245,Narrowbody,1018666,5.82452,0.9417548
2097,ssp245,Widebody,808674,8.36897,0.9163103
2097,ssp370,Narrowbody,1199947,21.5126,0.784874
2097,ssp370,Widebody,956729,11.1904,0.888096
2097,ssp370,Narrowbody,1014941,5.77529,0.9422471
2097,ssp370,Widebody,804266,8.32601,0.9167399
2097,ssp585,Narrowbody,1199496,21.4643,0.785357
2097,ssp585,Widebody,951882,11.0587,0.889413
2097,ssp585,Narrowbody,1012596,5.65461,0.9434539
2097,ssp585,Widebody,797521,8.21463,0.9178537
2098,ssp126,Narrowbody,1201753,21.6076,0.783924
2098,ssp126,Widebody,967180,11.3711,0.886289
2098,ssp126,Narrowbody,1021253,5.9864,0.940136
2098,ssp126,Widebody,815790,8.52896,0.9147104
2098,ssp245,Narrowbody,1201064,21.5785,0.784215
2098,ssp245,Widebody,963458,11.3018,0.886982
2098,ssp245,Narrowbody,1019644,5.896,0.94104
2098,ssp245,Widebody,812164,8.44248,0.9155752
2098,ssp370,Narrowbody,1199857,21.4998,0.785002
2098,ssp370,Widebody,953826,11.129,0.88871
2098,ssp370,Narrowbody,1014704,5.70851,0.9429149
2098,ssp370,Widebody,801868,8.25991,0.9174009
2098,ssp585,Narrowbody,1199096,21.449,0.78551
2098,ssp585,Widebody,948902,11.049,0.88951
2098,ssp585,Narrowbody,1011197,5.62232,0.9437768
2098,ssp585,Widebody,796184,8.17374,0.9182626
2099,ssp126,Narrowbody,1202151,21.5926,0.784074
2099,ssp126,Widebody,966821,11.3454,0.886546
2099,ssp126,Narrowbody,1021020,5.95161,0.9404839
2099,ssp126,Widebody,815048,8.49578,0.9150422
2099,ssp245,Narrowbody,1201495,21.5732,0.784268
2099,ssp245,Widebody,963817,11.2739,0.887261
2099,ssp245,Narrowbody,1019492,5.8801,0.941199
2099,ssp245,Widebody,811532,8.42415,0.9157585
2099,ssp370,Narrowbody,1200442,21.4936,0.785064
2099,ssp370,Widebody,954768,11.1711,0.888289
2099,ssp370,Narrowbody,1014257,5.76032,0.9423968
2099,ssp370,Widebody,803558,8.3067,0.916933
2099,ssp585,Narrowbody,1198982,21.4491,0.785509
2099,ssp585,Widebody,949018,11.0848,0.889152
2099,ssp585,Narrowbody,1011340,5.66558,0.9433442
2099,ssp585,Widebody,795465,8.23854,0.9176146
2100,ssp126,Narrowbody,1201133,21.6034,0.783966
2100,ssp126,Widebody,965857,11.3281,0.886719
2100,ssp126,Narrowbody,1020894,5.92456,0.9407544
2100,ssp126,Widebody,814115,8.47021,0.9152979
2100,ssp245,Narrowbody,1200996,21.5527,0.784473
2100,ssp245,Widebody,961885,11.2791,0.887209
2100,ssp245,Narrowbody,1018443,5.87743,0.9412257
2100,ssp245,Widebody,808627,8.44287,0.9155713
2100,ssp370,Narrowbody,1199596,21.4909,0.785091
2100,ssp370,Widebody,954892,11.1088,0.888912
2100,ssp370,Narrowbody,1013916,5.71715,0.9428285
2100,ssp370,Widebody,800792,8.27115,0.9172885
2100,ssp585,Narrowbody,1199015,21.4538,0.785462
2100,ssp585,Widebody,950432,11.0316,0.889684
2100,ssp585,Narrowbody,1011501,5.64024,0.9435976
2100,ssp585,Widebody,795078,8.21543,0.9178457
