year,exp,type,zone,todr_avg,todr_avg_loess
2037,ssp370,Narrowbody,Tropical,2884.46,2885.80955926693
2037,ssp370,Widebody,Tropical,3190.93,3191.29852871948
2037,ssp245,Narrowbody,Tropical,2885.16,2885.65101223878
2037,ssp245,Widebody,Tropical,3190.71,3191.29522901695
2038,ssp585,Narrowbody,Tropical,2888.47,2885.9744518569
2038,ssp585,Widebody,Tropical,3193.135,3191.50642487447
2038,ssp245,Narrowbody,Tropical,2887.255,2885.73083749791
2038,ssp245,Widebody,Tropical,3193.11,3191.35466403714
2038,ssp126,Narrowbody,Tropical,2886.03,2885.83056726295
2038,ssp126,Widebody,Tropical,3190.97,3191.3987778995
2038,ssp370,Narrowbody,Tropical,2885.425,2885.9394346419
2038,ssp370,Widebody,Tropical,3191.94,3191.39731773089
2039,ssp245,Narrowbody,Tropical,2885.825,2885.8032989819
2039,ssp245,Widebody,Tropical,3191.295,3191.40952898449
2039,ssp126,Narrowbody,Tropical,2886.24,2885.85655654978
2039,ssp126,Widebody,Tropical,3191,3191.410476951
2039,ssp585,Narrowbody,Tropical,2883.78,2886.10877884478
2039,ssp585,Widebody,Tropical,3191.215,3191.61500076907
2039,ssp370,Narrowbody,Tropical,2886.885,2886.07812646876
2039,ssp370,Widebody,Tropical,3191.86,3191.50273723504
2040,ssp370,Narrowbody,Tropical,2888.19,2886.22430242605
2040,ssp370,Widebody,Tropical,3192.7,3191.61375913122
2040,ssp245,Narrowbody,Tropical,2885.03,2885.87007871029
2040,ssp245,Widebody,Tropical,3190.615,3191.46077069537
2040,ssp585,Narrowbody,Tropical,2885.605,2886.25055419603
2040,ssp585,Widebody,Tropical,3191.485,3191.72945267295
2040,ssp126,Narrowbody,Tropical,2887.89,2885.87155637218
2040,ssp126,Widebody,Tropical,3191.975,3191.41323374801
2041,ssp585,Narrowbody,Tropical,2886.305,2886.39921969004
2041,ssp585,Widebody,Tropical,3191.18,3191.84893491017
2041,ssp126,Narrowbody,Tropical,2885.835,2885.87792760571
2041,ssp126,Widebody,Tropical,3191.14,3191.40918082206
2041,ssp245,Narrowbody,Tropical,2886.23,2885.9328587026
2041,ssp245,Widebody,Tropical,3192.09,3191.50933600616
2041,ssp370,Narrowbody,Tropical,2885.59,2886.37663019232
2041,ssp370,Widebody,Tropical,3191.33,3191.72935531872
2042,ssp245,Narrowbody,Tropical,2885.9,2885.99332097835
2042,ssp245,Widebody,Tropical,3191.435,3191.55617175323
2042,ssp126,Narrowbody,Tropical,2885.035,2885.87803112593
2042,ssp126,Widebody,Tropical,3190.925,3191.40045070469
2042,ssp585,Narrowbody,Tropical,2887.105,2886.55421710617
2042,ssp585,Widebody,Tropical,3191.375,3191.97260180479
2042,ssp370,Narrowbody,Tropical,2886.4,2886.53377744608
2042,ssp370,Widebody,Tropical,3191.41,3191.84849769681
2043,ssp126,Narrowbody,Tropical,2884.69,2885.87422780844
2043,ssp126,Widebody,Tropical,3190.82,3191.38917592745
2043,ssp585,Narrowbody,Tropical,2887.41,2886.71498822381
2043,ssp585,Widebody,Tropical,3192.825,3192.09960768089
2043,ssp245,Narrowbody,Tropical,2884.31,2886.05314755706
2043,ssp245,Widebody,Tropical,3191.615,3191.60222477297
2043,ssp370,Narrowbody,Tropical,2885.855,2886.69441186589
2043,ssp370,Widebody,Tropical,3191.36,3191.97015816477
2044,ssp126,Narrowbody,Tropical,2884.115,2885.8688785288
2044,ssp126,Widebody,Tropical,3190.11,3191.37748902186
2044,ssp370,Narrowbody,Tropical,2886.18,2886.85720113027
2044,ssp370,Widebody,Tropical,3192.135,3192.09330862189
2044,ssp585,Narrowbody,Tropical,2886.625,2886.88097482231
2044,ssp585,Widebody,Tropical,3191.84,3192.22910686252
2044,ssp245,Narrowbody,Tropical,2883,2886.11402045826
2044,ssp245,Widebody,Tropical,3189.66,3191.64844190175
2045,ssp245,Narrowbody,Tropical,2883.095,2886.17762170148
2045,ssp245,Widebody,Tropical,3189.54,3191.69576997594
2045,ssp585,Narrowbody,Tropical,2884.835,2887.05161868106
2045,ssp585,Widebody,Tropical,3190.46,3192.36025367376
2045,ssp370,Narrowbody,Tropical,2884.845,2887.02081291777
2045,ssp370,Widebody,Tropical,3190.74,3192.21692096745
2045,ssp126,Narrowbody,Tropical,2886.135,2885.86434416258
2045,ssp126,Widebody,Tropical,3191.4,3191.36752251947
2046,ssp370,Narrowbody,Tropical,2886.79,2887.18391490692
2046,ssp370,Widebody,Tropical,3191.45,3192.33996710072
2046,ssp245,Narrowbody,Tropical,2886.485,2886.24563330624
2046,ssp245,Widebody,Tropical,3191.105,3191.74515583193
2046,ssp585,Narrowbody,Tropical,2885.185,2887.22636157943
2046,ssp585,Widebody,Tropical,3192.29,3192.49220243866
2046,ssp126,Narrowbody,Tropical,2888.87,2885.86298558536
2046,ssp126,Widebody,Tropical,3193.425,3191.36140895181
2047,ssp245,Narrowbody,Tropical,2890.17,2886.31973729206
2047,ssp245,Widebody,Tropical,3193.63,3191.79754630609
2047,ssp585,Narrowbody,Tropical,2886.925,2887.40464529679
2047,ssp585,Widebody,Tropical,3192.215,3192.62410748129
2047,ssp126,Narrowbody,Tropical,2884.915,2885.8671636727
2047,ssp126,Widebody,Tropical,3190.275,3191.36128085043
2047,ssp370,Narrowbody,Tropical,2888.625,2887.34517477625
2047,ssp370,Widebody,Tropical,3193.675,3192.461418921
2048,ssp245,Narrowbody,Tropical,2888.645,2886.40062815208
2048,ssp245,Widebody,Tropical,3192.37,3191.85311934679
2048,ssp585,Narrowbody,Tropical,2887.74,2887.59330417345
2048,ssp585,Widebody,Tropical,3192.65,3192.75906549111
2048,ssp370,Narrowbody,Tropical,2886.985,2887.51498603903
2048,ssp370,Widebody,Tropical,3193.475,3192.58826251724
2048,ssp126,Narrowbody,Tropical,2885.545,2885.8756137299
2048,ssp126,Widebody,Tropical,3191.65,3191.36640155364
2049,ssp245,Narrowbody,Tropical,2884.66,2886.48699699098
2049,ssp245,Widebody,Tropical,3190.675,3191.91103757966
2049,ssp126,Narrowbody,Tropical,2885.77,2885.88510148665
2049,ssp126,Widebody,Tropical,3191.395,3191.37410860293
2049,ssp585,Narrowbody,Tropical,2891.735,2887.79734741124
2049,ssp585,Widebody,Tropical,3194.81,3192.89996975245
2049,ssp370,Narrowbody,Tropical,2884.285,2887.70172861292
2049,ssp370,Widebody,Tropical,3191.415,3192.72625771698
2050,ssp245,Narrowbody,Tropical,2886.135,2886.5775207456
2050,ssp245,Widebody,Tropical,3191.48,3191.97072485696
2050,ssp370,Narrowbody,Tropical,2889.415,2887.90104978306
2050,ssp370,Widebody,Tropical,3193.185,3192.87253702733
2050,ssp126,Narrowbody,Tropical,2886.61,2885.8950334552
2050,ssp126,Widebody,Tropical,3192.13,3191.38364583457
2050,ssp585,Narrowbody,Tropical,2889.345,2888.01347908183
2050,ssp585,Widebody,Tropical,3193.92,3193.04566948165
2051,ssp245,Narrowbody,Tropical,2888.965,2886.67087635282
2051,ssp245,Widebody,Tropical,3193.185,3192.03160503097
2051,ssp585,Narrowbody,Tropical,2889.52,2888.23840325691
2051,ssp585,Widebody,Tropical,3194.675,3193.19501389509
2051,ssp370,Narrowbody,Tropical,2888.075,2888.10859683461
2051,ssp370,Widebody,Tropical,3192.6,3193.02423295539
2051,ssp126,Narrowbody,Tropical,2887.055,2885.9048161478
2051,ssp126,Widebody,Tropical,3192.15,3191.39425708483
2052,ssp370,Narrowbody,Tropical,2890.935,2888.3200170527
2052,ssp370,Widebody,Tropical,3195.05,3193.17847800829
2052,ssp245,Narrowbody,Tropical,2888.335,2886.76574074948
2052,ssp245,Widebody,Tropical,3192.6,3192.09310195394
2052,ssp585,Narrowbody,Tropical,2888.46,2888.46882400815
2052,ssp585,Widebody,Tropical,3193.895,3193.34685220913
2052,ssp126,Narrowbody,Tropical,2883.77,2885.9138560767
2052,ssp126,Widebody,Tropical,3189.355,3191.40518618999
2053,ssp126,Narrowbody,Tropical,2885.645,2885.92155975414
2053,ssp126,Widebody,Tropical,3190.9,3191.41567698631
2053,ssp245,Narrowbody,Tropical,2887.36,2886.86079087242
2053,ssp245,Widebody,Tropical,3193.095,3192.15463947815
2053,ssp370,Narrowbody,Tropical,2892.54,2888.53095772249
2053,ssp370,Widebody,Tropical,3195.37,3193.33240469315
2053,ssp585,Narrowbody,Tropical,2886.01,2888.70144540721
2053,ssp585,Widebody,Tropical,3191.09,3193.50003364013
2054,ssp370,Narrowbody,Tropical,2886.995,2888.73706612912
2054,ssp370,Widebody,Tropical,3192.485,3193.48314551707
2054,ssp245,Narrowbody,Tropical,2887.71,2886.95470365852
2054,ssp245,Widebody,Tropical,3192.435,3192.21564145586
2054,ssp126,Narrowbody,Tropical,2886.46,2885.92733369236
2054,ssp126,Widebody,Tropical,3191.525,3191.42497331008
2054,ssp585,Narrowbody,Tropical,2889.095,2888.93297152578
2054,ssp585,Widebody,Tropical,3194.39,3193.65340740445
2055,ssp126,Narrowbody,Tropical,2886.935,2885.9305844036
2055,ssp126,Widebody,Tropical,3192.175,3191.43231899755
2055,ssp585,Narrowbody,Tropical,2889.045,2889.16010643553
2055,ssp585,Widebody,Tropical,3193.43,3193.80582271847
2055,ssp245,Narrowbody,Tropical,2887.64,2887.04615604461
2055,ssp245,Widebody,Tropical,3193.9,3192.27553173934
2055,ssp370,Narrowbody,Tropical,2888.865,2888.93398955773
2055,ssp370,Widebody,Tropical,3193.63,3193.62783298717
2056,ssp245,Narrowbody,Tropical,2885.7,2887.13382496755
2056,ssp245,Widebody,Tropical,3191.81,3192.33373418086
2056,ssp126,Narrowbody,Tropical,2886.55,2885.93071840012
2056,ssp126,Widebody,Tropical,3191.855,3191.436957885
2056,ssp370,Narrowbody,Tropical,2888.54,2889.11737529348
2056,ssp370,Widebody,Tropical,3193.275,3193.76359961056
2056,ssp585,Narrowbody,Tropical,2889.33,2889.37955420812
2056,ssp585,Widebody,Tropical,3193.91,3193.95612879853
2057,ssp126,Narrowbody,Tropical,2883.73,2885.92714219415
2057,ssp126,Widebody,Tropical,3189.75,3191.4381338087
2057,ssp370,Narrowbody,Tropical,2889.345,2889.2828706215
2057,ssp370,Widebody,Tropical,3193.875,3193.88757789436
2057,ssp585,Narrowbody,Tropical,2887.45,2889.58801891524
2057,ssp585,Widebody,Tropical,3192.72,3194.103174861
2057,ssp245,Narrowbody,Tropical,2884.485,2887.2163873642
2057,ssp245,Widebody,Tropical,3190.945,3192.38967263268
2058,ssp370,Narrowbody,Tropical,2890.97,2889.43361397001
2058,ssp370,Widebody,Tropical,3194.415,3194.00177080311
2058,ssp585,Narrowbody,Tropical,2888.11,2889.79151085547
2058,ssp585,Widebody,Tropical,3193.695,3194.24906802646
2058,ssp245,Narrowbody,Tropical,2887.05,2887.29598131382
2058,ssp245,Widebody,Tropical,3192.42,3192.44472819307
2058,ssp126,Narrowbody,Tropical,2884.115,2885.920719482
2058,ssp126,Widebody,Tropical,3190.995,3191.43746801723
2059,ssp245,Narrowbody,Tropical,2888.67,2887.37537384775
2059,ssp245,Widebody,Tropical,3193.96,3192.5003855981
2059,ssp370,Narrowbody,Tropical,2890.54,2889.57635718167
2059,ssp370,Widebody,Tropical,3194.69,3194.11057870645
2059,ssp585,Narrowbody,Tropical,2890.215,2889.997823461
2059,ssp585,Widebody,Tropical,3194.49,3194.3965601702
2059,ssp126,Narrowbody,Tropical,2886.28,2885.91260093968
2059,ssp126,Widebody,Tropical,3191.62,3191.4368431386
2060,ssp245,Narrowbody,Tropical,2886.105,2887.45418533098
2060,ssp245,Widebody,Tropical,3191.66,3192.55622415671
2060,ssp585,Narrowbody,Tropical,2889.905,2890.20633550392
2060,ssp585,Widebody,Tropical,3194.02,3194.54546764072
2060,ssp370,Narrowbody,Tropical,2888.315,2889.71216766329
2060,ssp370,Widebody,Tropical,3194.195,3194.21473021921
2060,ssp126,Narrowbody,Tropical,2888.93,2885.90262354906
2060,ssp126,Widebody,Tropical,3193.365,3191.43589507824
2061,ssp126,Narrowbody,Tropical,2885.47,2885.89062429198
2061,ssp126,Widebody,Tropical,3191.745,3191.43425974155
2061,ssp585,Narrowbody,Tropical,2890.115,2890.41642575634
2061,ssp585,Widebody,Tropical,3194.54,3194.69560678648
2061,ssp245,Narrowbody,Tropical,2885.845,2887.53203612848
2061,ssp245,Widebody,Tropical,3192.175,3192.61182317782
2061,ssp370,Narrowbody,Tropical,2888.015,2889.8421128217
2061,ssp370,Widebody,Tropical,3192.505,3194.31495395619
2062,ssp585,Narrowbody,Tropical,2892.385,2890.62747299036
2062,ssp585,Widebody,Tropical,3196.225,3194.84679395597
2062,ssp245,Narrowbody,Tropical,2884.85,2887.60854660524
2062,ssp245,Widebody,Tropical,3190.57,3192.66676197038
2062,ssp370,Narrowbody,Tropical,2889.71,2889.9672600637
2062,ssp370,Widebody,Tropical,3193.945,3194.41197853221
2062,ssp126,Narrowbody,Tropical,2882.97,2885.8764401503
2062,ssp126,Widebody,Tropical,3189.19,3191.43157303396
2063,ssp126,Narrowbody,Tropical,2885.695,2885.85990810588
2063,ssp126,Widebody,Tropical,3191.455,3191.42747086089
2063,ssp245,Narrowbody,Tropical,2888.53,2887.68333712624
2063,ssp245,Widebody,Tropical,3192.48,3192.72061984332
2063,ssp370,Narrowbody,Tropical,2892.325,2890.08867679611
2063,ssp370,Widebody,Tropical,3196.195,3194.50653256208
2063,ssp585,Narrowbody,Tropical,2891.895,2890.83885597807
2063,ssp585,Widebody,Tropical,3196.005,3194.99884549767
2064,ssp585,Narrowbody,Tropical,2890.645,2891.04995349157
2064,ssp585,Widebody,Tropical,3194.68,3195.15157776006
2064,ssp245,Narrowbody,Tropical,2888.635,2887.75602805645
2064,ssp245,Widebody,Tropical,3193.04,3192.77297610559
2064,ssp126,Narrowbody,Tropical,2885.85,2885.84086514057
2064,ssp126,Widebody,Tropical,3191.765,3191.42158912775
2064,ssp370,Narrowbody,Tropical,2890.425,2890.20743042575
2064,ssp370,Widebody,Tropical,3194.91,3194.59934466061
2065,ssp126,Narrowbody,Tropical,2885.825,2885.81914823623
2065,ssp126,Widebody,Tropical,3191.875,3191.41356373998
2065,ssp585,Narrowbody,Tropical,2895.29,2891.26014430296
2065,ssp585,Widebody,Tropical,3197.75,3195.30480709161
2065,ssp245,Narrowbody,Tropical,2888.69,2887.82623976085
2065,ssp245,Widebody,Tropical,3192.77,3192.82341006612
2065,ssp370,Narrowbody,Tropical,2887.41,2890.32458835943
2065,ssp370,Widebody,Tropical,3192.73,3194.69114344261
2066,ssp585,Narrowbody,Tropical,2892.205,2891.46880718433
2066,ssp585,Widebody,Tropical,3196.195,3195.4583498408
2066,ssp126,Narrowbody,Tropical,2885.295,2885.7945943747
2066,ssp126,Widebody,Tropical,3190.865,3191.40303060298
2066,ssp245,Narrowbody,Tropical,2891.995,2887.89359260443
2066,ssp245,Widebody,Tropical,3195.09,3192.87150103385
2066,ssp370,Narrowbody,Tropical,2890.225,2890.44121800396
2066,ssp370,Widebody,Tropical,3194.75,3194.7826575229
2067,ssp370,Narrowbody,Tropical,2892.305,2890.55838676616
2067,ssp370,Widebody,Tropical,3195.06,3194.87461551629
2067,ssp585,Narrowbody,Tropical,2890.445,2891.6753209078
2067,ssp585,Widebody,Tropical,3194.515,3195.61202235612
2067,ssp245,Narrowbody,Tropical,2887.245,2887.95770695216
2067,ssp245,Widebody,Tropical,3191.845,3192.91682831771
2067,ssp126,Narrowbody,Tropical,2887.67,2885.76704053784
2067,ssp126,Widebody,Tropical,3192.26,3191.38962562217
2068,ssp370,Narrowbody,Tropical,2893.26,2890.67716205286
2068,ssp370,Widebody,Tropical,3196.495,3194.96774603759
2068,ssp245,Narrowbody,Tropical,2887.35,2888.01820316903
2068,ssp245,Widebody,Tropical,3193.01,3192.95897122665
2068,ssp585,Narrowbody,Tropical,2888.96,2891.87906424544
2068,ssp585,Widebody,Tropical,3192.86,3195.76564098605
2068,ssp126,Narrowbody,Tropical,2885.46,2885.7363237075
2068,ssp126,Widebody,Tropical,3191.845,3191.37298470299
2069,ssp585,Narrowbody,Tropical,2893.135,2892.08008545025
2069,ssp585,Widebody,Tropical,3196.76,3195.91929070977
2069,ssp245,Narrowbody,Tropical,2886.42,2888.07621416181
2069,ssp245,Widebody,Tropical,3191.935,3192.99796772164
2069,ssp126,Narrowbody,Tropical,2886.77,2885.69895532697
2069,ssp126,Widebody,Tropical,3191.93,3191.35055899757
2069,ssp370,Narrowbody,Tropical,2889.665,2890.79048771236
2069,ssp370,Widebody,Tropical,3195.32,3195.05762132901
2070,ssp370,Narrowbody,Tropical,2890.715,2890.8926960183
2070,ssp370,Widebody,Tropical,3195.155,3195.14061812874
2070,ssp585,Narrowbody,Tropical,2894.6,2892.2791871525
2070,ssp585,Widebody,Tropical,3197.205,3196.07322074904
2070,ssp245,Narrowbody,Tropical,2887.7,2888.13312270398
2070,ssp245,Widebody,Tropical,3192.945,3193.03446666642
2070,ssp126,Narrowbody,Tropical,2887.24,2885.6530835572
2070,ssp126,Widebody,Tropical,3192.275,3191.32128195823
2071,ssp126,Narrowbody,Tropical,2886.6,2885.60100045656
2071,ssp126,Widebody,Tropical,3191.495,3191.28701294062
2071,ssp370,Narrowbody,Tropical,2891.71,2890.98693701543
2071,ssp370,Widebody,Tropical,3196.22,3195.21867179557
2071,ssp585,Narrowbody,Tropical,2892.055,2892.47687969025
2071,ssp585,Widebody,Tropical,3195.445,3196.22749381611
2071,ssp245,Narrowbody,Tropical,2889.835,2888.18892396055
2071,ssp245,Widebody,Tropical,3194.425,3193.06896372414
2072,ssp126,Narrowbody,Tropical,2885.405,2885.54499808343
2072,ssp126,Widebody,Tropical,3191.115,3191.2496113004
2072,ssp245,Narrowbody,Tropical,2889.66,2888.24361309653
2072,ssp245,Widebody,Tropical,3194.705,3193.10195455796
2072,ssp370,Narrowbody,Tropical,2890.705,2891.07636074851
2072,ssp370,Widebody,Tropical,3194.795,3195.29371768827
2072,ssp585,Narrowbody,Tropical,2890.29,2892.67367340157
2072,ssp585,Widebody,Tropical,3193.815,3196.38217262326
2073,ssp370,Narrowbody,Tropical,2890.605,2891.1641172623
2073,ssp370,Widebody,Tropical,3195.27,3195.36769116565
2073,ssp585,Narrowbody,Tropical,2895.5,2892.87007862451
2073,ssp585,Widebody,Tropical,3198.715,3196.53731988275
2073,ssp245,Narrowbody,Tropical,2887.68,2888.29718527695
2073,ssp245,Widebody,Tropical,3192.82,3193.13393483099
2073,ssp126,Narrowbody,Tropical,2886.51,2885.48736849619
2073,ssp126,Widebody,Tropical,3191.61,3191.21093639322
2074,ssp370,Narrowbody,Tropical,2892.005,2891.25335660156
2074,ssp370,Widebody,Tropical,3195.39,3195.44252758649
2074,ssp126,Narrowbody,Tropical,2885.31,2885.43040375321
2074,ssp126,Widebody,Tropical,3190.965,3191.17284757474
2074,ssp585,Narrowbody,Tropical,2894.375,2893.06660569712
2074,ssp585,Widebody,Tropical,3198.85,3196.69299830686
2074,ssp245,Narrowbody,Tropical,2888.37,2888.34963566683
2074,ssp245,Widebody,Tropical,3193.1,3193.16540020639
2075,ssp126,Narrowbody,Tropical,2884.07,2885.37639591288
2075,ssp126,Widebody,Tropical,3190.655,3191.1372042006
2075,ssp585,Narrowbody,Tropical,2893.86,2893.26376495747
2075,ssp585,Widebody,Tropical,3197.31,3196.84927060786
2075,ssp245,Narrowbody,Tropical,2891.23,2888.40095943117
2075,ssp245,Widebody,Tropical,3195.86,3193.19684634729
2075,ssp370,Narrowbody,Tropical,2891.18,2891.34722881103
2075,ssp370,Widebody,Tropical,3194.735,3195.52016230956
2076,ssp585,Narrowbody,Tropical,2893.085,2893.46206674361
2076,ssp585,Widebody,Tropical,3196.78,3197.006199498
2076,ssp370,Narrowbody,Tropical,2891.655,2891.44888393548
2076,ssp370,Widebody,Tropical,3195.97,3195.60253069367
2076,ssp245,Narrowbody,Tropical,2890.885,2888.451151735
2076,ssp245,Widebody,Tropical,3194.17,3193.22876891684
2076,ssp126,Narrowbody,Tropical,2886.805,2885.32763703357
2076,ssp126,Widebody,Tropical,3191.92,3191.10586562646
2077,ssp585,Narrowbody,Tropical,2892.39,2893.6620213936
2077,ssp585,Widebody,Tropical,3196.44,3197.16384768958
2077,ssp126,Narrowbody,Tropical,2884.625,2885.28641917365
2077,ssp126,Widebody,Tropical,3190.455,3191.08069120798
2077,ssp245,Narrowbody,Tropical,2887.295,2888.50020774333
2077,ssp245,Widebody,Tropical,3192.02,3193.26166357818
2077,ssp370,Narrowbody,Tropical,2890.765,2891.56147201967
2077,ssp370,Widebody,Tropical,3195.905,3195.6915680976
2078,ssp585,Narrowbody,Tropical,2891.64,2893.86413924551
2078,ssp585,Widebody,Tropical,3195.84,3197.32227789485
2078,ssp126,Narrowbody,Tropical,2885.55,2885.2550343915
2078,ssp126,Widebody,Tropical,3190.755,3191.0635403008
2078,ssp245,Narrowbody,Tropical,2887.745,2888.54812262118
2078,ssp245,Widebody,Tropical,3192.82,3193.29602599444
2078,ssp370,Narrowbody,Tropical,2893.11,2891.68814310835
2078,ssp370,Widebody,Tropical,3196.675,3195.78920988012
2079,ssp370,Narrowbody,Tropical,2891.46,2891.83204724628
2079,ssp370,Widebody,Tropical,3195.61,3195.89739140004
2079,ssp126,Narrowbody,Tropical,2886.135,2885.23577474551
2079,ssp126,Widebody,Tropical,3192.435,3191.05627226059
2079,ssp245,Narrowbody,Tropical,2886.425,2888.59489153357
2079,ssp245,Widebody,Tropical,3191.59,3193.33235182876
2079,ssp585,Narrowbody,Tropical,2893.83,2894.06893063738
2079,ssp585,Widebody,Tropical,3197.255,3197.48155282608
2080,ssp245,Narrowbody,Tropical,2887.085,2888.64028464007
2080,ssp245,Widebody,Tropical,3192.14,3193.36944601682
2080,ssp126,Narrowbody,Tropical,2883.665,2885.22359937222
2080,ssp126,Widebody,Tropical,3190.1,3191.05480871879
2080,ssp585,Narrowbody,Tropical,2893.075,2894.27500766838
2080,ssp585,Widebody,Tropical,3196.915,3197.64147644622
2080,ssp370,Narrowbody,Tropical,2890.195,2891.98645321193
2080,ssp370,Widebody,Tropical,3194.99,3196.01200218031
2081,ssp585,Narrowbody,Tropical,2893.24,2894.48078633918
2081,ssp585,Widebody,Tropical,3197.685,3197.80185696547
2081,ssp370,Narrowbody,Tropical,2890.57,2892.14291683549
2081,ssp370,Widebody,Tropical,3195.535,3196.12786844549
2081,ssp126,Narrowbody,Tropical,2883.315,2885.21219914308
2081,ssp126,Widebody,Tropical,3189.51,3191.05405364144
2081,ssp245,Narrowbody,Tropical,2889.26,2888.68406862212
2081,ssp245,Widebody,Tropical,3193.62,3193.40584436155
2082,ssp370,Narrowbody,Tropical,2891.615,2892.30201873936
2082,ssp370,Widebody,Tropical,3195.635,3196.2453306068
2082,ssp126,Narrowbody,Tropical,2885.24,2885.20196371875
2082,ssp126,Widebody,Tropical,3191.275,3191.05433988609
2082,ssp245,Narrowbody,Tropical,2888.015,2888.72623342755
2082,ssp245,Widebody,Tropical,3193.14,3193.44163882702
2082,ssp585,Narrowbody,Tropical,2893.72,2894.68648284009
2082,ssp585,Widebody,Tropical,3197.155,3197.96276346701
2083,ssp585,Narrowbody,Tropical,2897.115,2894.89231336142
2083,ssp585,Widebody,Tropical,3199.685,3198.12426503401
2083,ssp245,Narrowbody,Tropical,2887.885,2888.76676900423
2083,ssp245,Widebody,Tropical,3193.625,3193.47692137726
2083,ssp370,Narrowbody,Tropical,2891.79,2892.46433954593
2083,ssp370,Widebody,Tropical,3195.84,3196.36472907544
2083,ssp126,Narrowbody,Tropical,2883.33,2885.1932827599
2083,ssp126,Widebody,Tropical,3190.245,3191.05600031029
2084,ssp370,Narrowbody,Tropical,2892.61,2892.63045987758
2084,ssp370,Widebody,Tropical,3196.215,3196.48640426262
2084,ssp126,Narrowbody,Tropical,2882.695,2885.18654592722
2084,ssp126,Widebody,Tropical,3189.065,3191.05936777157
2084,ssp245,Narrowbody,Tropical,2887.03,2888.80566529997
2084,ssp245,Widebody,Tropical,3192.505,3193.51178397634
2084,ssp585,Narrowbody,Tropical,2892.785,2895.0984940935
2084,ssp585,Widebody,Tropical,3196.6,3198.28643074966
2085,ssp245,Narrowbody,Tropical,2888.455,2888.84291226262
2085,ssp245,Widebody,Tropical,3192.35,3193.5463185883
2085,ssp370,Narrowbody,Tropical,2891.355,2892.80096035669
2085,ssp370,Widebody,Tropical,3195.23,3196.61069657955
2085,ssp126,Narrowbody,Tropical,2884.73,2885.18214288139
2085,ssp126,Widebody,Tropical,3190.155,3191.06477512747
2085,ssp585,Narrowbody,Tropical,2897.22,2895.30524122663
2085,ssp585,Widebody,Tropical,3200.66,3198.44932969712
2086,ssp585,Narrowbody,Tropical,2894.205,2895.51277095114
2086,ssp585,Widebody,Tropical,3198.17,3198.61303095958
2086,ssp126,Narrowbody,Tropical,2886.455,2885.18046328306
2086,ssp126,Widebody,Tropical,3192.105,3191.07255523555
2086,ssp370,Narrowbody,Tropical,2894.27,2892.97642160565
2086,ssp370,Widebody,Tropical,3198.505,3196.73794643744
2086,ssp245,Narrowbody,Tropical,2887.035,2888.87849984003
2086,ssp245,Widebody,Tropical,3191.91,3193.58061717721
2087,ssp585,Narrowbody,Tropical,2897.82,2895.72129945734
2087,ssp585,Widebody,Tropical,3199.85,3198.77760362021
2087,ssp245,Narrowbody,Tropical,2889.8,2888.91241798002
2087,ssp245,Widebody,Tropical,3193.96,3193.61477170712
2087,ssp370,Narrowbody,Tropical,2891.68,2893.15742424685
2087,ssp370,Widebody,Tropical,3195.975,3196.86849424749
2087,ssp126,Narrowbody,Tropical,2884.655,2885.18189679293
2087,ssp126,Widebody,Tropical,3190.14,3191.08304095335
2088,ssp126,Narrowbody,Tropical,2883.505,2885.18683307166
2088,ssp126,Widebody,Tropical,3190.075,3191.0965651384
2088,ssp370,Narrowbody,Tropical,2891.075,2893.34454890267
2088,ssp370,Widebody,Tropical,3194.275,3197.00268042092
2088,ssp585,Narrowbody,Tropical,2894.105,2895.93104293555
2088,ssp585,Widebody,Tropical,3198.09,3198.94311676218
2088,ssp245,Narrowbody,Tropical,2890.12,2888.94465663044
2088,ssp245,Widebody,Tropical,3194.905,3193.64887414207
2089,ssp245,Narrowbody,Tropical,2889.12,2888.97520573914
2089,ssp245,Widebody,Tropical,3193.065,3193.68301644613
2089,ssp585,Narrowbody,Tropical,2896.075,2896.14221757608
2089,ssp585,Widebody,Tropical,3199.44,3199.10963946867
2089,ssp370,Narrowbody,Tropical,2896.22,2893.5383761955
2089,ssp370,Widebody,Tropical,3198.955,3197.14084536893
2089,ssp126,Narrowbody,Tropical,2887.02,2885.19566177992
2089,ssp126,Widebody,Tropical,3192.56,3191.11346064826
2090,ssp585,Narrowbody,Tropical,2895.265,2896.35503956925
2090,ssp585,Widebody,Tropical,3197.42,3199.27724082286
2090,ssp370,Narrowbody,Tropical,2893.115,2893.73948674773
2090,ssp370,Widebody,Tropical,3196.77,3197.28332950274
2090,ssp126,Narrowbody,Tropical,2884.375,2885.20877257841
2090,ssp126,Widebody,Tropical,3190.385,3191.13406034046
2090,ssp245,Narrowbody,Tropical,2890.145,2889.00405525394
2090,ssp245,Widebody,Tropical,3195.2,3193.71729058335
2091,ssp126,Narrowbody,Tropical,2884.185,2885.22637615256
2091,ssp126,Widebody,Tropical,3190.8,3191.15850197017
2091,ssp585,Narrowbody,Tropical,2899.96,2896.5695418076
2091,ssp585,Widebody,Tropical,3201.675,3199.44589725934
2091,ssp370,Narrowbody,Tropical,2895.055,2893.94793069083
2091,ssp370,Widebody,Tropical,3199.005,3197.43018836354
2091,ssp245,Narrowbody,Tropical,2889.54,2889.0313410688
2091,ssp245,Widebody,Tropical,3194.97,3193.75177671185
2092,ssp245,Narrowbody,Tropical,2890.735,2889.05719732192
