year,exp,type,zone,todr_avg,todr_avg_loess
2069,ssp126,Narrowbody,Temperate,2938.29,2935.96416792585
2069,ssp126,Widebody,Temperate,3381.12,3380.61098942671
2069,ssp245,Narrowbody,Temperate,2937.055,2938.77452863255
2069,ssp245,Widebody,Temperate,3382.295,3382.65872041904
2069,ssp370,Narrowbody,Temperate,2940.515,2942.68078817719
2069,ssp370,Widebody,Temperate,3384.44,3385.81544650137
2069,ssp585,Narrowbody,Temperate,2941.525,2943.49267343358
2069,ssp585,Widebody,Temperate,3384.705,3386.26469773805
2070,ssp126,Narrowbody,Temperate,2937.575,2935.96503811504
2070,ssp126,Widebody,Temperate,3380.72,3380.60136294552
2070,ssp245,Narrowbody,Temperate,2935.82,2938.89637386685
2070,ssp245,Widebody,Temperate,3381.595,3382.7407377244
2070,ssp370,Narrowbody,Temperate,2940.84,2942.91502754514
2070,ssp370,Widebody,Temperate,3384.785,3385.99413424138
2070,ssp585,Narrowbody,Temperate,2949.26,2943.73348616433
2070,ssp585,Widebody,Temperate,3389.05,3386.44828234031
2071,ssp126,Narrowbody,Temperate,2934,2935.97065366374
2071,ssp126,Widebody,Temperate,3380.535,3380.59715225795
2071,ssp245,Narrowbody,Temperate,2939.335,2939.01900178258
2071,ssp245,Widebody,Temperate,3382.43,3382.82449232233
2071,ssp370,Narrowbody,Temperate,2945.405,2943.15097848519
2071,ssp370,Widebody,Temperate,3387.555,3386.17660291891
2071,ssp585,Narrowbody,Temperate,2941.29,2943.97150521312
2071,ssp585,Widebody,Temperate,3385.09,3386.63299082401
2072,ssp126,Narrowbody,Temperate,2933.865,2935.97976730998
2072,ssp126,Widebody,Temperate,3380.045,3380.59721377328
2072,ssp245,Narrowbody,Temperate,2940.58,2939.14130567605
2072,ssp245,Widebody,Temperate,3383.83,3382.90918287837
2072,ssp370,Narrowbody,Temperate,2945.585,2943.38771909019
2072,ssp370,Widebody,Temperate,3387.79,3386.36123725735
2072,ssp585,Narrowbody,Temperate,2944.005,2944.21092782158
2072,ssp585,Widebody,Temperate,3386.79,3386.82086172073
2073,ssp126,Narrowbody,Temperate,2937.01,2935.9911317918
2073,ssp126,Widebody,Temperate,3381.01,3380.60040390079
2073,ssp245,Narrowbody,Temperate,2937.745,2939.26217884356
2073,ssp245,Widebody,Temperate,3379.675,3382.99400805805
2073,ssp370,Narrowbody,Temperate,2946.895,2943.62432745301
2073,ssp370,Widebody,Temperate,3388.55,3386.54642198011
2073,ssp585,Narrowbody,Temperate,2946.94,2944.45595123133
2073,ssp585,Widebody,Temperate,3387.775,3387.01393356202
2074,ssp126,Narrowbody,Temperate,2935.845,2936.00349984723
2074,ssp126,Widebody,Temperate,3380.775,3380.60557904978
2074,ssp245,Narrowbody,Temperate,2938.545,2939.38051458141
2074,ssp245,Widebody,Temperate,3381.46,3383.07816652693
2074,ssp370,Narrowbody,Temperate,2943.75,2943.85988166651
2074,ssp370,Widebody,Temperate,3386.135,3386.73054181058
2074,ssp585,Narrowbody,Temperate,2940.93,2944.71077268399
2074,ssp585,Widebody,Temperate,3384.785,3387.21424487943
2075,ssp126,Narrowbody,Temperate,2931.815,2936.0156242143
2075,ssp126,Widebody,Temperate,3377.87,3380.61159562953
2075,ssp245,Narrowbody,Temperate,2937.925,2939.49520618589
2075,ssp245,Widebody,Temperate,3382.125,3383.16085695053
2075,ssp370,Narrowbody,Temperate,2942.97,2944.09345982355
2075,ssp370,Widebody,Temperate,3386.655,3386.91198147216
2075,ssp585,Narrowbody,Temperate,2946.425,2944.97958942117
2075,ssp585,Widebody,Temperate,3388.93,3387.42383420454
2076,ssp126,Narrowbody,Temperate,2935.3,2936.02625763105
2076,ssp126,Widebody,Temperate,3380.945,3380.61731004934
2076,ssp245,Narrowbody,Temperate,2944.005,2939.60514695331
2076,ssp245,Widebody,Temperate,3385.35,3383.2412779944
2076,ssp370,Narrowbody,Temperate,2944.54,2944.324140017
2076,ssp370,Widebody,Temperate,3386.6,3387.08912568826
2076,ssp585,Narrowbody,Temperate,2942.17,2945.2665986845
2076,ssp585,Widebody,Temperate,3385.9,3387.6447400689
2077,ssp126,Narrowbody,Temperate,2932.505,2936.03415283552
2077,ssp126,Widebody,Temperate,3378.505,3380.62157871848
2077,ssp245,Narrowbody,Temperate,2941.84,2939.70923017996
2077,ssp245,Widebody,Temperate,3385.505,3383.31862832408
2077,ssp370,Narrowbody,Temperate,2942.635,2944.5510003397
2077,ssp370,Widebody,Temperate,3387.085,3387.26035918226
2077,ssp585,Narrowbody,Temperate,2940.705,2945.57599771559
2077,ssp585,Widebody,Temperate,3383.93,3387.87900100407
2078,ssp126,Narrowbody,Temperate,2933.205,2936.03806256574
2078,ssp126,Widebody,Temperate,3378.71,3380.62325804626
2078,ssp245,Narrowbody,Temperate,2940.335,2939.80634916214
2078,ssp245,Widebody,Temperate,3384.42,3383.3921066051
2078,ssp370,Narrowbody,Temperate,2944.485,2944.77311888453
2078,ssp370,Widebody,Temperate,3387.275,3387.42406667758
2078,ssp585,Narrowbody,Temperate,2944.585,2945.91198375607
2078,ssp585,Widebody,Temperate,3388.25,3388.1286555416
2079,ssp126,Narrowbody,Temperate,2936.67,2936.03673955975
2079,ssp126,Widebody,Temperate,3381.11,3380.62120444194
2079,ssp245,Narrowbody,Temperate,2938.555,2939.89539719615
2079,ssp245,Widebody,Temperate,3383.03,3383.46091150301
2079,ssp370,Narrowbody,Temperate,2947.58,2944.98957374435
2079,ssp370,Widebody,Temperate,3389.59,3387.57863289761
2079,ssp585,Narrowbody,Temperate,2947.55,2946.27875404755
2079,ssp585,Widebody,Temperate,3389.1,3388.39574221307
2080,ssp126,Narrowbody,Temperate,2933.11,2936.03167862509
2080,ssp126,Widebody,Temperate,3377.435,3380.61709847305
2080,ssp245,Narrowbody,Temperate,2940.01,2939.97858913668
2080,ssp245,Widebody,Temperate,3383.745,3383.52669626242
2080,ssp370,Narrowbody,Temperate,2943.135,2945.20216428176
2080,ssp370,Widebody,Temperate,3386.925,3387.7272896128
2080,ssp585,Narrowbody,Temperate,2948.555,2946.66689736519
2080,ssp585,Widebody,Temperate,3388.88,3388.67555556438
2081,ssp126,Narrowbody,Temperate,2937.06,2936.02536626161
2081,ssp126,Widebody,Temperate,3381.225,3380.6134526311
2081,ssp245,Narrowbody,Temperate,2939.98,2940.05877354875
2081,ssp245,Widebody,Temperate,3383.025,3383.59157804271
2081,ssp370,Narrowbody,Temperate,2945.735,2945.41316993335
2081,ssp370,Widebody,Temperate,3388.58,3387.87416776432
2081,ssp585,Narrowbody,Temperate,2947.87,2947.06478679679
2081,ssp585,Widebody,Temperate,3389.805,3388.96236233509
2082,ssp126,Narrowbody,Temperate,2937.82,2936.01804274578
2082,ssp126,Widebody,Temperate,3381.95,3380.61037121139
2082,ssp245,Narrowbody,Temperate,2940.45,2940.1357942942
2082,ssp245,Widebody,Temperate,3384.885,3383.65545138154
2082,ssp370,Narrowbody,Temperate,2944.77,2945.62238890291
2082,ssp370,Widebody,Temperate,3386.435,3388.01900083157
2082,ssp585,Narrowbody,Temperate,2946.14,2947.47329605291
2082,ssp585,Widebody,Temperate,3387.855,3389.25665934717
2083,ssp126,Narrowbody,Temperate,2931.735,2936.00994835409
2083,ssp126,Widebody,Temperate,3378.67,3380.60795850923
2083,ssp245,Narrowbody,Temperate,2936.545,2940.20949523482
2083,ssp245,Widebody,Temperate,3382.07,3383.71821081659
2083,ssp370,Narrowbody,Temperate,2944.63,2945.82961939427
2083,ssp370,Widebody,Temperate,3386.49,3388.16152229396
2083,ssp585,Narrowbody,Temperate,2946.995,2947.89329884414
2083,ssp585,Widebody,Temperate,3388.9,3389.55894342262
2084,ssp126,Narrowbody,Temperate,2937.05,2936.00132336301
2084,ssp126,Widebody,Temperate,3380.25,3380.60631881993
2084,ssp245,Narrowbody,Temperate,2938.065,2940.27972023242
2084,ssp245,Widebody,Temperate,3382.815,3383.77975088552
2084,ssp370,Narrowbody,Temperate,2947.04,2946.03465961122
2084,ssp370,Widebody,Temperate,3388.89,3388.30146563092
2084,ssp585,Narrowbody,Temperate,2948.22,2948.32566888104
2084,ssp585,Widebody,Temperate,3390.86,3389.86971138344
2085,ssp126,Narrowbody,Temperate,2938.335,2935.99240804901
2085,ssp126,Widebody,Temperate,3382.125,3380.60555643881
2085,ssp245,Narrowbody,Temperate,2943.48,2940.34631314884
2085,ssp245,Widebody,Temperate,3386.01,3383.83996612601
2085,ssp370,Narrowbody,Temperate,2945.915,2946.23730775758
2085,ssp370,Widebody,Temperate,3389.04,3388.43856432185
2085,ssp585,Narrowbody,Temperate,2946.86,2948.77127987419
2085,ssp585,Widebody,Temperate,3389.095,3390.1894600516
2086,ssp126,Narrowbody,Temperate,2937.425,2935.98344268858
2086,ssp126,Widebody,Temperate,3381.185,3380.60577566115
2086,ssp245,Narrowbody,Temperate,2940.63,2940.40911784587
2086,ssp245,Widebody,Temperate,3383.91,3383.89875107572
2086,ssp370,Narrowbody,Temperate,2946.28,2946.43736203717
2086,ssp370,Widebody,Temperate,3387.685,3388.57255184618
2086,ssp585,Narrowbody,Temperate,2943.86,2949.23100553415
2086,ssp585,Widebody,Temperate,3386.62,3390.51868624911
2087,ssp126,Narrowbody,Temperate,2935.67,2935.97466755819
2087,ssp126,Widebody,Temperate,3380.41,3380.60708078228
2087,ssp245,Narrowbody,Temperate,2943.81,2940.46797818534
2087,ssp245,Widebody,Temperate,3386.5,3383.95600027233
2087,ssp370,Narrowbody,Temperate,2945.665,2946.63462065378
2087,ssp370,Widebody,Temperate,3388.185,3388.70316168331
2087,ssp585,Narrowbody,Temperate,2950.135,2949.7057195715
2087,ssp585,Widebody,Temperate,3392.675,3390.85788679794
2088,ssp126,Narrowbody,Temperate,2935.905,2935.96632293432
2088,ssp126,Widebody,Temperate,3381.41,3380.60957609751
2088,ssp245,Narrowbody,Temperate,2939.655,2940.52273802905
2088,ssp245,Widebody,Temperate,3382.525,3384.0116082535
2088,ssp370,Narrowbody,Temperate,2949.315,2946.82888181122
2088,ssp370,Widebody,Temperate,3389.82,3388.83012731267
2088,ssp585,Narrowbody,Temperate,2948.99,2950.19629569682
2088,ssp585,Widebody,Temperate,3390.545,3391.2075585201
2089,ssp126,Narrowbody,Temperate,2937.135,2935.95864909344
2089,ssp126,Widebody,Temperate,3381.88,3380.61336590213
2089,ssp245,Narrowbody,Temperate,2941.245,2940.57324123882
2089,ssp245,Widebody,Temperate,3384.235,3384.06546955691
2089,ssp370,Narrowbody,Temperate,2944.315,2947.01994371332
2089,ssp370,Widebody,Temperate,3387.045,3388.95318221366
2089,ssp585,Narrowbody,Temperate,2954.43,2950.70360762067
2089,ssp585,Widebody,Temperate,3394.615,3391.56819823756
2090,ssp126,Narrowbody,Temperate,2942.185,2935.95188631204
2090,ssp126,Widebody,Temperate,3385.56,3380.61855449146
2090,ssp245,Narrowbody,Temperate,2938.14,2940.61933167646
2090,ssp245,Widebody,Temperate,3381.77,3384.11747872022
2090,ssp370,Narrowbody,Temperate,2946.52,2947.20760456387
2090,ssp370,Widebody,Temperate,3389.57,3389.07205986571
2090,ssp585,Narrowbody,Temperate,2951.045,2951.22852905362
2090,ssp585,Widebody,Temperate,3391.64,3391.94030277232
2091,ssp126,Narrowbody,Temperate,2935.175,2935.94585310286
2091,ssp126,Widebody,Temperate,3379.545,3380.62500834135
2091,ssp245,Narrowbody,Temperate,2941.405,2940.66097158636
2091,ssp245,Widebody,Temperate,3385.455,3384.16755345866
2091,ssp370,Narrowbody,Temperate,2946.21,2947.39201684247
2091,ssp370,Widebody,Temperate,3390.38,3389.18688257188
2091,ssp585,Narrowbody,Temperate,2952.56,2951.77109303115
2091,ssp585,Widebody,Temperate,3393.295,3392.32380008419
2092,ssp126,Narrowbody,Temperate,2934.595,2935.94015370874
2092,ssp126,Widebody,Temperate,3379.34,3380.63250450913
2092,ssp245,Narrowbody,Temperate,2942.09,2940.69827645928
2092,ssp245,Widebody,Temperate,3385.495,3384.21572038964
2092,ssp370,Narrowbody,Temperate,2948.085,2947.5735149749
2092,ssp370,Widebody,Temperate,3391.3,3389.29801631971
2092,ssp585,Narrowbody,Temperate,2947.735,2952.33048933258
2092,ssp585,Widebody,Temperate,3389.75,3392.71814579589
2093,ssp126,Narrowbody,Temperate,2940.09,2935.93470700126
2093,ssp126,Widebody,Temperate,3385.17,3380.64101316237
2093,ssp245,Narrowbody,Temperate,2944.825,2940.73132002657
2093,ssp245,Widebody,Temperate,3386.73,3384.26203740412
2093,ssp370,Narrowbody,Temperate,2951.405,2947.75217008426
2093,ssp370,Widebody,Temperate,3391.3,3389.40556011528
2093,ssp585,Narrowbody,Temperate,2954.08,2952.90632678429
2093,ssp585,Widebody,Temperate,3395.045,3393.12312822379
2094,ssp126,Narrowbody,Temperate,2939.66,2935.92943185201
2094,ssp126,Widebody,Temperate,3383.185,3380.6505044686
2094,ssp245,Narrowbody,Temperate,2938.265,2940.76017601961
2094,ssp245,Widebody,Temperate,3381.515,3384.30656239304
2094,ssp370,Narrowbody,Temperate,2950.375,2947.92805329363
2094,ssp370,Widebody,Temperate,3392.2,3389.50961296468
2094,ssp585,Narrowbody,Temperate,2958.505,2953.49821421266
2094,ssp585,Widebody,Temperate,3396.405,3393.53853568427
2095,ssp126,Narrowbody,Temperate,2935.44,2935.92424713259
2095,ssp126,Widebody,Temperate,3379.66,3380.66094859539
2095,ssp245,Narrowbody,Temperate,2940.61,2940.78491816975
2095,ssp245,Widebody,Temperate,3384.06,3384.34935324738
2095,ssp370,Narrowbody,Temperate,2948.825,2948.10123572611
2095,ssp370,Widebody,Temperate,3388.685,3389.61027387398
2095,ssp585,Narrowbody,Temperate,2955.54,2954.10576044408
2095,ssp585,Widebody,Temperate,3394.58,3393.96415649368
2096,ssp126,Narrowbody,Temperate,2932.865,2935.91907171458
2096,ssp126,Widebody,Temperate,3377.48,3380.67231571028
2096,ssp245,Narrowbody,Temperate,2940.645,2940.80562020836
2096,ssp245,Widebody,Temperate,3386.2,3384.39046785809
2096,ssp370,Narrowbody,Temperate,2949.15,2948.2717885048
2096,ssp370,Widebody,Temperate,3388.815,3389.70764184929
2096,ssp585,Narrowbody,Temperate,2954.605,2954.72857430492
2096,ssp585,Widebody,Temperate,3394.33,3394.39977896841
2097,ssp126,Narrowbody,Temperate,2933.56,2935.91382446958
2097,ssp126,Widebody,Temperate,3378.065,3380.68457598083
2097,ssp245,Narrowbody,Temperate,2943.03,2940.82235586681
2097,ssp245,Widebody,Temperate,3384.945,3384.42996411612
2097,ssp370,Narrowbody,Temperate,2946.115,2948.43978275278
2097,ssp370,Widebody,Temperate,3387.395,3389.80181589669
2097,ssp585,Narrowbody,Temperate,2954.575,2955.36626462156
2097,ssp585,Widebody,Temperate,3392.935,3394.84519142482
2098,ssp126,Narrowbody,Temperate,2934.215,2935.90842426917
2098,ssp126,Widebody,Temperate,3380.57,3380.69769957458
2098,ssp245,Narrowbody,Temperate,2938.465,2940.83519887646
2098,ssp245,Widebody,Temperate,3383.06,3384.46789991244
2098,ssp370,Narrowbody,Temperate,2948.915,2948.60528959314
2098,ssp370,Widebody,Temperate,3389.665,3389.89289502226
2098,ssp585,Narrowbody,Temperate,2955.885,2956.01844022039
2098,ssp585,Widebody,Temperate,3393.945,3395.30018217928
2099,ssp126,Narrowbody,Temperate,2934.975,2935.90278998494
2099,ssp126,Widebody,Temperate,3379.685,3380.71165665908
2099,ssp245,Narrowbody,Temperate,2937.205,2940.84422296867
2099,ssp245,Widebody,Temperate,3381.3,3384.50433313801
2099,ssp370,Narrowbody,Temperate,2945.885,2948.768380149
2099,ssp370,Widebody,Temperate,3388.545,3389.98097823209
2099,ssp585,Narrowbody,Temperate,2956.475,2956.68470992778
2099,ssp585,Widebody,Temperate,3396.075,3395.76453954817
2100,ssp126,Narrowbody,Temperate,2936.005,2935.89684048848
2100,ssp126,Widebody,Temperate,3381.265,3380.7264174019
2100,ssp245,Narrowbody,Temperate,2942.95,2940.84950187481
2100,ssp245,Widebody,Temperate,3386.505,3384.53932168377
2100,ssp370,Narrowbody,Temperate,2949.71,2948.92912554342
2100,ssp370,Widebody,Temperate,3390.995,3390.06616453226
2100,ssp585,Narrowbody,Temperate,2957.4,2957.36468257011
2100,ssp585,Widebody,Temperate,3396.82,3396.23805184786
2015,ssp126,Narrowbody,Tropical,2883.92,2883.08298575948
2015,ssp126,Widebody,Tropical,3190.065,3189.45392245634
2015,ssp245,Narrowbody,Tropical,2882.215,2882.98911975434
2015,ssp245,Widebody,Tropical,3188.94,3189.40106664122
2015,ssp370,Narrowbody,Tropical,2883.545,2884.37791769243
2015,ssp370,Widebody,Tropical,3190.44,3190.18222982976
2015,ssp585,Narrowbody,Tropical,2883.585,2884.65110407234
2015,ssp585,Widebody,Tropical,3190.415,3190.3031912892
2016,ssp585,Narrowbody,Tropical,2883.88,2884.64292663504
2016,ssp585,Widebody,Tropical,3190.05,3190.30894300967
2016,ssp126,Narrowbody,Tropical,2883.45,2883.27522937334
2016,ssp126,Widebody,Tropical,3189.585,3189.59422933237
2016,ssp370,Narrowbody,Tropical,2883.935,2884.3868760213
2016,ssp370,Widebody,Tropical,3190.07,3190.1908864498
2016,ssp245,Narrowbody,Tropical,2879.66,2883.14312403274
2016,ssp245,Widebody,Tropical,3188.23,3189.50906332369
2017,ssp245,Narrowbody,Tropical,2883.775,2883.29449301367
2017,ssp245,Widebody,Tropical,3190.545,3189.61526451514
2017,ssp370,Narrowbody,Tropical,2885.185,2884.40071532464
2017,ssp370,Widebody,Tropical,3189.7,3190.20313226854
2017,ssp126,Narrowbody,Tropical,2882.945,2883.46145754975
2017,ssp126,Widebody,Tropical,3189.485,3189.73006292411
2017,ssp585,Narrowbody,Tropical,2883.95,2884.64073461386
2017,ssp585,Widebody,Tropical,3189.77,3190.31874615027
2018,ssp585,Narrowbody,Tropical,2884.815,2884.64453058069
2018,ssp585,Widebody,Tropical,3190.38,3190.33265024434
2018,ssp126,Narrowbody,Tropical,2883.655,2883.64151217965
2018,ssp126,Widebody,Tropical,3189.03,3189.86126298693
2018,ssp245,Narrowbody,Tropical,2882.475,2883.44309644361
2018,ssp245,Widebody,Tropical,3188.765,3189.71959182342
2018,ssp370,Narrowbody,Tropical,2886.005,2884.41954578474
2018,ssp370,Widebody,Tropical,3190.58,3190.21907281673
2019,ssp245,Narrowbody,Tropical,2886.375,2883.58880406905
2019,ssp245,Widebody,Tropical,3190.865,3189.82196685637
2019,ssp585,Narrowbody,Tropical,2885.555,2884.65431710743
2019,ssp585,Widebody,Tropical,3190.18,3190.3507048252
2019,ssp126,Narrowbody,Tropical,2881.63,2883.815235154
2019,ssp126,Widebody,Tropical,3188.565,3189.98766927621
2019,ssp370,Narrowbody,Tropical,2887,2884.4434775839
2019,ssp370,Widebody,Tropical,3192.27,3190.23881362506
2020,ssp370,Narrowbody,Tropical,2883.49,2884.47262090444
2020,ssp370,Widebody,Tropical,3189.895,3190.26246022427
2020,ssp585,Narrowbody,Tropical,2887.015,2884.67009676599
2020,ssp585,Widebody,Tropical,3192.06,3190.37295942617
2020,ssp245,Narrowbody,Tropical,2883.145,2883.73148563645
2020,ssp245,Widebody,Tropical,3189.18,3189.92231122184
2020,ssp126,Narrowbody,Tropical,2882.27,2883.98246836376
2020,ssp126,Widebody,Tropical,3188.895,3190.10912154733
2021,ssp245,Narrowbody,Tropical,2886.255,2883.87101089232
2021,ssp245,Widebody,Tropical,3191.585,3190.02054652766
2021,ssp370,Narrowbody,Tropical,2882.445,2884.50708592863
2021,ssp370,Widebody,Tropical,3188.355,3190.29011814509
2021,ssp126,Narrowbody,Tropical,2883.06,2884.14305369989
2021,ssp126,Widebody,Tropical,3189.57,3190.22545955566
2021,ssp585,Narrowbody,Tropical,2886.09,2884.69187212828
2021,ssp585,Widebody,Tropical,3191.255,3190.39946358057
2022,ssp126,Narrowbody,Tropical,2883.495,2884.29683305336
2022,ssp126,Widebody,Tropical,3190.965,3190.33652305658
2022,ssp585,Narrowbody,Tropical,2886.225,2884.71964576618
2022,ssp585,Widebody,Tropical,3190.63,3190.43026682173
2022,ssp245,Narrowbody,Tropical,2885.915,2884.00724958311
2022,ssp245,Widebody,Tropical,3190.99,3190.11659438169
2022,ssp370,Narrowbody,Tropical,2883.17,2884.5469828388
2022,ssp370,Widebody,Tropical,3189.58,3190.32189291821
2023,ssp126,Narrowbody,Tropical,2886.185,2884.44364831511
2023,ssp126,Widebody,Tropical,3190.705,3190.44215180547
2023,ssp245,Narrowbody,Tropical,2882.34,2884.14007145532
2023,ssp245,Widebody,Tropical,3188.23,3190.21037639175
2023,ssp370,Narrowbody,Tropical,2884.61,2884.59242181723
2023,ssp370,Widebody,Tropical,3191.03,3190.35789007438
2023,ssp585,Narrowbody,Tropical,2884.63,2884.75342025161
2023,ssp585,Widebody,Tropical,3190.595,3190.46541868296
2024,ssp370,Narrowbody,Tropical,2883.48,2884.64351304622
2024,ssp370,Widebody,Tropical,3190.205,3190.39821514432
2024,ssp126,Narrowbody,Tropical,2886.955,2884.58334137611
2024,ssp126,Widebody,Tropical,3191.55,3190.5421855577
2024,ssp245,Narrowbody,Tropical,2885.62,2884.26934625542
2024,ssp245,Widebody,Tropical,3190.425,3190.30181416569
2024,ssp585,Narrowbody,Tropical,2885.015,2884.79319815646
2024,ssp585,Widebody,Tropical,3191.255,3190.50496869759
2025,ssp126,Narrowbody,Tropical,2885.56,2884.71575412732
2025,ssp126,Widebody,Tropical,3191.62,3190.63646406866
2025,ssp370,Narrowbody,Tropical,2884.6,2884.70036670808
2025,ssp370,Widebody,Tropical,3190.2,3190.44297365873
2025,ssp245,Narrowbody,Tropical,2885.895,2884.3949437299
2025,ssp245,Widebody,Tropical,3191.4,3190.39082931135
2025,ssp585,Narrowbody,Tropical,2883.73,2884.83898205263
2025,ssp585,Widebody,Tropical,3189.485,3190.54896639894
2026,ssp245,Narrowbody,Tropical,2883.015,2884.51660792647
2026,ssp245,Widebody,Tropical,3190.395,3190.47730225828
2026,ssp370,Narrowbody,Tropical,2885.46,2884.76337145573
2026,ssp370,Widebody,Tropical,3190.855,3190.49244262383
2026,ssp585,Narrowbody,Tropical,2883.44,2884.89070117233
2026,ssp585,Widebody,Tropical,3189.88,3190.59745502481
2026,ssp126,Narrowbody,Tropical,2884.855,2884.84063670456
2026,ssp126,Widebody,Tropical,3191.11,3190.72476611571
2027,ssp370,Narrowbody,Tropical,2887.555,2884.83264667935
2027,ssp370,Widebody,Tropical,3192.945,3190.5466628254
2027,ssp585,Narrowbody,Tropical,2883.9,2884.94828314133
2027,ssp585,Widebody,Tropical,3190.625,3190.6503799307
2027,ssp245,Narrowbody,Tropical,2883.355,2884.63434996984
2027,ssp245,Widebody,Tropical,3190.33,3190.5612707166
2027,ssp126,Narrowbody,Tropical,2883.45,2884.95807215081
2027,ssp126,Widebody,Tropical,3189.545,3190.8071995653
2028,ssp370,Narrowbody,Tropical,2884.64,2884.90789866717
2028,ssp370,Widebody,Tropical,3190.525,3190.60538546358
2028,ssp126,Narrowbody,Tropical,2885.635,2885.06840171771
2028,ssp126,Widebody,Tropical,3190.53,3190.88409780639
2028,ssp245,Narrowbody,Tropical,2885.07,2884.74844022194
2028,ssp245,Widebody,Tropical,3191.175,3190.642892215
2028,ssp585,Narrowbody,Tropical,2881.76,2885.01172812188
2028,ssp585,Widebody,Tropical,3188.19,3190.70764382651
2029,ssp585,Narrowbody,Tropical,2884.545,2885.08103627625
2029,ssp585,Widebody,Tropical,3189.3,3190.76914942213
2029,ssp126,Narrowbody,Tropical,2888.42,2885.1719666569
2029,ssp126,Widebody,Tropical,3194.3,3190.95579422797
2029,ssp370,Narrowbody,Tropical,2885.06,2884.98883370737
2029,ssp370,Widebody,Tropical,3190.19,3190.66836173848
2029,ssp245,Narrowbody,Tropical,2886.31,2884.8591490447
2029,ssp245,Widebody,Tropical,3191.07,3190.72232428216
2030,ssp245,Narrowbody,Tropical,2885.74,2884.96674680006
2030,ssp245,Widebody,Tropical,3191.675,3190.79972444677
2030,ssp126,Narrowbody,Tropical,2886.1,2885.26910822003
2030,ssp126,Widebody,Tropical,3192.44,3191.02262221901
2030,ssp370,Narrowbody,Tropical,2883.25,2885.07515808818
2030,ssp370,Widebody,Tropical,3189.145,3190.73534285023
2030,ssp585,Narrowbody,Tropical,2889.105,2885.1562077667
2030,ssp585,Widebody,Tropical,3192.92,3190.83479942744
2031,ssp585,Narrowbody,Tropical,2884.76,2885.2372427555
2031,ssp585,Widebody,Tropical,3190.73,3190.90449655234
2031,ssp126,Narrowbody,Tropical,2885.33,2885.36016765874
2031,ssp126,Widebody,Tropical,3191.38,3191.08491516851
2031,ssp370,Narrowbody,Tropical,2886.22,2885.1665780978
2031,ssp370,Widebody,Tropical,3191.475,3190.80607999895
2031,ssp245,Narrowbody,Tropical,2884.55,2885.07150384994
2031,ssp245,Widebody,Tropical,3190.29,3190.87525023752
2032,ssp126,Narrowbody,Tropical,2884.97,2885.44548622468
2032,ssp126,Widebody,Tropical,3190.565,3191.14300646542
2032,ssp370,Narrowbody,Tropical,2884.815,2885.26280002444
2032,ssp370,Widebody,Tropical,3190.52,3190.88032438478
2032,ssp245,Narrowbody,Tropical,2883.91,2885.17369055629
2032,ssp245,Widebody,Tropical,3189.99,3190.94905918311
2032,ssp585,Narrowbody,Tropical,2885.26,2885.3241414049
2032,ssp585,Widebody,Tropical,3191.35,3190.97814350672
2033,ssp126,Narrowbody,Tropical,2885.78,2885.5254051695
2033,ssp126,Widebody,Tropical,3191.43,3191.19722949874
2033,ssp370,Narrowbody,Tropical,2887.415,2885.3635301563
2033,ssp370,Widebody,Tropical,3191.77,3190.95782720783
2033,ssp245,Narrowbody,Tropical,2885.185,2885.27357728104
2033,ssp245,Widebody,Tropical,3190.92,3191.02130881221
2033,ssp585,Narrowbody,Tropical,2882.795,2885.41690387717
2033,ssp585,Widebody,Tropical,3189.07,3191.05564300047
2034,ssp370,Narrowbody,Tropical,2885.675,2885.4684747816
2034,ssp370,Widebody,Tropical,3190.54,3191.03833966822
2034,ssp585,Narrowbody,Tropical,2884.79,2885.51553033457
2034,ssp585,Widebody,Tropical,3190.46,3191.13689774348
2034,ssp245,Narrowbody,Tropical,2886.355,2885.37143438611
2034,ssp245,Widebody,Tropical,3191.29,3191.09215665353
2034,ssp126,Narrowbody,Tropical,2885.72,2885.60026574483
2034,ssp126,Widebody,Tropical,3190.5,3191.24791765744
2035,ssp370,Narrowbody,Tropical,2884.735,2885.57734018853
2035,ssp370,Widebody,Tropical,3189.81,3191.12161296608
2035,ssp126,Narrowbody,Tropical,2886.535,2885.67040920233
2035,ssp126,Widebody,Tropical,3192.985,3191.29540433049
2035,ssp245,Narrowbody,Tropical,2885.875,2885.46753223346
2035,ssp245,Widebody,Tropical,3191.855,3191.16176023574
2035,ssp585,Narrowbody,Tropical,2889.125,2885.62002093937
2035,ssp585,Widebody,Tropical,3193.475,3191.22181044564
2036,ssp370,Narrowbody,Tropical,2883.67,2885.68983266532
2036,ssp370,Widebody,Tropical,3189.965,3191.20739830154
2036,ssp126,Narrowbody,Tropical,2885.665,2885.73617679364
2036,ssp126,Widebody,Tropical,3192.04,3191.34002290689
2036,ssp585,Narrowbody,Tropical,2886.165,2885.73037585382
2036,ssp585,Widebody,Tropical,3192.025,3191.31028381685
2036,ssp245,Narrowbody,Tropical,2886.88,2885.562141185
2036,ssp245,Widebody,Tropical,3192.655,3191.23027708753
2037,ssp585,Narrowbody,Tropical,2885.515,2885.84813145304
2037,ssp585,Widebody,Tropical,3191.155,3191.40457066509
2037,ssp126,Narrowbody,Tropical,2884.255,2885.79122763609
2037,ssp126,Widebody,Tropical,3191.25,3191.37600406198
