year,exp,type,vlof_avg,vlof_avg_loess
2079,ssp370,Narrowbody,83.80745,83.7690717014252
2079,ssp370,Widebody,90.2796,90.2395343764659
2079,ssp585,Narrowbody,83.83085,83.8382309670911
2079,ssp585,Widebody,90.3,90.3087978564889
2080,ssp126,Narrowbody,83.5347,83.5673084087584
2080,ssp126,Widebody,90.01195,90.0408989566943
2080,ssp245,Narrowbody,83.6677,83.6741479865409
2080,ssp245,Widebody,90.13705,90.145276670946
2080,ssp370,Narrowbody,83.75245,83.7745264182154
2080,ssp370,Widebody,90.22695,90.2450251933277
2080,ssp585,Narrowbody,83.872,83.8461306016888
2080,ssp585,Widebody,90.3414,90.3166414369387
2081,ssp126,Narrowbody,83.55535,83.5668512561895
2081,ssp126,Widebody,90.02955,90.0403557088833
2081,ssp245,Narrowbody,83.70125,83.6758613137539
2081,ssp245,Widebody,90.1726,90.146989879155
2081,ssp370,Narrowbody,83.7527,83.780031220947
2081,ssp370,Widebody,90.22475,90.2505718502626
2081,ssp585,Narrowbody,83.8479,83.8541093268999
2081,ssp585,Widebody,90.31665,90.3245612704044
2082,ssp126,Narrowbody,83.5792,83.5663514696059
2082,ssp126,Widebody,90.0492,90.0397592350637
2082,ssp245,Narrowbody,83.69925,83.6774871963974
2082,ssp245,Widebody,90.17495,90.1486184572796
2082,ssp370,Narrowbody,83.7441,83.7855915422194
2082,ssp370,Widebody,90.2157,90.2561797876367
2082,ssp585,Narrowbody,83.8529,83.8621738365894
2082,ssp585,Widebody,90.3255,90.3325638739968
2083,ssp126,Narrowbody,83.53145,83.5658128714994
2083,ssp126,Widebody,90.00635,90.0391130864539
2083,ssp245,Narrowbody,83.65775,83.6790212030173
2083,ssp245,Widebody,90.1328,90.1501578976287
2083,ssp370,Narrowbody,83.78405,83.7912128146321
2083,ssp370,Widebody,90.25815,90.2618544458157
2083,ssp585,Narrowbody,83.89125,83.870330824622
2083,ssp585,Widebody,90.362,90.3406557648266
2084,ssp126,Narrowbody,83.56775,83.5652392843617
2084,ssp126,Widebody,90.04505,90.0384208142727
2084,ssp245,Narrowbody,83.64565,83.6804589021594
2084,ssp245,Widebody,90.11625,90.1516036925113
2084,ssp370,Narrowbody,83.7689,83.7969004707844
2084,ssp370,Widebody,90.23635,90.2676012651655
2084,ssp585,Narrowbody,83.8513,83.8785869848626
2084,ssp585,Widebody,90.32425,90.3488434600045
2085,ssp126,Narrowbody,83.5673,83.5646345306843
2085,ssp126,Widebody,90.03615,90.0376859697388
2085,ssp245,Narrowbody,83.6799,83.6817958623697
2085,ssp245,Widebody,90.1468,90.1529513342363
2085,ssp370,Narrowbody,83.7876,83.8026599432757
2085,ssp370,Widebody,90.2589,90.2734256860523
2085,ssp585,Narrowbody,83.87135,83.8869490111761
2085,ssp585,Widebody,90.34035,90.3571334766413
2086,ssp126,Narrowbody,83.58145,83.5640024329589
2086,ssp126,Widebody,90.05015,90.0369121040708
2086,ssp245,Narrowbody,83.6729,83.6830276521939
2086,ssp245,Widebody,90.14475,90.1541963151126
2086,ssp370,Narrowbody,83.79115,83.8084966647055
2086,ssp370,Widebody,90.2601,90.2793331488417
2086,ssp585,Narrowbody,83.83695,83.8954235974273
2086,ssp585,Widebody,90.30535,90.3655323318478
2087,ssp126,Narrowbody,83.5863,83.5633468136774
2087,ssp126,Widebody,90.06045,90.0361027684873
2087,ssp245,Narrowbody,83.7114,83.684149840178
2087,ssp245,Widebody,90.1835,90.1553341274492
2087,ssp370,Narrowbody,83.7914,83.8144160676732
2087,ssp370,Widebody,90.2638,90.2853290938997
2087,ssp585,Narrowbody,83.90645,83.9040174374811
2087,ssp585,Widebody,90.3783,90.3740465427346
2088,ssp126,Narrowbody,83.5589,83.5626714953313
2088,ssp126,Widebody,90.03415,90.0352615142072
2088,ssp245,Narrowbody,83.6913,83.6851579948678
2088,ssp245,Widebody,90.16055,90.156360263555
2088,ssp370,Narrowbody,83.846,83.8204235847781
2088,ssp370,Widebody,90.31565,90.2914189615923
2088,ssp585,Narrowbody,83.90335,83.9127372252022
2088,ssp585,Widebody,90.3773,90.3826826264127
2089,ssp126,Narrowbody,83.58105,83.5619803004123
2089,ssp126,Widebody,90.04985,90.0343918924489
2089,ssp245,Narrowbody,83.7069,83.6860476848091
2089,ssp245,Widebody,90.1787,90.1572702157388
2089,ssp370,Narrowbody,83.83185,83.8265246486197
2089,ssp370,Widebody,90.30215,90.2976081922853
2089,ssp585,Narrowbody,83.93355,83.9215896544556
2089,ssp585,Widebody,90.40145,90.3914470999925
2090,ssp126,Narrowbody,83.56415,83.561277051412
2090,ssp126,Widebody,90.0303,90.0334974544313
2090,ssp245,Narrowbody,83.69275,83.6868144785479
2090,ssp245,Widebody,90.1657,90.1580594763097
2090,ssp370,Narrowbody,83.83765,83.8327246917973
2090,ssp370,Widebody,90.3111,90.3039022263447
2090,ssp585,Narrowbody,83.9237,83.9305814191061
2090,ssp585,Widebody,90.3941,90.4003464805851
2091,ssp126,Narrowbody,83.5506,83.5605614489635
2091,ssp126,Widebody,90.0244,90.0325780131031
2091,ssp245,Narrowbody,83.67625,83.6874592355566
2091,ssp245,Widebody,90.14335,90.1587289315472
2091,ssp370,Narrowbody,83.83925,83.8390258336333
2091,ssp370,Widebody,90.31055,90.3103028905515
2091,ssp585,Narrowbody,83.9678,83.93971370119
2091,ssp585,Widebody,90.437,90.4093817913399
2092,ssp126,Narrowbody,83.5358,83.5598295184835
2092,ssp126,Widebody,90.0163,90.0316299456693
2092,ssp245,Narrowbody,83.6819,83.6879870422927
2092,ssp245,Widebody,90.1506,90.1592837717535
2092,ssp370,Narrowbody,83.81655,83.845424813534
2092,ssp370,Widebody,90.28435,90.3168066585972
2092,ssp585,Narrowbody,83.9197,83.948981132426
2092,ssp585,Widebody,90.39025,90.4185476952447
2093,ssp126,Narrowbody,83.5428,83.5590795696395
2093,ssp126,Widebody,90.0149,90.0306516497332
2093,ssp245,Narrowbody,83.68575,83.6883998077798
2093,ssp245,Widebody,90.1512,90.1597259452717
2093,ssp370,Narrowbody,83.87705,83.8519189942247
2093,ssp370,Widebody,90.3463,90.3234109412135
2093,ssp585,Narrowbody,83.9522,83.9583805812027
2093,ssp585,Widebody,90.4193,90.427841169167
2094,ssp126,Narrowbody,83.5998,83.558309912099
2094,ssp126,Widebody,90.0629,90.0296415228979
2094,ssp245,Narrowbody,83.71165,83.6886994410413
2094,ssp245,Widebody,90.1877,90.1600574004445
2094,ssp370,Narrowbody,83.8664,83.8585057384308
2094,ssp370,Widebody,90.3376,90.3301131491324
2094,ssp585,Narrowbody,83.9948,83.967908915909
2094,ssp585,Widebody,90.45925,90.4372591899745
2095,ssp126,Narrowbody,83.58445,83.5575188555296
2095,ssp126,Widebody,90.04905,90.0285979627665
2095,ssp245,Narrowbody,83.69315,83.6888878511009
2095,ssp245,Widebody,90.16285,90.160280085615
2095,ssp370,Narrowbody,83.9092,83.8651824088776
2095,ssp370,Widebody,90.3831,90.3369106930854
2095,ssp585,Narrowbody,83.98715,83.9775630049333
2095,ssp585,Widebody,90.45785,90.4467987345348
2096,ssp126,Narrowbody,83.5632,83.5567047095987
2096,ssp126,Widebody,90.03355,90.0275193669423
2096,ssp245,Narrowbody,83.68755,83.6889669469821
2096,ssp245,Widebody,90.16055,90.160395949126
2096,ssp370,Narrowbody,83.8967,83.8719463682905
2096,ssp370,Widebody,90.36845,90.3438009838046
2096,ssp585,Narrowbody,83.9829,83.9873397166646
2096,ssp585,Widebody,90.45165,90.4564567797155
2097,ssp126,Narrowbody,83.5335,83.555865783974
2097,ssp126,Widebody,90.00605,90.0264041330283
2097,ssp245,Narrowbody,83.69845,83.6889386377084
2097,ssp245,Widebody,90.1699,90.1604069393204
2097,ssp370,Narrowbody,83.8727,83.8787949793949
2097,ssp370,Widebody,90.34725,90.3507814320215
2097,ssp585,Narrowbody,84.0025,83.9972359194912
2097,ssp585,Widebody,90.4731,90.4662303023843
2098,ssp126,Narrowbody,83.5244,83.5550003883229
2098,ssp126,Widebody,89.9965,90.0252506586277
2098,ssp245,Narrowbody,83.69135,83.6888048323034
2098,ssp245,Widebody,90.169,90.1603150045412
2098,ssp370,Narrowbody,83.8845,83.8857256049161
2098,ssp370,Widebody,90.357,90.3578494484681
2098,ssp585,Narrowbody,84.0218,84.0072484818021
2098,ssp585,Widebody,90.49445,90.4761162794087
2099,ssp126,Narrowbody,83.5437,83.554106832313
2099,ssp126,Widebody,90.01505,90.0240573413436
2099,ssp245,Narrowbody,83.66845,83.6885674397906
2099,ssp245,Widebody,90.14125,90.1601220931313
2099,ssp370,Narrowbody,83.876,83.8927356075795
2099,ssp370,Widebody,90.34995,90.3650024438761
2099,ssp585,Narrowbody,84.01925,84.0173742719857
2099,ssp585,Widebody,90.48845,90.4861116876564
2100,ssp126,Narrowbody,83.57695,83.5531834256117
2100,ssp126,Widebody,90.04945,90.0228225787793
2100,ssp245,Narrowbody,83.6758,83.6882283691936
2100,ssp245,Widebody,90.1439,90.1598301534335
2100,ssp370,Narrowbody,83.8896,83.8998223501104
2100,ssp370,Widebody,90.3587,90.3722378289772
2100,ssp585,Narrowbody,84.0225,84.0276101584309
2100,ssp585,Widebody,90.48785,90.4962135039951
