itr_avg,year,exp,zone,type,itr_sum,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko
41.3902579060666,2021,ssp126,Temperate,Widebody,61759234,75333,653156,328855,1057344,434776,
20.2875459491194,2021,ssp245,Temperate,Narrowbody,30271452,507794,429659,342150,1279603,212517,
41.7596366438356,2021,ssp245,Temperate,Widebody,62310397,71731,656510,325572,1053813,438307,
20.1708496183953,2021,ssp370,Temperate,Narrowbody,30097328,511753,425055,343252,1280060,212060,
41.4111700782779,2021,ssp370,Temperate,Widebody,61790431,77598,651161,327635,1056394,435726,
20.2532450684932,2021,ssp585,Temperate,Narrowbody,30220273,507873,429900,342145,1279918,212202,
41.7191932778865,2021,ssp585,Temperate,Widebody,62250047,72059,656520,324802,1053381,438739,
20.1150958806262,2022,ssp126,Temperate,Narrowbody,30014138,512101,426482,342553,1281136,210984,
41.3677628767123,2022,ssp126,Temperate,Widebody,61725656,78826,651165,327510,1057501,434619,
20.3028422994129,2022,ssp245,Temperate,Narrowbody,30294276,508184,428906,342122,1279212,212908,
41.7591938943249,2022,ssp245,Temperate,Widebody,62309735,72403,655141,325345,1052889,439231,
20.2357727103718,2022,ssp370,Temperate,Narrowbody,30194202,508692,428720,342592,1280004,212116,
41.6567334931507,2022,ssp370,Temperate,Widebody,62156846,74004,653951,326140,1054095,438025,
20.2759606555773,2022,ssp585,Temperate,Narrowbody,30254168,507222,430337,342424,1279983,212137,
41.8019698140899,2022,ssp585,Temperate,Widebody,62373561,71733,655515,325654,1052902,439218,
20.4242157729942,2023,ssp126,Temperate,Narrowbody,30475382,504830,432491,341103,1278424,213696,
42.080928590998,2023,ssp126,Temperate,Widebody,62789791,69703,658146,321416,1049265,442855,
20.118072446184,2023,ssp245,Temperate,Narrowbody,30018577,511032,428093,341891,1281016,211104,
41.36355555773,2023,ssp245,Temperate,Widebody,61719388,75883,654641,326742,1057266,434854,
20.1331046575342,2023,ssp370,Temperate,Narrowbody,30041009,511731,425465,343067,1280263,211857,
41.3435372015656,2023,ssp370,Temperate,Widebody,61689511,77213,650995,328937,1057145,434975,
20.2429727103718,2023,ssp585,Temperate,Narrowbody,30204945,509162,429198,341363,1279723,212397,
41.642956888454,2023,ssp585,Temperate,Widebody,62136287,73242,655304,325560,1054106,438014,
20.3322607827789,2024,ssp126,Temperate,Narrowbody,30421291,508372,431463,343213,1283048,213160,
41.8848812328767,2024,ssp126,Temperate,Widebody,62668495,72102,657377,325027,1054506,441702,
20.2276232191781,2024,ssp245,Temperate,Narrowbody,30264732,509731,430441,344062,1284234,211974,
41.6855723776908,2024,ssp245,Temperate,Widebody,62370284,72975,657387,326824,1057186,439022,
