itr_avg,year,exp,zone,type,itr_sum,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko
20.73746555773,2079,ssp370,Temperate,Narrowbody,30942787,499966,434272,340325,1274563,217557,
42.7001143150685,2079,ssp370,Temperate,Widebody,63713690,64789,659545,317732,1042066,450054,
20.7450523189824,2079,ssp585,Temperate,Narrowbody,30954107,499810,434063,341652,1275525,216595,
42.8290719178082,2079,ssp585,Temperate,Widebody,63906118,67251,656875,316633,1040759,451361,
20.182470851272,2080,ssp126,Temperate,Narrowbody,30197174,511526,429005,344175,1284706,211502,
41.5682015655577,2080,ssp126,Temperate,Widebody,62194673,74184,657479,327203,1058866,437342,
20.4460640215264,2080,ssp245,Temperate,Narrowbody,30591566,507374,431519,342923,1281816,214392,
42.1358556457926,2080,ssp245,Temperate,Widebody,63044002,72085,657102,322818,1052005,444203,
20.5587778669276,2080,ssp370,Temperate,Narrowbody,30760208,504389,433322,342669,1280380,215828,
42.3836751663405,2080,ssp370,Temperate,Widebody,63414787,69304,658383,320990,1048677,447531,
20.8281823287671,2080,ssp585,Temperate,Narrowbody,31163292,498651,438510,341172,1278333,217875,
43.0612226125245,2080,ssp585,Temperate,Widebody,64428549,64021,661516,315473,1041010,455198,
20.3102571722114,2081,ssp126,Temperate,Narrowbody,30305341,507908,429752,341665,1279325,212795,
41.8066290802348,2081,ssp126,Temperate,Widebody,62380507,71624,656922,324737,1053283,438837,
20.444847925636,2081,ssp245,Temperate,Narrowbody,30506166,504941,431547,341690,1278178,213942,
42.1726618982387,2081,ssp245,Temperate,Widebody,62926678,69660,656533,322334,1048527,443593,
20.6954424853229,2081,ssp370,Temperate,Narrowbody,30880085,501512,433192,340494,1275198,216922,
42.6150765753425,2081,ssp370,Temperate,Widebody,63586812,67734,658287,316924,1042945,449175,
20.8189177201566,2081,ssp585,Temperate,Narrowbody,31064322,498871,433959,341335,1274165,217955,
42.9584741095891,2081,ssp585,Temperate,Widebody,64099193,66223,656740,316375,1039338,452782,
20.335591888454,2082,ssp126,Temperate,Narrowbody,30343145,506937,430220,341531,1278688,213432,
41.8732376516634,2082,ssp126,Temperate,Widebody,62479888,71252,656788,323641,1051681,440439,
20.4278846086106,2082,ssp245,Temperate,Narrowbody,30480854,506697,429622,341715,1278034,214086,
42.0174212426615,2082,ssp245,Temperate,Widebody,62695037,70986,656227,323360,1050573,441547,
20.5743103033268,2082,ssp370,Temperate,Narrowbody,30699339,502502,432599,342222,1277323,214797,
42.4038824951076,2082,ssp370,Temperate,Widebody,63271683,65282,659811,321212,1046305,445815,
20.7249193835616,2082,ssp585,Temperate,Narrowbody,30924067,500152,434386,341437,1275975,216145,
42.7751080626223,2082,ssp585,Temperate,Widebody,63825586,66935,657187,317502,1041624,450496,
20.2194556751468,2083,ssp126,Temperate,Narrowbody,30169854,510886,426277,342537,1279700,212420,
41.5691006360078,2083,ssp126,Temperate,Widebody,62026086,78296,649327,327233,1054856,437264,
20.3690778277887,2083,ssp245,Temperate,Narrowbody,30393107,507859,428359,342063,1278281,213839,
41.9159705479452,2083,ssp245,Temperate,Widebody,62543662,74734,652694,323758,1051186,440934,
20.5968146966732,2083,ssp370,Temperate,Narrowbody,30732920,502593,432793,341384,1276770,215350,
42.473875890411,2083,ssp370,Temperate,Widebody,63376116,66713,658515,320561,1045789,446331,
20.7718178571428,2083,ssp585,Temperate,Narrowbody,30994046,500753,432628,341010,1274391,217729,
42.7883367514677,2083,ssp585,Temperate,Widebody,63845329,67234,656924,317134,1041292,450828,
20.3058683268102,2084,ssp126,Temperate,Narrowbody,30381804,508386,432199,342600,1283185,213023,
41.8527825440314,2084,ssp126,Temperate,Widebody,62620471,70157,660058,324875,1055090,441118,
20.3964149706458,2084,ssp245,Temperate,Narrowbody,30517280,507709,431710,342710,1282129,214079,
42.0307030332682,2084,ssp245,Temperate,Widebody,62886667,73478,656618,322233,1052329,443879,
20.7175434246575,2084,ssp370,Temperate,Narrowbody,30997754,502153,435160,341225,1278538,217670,
42.6837925733855,2084,ssp370,Temperate,Widebody,63863825,65919,661529,318120,1045568,450640,
20.7755578767123,2084,ssp585,Temperate,Narrowbody,31084556,501790,434512,341488,1277790,218418,
42.7936146183953,2084,ssp585,Temperate,Widebody,64028151,67356,658644,318200,1044200,452008,
20.3900783170254,2085,ssp126,Temperate,Narrowbody,30424443,506088,431001,341400,1278489,213631,
41.9750625733855,2085,ssp126,Temperate,Widebody,62631828,70433,656858,323463,1050754,441366,
20.6233385812133,2085,ssp245,Temperate,Narrowbody,30772496,502547,432157,341592,1276296,215824,
42.5159681996087,2085,ssp245,Temperate,Widebody,63438931,68214,656633,319614,1044461,447659,
20.6428448727984,2085,ssp370,Temperate,Narrowbody,30801602,502379,432633,340918,1275930,216190,
42.5376274266145,2085,ssp370,Temperate,Widebody,63471243,68680,657291,318364,1044335,447785,
20.7322749804305,2085,ssp585,Temperate,Narrowbody,30935040,501112,432933,341665,1275710,216410,
42.7661371232877,2085,ssp585,Temperate,Widebody,63812209,68554,655226,317844,1041624,450496,
20.3289031604697,2086,ssp126,Temperate,Narrowbody,30333164,507220,429749,342339,1279308,212812,
41.8765876027398,2086,ssp126,Temperate,Widebody,62484895,71198,656760,324711,1052669,439451,
20.4602616829746,2086,ssp245,Temperate,Narrowbody,30529166,505290,430993,342020,1278303,213817,
42.1879806947163,2086,ssp245,Temperate,Widebody,62949528,71484,655891,321132,1048507,443613,
20.6479937573385,2086,ssp370,Temperate,Narrowbody,30809286,501275,434072,341058,1276405,215715,
42.5888100391389,2086,ssp370,Temperate,Widebody,63547608,65879,659753,318179,1043811,448309,
20.6917357142857,2086,ssp585,Temperate,Narrowbody,30874552,501760,432873,341007,1275640,216480,
42.706248590998,2086,ssp585,Temperate,Widebody,63722847,70688,653500,317564,1041752,450368,
20.2540043248532,2087,ssp126,Temperate,Narrowbody,30221405,508617,428930,342114,1279661,212459,
41.6667561350293,2087,ssp126,Temperate,Widebody,62171804,72030,656517,325914,1054461,437659,
20.5779211350294,2087,ssp245,Temperate,Narrowbody,30704727,502423,433306,341338,1277067,215053,
42.4335023091977,2087,ssp245,Temperate,Widebody,63315871,67672,657228,320880,1045780,446340,
20.615059001957,2087,ssp370,Temperate,Narrowbody,30760142,501881,433338,341329,1276548,215572,
42.5125556849315,2087,ssp370,Temperate,Widebody,63433835,67890,657388,319223,1044501,447619,
20.8248616536203,2087,ssp585,Temperate,Narrowbody,31073194,498676,434278,341111,1274065,218055,
42.9252139823875,2087,ssp585,Temperate,Widebody,64049573,66007,657695,315380,1039082,453038,
20.3350139138943,2088,ssp126,Temperate,Narrowbody,30425411,509270,429483,343533,1282286,213922,
41.8208190704501,2088,ssp126,Temperate,Widebody,62572656,73069,656635,325403,1055107,441101,
20.4995152641879,2088,ssp245,Temperate,Narrowbody,30671539,505583,433292,341898,1280773,215435,
42.2200701174168,2088,ssp245,Temperate,Widebody,63170009,69469,658795,321933,1050197,446011,
20.8294061056751,2088,ssp370,Temperate,Narrowbody,31165124,499398,436986,341994,1278378,217830,
43.0149525440313,2088,ssp370,Temperate,Widebody,64359314,64116,662045,315939,1042100,454108,
20.8351074266145,2088,ssp585,Temperate,Narrowbody,31173653,500798,435248,341031,1277077,219131,
42.9403042367906,2088,ssp585,Temperate,Widebody,64247627,66461,659226,316810,1042497,453711,
20.385307778865,2089,ssp126,Temperate,Narrowbody,30417325,506182,429790,342159,1278131,213989,
41.9579292074364,2089,ssp126,Temperate,Widebody,62606260,71777,654310,324295,1050382,441738,
20.5161657925636,2089,ssp245,Temperate,Narrowbody,30612582,503731,432664,340816,1277211,214909,
42.247353444227,2089,ssp245,Temperate,Widebody,63038122,68871,657681,320880,1047432,444688,
20.6875981996086,2089,ssp370,Temperate,Narrowbody,30868380,501532,432307,341335,1275174,216946,
42.6093654794521,2089,ssp370,Temperate,Widebody,63578279,67787,656185,319251,1043223,448897,
20.998539853229,2089,ssp585,Temperate,Narrowbody,31332343,495321,436980,340615,1272916,219204,
43.3514022700587,2089,ssp585,Temperate,Widebody,64685484,62571,659238,313558,1035367,456753,
20.4856995303327,2090,ssp126,Temperate,Narrowbody,30567123,503445,433390,340950,1277785,214335,
42.2054813600783,2090,ssp126,Temperate,Widebody,62975642,67737,658585,321635,1047957,444163,
20.4281376908023,2090,ssp245,Temperate,Narrowbody,30481234,505987,430588,341822,1278397,213723,
42.0950892759295,2090,ssp245,Temperate,Widebody,62810920,71643,654951,322284,1048878,443242,
20.6783322896282,2090,ssp370,Temperate,Narrowbody,30854553,501713,433362,340589,1275664,216456,
42.5683983268103,2090,ssp370,Temperate,Widebody,63517154,66925,658377,318231,1043533,448587,
20.8546778767123,2090,ssp585,Temperate,Narrowbody,31117682,498029,435887,340901,1274817,217303,
43.0339529060665,2090,ssp585,Temperate,Widebody,64211822,64861,658288,315272,1038421,453699,
20.255729334638,2091,ssp126,Temperate,Narrowbody,30223980,508541,429143,342697,1280381,211739,
41.7321154892368,2091,ssp126,Temperate,Widebody,62269330,72285,656920,324555,1053760,438360,
20.4910616438356,2091,ssp245,Temperate,Narrowbody,30575123,504183,430980,342302,1277465,214655,
42.2069113111546,2091,ssp245,Temperate,Widebody,62977771,70182,655670,321824,1047676,444444,
20.719611409002,2091,ssp370,Temperate,Narrowbody,30916148,501549,431764,341138,1274451,217669,
42.6509856751468,2091,ssp370,Temperate,Widebody,63640381,68568,655695,318046,1042309,449811,
20.9272386007828,2091,ssp585,Temperate,Narrowbody,31225951,496921,436028,340751,1273700,218420,
43.209552221135,2091,ssp585,Temperate,Widebody,64473838,63932,658644,314381,1036957,455163,
20.2316536007828,2092,ssp126,Temperate,Narrowbody,30270762,512041,427981,343159,1283181,213027,
41.5651423972603,2092,ssp126,Temperate,Widebody,62190096,73577,658325,326440,1058342,437866,
20.5202025244618,2092,ssp245,Temperate,Narrowbody,30702491,505852,433013,341766,1280631,215577,
42.2639121037181,2092,ssp245,Temperate,Widebody,63235604,69826,659928,320990,1050744,445464,
20.7655533757338,2092,ssp370,Temperate,Narrowbody,31069588,501065,435631,341639,1278335,217873,
42.8618698043053,2092,ssp370,Temperate,Widebody,64130279,68143,657955,316760,1042858,453350,
20.8317146771037,2092,ssp585,Temperate,Narrowbody,31168579,500591,434925,341734,1277250,218958,
42.9698066046967,2092,ssp585,Temperate,Widebody,64291769,68618,655985,316788,1041391,454817,
20.3596447553816,2093,ssp126,Temperate,Narrowbody,30379033,507358,429552,341933,1278843,213277,
41.9112439041096,2093,ssp126,Temperate,Widebody,62536600,73309,654686,323753,1051748,440372,
20.5896059882583,2093,ssp245,Temperate,Narrowbody,30722163,502659,433510,340332,1276501,215619,
42.4189495792564,2093,ssp245,Temperate,Widebody,63294171,67204,659195,319669,1046068,446052,
20.8561876516634,2093,ssp370,Temperate,Narrowbody,31119935,497580,436672,340737,1274989,217131,
43.084116409002,2093,ssp370,Temperate,Widebody,64286668,62618,661102,314877,1038597,453523,
20.9915232191781,2093,ssp585,Temperate,Narrowbody,31321872,496136,436333,340784,1273253,218867,
43.3571172113503,2093,ssp585,Temperate,Widebody,64694019,64318,657487,313153,1034958,457162,
20.4862709099804,2094,ssp126,Temperate,Narrowbody,30567974,503836,431962,342126,1277924,214196,
42.2452061154599,2094,ssp126,Temperate,Widebody,63034922,69962,655425,322205,1047592,444528,
20.4001833757338,2094,ssp245,Temperate,Narrowbody,30439522,506431,430287,341744,1278462,213658,
41.9935089041095,2094,ssp245,Temperate,Widebody,62659357,69934,658118,322861,1050913,441207,
20.8135859001957,2094,ssp370,Temperate,Narrowbody,31056369,499573,434226,340923,1274722,217398,
42.940477221135,2094,ssp370,Temperate,Widebody,64072345,66303,657317,316154,1039774,452346,
21.1128329843444,2094,ssp585,Temperate,Narrowbody,31502881,492882,439629,339711,1272222,219898,
43.6766127299414,2094,ssp585,Temperate,Widebody,65170747,59321,662307,310065,1031693,460427,
20.3619194324853,2095,ssp126,Temperate,Narrowbody,30382428,507496,429053,342195,1278744,213376,
41.9122041193738,2095,ssp126,Temperate,Widebody,62538043,72902,654119,324776,1051797,440323,
20.454479667319,2095,ssp245,Temperate,Narrowbody,30520538,505819,430038,342502,1278359,213761,
42.1426851174168,2095,ssp245,Temperate,Widebody,62881937,69821,656772,322999,1049592,442528,
20.7704139432485,2095,ssp370,Temperate,Narrowbody,30991949,498795,436364,340487,1275646,216474,
42.896146223092,2095,ssp370,Temperate,Widebody,64006197,63476,661311,315818,1040605,451515,
21.0501898825832,2095,ssp585,Temperate,Narrowbody,31409410,494290,438022,340401,1272713,219407,
43.48155981409,2095,ssp585,Temperate,Widebody,64879711,60576,661104,311820,1033500,458620,
20.2344956947162,2096,ssp126,Temperate,Narrowbody,30275014,510135,429817,343834,1283786,212422,
41.6574649706458,2096,ssp126,Temperate,Widebody,62328236,73947,655855,327348,1057150,439058,
20.5101520156556,2096,ssp245,Temperate,Narrowbody,30687453,507219,431180,341296,1279695,216513,
42.1626109393346,2096,ssp245,Temperate,Widebody,63084035,72397,656382,321929,1050708,445500,
20.8211321037182,2096,ssp370,Temperate,Narrowbody,31152745,499401,437431,341271,1278103,218105,
42.9643690215264,2096,ssp370,Temperate,Widebody,64283627,62675,663322,316356,1042353,453855,
20.9899254794521,2096,ssp585,Temperate,Narrowbody,31405294,496449,439172,340929,1276550,219658,
43.3849025146771,2096,ssp585,Temperate,Widebody,64912839,61883,662597,313201,1037681,458527,
20.2427420841487,2097,ssp126,Temperate,Narrowbody,30204600,509515,427057,343450,1280022,212098,
41.6985151174168,2097,ssp126,Temperate,Widebody,62219185,73733,653340,326966,1054039,438081,
20.5233246575343,2097,ssp245,Temperate,Narrowbody,30623263,503087,433661,340946,1277694,214426,
42.3291612426615,2097,ssp245,Temperate,Widebody,63160185,67015,660213,319752,1046980,445140,
20.6974456066536,2097,ssp370,Temperate,Narrowbody,30883071,500676,433994,340791,1275461,216659,
42.6871065166341,2097,ssp370,Temperate,Widebody,63694279,65602,659693,317232,1042527,449593,
21.0484326223092,2097,ssp585,Temperate,Narrowbody,31406787,494034,438124,340561,1272719,219401,
43.553397739726,2097,ssp585,Temperate,Widebody,64986897,60494,660630,312123,1033247,458873,
20.2045483463797,2098,ssp126,Temperate,Narrowbody,30147611,510563,426982,342325,1279870,212250,
41.5314762818004,2098,ssp126,Temperate,Widebody,61969951,76134,652960,326677,1055771,436349,
20.3956139726027,2098,ssp245,Temperate,Narrowbody,30432704,506333,429872,341975,1278180,213940,
42.0008681017612,2098,ssp245,Temperate,Widebody,62670340,71141,655510,323924,1050575,441545,
20.7721903718199,2098,ssp370,Temperate,Narrowbody,30994600,499401,434520,341385,1275306,216814,
42.8445980234833,2098,ssp370,Temperate,Widebody,63929289,64624,658102,318058,1040784,451336,
21.0655705381605,2098,ssp585,Temperate,Narrowbody,31432360,494247,437625,340388,1272260,219860,
43.4840657827789,2098,ssp585,Temperate,Widebody,64883444,59337,661942,312752,1034031,458089,
20.2828400097848,2099,ssp126,Temperate,Narrowbody,30264430,508984,427720,342584,1279288,212832,
41.7132100293542,2099,ssp126,Temperate,Widebody,62241117,72462,655788,325280,1053530,438590,
20.3802233072407,2099,ssp245,Temperate,Narrowbody,30409740,506538,430258,342208,1279004,213116,
41.9749619765166,2099,ssp245,Temperate,Widebody,62631684,72177,655665,322700,1050542,441578,
20.7026225244619,2099,ssp370,Temperate,Narrowbody,30890798,502251,431917,341263,1275431,216689,
42.6441463111546,2099,ssp370,Temperate,Widebody,63630185,68580,656390,318189,1043159,448961,
21.0755590508806,2099,ssp585,Temperate,Narrowbody,31447263,493877,438889,339506,1272272,219848,
43.5561706849315,2099,ssp585,Temperate,Widebody,64991033,60909,660912,310641,1032462,459658,
20.3214844520548,2100,ssp126,Temperate,Narrowbody,30322094,507294,429108,342472,1278874,213246,
41.7920013600783,2100,ssp126,Temperate,Widebody,62358686,72922,654465,325010,1052397,439723,
20.5663413013699,2100,ssp245,Temperate,Narrowbody,30687451,503168,432765,340932,1276865,215255,
42.4029181898239,2100,ssp245,Temperate,Widebody,63270247,69948,656643,318924,1045515,446605,
20.8172504696673,2100,ssp370,Temperate,Narrowbody,31061837,499181,434074,341385,1274640,217480,
42.9493818199609,2100,ssp370,Temperate,Widebody,64085631,65948,656954,317111,1040013,452107,
21.1329183659491,2100,ssp585,Temperate,Narrowbody,31532850,493926,438233,339850,1272009,220111,
43.701340812133,2100,ssp585,Temperate,Widebody,65207641,62507,659095,309734,1031336,460784,
19.8742663358779,2015,ssp126,Tropical,Narrowbody,15194195,244903,276121,166373,687397,77119,
46.6298916221374,2015,ssp126,Tropical,Widebody,35649299,13869,382983,128920,525772,238744,
19.7809483778626,2015,ssp245,Tropical,Narrowbody,15122851,245561,275879,166163,687603,76913,
46.343183721374,2015,ssp245,Tropical,Widebody,35430108,14157,382912,130395,527464,237052,
19.7513113358779,2015,ssp370,Tropical,Narrowbody,15100194,245580,275878,166508,687966,76550,
46.3317522328245,2015,ssp370,Tropical,Widebody,35421368,14068,383682,130443,528193,236323,
19.8108996374046,2015,ssp585,Tropical,Narrowbody,15145751,244840,276634,166171,687645,76871,
46.4697817938931,2015,ssp585,Tropical,Widebody,35526892,13796,383467,129699,526962,237554,
19.8421464885496,2016,ssp585,Tropical,Narrowbody,15221626,245940,276959,166878,689777,77359,
46.5264593129771,2016,ssp585,Tropical,Widebody,35692125,13801,384375,129891,528067,239069,
19.8738760877863,2016,ssp126,Tropical,Narrowbody,15245966,245346,277451,167156,689953,77183,
46.6286699427481,2016,ssp126,Tropical,Widebody,35770536,13622,384228,129496,527346,239790,
19.8418822709924,2016,ssp370,Tropical,Narrowbody,15221422,246434,276590,167299,690323,76813,
46.6012808015267,2016,ssp370,Tropical,Widebody,35749517,13609,384743,129726,528078,239058,
19.7410558396947,2016,ssp245,Tropical,Narrowbody,15144075,246637,277286,166231,690154,76982,
46.2393198282443,2016,ssp245,Tropical,Widebody,35471847,14710,384546,129925,529181,237955,
19.8191630725191,2017,ssp245,Tropical,Narrowbody,15162452,245138,277152,165629,687919,77121,
46.4939958396947,2017,ssp245,Tropical,Widebody,35569767,13715,383701,129346,526762,238278,
20.0351283969466,2017,ssp370,Tropical,Narrowbody,15327674,243729,276708,166728,687165,77875,
47.0699535877863,2017,ssp370,Tropical,Widebody,36010394,12837,382307,128244,523388,241652,
19.8448742557252,2017,ssp126,Tropical,Narrowbody,15182123,245388,276752,166048,688188,76852,
46.5557599236641,2017,ssp126,Tropical,Widebody,35617021,13896,384053,128015,525964,239076,
19.8137938931298,2017,ssp585,Tropical,Narrowbody,15158344,245183,276727,166445,688355,76685,
46.5133954770992,2017,ssp585,Tropical,Widebody,35584607,13529,383937,129405,526871,238169,
19.8037202671756,2018,ssp585,Tropical,Narrowbody,15150638,245332,276791,167065,689188,75852,
46.5635126145039,2018,ssp585,Tropical,Widebody,35622949,13311,384056,129633,527000,238040,
19.8828081679389,2018,ssp126,Tropical,Narrowbody,15211143,245383,276033,166059,687475,77565,
46.6490292748092,2018,ssp126,Tropical,Widebody,35688374,13437,383241,129595,526273,238767,
19.8890112213741,2018,ssp245,Tropical,Narrowbody,15215888,245505,274921,167255,687681,77359,
46.6466536450382,2018,ssp245,Tropical,Widebody,35686554,13785,382475,129769,526029,239011,
20.0213265458015,2018,ssp370,Tropical,Narrowbody,15317116,244415,276495,166697,687607,77433,
47.0237064694656,2018,ssp370,Tropical,Widebody,35975015,13312,382003,128093,523408,241632,
20.0899392175573,2019,ssp245,Tropical,Narrowbody,15369608,243820,276632,166585,687037,78003,
47.1440923664122,2019,ssp245,Tropical,Widebody,36067118,12802,382724,127425,522951,242089,
19.9602228244275,2019,ssp585,Tropical,Narrowbody,15270369,244827,276592,166623,688042,76998,
46.9177284732824,2019,ssp585,Tropical,Widebody,35893935,13562,382384,128413,524359,240681,
19.8919794465649,2019,ssp126,Tropical,Narrowbody,15218160,245205,276408,165754,687367,77673,
46.5976798473282,2019,ssp126,Tropical,Widebody,35649089,13519,382780,129347,525646,239394,
20.1528904198473,2019,ssp370,Tropical,Narrowbody,15417768,243080,276785,166740,686605,78435,
47.3031997709924,2019,ssp370,Tropical,Widebody,36188842,13158,380647,127742,521547,243493,
19.8576386450382,2020,ssp370,Tropical,Narrowbody,15233509,245560,277436,166953,689949,77187,
46.6150708587787,2020,ssp370,Tropical,Widebody,35760094,13788,384093,129841,527722,239414,
20.0385042938931,2020,ssp585,Tropical,Narrowbody,15372259,244729,277300,166859,688888,78248,
47.0220444465649,2020,ssp585,Tropical,Widebody,36072304,13271,383576,128531,525378,241758,
19.8724685305343,2020,ssp245,Tropical,Narrowbody,15244887,245916,276728,167521,690165,76971,
46.6814739885496,2020,ssp245,Tropical,Widebody,35811042,13928,383208,129948,527084,240052,
19.8646597709924,2020,ssp126,Tropical,Narrowbody,15238896,245749,277302,166682,689733,77403,
46.5837936832061,2020,ssp126,Tropical,Widebody,35736111,13847,384496,128949,527292,239844,
20.0126413358778,2021,ssp245,Tropical,Narrowbody,15310472,244104,277089,165948,687141,77899,
46.9631960305344,2021,ssp245,Tropical,Widebody,35928724,13348,382744,127559,523651,241389,
19.7991176908397,2021,ssp370,Tropical,Narrowbody,15147117,245313,276276,166801,688390,76650,
46.4721671183206,2021,ssp370,Tropical,Widebody,35553069,14076,383512,129837,527425,237615,
19.7679648091603,2021,ssp126,Tropical,Narrowbody,15123284,246730,275817,166086,688633,76407,
46.3304767175573,2021,ssp126,Tropical,Widebody,35444668,13941,384427,129969,528337,236703,
19.9057521946565,2021,ssp585,Tropical,Narrowbody,15228697,245162,276223,167057,688442,76598,
46.7600152862595,2021,ssp585,Tropical,Widebody,35773283,13174,383390,129285,525849,239191,
19.8615336259542,2022,ssp126,Tropical,Narrowbody,15194867,246234,275341,166173,687748,77292,
46.5465068129771,2022,ssp126,Tropical,Widebody,35609938,13956,382894,129893,526743,238297,
20.0023784541985,2022,ssp585,Tropical,Narrowbody,15302620,244109,276387,167005,687501,77539,
47.0375960114504,2022,ssp585,Tropical,Widebody,35985642,13096,382454,128202,523752,241288,
20.0738791793893,2022,ssp245,Tropical,Narrowbody,15357320,242965,277339,166594,686898,78142,
47.1106085305344,2022,ssp245,Tropical,Widebody,36041499,13480,381830,127204,522514,242526,
19.8815213167939,2022,ssp370,Tropical,Narrowbody,15210159,244706,276693,167063,688462,76578,
46.6952948664122,2022,ssp370,Tropical,Widebody,35723767,14310,382450,128551,525311,239729,
20.0650784351145,2023,ssp126,Tropical,Narrowbody,15350587,244050,275800,167219,687069,77971,
47.0821952480916,2023,ssp126,Tropical,Widebody,36019763,13154,381551,128779,523484,241556,
19.9250223473282,2023,ssp245,Tropical,Narrowbody,15243439,244865,276292,166135,687292,77748,
46.6757041221374,2023,ssp245,Tropical,Widebody,35708783,13732,382785,128849,525366,239674,
19.9263295229008,2023,ssp370,Tropical,Narrowbody,15244439,244573,276796,166213,687582,77458,
46.8000561450382,2023,ssp370,Tropical,Widebody,35803914,13746,382377,128929,525052,239988,
19.9470061259542,2023,ssp585,Tropical,Narrowbody,15260257,244137,276709,166901,687747,77293,
46.8524625,2023,ssp585,Tropical,Widebody,35844003,14181,382026,128308,524515,240525,
19.8209435877862,2024,ssp370,Tropical,Narrowbody,15205360,245811,277631,167063,690505,76631,
46.5392296564886,2024,ssp370,Tropical,Widebody,35701918,14181,384050,129548,527779,239357,
19.9946691221374,2024,ssp126,Tropical,Narrowbody,15338630,245630,276877,167344,689851,77285,
47.0173098664122,2024,ssp126,Tropical,Widebody,36068666,13261,383626,129009,525896,241240,
20.0281769465649,2024,ssp245,Tropical,Narrowbody,15364336,244986,277319,167224,689529,77607,
47.0460491793893,2024,ssp245,Tropical,Widebody,36090717,13233,383413,128416,525062,242074,
19.9688416221374,2024,ssp585,Tropical,Narrowbody,15318819,244688,277143,167754,689585,77551,
46.9174476526718,2024,ssp585,Tropical,Widebody,35992064,13841,383291,128909,526041,241095,
20.0419814503817,2025,ssp126,Tropical,Narrowbody,15332918,243763,275931,167062,686756,78284,
47.0505003053436,2025,ssp126,Tropical,Widebody,35995517,13441,381210,129121,523772,241268,
19.928170019084,2025,ssp370,Tropical,Narrowbody,15245847,245240,275924,166720,687884,77156,
46.7853871183206,2025,ssp370,Tropical,Widebody,35792698,13414,382860,129062,525336,239704,
20.0388321183206,2025,ssp245,Tropical,Narrowbody,15330507,243934,276557,166839,687330,77710,
47.1144683587787,2025,ssp245,Tropical,Widebody,36044452,13796,381063,128358,523217,241823,
19.9452697519084,2025,ssp585,Tropical,Narrowbody,15258929,244654,276223,166830,687707,77333,
46.8018677480916,2025,ssp585,Tropical,Widebody,35805303,13500,382987,128821,525308,239732,
19.8652938931298,2026,ssp245,Tropical,Narrowbody,15197744,244581,276572,166132,687285,77755,
46.5800451335878,2026,ssp245,Tropical,Widebody,35635596,14480,382679,128907,526066,238974,
20.0529304007634,2026,ssp370,Tropical,Narrowbody,15341294,244682,275448,166419,686549,78491,
46.991076278626,2026,ssp370,Tropical,Widebody,35950055,13296,381650,129171,524117,240923,
19.9046565267176,2026,ssp585,Tropical,Narrowbody,15227858,245487,275814,166791,688092,76948,
46.6846785687023,2026,ssp585,Tropical,Widebody,35715649,13578,383311,128948,525837,239203,
19.8806136832061,2026,ssp126,Tropical,Narrowbody,15209465,244728,276906,166186,687820,77220,
46.6229752671756,2026,ssp126,Tropical,Widebody,35668442,13395,384192,128520,526107,238933,
20.167899980916,2027,ssp370,Tropical,Narrowbody,15429251,243444,275979,167220,686643,78397,
47.4018416984733,2027,ssp370,Tropical,Widebody,36264303,13712,380297,127307,521316,243724,
19.8550751145038,2027,ssp585,Tropical,Narrowbody,15189925,245583,275745,166595,687923,77117,
46.5771008778626,2027,ssp585,Tropical,Widebody,35633346,13965,383071,129362,526398,238642,
19.8555700572519,2027,ssp245,Tropical,Narrowbody,15190305,245094,276084,166481,687659,77381,
46.5540330152671,2027,ssp245,Tropical,Widebody,35615697,13782,383437,129242,526461,238579,
19.8074545801527,2027,ssp126,Tropical,Narrowbody,15153495,246241,275272,166984,688497,76543,
46.4013023854962,2027,ssp126,Tropical,Widebody,35498851,13451,383701,130416,527568,237472,
19.8977419656489,2028,ssp370,Tropical,Narrowbody,15264276,245957,276306,167669,689932,77204,
46.714981870229,2028,ssp370,Tropical,Widebody,35836742,13660,383994,129563,527217,239919,
19.9779769083969,2028,ssp126,Tropical,Narrowbody,15325826,245056,277714,166894,689664,77472,
46.908586221374,2028,ssp126,Tropical,Widebody,35985265,13121,383895,128901,525917,241219,
19.9515085305344,2028,ssp245,Tropical,Narrowbody,15305521,245060,277815,166628,689503,77633,
46.8055896946565,2028,ssp245,Tropical,Widebody,35906255,13723,383773,128528,526024,241112,
19.8353705534351,2028,ssp585,Tropical,Narrowbody,15216427,246194,277262,166162,689618,77518,
46.4909203625954,2028,ssp585,Tropical,Widebody,35664858,14040,384094,129869,528003,239133,
19.9518327862595,2029,ssp585,Tropical,Narrowbody,15263950,245724,275118,166874,687716,77324,
46.8321789122137,2029,ssp585,Tropical,Widebody,35828493,13129,382343,129744,525216,239824,
20.1282537022901,2029,ssp126,Tropical,Narrowbody,15398920,243240,276909,166171,686320,78720,
47.2192951526718,2029,ssp126,Tropical,Widebody,36124651,13197,381065,127699,521961,243079,
19.9744087022901,2029,ssp370,Tropical,Narrowbody,15281222,244961,275185,167335,687481,77559,
46.8833745801527,2029,ssp370,Tropical,Widebody,35867657,13851,381772,129016,524639,240401,
20.1509608015267,2029,ssp245,Tropical,Narrowbody,15416292,242425,277189,166954,686568,78472,
47.3568165648855,2029,ssp245,Tropical,Widebody,36229862,13301,380463,127449,521213,243827,
20.0571138167939,2030,ssp245,Tropical,Narrowbody,15344494,243863,276081,166642,686586,78454,
