year,exp,type,todr_avg,todr_avg_loess
2079,ssp245,Narrowbody,2935.56,2936.90214441488
2079,ssp245,Widebody,3344.345,3344.91713893554
2079,ssp370,Narrowbody,2942.89,2941.40021815819
2079,ssp370,Widebody,3349.575,3348.45501517637
2079,ssp585,Narrowbody,2944.045,2943.21624178102
2079,ssp585,Widebody,3350.205,3349.66072837052
2080,ssp126,Narrowbody,2930.945,2933.22019001967
2080,ssp126,Widebody,3340.205,3342.37565323891
2080,ssp245,Narrowbody,2936.825,2936.97318084716
2080,ssp245,Widebody,3344.91,3344.97225969646
2080,ssp370,Narrowbody,2939.71,2941.59483937213
2080,ssp370,Widebody,3347.87,3348.58885240178
2080,ssp585,Narrowbody,2944.4,2943.53820189093
2080,ssp585,Widebody,3349.91,3349.89201669443
2081,ssp126,Narrowbody,2933.505,2933.21202201433
2081,ssp126,Widebody,3342.465,3342.37266955557
2081,ssp245,Narrowbody,2937.35,2937.04195194888
2081,ssp245,Widebody,3344.87,3345.02656562493
2081,ssp370,Narrowbody,2941.37,2941.78932179985
2081,ssp370,Widebody,3348.89,3348.72194275332
2081,ssp585,Narrowbody,2944.435,2943.86566788934
2081,ssp585,Widebody,3350.965,3350.12734675134
2082,ssp126,Narrowbody,2934.385,2933.20370399395
2082,ssp126,Widebody,3343.345,3342.37031906221
2082,ssp245,Narrowbody,2936.695,2937.10839915721
2082,ssp245,Widebody,3345.275,3345.0800640053
2082,ssp370,Narrowbody,2941,2941.98372447258
2082,ssp370,Widebody,3347.635,3348.85421545125
2082,ssp585,Narrowbody,2943.42,2944.19919690585
2082,ssp585,Widebody,3349.425,3350.36697859514
2083,ssp126,Narrowbody,2930.45,2933.19545584537
2083,ssp126,Widebody,3341.465,3342.36873449499
2083,ssp245,Narrowbody,2934.64,2937.17246390932
2083,ssp245,Widebody,3344.2,3345.13276212193
2083,ssp370,Narrowbody,2940.965,2942.17810642148
2083,ssp370,Widebody,3347.56,3348.98559971582
2083,ssp585,Narrowbody,2944.535,2944.53934607006
2083,ssp585,Widebody,3350.585,3350.61117227968
2084,ssp126,Narrowbody,2932.8,2933.18749745549
2084,ssp126,Widebody,3341.375,3342.36804859006
2084,ssp245,Narrowbody,2935.725,2937.23408764234
2084,ssp245,Widebody,3344.31,3345.18466725914
2084,ssp370,Narrowbody,2942.955,2942.37252667777
2084,ssp370,Widebody,3349.29,3349.11602476727
2084,ssp585,Narrowbody,2943.995,2944.88667251155
2084,ssp585,Widebody,3350.83,3350.86018785882
2085,ssp126,Narrowbody,2934.375,2933.18004871117
2085,ssp126,Widebody,3342.805,3342.36839408359
2085,ssp245,Narrowbody,2939.435,2937.29321179346
2085,ssp245,Widebody,3346.5,3345.2357867013
2085,ssp370,Narrowbody,2941.505,2942.56704427263
2085,ssp370,Widebody,3348.79,3349.24541982587
2085,ssp585,Narrowbody,2944.6,2945.24173335993
2085,ssp585,Widebody,3351.165,3351.11428538645
2086,ssp126,Narrowbody,2934.495,2933.17332949929
2086,ssp126,Widebody,3343.115,3342.36990371174
2086,ssp245,Narrowbody,2936.69,2937.34977779983
2086,ssp245,Widebody,3344.62,3345.28612773274
2086,ssp370,Narrowbody,2943.19,2942.76171823726
2086,ssp370,Widebody,3349.585,3349.37371411185
2086,ssp585,Narrowbody,2941.68,2945.60508574479
2086,ssp585,Widebody,3348.585,3351.37372491643
2087,ssp126,Narrowbody,2932.915,2933.16755970672
2087,ssp126,Widebody,3342.095,3342.37271021068
2087,ssp245,Narrowbody,2939.86,2937.4037270986
2087,ssp245,Widebody,3347.205,3345.33569763783
2087,ssp370,Narrowbody,2941.97,2942.95660760286
2087,ssp370,Widebody,3349.085,3349.50083684547
2087,ssp585,Narrowbody,2946.775,2945.97728679573
2087,ssp585,Widebody,3353.045,3351.63876650262
2088,ssp126,Narrowbody,2932.675,2933.16295922033
2088,ssp126,Widebody,3342.46,3342.37694631656
2088,ssp245,Narrowbody,2937.095,2937.45500112695
2088,ssp245,Widebody,3344.73,3345.38450370089
2088,ssp370,Narrowbody,2944.255,2943.15177140062
2088,ssp370,Widebody,3349.665,3349.62671724698
2088,ssp585,Narrowbody,2944.96,2946.35889364234
2088,ssp585,Widebody,3351.16,3351.90967019889
2089,ssp126,Narrowbody,2934.165,2933.159747927
2089,ssp126,Widebody,3343.56,3342.38274476554
2089,ssp245,Narrowbody,2937.865,2937.50354132202
2089,ssp245,Widebody,3345.16,3345.43255320629
2089,ssp370,Narrowbody,2942.465,2943.34726866174
2089,ssp370,Widebody,3349.155,3349.75128453664
2089,ssp585,Narrowbody,2948.74,2946.75046341423
2089,ssp585,Widebody,3353.835,3352.18669605911
2090,ssp126,Narrowbody,2936.84,2933.1581457136
2090,ssp126,Widebody,3345.33,3342.39023829379
2090,ssp245,Narrowbody,2936.23,2937.54928912099
2090,ssp245,Widebody,3344.295,3345.47985343837
2090,ssp370,Narrowbody,2942.93,2943.5431584174
2090,ssp370,Widebody,3350.065,3349.87446793468
2090,ssp585,Narrowbody,2946.81,2947.15255324098
2090,ssp585,Widebody,3351.77,3352.47010413715
2091,ssp126,Narrowbody,2932.84,2933.15807916566
2091,ssp126,Widebody,3341.945,3342.39936148826
2091,ssp245,Narrowbody,2938.17,2937.59224909534
2091,ssp245,Widebody,3346.65,3345.52637781758
2091,ssp370,Narrowbody,2943.51,2943.7395692038
2091,ssp370,Widebody,3351.31,3349.99636564344
2091,ssp585,Narrowbody,2948.8,2947.56520886421
2091,ssp585,Widebody,3353.835,3352.7598624811
2092,ssp126,Narrowbody,2931.51,2933.1592707274
2092,ssp126,Widebody,3341.375,3342.40992655865
2092,ssp245,Narrowbody,2938.905,2937.6324817442
2092,ssp245,Widebody,3346.645,3345.57209475618
2092,ssp370,Narrowbody,2943.935,2943.9365607818
2092,ssp370,Widebody,3351.14,3350.11713338984
2092,ssp585,Narrowbody,2945.605,2947.9879353624
2092,ssp585,Widebody,3351.635,3353.05569056911
2093,ssp126,Narrowbody,2935.685,2933.16163407371
2093,ssp126,Widebody,3345.065,3342.42188267526
2093,ssp245,Narrowbody,2939.75,2937.67001239614
2093,ssp245,Widebody,3346.575,3345.61700402623
2093,ssp370,Narrowbody,2945.515,2944.1340890196
2093,ssp370,Widebody,3350.8,3350.23678668112
2093,ssp585,Narrowbody,2949.625,2948.42047887052
2093,ssp585,Widebody,3354.955,3353.35747560016
2094,ssp126,Narrowbody,2936.485,2933.16508287951
2094,ssp126,Widebody,3344.515,3342.43517900837
2094,ssp245,Narrowbody,2936.17,2937.70486637976
2094,ssp245,Widebody,3344.11,3345.66110539976
2094,ssp370,Narrowbody,2946.47,2944.3321097854
2094,ssp370,Widebody,3352.24,3350.35534102445
2094,ssp585,Narrowbody,2951.675,2948.86258552349
2094,ssp585,Widebody,3355.04,3353.66510477322
2095,ssp126,Narrowbody,2933.5,2933.16953081969
2095,ssp126,Widebody,3341.86,3342.44976472826
2095,ssp245,Narrowbody,2938.365,2937.73706902363
2095,ssp245,Widebody,3345.88,3345.70439864883
2095,ssp370,Narrowbody,2946.045,2944.53057894742
2095,ssp370,Widebody,3350.29,3350.47281192706
2095,ssp585,Narrowbody,2950.33,2949.31400145627
2095,ssp585,Widebody,3354.34,3353.97846528724
2096,ssp126,Narrowbody,2931.94,2933.17489156915
2096,ssp126,Widebody,3341.05,3342.46558900523
2096,ssp245,Narrowbody,2937.72,2937.76664565634
2096,ssp245,Widebody,3347.09,3345.74688354549
2096,ssp370,Narrowbody,2944.545,2944.72945237387
2096,ssp370,Widebody,3349.655,3350.58921489614
2096,ssp585,Narrowbody,2949.16,2949.7744728038
2096,ssp585,Widebody,3353.785,3354.29744434121
2097,ssp126,Narrowbody,2931.755,2933.18107880279
2097,ssp126,Widebody,3340.955,3342.48260100957
2097,ssp245,Narrowbody,2939.475,2937.79362160646
2097,ssp245,Widebody,3346.015,3345.78855986177
2097,ssp370,Narrowbody,2942.99,2944.92868593295
2097,ssp370,Widebody,3349.275,3350.70456543889
2097,ssp585,Narrowbody,2948.885,2950.24374570102
2097,ssp585,Widebody,3352.82,3354.62192913409
2098,ssp126,Narrowbody,2931.72,2933.18800619552
2098,ssp126,Widebody,3342.11,3342.50074991156
2098,ssp245,Narrowbody,2935.265,2937.81802220259
2098,ssp245,Widebody,3344.275,3345.82942736973
2098,ssp370,Narrowbody,2945.54,2945.12823549287
2098,ssp370,Widebody,3350.81,3350.81887906253
2098,ssp585,Narrowbody,2951.27,2950.72156628288
2098,ssp585,Widebody,3354.42,3354.95180686484
2099,ssp126,Narrowbody,2931.855,2933.19558742223
2099,ssp126,Widebody,3341.535,3342.51998488149
2099,ssp245,Narrowbody,2936.205,2937.8398727733
2099,ssp245,Widebody,3344.39,3345.86948584141
2099,ssp370,Narrowbody,2943.885,2945.32805692184
2099,ssp370,Widebody,3350.195,3350.93217127425
2099,ssp585,Narrowbody,2951.475,2951.20768068432
2099,ssp585,Widebody,3356.045,3355.28696473243
2100,ssp126,Narrowbody,2933.565,2933.20373615782
2100,ssp126,Widebody,3343.03,3342.54025508964
2100,ssp245,Narrowbody,2938.85,2937.85919864718
2100,ssp245,Widebody,3347.09,3345.90873504887
2100,ssp370,Narrowbody,2946.27,2945.52810608806
2100,ssp370,Widebody,3351.68,3351.04445758125
2100,ssp585,Narrowbody,2951.575,2951.70183504028
2100,ssp585,Widebody,3355.91,3355.62728993584
