year,ssp,zone,type,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max_no_rm,tko_ok_thr_max_rm,tko_ok_thr_max,tko_ok,tko_ko,tko,tko_ok_thr_min_rel,tko_ok_thr_mid_rel,tko_ok_thr_max_no_rm_rel,tko_ok_thr_max_rm_rel,tko_ok_thr_max_rel,tko_ok_rel,tko_ko_rel,tko_rel,tko_ok_thr_min_rel_loe,tko_ok_thr_mid_rel_loe,tko_ok_thr_max_no_rm_rel_loe,tko_ok_thr_max_rm_rel_loe,tko_ok_thr_max_rel_loe,tko_ok_rel_loe,tko_ko_rel_loe,tko_rel_loe
2016,ssp585,Temperate,Widebody,21524,851766,99623,222802,322425,1195715,616717,1812432,0.0118757558904279,0.46995749357769,0.0549664759836507,0.122929853368292,0.177896329351943,0.659729578820061,0.340270421179939,1,0.0113212795719095,0.469638337428775,0.0544607632668336,0.122676419497385,0.177137182764218,0.658096799764902,0.341903200235098,1
2017,ssp126,Temperate,Narrowbody,547783,611695,70426,363098,433524,1593002,214478,1807480,0.30306448757386,0.338424214929073,0.0389636399849514,0.200886316861044,0.239849956845996,0.881338659348928,0.118661340651072,1,0.303404873991306,0.3384375580892,0.0385955592184898,0.201058275359539,0.239653834578029,0.881496266658535,0.118503733341465,1
2017,ssp126,Temperate,Widebody,19205,848200,98870,221020,319890,1187295,620185,1807480,0.0106252904596455,0.469272135791267,0.0547004669484586,0.122280744461903,0.176981211410361,0.656878637661274,0.343121362338726,1,0.0108722550787832,0.469666202532045,0.0540699417024569,0.123031445555361,0.177101387257818,0.657639844868647,0.342360155131354,1
2017,ssp245,Temperate,Narrowbody,549484,611723,70451,363068,433519,1594726,212754,1807480,0.304005576825193,0.338439706110164,0.0389774713966406,0.200869719167017,0.239847190563658,0.882292473499015,0.117707526500985,1,0.303868931731356,0.338356682888583,0.0390842606091419,0.20068770060863,0.239771961217772,0.881997575837711,0.11800242416229,1
2017,ssp245,Temperate,Widebody,20485,849001,99269,221955,321224,1190710,616770,1807480,0.0113334587381327,0.469715294221789,0.0549212162790183,0.122798039259079,0.177719255538097,0.658768008498019,0.341231991501981,1,0.0111038422898375,0.469827189633756,0.054750383371368,0.122852834778736,0.177603218150104,0.658534250073697,0.341465749926304,1
2017,ssp370,Temperate,Narrowbody,548463,611317,70223,363882,434105,1593885,213595,1807480,0.303440701971806,0.338215083984332,0.0388513289220351,0.201320069931618,0.240171398853653,0.88182718480979,0.11817281519021,1,0.30351915583564,0.338351229892921,0.0388262411037391,0.201116835733074,0.239943076836814,0.881813462565375,0.118186537434626,1
2017,ssp370,Temperate,Widebody,18896,849872,97822,222057,319879,1188647,618833,1807480,0.0104543342111669,0.470197180605041,0.0541206541704473,0.122854471418771,0.176975125589218,0.657626640405426,0.342373359594574,1,0.0110250087670033,0.469483133288987,0.0543411053664859,0.122995018476607,0.177336123843093,0.657844265899083,0.342155734100918,1
2017,ssp585,Temperate,Narrowbody,548285,612877,69770,362307,432077,1593239,214241,1807480,0.303342222320579,0.339078164073738,0.0386007037422267,0.200448690995198,0.239049394737425,0.881469781131741,0.118530218868259,1,0.303792903123519,0.338423505376469,0.0389129732645484,0.200683104798527,0.239596078063075,0.881812486563063,0.118187513436937,1
2017,ssp585,Temperate,Widebody,20164,849387,97264,221850,319114,1188665,618815,1807480,0.0111558634120433,0.469928851218271,0.0538119370615442,0.122739947329984,0.176551884391529,0.657636599021843,0.342363400978157,1,0.011293988520521,0.469647849862545,0.0544743498613513,0.122694546952962,0.177168896814313,0.658110735197378,0.341889264802622,1
2018,ssp126,Temperate,Narrowbody,550205,610635,69902,363422,433324,1594164,213316,1807480,0.30440447473831,0.33783776307345,0.0386737335959457,0.201065571956536,0.239739305552482,0.881981543364242,0.118018456635758,1,0.3033511905041,0.338457136993441,0.0385703065431432,0.201065186809612,0.239635493352755,0.881443820850297,0.118556179149704,1
2018,ssp126,Temperate,Widebody,19861,849488,99414,223340,322754,1192103,615377,1807480,0.0109882267023702,0.469984730121495,0.0550014384668157,0.123564299466661,0.178565737933476,0.659538694757342,0.340461305242658,1,0.0108626799684643,0.469600061998233,0.0540471167391795,0.123028962930402,0.177076079669582,0.65753882163628,0.342461178363721,1
2018,ssp245,Temperate,Narrowbody,548958,611424,69802,363572,433374,1593756,213724,1807480,0.303714563923252,0.338274282426362,0.0386184079491889,0.201148560426671,0.23976696837586,0.881755814725474,0.118244185274526,1,0.303822709670116,0.33836415514429,0.039046780525618,0.200709591988874,0.239756372514492,0.881943237328899,0.118056762671102,1
2018,ssp245,Temperate,Widebody,20143,848960,97991,222596,320587,1189690,617790,1807480,0.0111442450262244,0.469692610706619,0.0542141545134663,0.12315267665479,0.177366831168256,0.6582036869011,0.3417963130989,1,0.0110943999346512,0.469764782270985,0.0547155996229819,0.122867980782685,0.177583580405667,0.658442762611303,0.341557237388698,1
2018,ssp370,Temperate,Narrowbody,548679,611896,70099,363109,433208,1593783,213697,1807480,0.303560205368801,0.338535419479054,0.0387827251200567,0.200892402682187,0.239675127802244,0.881770752650099,0.118229247349902,1,0.303523572236899,0.338340138988356,0.0388394309112985,0.201117741750702,0.239957172662,0.881820883887255,0.118179116112745,1
2018,ssp370,Temperate,Widebody,19842,848739,98028,222398,320426,1189007,618473,1807480,0.0109777148294864,0.469570341027287,0.0542346250027663,0.123043131874212,0.177277756876978,0.657825812733751,0.342174187266249,1,0.0110109356688446,0.46947016772295,0.0543763224697219,0.123004200515774,0.177380522985496,0.657861626377291,0.34213837362271,1
2018,ssp585,Temperate,Narrowbody,547866,612530,69795,363054,432849,1593245,214235,1807480,0.303110407860668,0.338886184079492,0.038614535153916,0.200861973576471,0.239476508730387,0.881473100670547,0.118526899329453,1,0.303783681310577,0.338425117943224,0.0389214819209178,0.200689723835271,0.239611205756189,0.88182000500999,0.118179994990011,1
2018,ssp585,Temperate,Widebody,19787,848122,97498,221808,319306,1187215,620265,1807480,0.0109472857237701,0.469228981786797,0.0539413990749552,0.122716710558346,0.176658109633302,0.656834377143869,0.343165622856131,1,0.0112666937418267,0.469652555097474,0.0544855229799316,0.122712936289992,0.177198459269923,0.658117708109224,0.341882291890776,1
2019,ssp126,Temperate,Narrowbody,548928,611690,70435,362135,432570,1593188,214292,1807480,0.303697966229225,0.338421448646735,0.0389686192931595,0.200353530882776,0.239322150175936,0.881441565051896,0.118558434948105,1,0.303297945220338,0.338476397325838,0.0385453147043583,0.201072928660682,0.23961824336504,0.881392585911216,0.118607414088784,1
2019,ssp126,Temperate,Widebody,19961,849397,98511,221794,320305,1189663,617817,1807480,0.011043552349127,0.469934383782946,0.0545018478766017,0.1227089649678,0.177210812844402,0.658188748976476,0.341811251023524,1,0.0108531152422958,0.469534569971644,0.0540240959490443,0.123027182427197,0.177051278376241,0.657438963590182,0.342561036409819,1
2019,ssp245,Temperate,Narrowbody,548747,611413,70358,363947,434305,1594465,213015,1807480,0.303597826808595,0.338268196605218,0.0389260185451568,0.201356031602009,0.240282050147166,0.88214807356098,0.11785192643902,1,0.303777013797389,0.338371548594824,0.0390101350744763,0.20073139921443,0.239741534288907,0.88189009668112,0.118109903318881,1
2019,ssp245,Temperate,Widebody,19809,848484,99200,222402,321602,1189895,617585,1807480,0.0109594573660566,0.469429260628057,0.0548830415827561,0.123045344900082,0.177928386482838,0.658317104476951,0.341682895523049,1,0.0110851072519709,0.469702964406869,0.0546814742529147,0.122883006591947,0.177564480844862,0.658352552503702,0.341647447496299,1
2019,ssp370,Temperate,Narrowbody,549362,611210,70458,363358,433816,1594388,213092,1807480,0.30393807953615,0.338155885542302,0.0389813441919136,0.201030163542612,0.240011507734525,0.882105472812977,0.117894527187023,1,0.303524467056479,0.338329900845394,0.0388503062323798,0.201121090646265,0.239971396878645,0.881825764780518,0.118174235219483,1
2019,ssp370,Temperate,Widebody,20475,848918,98716,222340,321056,1190449,617031,1807480,0.011327926173457,0.469669373934981,0.0546152654524531,0.123011042999093,0.177626308451546,0.658623608559984,0.341376391440016,1,0.0109964417769215,0.469453900489377,0.0544077955709202,0.123014260868353,0.177422056439273,0.657872398705572,0.342127601294429,1
2019,ssp585,Temperate,Narrowbody,550733,610232,70610,362653,433263,1594228,213252,1807480,0.304696594153186,0.33761480071702,0.039065439174984,0.200640117732976,0.23970555690796,0.882016951778166,0.117983048221834,1,0.303771290777587,0.338426953592122,0.0389280005511895,0.200698112424549,0.239626112975739,0.881824357345448,0.118175642654552,1
2019,ssp585,Temperate,Widebody,21373,848935,99007,222415,321422,1191730,615750,1807480,0.0118247504813331,0.46967877929493,0.0547762630845155,0.12305253723416,0.177828800318676,0.659332330094939,0.340667669905061,1,0.0112394491747139,0.469652372371601,0.0544943411433042,0.122731549134744,0.177225890278048,0.658117711824362,0.341882288175638,1
2020,ssp126,Temperate,Narrowbody,548730,614051,68900,365704,434604,1597385,215047,1812432,0.302758944887312,0.338799469442164,0.038015219329608,0.201775294190348,0.239790513519956,0.881348927849431,0.118651072150569,1,0.303245041392309,0.338495359398376,0.0385205574857743,0.201081603246178,0.239602160731953,0.881342561522638,0.118657438477363,1
2020,ssp126,Temperate,Widebody,19079,851334,96135,224669,320804,1191217,621215,1812432,0.0105267397618228,0.469719139807728,0.0530419899891417,0.123959960980605,0.177001950969747,0.657247830539298,0.342752169460703,1,0.0108435375645161,0.469469586621479,0.0540008348722378,0.123026168157715,0.177027003029953,0.657340127215949,0.342659872784052,1
2020,ssp245,Temperate,Narrowbody,551679,613494,70564,363483,434047,1599220,213212,1812432,0.304386040414206,0.338492147567467,0.0389333227398324,0.200549868905427,0.239483191645259,0.882361379626932,0.117638620373068,1,0.303731909396277,0.338378852731879,0.0389743894072758,0.200753106055667,0.239727495462943,0.8818382575911,0.1181617424089,1
2020,ssp245,Temperate,Widebody,20178,853780,98662,222457,321119,1195077,617355,1812432,0.0111331073386477,0.471068707681171,0.0544362491944525,0.122739501399225,0.177175750593677,0.659377565613496,0.340622434386504,1,0.0110759833043958,0.469641780823341,0.0546481002085175,0.122897901834265,0.177546002042783,0.658263766170519,0.341736233829482,1
2020,ssp370,Temperate,Narrowbody,549973,613712,70111,364778,434889,1598574,213858,1812432,0.303444763720791,0.338612427942124,0.0386833823282749,0.201264378470475,0.23994776079875,0.882004952461665,0.117995047538335,1,0.30352177447805,0.338320532219958,0.0388587861411338,0.201126983972376,0.239985770113509,0.881828076811518,0.118171923188483,1
2020,ssp370,Temperate,Widebody,19622,850934,99173,222607,321780,1192336,620096,1812432,0.0108263372087891,0.469498441872578,0.0547181908066068,0.122822263124906,0.177540453931513,0.65786523301288,0.34213476698712,1,0.0109815131452463,0.46943426976983,0.0544354471342987,0.123025247512006,0.177460694646304,0.657876477561381,0.342123522438619,1
2020,ssp585,Temperate,Narrowbody,551041,612770,71119,363695,434814,1598625,213807,1812432,0.304034027207641,0.338092684304846,0.0392395411248532,0.200666838811056,0.239906379935909,0.882033091448396,0.117966908551604,1,0.30375575868919,0.338428992878032,0.0389325585443915,0.200708269818606,0.239640828362997,0.881825579930219,0.118174420069781,1
2020,ssp585,Temperate,Widebody,21063,850175,100244,222059,322303,1193541,618891,1812432,0.0116214015201674,0.469079667540631,0.0553091095279713,0.122519906953751,0.177829016481722,0.65853008554252,0.34146991445748,1,0.0112123087580699,0.469647220922961,0.0545008628721991,0.122750347113486,0.177251209985685,0.658110739666716,0.341889260333284,1
2021,ssp126,Temperate,Narrowbody,548224,612651,70218,361631,431849,1592724,214756,1807480,0.303308473676057,0.338953128112068,0.0388485626396973,0.200074689623122,0.238923252262819,0.881184854050944,0.118815145949056,1,0.303192382272306,0.338514043523039,0.0384960086710306,0.201091312899529,0.23958732157056,0.881293747365904,0.118706252634096,1
2021,ssp126,Temperate,Widebody,19647,849665,98379,220612,318991,1188303,619177,1807480,0.0108698298183106,0.470082656516255,0.0544288180228827,0.122055015823135,0.176483833846018,0.657436320180583,0.342563679819417,1,0.0108339235993634,0.469404972116941,0.0539772890489468,0.123025984233926,0.177003273282873,0.657242168999178,0.342757831000823,1
2021,ssp245,Temperate,Narrowbody,547670,612191,70867,362995,433862,1593723,213757,1807480,0.303001969593025,0.338698630136986,0.039207626087149,0.200829331444885,0.240036957532034,0.881737557262044,0.118262442737956,1,0.303687461749885,0.338386057047151,0.0389396086755757,0.200774696282953,0.239714304958529,0.881787823755565,0.118212176244435,1
2021,ssp245,Temperate,Widebody,19412,848092,98671,221559,320230,1187734,619746,1807480,0.0107398145484321,0.46921238409277,0.0545903689114126,0.122578949697922,0.177169318609335,0.657121517250537,0.342878482749463,1,0.0110670471545248,0.46958127630233,0.0546155704371413,0.122912656137382,0.177528226574524,0.658176550031378,0.341823449968622,1
2021,ssp370,Temperate,Narrowbody,548238,612259,69513,364054,433567,1594064,213416,1807480,0.303316219266603,0.338736251576781,0.0384585168300618,0.201415230044039,0.239873746874101,0.881926217717485,0.118073782282515,1,0.303515428685284,0.338312049867971,0.0388647897117112,0.201135523281645,0.240000312993356,0.881827791546611,0.118172208453389,1
2021,ssp370,Temperate,Widebody,20357,847412,97294,222902,320196,1187965,619515,1807480,0.0112626419102839,0.468836169694824,0.0538285347555713,0.123321973133866,0.177150507889437,0.657249319494545,0.342750680505455,1,0.0109661358278314,0.469411213745874,0.0544591996240756,0.123037208424394,0.177496408048469,0.657873757622174,0.342126242377826,1
2021,ssp585,Temperate,Narrowbody,548053,612789,70151,361743,431894,1592736,214744,1807480,0.303213866820103,0.339029477504592,0.0388114944563702,0.200136654347489,0.23894814880386,0.881191493128555,0.118808506871445,1,0.303737112210024,0.338431216355822,0.0389351852895518,0.200720195269686,0.239655380559238,0.881823709125083,0.118176290874917,1
2021,ssp585,Temperate,Widebody,19859,849496,97565,220980,318545,1187900,619580,1807480,0.010987120189435,0.469989156173236,0.0539784672582823,0.1222586142032,0.176237081461482,0.657213357824153,0.342786642175847,1,0.0111853264307821,0.469637019989591,0.0545051466873461,0.122769291852489,0.177274438539835,0.658096784960208,0.341903215039792,1
2022,ssp126,Temperate,Narrowbody,547910,612172,68955,364056,433011,1593093,214387,1807480,0.303134751145241,0.338688118264103,0.0381497997211587,0.201416336556974,0.239566136278133,0.881389005687477,0.118610994312524,1,0.303139871112619,0.338532470011811,0.038471642043766,0.201102159954163,0.23957380199793,0.881246143122359,0.118753856877641,1
2022,ssp126,Temperate,Widebody,19547,848677,96583,223087,319670,1187894,619586,1807480,0.0108145041715538,0.469536039126297,0.0534351694071304,0.123424325580366,0.176859494987496,0.657210038285348,0.342789961714652,1,0.010824250011076,0.469340586627233,0.0539534140193579,0.123026694767799,0.176980108787157,0.657144945425466,0.342855054574535,1
2022,ssp245,Temperate,Narrowbody,548421,611455,68855,364654,433509,1593385,214095,1807480,0.303417465200168,0.338291433376856,0.0380944740744019,0.20174718392458,0.239841657998982,0.881550556576006,0.118449443423994,1,0.303643736141317,0.338393151032333,0.0389058580309354,0.200796153666654,0.23970201169759,0.881738898871241,0.11826110112876,1
2022,ssp245,Temperate,Widebody,19561,848403,97470,223258,320728,1188692,618788,1807480,0.0108222497620997,0.469384446854184,0.0539259078938633,0.12351893243632,0.177444840330183,0.657651536946467,0.342348463053533,1,0.0110583178649572,0.46952149562577,0.0545839778861371,0.122927259129042,0.177511237015179,0.658091050505905,0.341908949494095,1
2022,ssp370,Temperate,Narrowbody,547729,611964,69040,364237,433277,1592970,214510,1807480,0.303034611724611,0.338573040918848,0.038196826520902,0.201516475977604,0.239713302498506,0.881320955141966,0.118679044858034,1,0.303505363861853,0.338304470545355,0.0388682360182627,0.201146810126684,0.240015046144947,0.881824880552155,0.118175119447846,1
2022,ssp370,Temperate,Widebody,18662,849300,97128,222527,319655,1187617,619863,1807480,0.010324872197756,0.469880717905592,0.053736694181955,0.123114501958528,0.176851196140483,0.657056786243831,0.342943213756169,1,0.0109502958786891,0.469384670599071,0.054478975504469,0.123050191583178,0.177529167087648,0.657864133565407,0.342135866434593,1
2022,ssp585,Temperate,Narrowbody,547143,612383,69854,362853,432707,1592233,215247,1807480,0.302710403434616,0.338804855378759,0.0386471772855025,0.20075076902649,0.239397946311992,0.880913205125368,0.119086794874632,1,0.303715378504727,0.33843360458036,0.0389359101756986,0.200733888030034,0.239669798205733,0.88181878129082,0.11818121870918,1
2022,ssp585,Temperate,Widebody,19651,848062,97181,221115,318296,1186009,621471,1807480,0.0108720428441808,0.469195786398743,0.0537660167747361,0.122333303826322,0.176099320601058,0.656167149843982,0.343832850156018,1,0.0111585561317378,0.469621688809529,0.0545072511094752,0.122788344978021,0.177295596087496,0.658075841028762,0.341924158971238,1
2023,ssp126,Temperate,Narrowbody,546598,612334,68405,365180,433585,1592517,214963,1807480,0.302408878659792,0.338777745811849,0.0378455086639963,0.202038196826521,0.239883705490517,0.881070329962157,0.118929670037843,1,0.303087411165539,0.338550659176677,0.03844743138762,0.20111424674351,0.23956167813113,0.881199748473346,0.118800251526654,1
2023,ssp126,Temperate,Widebody,19052,847331,95919,222513,318432,1184815,622665,1807480,0.0105406422201076,0.468791355920951,0.0530678071126652,0.123106756367982,0.176174563480647,0.655506561621705,0.344493438378295,1,0.0108144934638922,0.469276290321555,0.0539291653236577,0.123028363871304,0.176957529194961,0.657048312980408,0.342951687019592,1
2023,ssp245,Temperate,Narrowbody,548754,611703,70510,362974,433484,1593941,213539,1807480,0.303601699603868,0.338428640980813,0.0390101135282271,0.200817713059066,0.239827826587293,0.881858167171974,0.118141832828026,1,0.303600797853676,0.338400124179122,0.038873202624914,0.20081746197714,0.239690664602054,0.881691586634852,0.118308413365148,1
2023,ssp245,Temperate,Widebody,19647,849122,98083,223250,321333,1190102,617378,1807480,0.0108698298183106,0.469782238254365,0.0542650541084825,0.12351450638458,0.177779560493062,0.658431628565738,0.341568371434262,1,0.0110498144982919,0.469462483575591,0.0545534155028561,0.122941700436986,0.177495115939842,0.658007414013725,0.341992585986275,1
2023,ssp370,Temperate,Narrowbody,547320,610997,70247,364827,435074,1593391,214089,1807480,0.302808329829376,0.33803804191471,0.0388646070772567,0.201842897293469,0.240707504370726,0.881553876114812,0.118446123885188,1,0.303491514191428,0.338297811008032,0.038869044134939,0.201160946060104,0.240029990195043,0.881819315394504,0.118180684605496,1
2023,ssp370,Temperate,Widebody,19829,845445,98129,222874,321003,1186277,621203,1807480,0.010970522495408,0.467747914223117,0.0542905039059907,0.123306481952774,0.177596985858765,0.65631542257729,0.34368457742271,1,0.0109339793518318,0.469354578510984,0.0544946972396969,0.123064244966022,0.177558942205719,0.657847500068535,0.342152499931465,1
2023,ssp585,Temperate,Narrowbody,548660,613070,69898,362993,432891,1594621,212859,1807480,0.303549693495917,0.339184942571979,0.0386715205700755,0.200828224931949,0.239499745502025,0.882234381569921,0.117765618430079,1,0.303690584737938,0.338436138106515,0.0389347625918599,0.200749347351895,0.239684109943755,0.881810832788209,0.118189167211791,1
2023,ssp585,Temperate,Widebody,19430,850827,96962,222441,319403,1189660,617820,1807480,0.0107497731648483,0.470725540531569,0.0536448536083387,0.123066921902317,0.176711775510656,0.658187089207073,0.341812910792927,1,0.0111320517998242,0.46960114662081,0.0545072346593163,0.12280746811635,0.177314702775667,0.6580479011963,0.3419520988037,1
2024,ssp126,Temperate,Narrowbody,547635,614086,68408,365674,434082,1595803,216629,1812432,0.302154784289838,0.33881878051149,0.0377437608693733,0.201758741845211,0.239502502714585,0.880476067515912,0.119523932484088,1,0.303034905683358,0.338568631329622,0.0384233504862315,0.201127675600998,0.23955102608723,0.881154563100209,0.118845436899791,1
2024,ssp126,Temperate,Widebody,19527,849256,95965,223541,319506,1188289,624143,1812432,0.0107739214491909,0.468572614034623,0.0529481933667029,0.123337592803482,0.176285786170185,0.655632321653999,0.344367678346001,1,0.0108046306220502,0.469211943369111,0.0539044985020328,0.123031055656409,0.176935554158442,0.656952128149603,0.343047871850397,1
2024,ssp245,Temperate,Narrowbody,550673,613222,71516,362984,434500,1598395,214037,1812432,0.303830985107303,0.338342072971565,0.0394585838254897,0.200274548231327,0.239733132056817,0.881906190135685,0.118093809864315,1,0.303558712170065,0.338406965979211,0.0388417076090706,0.200838604984778,0.239680312593848,0.881645990743125,0.118354009256875,1
2024,ssp245,Temperate,Widebody,19969,851303,99812,222417,322229,1193501,618931,1812432,0.0110177926675318,0.469702035717754,0.0550707557580091,0.12271743160571,0.177788187363719,0.658508015749005,0.341491984250995,1,0.0110415561171281,0.469404284933727,0.0545239762346493,0.122955969688958,0.177479945923607,0.657925786974462,0.342074213025538,1
2024,ssp370,Temperate,Narrowbody,548892,613543,69892,364069,433961,1596396,216036,1812432,0.302848327551047,0.338519183064523,0.0385625502087802,0.200873191380421,0.239435741589202,0.880803252204773,0.119196747795228,1,0.303473813857681,0.338292088011926,0.0388671331358908,0.201178032634517,0.240045165770408,0.881811067640016,0.118188932359984,1
2024,ssp370,Temperate,Widebody,19792,848725,98369,222790,321159,1189676,622756,1812432,0.0109201338312279,0.468279637525711,0.0542745879569551,0.122923232430237,0.177197820387192,0.656397591744132,0.343602408255868,1,0.0109171723012716,0.469320875663178,0.0545062872939774,0.123079416550586,0.177585703844564,0.657823751809013,0.342176248190986,1
2024,ssp585,Temperate,Narrowbody,551012,612667,71008,364452,435460,1599139,213293,1812432,0.304018026607343,0.338035854586545,0.0391782974478491,0.201084509653328,0.240262807101177,0.882316688295064,0.117683311704936,1,0.303662758074296,0.338438797489157,0.0389317719270638,0.200766572487514,0.239698344414578,0.88179989997803,0.11820010002197,1
2024,ssp585,Temperate,Widebody,19933,851660,99713,222740,322453,1194046,618386,1812432,0.0109979298533683,0.469899008624875,0.0550161330190595,0.122895645188344,0.177911778207403,0.658808716685647,0.341191283314353,1,0.0111058673739288,0.469575312661472,0.0545051558575993,0.122826622893746,0.177331778751346,0.658012958786746,0.341987041213254,1
2025,ssp126,Temperate,Narrowbody,545594,612081,68254,364440,432694,1590369,217111,1807480,0.301853409166353,0.338637771925554,0.0377619669373935,0.201628787040521,0.239390753977914,0.879881935069821,0.120118064930179,1,0.302982257918366,0.33858640678263,0.0383993731232398,0.201142548860056,0.239541921983296,0.881110586684292,0.118889413315708,1
