year,exp,zone,type,avg_thr,avg_pax,avg_thr_loess,avg_pax_loess,avg_thr_per,avg_pax_per
2054,ssp126,Temperate,Narrowbody,0.863451428072176,7.91267158235944,0.863437213939062,7.92463202643368,0.000329019312543201,0.00533156774008905
2055,ssp126,Temperate,Narrowbody,0.863784126672187,7.96676043863746,0.863446890879153,7.92615345189101,0.000340230462393062,0.005524578221221
2056,ssp126,Temperate,Narrowbody,0.863028379948799,7.80148728540578,0.863454079708279,7.92716229564032,0.000348559029048847,0.00565256176225083
2057,ssp126,Temperate,Narrowbody,0.863333751774797,7.95255296532507,0.86345806361259,7.92750925069825,0.000353174552943616,0.00569657703906859
2058,ssp126,Temperate,Narrowbody,0.863534986582463,7.95459224640655,0.863459097038671,7.92714063859623,0.000354371821351715,0.00564981431479575
2059,ssp126,Temperate,Narrowbody,0.863577716309812,7.9281989263192,0.863458168213831,7.9261844936662,0.00035329573796466,0.0055285162307601
2060,ssp126,Temperate,Narrowbody,0.863135938121279,7.71217389730355,0.863455660995302,7.92476407812555,0.000350391017839281,0.00534832003015955
2061,ssp126,Temperate,Narrowbody,0.86396944334412,8.13444244667312,0.863451959240317,7.92300265419167,0.00034610237603202,0.00512486295619166
2062,ssp126,Temperate,Narrowbody,0.863481288604498,7.92492006657288,0.86344744680611,7.92102348408196,0.000340874527599962,0.00487378225205447
2063,ssp126,Temperate,Narrowbody,0.863216849397181,7.88468406456219,0.863442507549913,7.91894983001379,0.000335152187599678,0.00461071516094597
2064,ssp126,Temperate,Narrowbody,0.864085404423413,8.10389284968005,0.863437525328961,7.91690495420456,0.000329380071087996,0.00435129892606375
2065,ssp126,Temperate,Narrowbody,0.863807372569968,7.99849890415063,0.863432884000486,7.91501211887166,0.000324002893122003,0.00411117079060582
2066,ssp126,Temperate,Narrowbody,0.863449457019697,7.8074525485072,0.863428967421721,7.91339458623248,0.000319465368758139,0.0039059679977702
2067,ssp126,Temperate,Narrowbody,0.864040770691042,8.08417485747127,0.8634261594499,7.91217561850441,0.000316212213053234,0.00375132779075435
2068,ssp126,Temperate,Narrowbody,0.863202617236402,7.88411762333959,0.863424843942255,7.91147847790483,0.000314688141064116,0.00366288741275651
2069,ssp126,Temperate,Narrowbody,0.863862786157922,7.96628042667915,0.863424550887357,7.91121199047603,0.000314348624404932,0.00362908038882338
2070,ssp126,Temperate,Narrowbody,0.862985627339308,7.81056121513771,0.863424504854682,7.91117088987811,0.000314295293577333,0.00362386630085112
2071,ssp126,Temperate,Narrowbody,0.86292689177628,7.83576082274589,0.863424631572818,7.91130729975522,0.000314442101969016,0.00364117147731169
2072,ssp126,Temperate,Narrowbody,0.863269990795931,7.90072348820099,0.863424856770354,7.91157334375146,0.000314703002967167,0.00367492224667688
2073,ssp126,Temperate,Narrowbody,0.863420000056067,7.91484617330351,0.863425106175881,7.91192114551096,0.000314991949959741,0.00371904493741809
2074,ssp126,Temperate,Narrowbody,0.863378221223162,7.87273567562931,0.863425305517988,7.91230282867784,0.000315222896334178,0.00376746587800776
2075,ssp126,Temperate,Narrowbody,0.862992023006687,7.82990075768385,0.863425380525264,7.91267051689624,0.000315309795478177,0.00381411139691732
2076,ssp126,Temperate,Narrowbody,0.863274605482654,7.89671699042026,0.863425256926299,7.91297633381027,0.000315166600779179,0.00385290782261865
2077,ssp126,Temperate,Narrowbody,0.863213920431129,7.87074179656254,0.863424860449681,7.91317240306406,0.000314707265624883,0.00387778148358372
2078,ssp126,Temperate,Narrowbody,0.863203836440439,7.91066024161952,0.863424116824001,7.91321084830173,0.000313845743402986,0.00388265870828407
2079,ssp126,Temperate,Narrowbody,0.863204675807782,7.81509689483239,0.863422951777848,7.91304379316741,0.00031249598750093,0.00386146582519158
2080,ssp126,Temperate,Narrowbody,0.863602125321749,8.01661560470535,0.863421392817932,7.91273967505776,0.000310689865621214,0.00382288491254663
2081,ssp126,Temperate,Narrowbody,0.863322490119321,7.86858486952762,0.863419541853505,7.9123997217317,0.000308545443998871,0.00377975788669768
2082,ssp126,Temperate,Narrowbody,0.863796950307404,7.95501943573886,0.863417436216966,7.91202524237674,0.000306105973820983,0.00373225083327892
2083,ssp126,Temperate,Narrowbody,0.862875313280219,7.80406055316694,0.863415113240717,7.91161754618041,0.000303414706274376,0.00368052983792466
2084,ssp126,Temperate,Narrowbody,0.863481411387147,7.87865138588981,0.863412610257161,7.9111779423302,0.000300514892545745,0.00362476098626875
2085,ssp126,Temperate,Narrowbody,0.863592311556896,7.94737304773058,0.863409964598697,7.91070774001365,0.0002974497838223,0.00356511036394572
2086,ssp126,Temperate,Narrowbody,0.863471404415673,7.91015924386553,0.863407213597727,7.91020824841825,0.000294262631290609,0.00350174405658955
