year,exp,type,zone,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max,tko_ok,tko_ko,tko,tko_ok_thr_min_per,tko_ok_thr_mid_per,tko_ok_thr_max_per,tko_ok_per,tko_ko_per,tko_per,tko_ok_thr_min_per_loess,tko_ko_per_loess
2078,ssp245,Widebody,Tropical,5186,316850,226380,548416,216624,765040,0.00677873052389418,0.414161351040469,0.295906096413259,0.716846177977622,0.283153822022378,1,0.00663704343712153,0.28500898462666
2078,ssp370,Narrowbody,Tropical,250430,341719,67507,659656,105384,765040,0.327342361183729,0.446668148070689,0.088239830597093,0.862250339851511,0.137749660148489,1,0.328027314796195,0.136948564678321
2078,ssp370,Widebody,Tropical,4665,313707,226274,544646,220394,765040,0.00609772038063369,0.410053069120569,0.295767541566454,0.711918331067657,0.288081668932343,1,0.00650798232621128,0.287142364912219
2079,ssp370,Narrowbody,Tropical,250408,342273,67904,660585,104455,765040,0.327313604517411,0.447392293213427,0.0887587577120151,0.863464655442853,0.136535344557147,1,0.327943448988367,0.137064936483656
2079,ssp370,Widebody,Tropical,4874,314120,226773,545767,219273,765040,0.00637090871065565,0.410592910174631,0.296419795043396,0.713383613928683,0.286616386071317,1,0.00650447641220486,0.28728102471231
2079,ssp126,Narrowbody,Tropical,253342,340689,69249,663280,101760,765040,0.331148698107289,0.445321813238524,0.090516835721008,0.86698734706682,0.13301265293318,1,0.331095648085046,0.13305482159348
2079,ssp126,Widebody,Tropical,5143,318457,225828,549428,215612,765040,0.00672252431245425,0.416261894802886,0.295184565512914,0.718168984628255,0.281831015371745,1,0.00679252315251252,0.28233821785918
2079,ssp245,Narrowbody,Tropical,251762,341263,69281,662306,102734,765040,0.32908344661717,0.446072100805187,0.0905586635992889,0.865714211021646,0.134285788978354,1,0.329236061759451,0.134881995212208
2079,ssp245,Widebody,Tropical,5231,315049,226822,547102,217938,765040,0.00683755097772666,0.411807225765973,0.296483843982014,0.715128620725714,0.284871379274286,1,0.00663536704677021,0.285025396768493
2079,ssp585,Narrowbody,Tropical,249940,342129,67649,659718,105322,765040,0.326701871797553,0.447204067761163,0.0884254418069643,0.86233138136568,0.13766861863432,1,0.326067250288774,0.138820390745877
2079,ssp585,Widebody,Tropical,4954,312539,226884,544377,220663,765040,0.00647547840635784,0.408526351563317,0.296564885496183,0.711566715465858,0.288433284534142,1,0.0064274587815512,0.28990056433745
2080,ssp245,Narrowbody,Tropical,253000,341657,68780,663437,103699,767136,0.329798106202811,0.445366923205273,0.0896581570933967,0.864823186501481,0.135176813498519,1,0.329229841230746,0.134903752437354
2080,ssp245,Widebody,Tropical,5208,315998,227217,548423,218713,767136,0.00678888749843574,0.411919138197138,0.296188681016143,0.714896706711717,0.285103293288283,1,0.00663411687002064,0.285038801178745
2080,ssp126,Narrowbody,Tropical,255070,340976,69847,665893,101243,767136,0.332496454344471,0.444479205773161,0.0910490447586869,0.868024704876319,0.131975295123681,1,0.331094924167629,0.133034403023454
2080,ssp126,Widebody,Tropical,5237,319739,226744,551720,215416,767136,0.00682669044341551,0.416795718099529,0.295572101948025,0.719194510490969,0.280805489509031,1,0.00679763043634277,0.282337799649567
2080,ssp585,Narrowbody,Tropical,251261,341957,68126,661344,105792,767136,0.327531233053852,0.445757988153339,0.0888056355066116,0.862094856713803,0.137905143286197,1,0.325953195647135,0.138974115813712
2080,ssp585,Widebody,Tropical,5226,311838,228788,545852,221284,767136,0.00681235139531974,0.406496370917282,0.298236557794185,0.711545280106787,0.288454719893213,1,0.00642365694015374,0.290072964621641
2080,ssp370,Narrowbody,Tropical,252018,342189,68128,662335,104801,767136,0.328518020272807,0.446060411713177,0.0888082426062654,0.86338667459225,0.13661332540775,1,0.327852278798994,0.137189958444605
2080,ssp370,Widebody,Tropical,5089,315437,227128,547654,219482,767136,0.006633765069036,0.411187846744254,0.29607266508155,0.71389427689484,0.28610572310516,1,0.00649944412567338,0.287429753864545
2081,ssp585,Narrowbody,Tropical,249387,341831,66804,658022,107018,765040,0.325979033776012,0.446814545644672,0.08732092439611,0.860114503816794,0.139885496183206,1,0.325840044355445,0.139128461135693
2081,ssp585,Widebody,Tropical,5223,310768,227119,543110,221930,765040,0.00682709400815644,0.40621143992471,0.296872058977308,0.709910592910175,0.290089407089825,1,0.00641998592854698,0.290244203900531
2081,ssp370,Narrowbody,Tropical,251949,340703,67977,660629,104411,765040,0.329327878280874,0.445340112935271,0.0888541775593433,0.863522168775489,0.136477831224511,1,0.327758583716539,0.137317717103721
2081,ssp370,Widebody,Tropical,5147,313829,227338,546314,218726,765040,0.00672775279723936,0.410212537906515,0.297158318519293,0.714098609223047,0.285901390776953,1,0.00649405298726139,0.287582238329358
2081,ssp126,Narrowbody,Tropical,254100,340152,69176,663428,101612,765040,0.332139495974067,0.444619889156123,0.0904214158736798,0.867180801003869,0.132819198996131,1,0.331092358176276,0.133013411505714
2081,ssp126,Widebody,Tropical,5088,318506,225619,549213,215827,765040,0.006650632646659,0.416325943741504,0.294911377182892,0.717887953571055,0.282112046428945,1,0.00680300828782816,0.282339900466113
2081,ssp245,Narrowbody,Tropical,251552,341327,68392,661271,103769,765040,0.328808951165952,0.446155756561748,0.0893966328557984,0.864361340583499,0.135638659416501,1,0.329225519548939,0.134924185278725
2081,ssp245,Widebody,Tropical,4970,314074,227733,546777,218263,765040,0.00649639234549828,0.410532782599603,0.297674631391823,0.714703806336924,0.285296193663076,1,0.00663284381289435,0.285049871225712
2082,ssp370,Narrowbody,Tropical,251499,341241,68118,660858,104182,765040,0.328739673742549,0.446043344138869,0.0890384816480184,0.863821499529436,0.136178500470564,1,0.327662068664203,0.137448549837038
2082,ssp370,Widebody,Tropical,4949,313657,227486,546092,218948,765040,0.00646894280037645,0.409987713060755,0.297351772456342,0.713808428317474,0.286191571682526,1,0.00648821839411359,0.287738892944394
2082,ssp126,Narrowbody,Tropical,252330,341549,69069,662948,102092,765040,0.329825891456656,0.446445937467322,0.0902815539056781,0.866553382829656,0.133446617170344,1,0.331087910057244,0.132991852309932
2082,ssp126,Widebody,Tropical,5175,317958,224693,547826,217214,765040,0.00676435219073513,0.415609641325944,0.29370098295514,0.716074976471819,0.283925023528182,1,0.00680864278687306,0.282344584396648
2082,ssp245,Narrowbody,Tropical,251972,341301,68218,661491,103549,765040,0.329357942068389,0.446121771410645,0.0891691937676461,0.86464890724668,0.13535109275332,1,0.329223184551711,0.134943256913168
2082,ssp245,Widebody,Tropical,5118,315674,226478,547270,217770,765040,0.00668984628254732,0.412624176513646,0.296034194290495,0.715348217086688,0.284651782913312,1,0.00663156605533445,0.285058577996224
2082,ssp585,Narrowbody,Tropical,249526,341883,67407,658816,106224,765040,0.326160723622294,0.446882515946879,0.0881091184774652,0.861152358046638,0.138847641953362,1,0.325727888852957,0.139283458768539
2082,ssp585,Widebody,Tropical,4849,311093,227731,543673,221367,765040,0.00633823068074872,0.4066362543135,0.29767201714943,0.710646502143679,0.289353497856321,1,0.00641630333048791,0.290414176529226
2083,ssp585,Narrowbody,Tropical,248342,341521,66610,656473,108567,765040,0.324613092125902,0.446409338073826,0.0870673428840322,0.85808977308376,0.14191022691624,1,0.325616821578926,0.13943914076897
2083,ssp585,Widebody,Tropical,4553,308083,228541,541177,223863,765040,0.00595132280665063,0.402701819512705,0.298730785318415,0.707383927637771,0.292616072362229,1,0.00641246672973349,0.290582776862835
2083,ssp245,Narrowbody,Tropical,252753,340693,68490,661936,103104,765040,0.330378803722681,0.445327041723309,0.0895247307330336,0.865230576179023,0.134769423820977,1,0.329222924076748,0.13496093051753
2083,ssp245,Widebody,Tropical,5060,316087,226414,547561,217479,765040,0.00661403325316323,0.413164017567709,0.295950538533933,0.715728589354805,0.284271410645195,1,0.00663030177728402,0.285064892577114
2083,ssp370,Narrowbody,Tropical,250992,341235,67505,659732,105308,765040,0.328076963296037,0.446035501411691,0.0882372163547004,0.862349681062428,0.137650318937572,1,0.327562438565188,0.137582794020589
2083,ssp370,Widebody,Tropical,4844,312178,228664,545686,219354,765040,0.00633169507476733,0.408054480811461,0.298891561225557,0.713277737111785,0.286722262888215,1,0.0064818557433747,0.287900132547292
2083,ssp126,Narrowbody,Tropical,254058,340027,69487,663572,101468,765040,0.332084596883823,0.444456499006588,0.0908279305657221,0.867369026456133,0.132630973543867,1,0.331081539756788,0.13296973070578
2083,ssp126,Widebody,Tropical,5525,317521,226341,549387,215653,765040,0.00722184460943219,0.415038429363171,0.295855118686605,0.718115392659207,0.281884607340793,1,0.00681452001338183,0.282351915529
2084,ssp370,Narrowbody,Tropical,250305,342624,68226,661155,105981,767136,0.326285039419347,0.446627455887874,0.0889359904893005,0.861848485796521,0.138151514203479,1,0.327459398342694,0.137720787030406
2084,ssp370,Widebody,Tropical,4958,312306,227557,544821,222315,767136,0.00646300004171359,0.407106432236266,0.296631887957285,0.710201320235265,0.289798679764735,1,0.00647488043218941,0.288066371975696
2084,ssp126,Narrowbody,Tropical,254480,341703,69415,665598,101538,767136,0.331727359946607,0.44542688649731,0.090485911233471,0.867640157677387,0.132359842322613,1,0.331073207221164,0.13294705196293
2084,ssp126,Widebody,Tropical,5247,318594,227918,551759,215377,767136,0.0068397259416844,0.415303153547741,0.297102469444792,0.719245348934218,0.280754651065782,1,0.00682062604725885,0.282361957951002
2084,ssp245,Narrowbody,Tropical,253271,341468,69242,663981,103155,767136,0.330151368205898,0.445120552287991,0.0902603971134193,0.865532317607308,0.134467682392692,1,0.329224825961733,0.134977169268657
2084,ssp245,Widebody,Tropical,5206,316255,227513,548974,218162,767136,0.00678628039878196,0.412254150502649,0.296574531764902,0.715614962666333,0.284385037333667,1,0.00662906915868615,0.285068786055213
2084,ssp585,Narrowbody,Tropical,250830,342073,67451,660354,106782,767136,0.326969403078463,0.445909199933258,0.0879257393734618,0.860804342385183,0.139195657614817,1,0.325506934972604,0.139595539193702
2084,ssp585,Widebody,Tropical,5004,312435,227706,545145,221991,767136,0.00652296333375047,0.407274590163934,0.296826116881492,0.710623670379177,0.289376329620823,1,0.00640833371004067,0.290749899256464
2085,ssp245,Narrowbody,Tropical,251455,341376,68269,661100,103940,765040,0.328682160409913,0.446219805500366,0.0892358569486563,0.864137822858936,0.135862177141065,1,0.329228978044349,0.134991936343396
2085,ssp245,Widebody,Tropical,4880,314427,227083,546390,218650,765040,0.00637875143783332,0.410994196381889,0.296825002614242,0.714197950433964,0.285802049566036,1,0.00662788637948394,0.285070229517354
2085,ssp370,Narrowbody,Tropical,251197,341147,68048,660392,104648,765040,0.328344923141274,0.445920474746418,0.088946983164279,0.863212381051971,0.136787618948029,1,0.327352652919924,0.137862866242524
2085,ssp370,Widebody,Tropical,4864,313320,227028,545212,219828,765040,0.00635783749869288,0.40954721321761,0.296753110948447,0.71265816166475,0.28734183833525,1,0.00646720785770243,0.288238026067248
2085,ssp126,Narrowbody,Tropical,253032,341135,69688,663855,101185,765040,0.330743490536443,0.445904789292063,0.0910906619261738,0.86773894175468,0.132261058245321,1,0.331062872396627,0.132923821351055
2085,ssp126,Widebody,Tropical,5117,317762,226318,549197,215843,765040,0.00668853916135104,0.415353445571473,0.29582505489909,0.717867039631915,0.282132960368085,1,0.00682694696840848,0.282374775750482
2085,ssp585,Narrowbody,Tropical,248679,342327,66692,657698,107342,765040,0.325053591969047,0.447462877758026,0.087174526822127,0.8596909965492,0.1403090034508,1,0.325398321473245,0.139752686099456
2085,ssp585,Widebody,Tropical,4829,310389,226701,541919,223121,765040,0.00631208825682317,0.405716040991321,0.296325682317264,0.708353811565408,0.291646188434592,1,0.00640376185516643,0.290915438065222
2086,ssp585,Narrowbody,Tropical,248705,341408,67604,657717,107323,765040,0.325087577120151,0.446261633378647,0.0883666213531319,0.859715831851929,0.140284168148071,1,0.325291073520102,0.139910613542949
2086,ssp585,Widebody,Tropical,5074,309713,227147,541934,223106,765040,0.00663233294991112,0.404832427062637,0.296908658370804,0.708373418383353,0.291626581616648,1,0.00639860874886773,0.291079287644215
2086,ssp126,Narrowbody,Tropical,253027,341354,68577,662958,102082,765040,0.330736954930461,0.446191048834048,0.0896384502771097,0.866566454041619,0.133433545958381,1,0.331050495229434,0.132900044139825
2086,ssp126,Widebody,Tropical,5057,317963,225880,548900,216140,765040,0.0066101118895744,0.415616176931925,0.295252535815121,0.71747882463662,0.28252117536338,1,0.00683346885673509,0.28239043301527
2086,ssp370,Narrowbody,Tropical,250569,341564,68041,660174,104866,765040,0.327524051030012,0.446465544285266,0.0889378333159051,0.862927428631183,0.137072571368817,1,0.327241907220077,0.138009369032975
2086,ssp370,Widebody,Tropical,4828,313434,226593,544855,220185,765040,0.0063107811356269,0.409696225033985,0.296184513228067,0.712191519397679,0.287808480602321,1,0.00645875341705846,0.28841550965959
2086,ssp245,Narrowbody,Tropical,252771,340852,69054,662677,102363,765040,0.330402331904214,0.445534873993517,0.090261947087734,0.866199152985465,0.133800847014535,1,0.32923546816228,0.135005194918594
2086,ssp245,Widebody,Tropical,4953,315913,226871,547737,217303,765040,0.00647417128516156,0.412936578479557,0.296547892920632,0.71595864268535,0.28404135731465,1,0.00662677161962046,0.285069194050368
2087,ssp585,Narrowbody,Tropical,248074,342875,67435,658384,106656,765040,0.3242627836453,0.448179180173586,0.088145717870961,0.860587681689846,0.139412318310154,1,0.325185283552428,0.140069353580901
2087,ssp585,Widebody,Tropical,4999,310162,226469,541630,223410,765040,0.00653429886019032,0.405419324479766,0.296022430199728,0.707976053539684,0.292023946460316,1,0.00639273197490153,0.291241342348551
2087,ssp245,Narrowbody,Tropical,251263,342063,67844,661170,103870,765040,0.328431193140228,0.447117797762209,0.0886803304402384,0.864229321342675,0.135770678657325,1,0.329244384153209,0.135016908171097
2087,ssp245,Widebody,Tropical,4864,315420,226853,547137,217903,765040,0.00635783749869288,0.412292167729792,0.296524364739099,0.715174369967583,0.284825630032417,1,0.00662574305903881,0.285065650741086
2087,ssp370,Narrowbody,Tropical,251029,340964,68623,660616,104424,765040,0.328125326780299,0.4456812715675,0.0896985778521385,0.863505176199937,0.136494823800063,1,0.327126866166355,0.138160632777793
2087,ssp370,Widebody,Tropical,5088,313258,227171,545517,219523,765040,0.006650632646659,0.40946617170344,0.296940029279515,0.713056833629614,0.286943166370386,1,0.00644943250740222,0.288599237590363
2087,ssp126,Narrowbody,Tropical,253317,340654,69507,663478,101562,765040,0.331116020077382,0.445276063996654,0.0908540729896476,0.867246157063683,0.132753842936317,1,0.33103603566584,0.132875725598914
2087,ssp126,Widebody,Tropical,5378,316931,226400,548709,216331,765040,0.00702969779357942,0.414267227857367,0.295932238837185,0.717229164488131,0.282770835511869,1,0.00684017779214303,0.282408993833197
2088,ssp126,Narrowbody,Tropical,255307,341040,69944,666291,100845,767136,0.332805395653443,0.444562632962082,0.0911754890918951,0.868543517707421,0.131456482292579,1,0.331019453652101,0.132850870997992
2088,ssp126,Widebody,Tropical,5321,319724,226808,551853,215283,767136,0.00693618862887415,0.416776164852125,0.295655529136946,0.719367882617945,0.280632117382055,1,0.00684705985453669,0.282430522292092
2088,ssp370,Narrowbody,Tropical,251645,341936,67772,661353,105783,767136,0.328031796187378,0.445730613606975,0.0883441788678931,0.862106588662245,0.137893411337755,1,0.327007234681959,0.13831699485301
2088,ssp370,Widebody,Tropical,4661,313006,228981,546648,220488,767136,0.00607584574312769,0.408018917115088,0.298488142910775,0.71258290576899,0.28741709423101,1,0.0064391605258784,0.288789624697211
2088,ssp585,Narrowbody,Tropical,250260,342274,66796,659330,107806,767136,0.326226379677137,0.446171213448463,0.0870719142368498,0.85946950736245,0.140530492637551,1,0.325081044009477,0.14022893827003
2088,ssp585,Widebody,Tropical,5100,311061,227907,544068,223068,767136,0.00664810411713177,0.40548351270179,0.297088130396696,0.709219747215618,0.290780252784382,1,0.00638598911702481,0.291401496533338
2088,ssp245,Narrowbody,Tropical,252575,342258,68428,663261,103875,767136,0.329244097526384,0.446150356651233,0.089199307554332,0.864593761731948,0.135406238268052,1,0.32925581385482,0.135027039277753
2088,ssp245,Widebody,Tropical,4984,316681,226300,547965,219171,767136,0.0064968923372127,0.412809462728903,0.294993325824886,0.714299680891002,0.285700319108998,1,0.00662481887768207,0.285059570676341
2089,ssp245,Narrowbody,Tropical,251595,341601,68998,662194,102846,765040,0.328865157377392,0.446513907769528,0.0901887483007424,0.865567813447663,0.134432186552337,1,0.329269845104796,0.135035551415407
2089,ssp245,Widebody,Tropical,5039,314025,227548,546612,218428,765040,0.00658658370804141,0.410468733660985,0.297432813970511,0.714488131339538,0.285511868660462,1,0.00662401725549335,0.285050924942964
2089,ssp585,Narrowbody,Tropical,248683,342080,67493,658256,106784,765040,0.325058820453833,0.447140018822545,0.0882215309003451,0.860420370176723,0.139579629823277,1,0.324978447330502,0.140389399667054
2089,ssp585,Widebody,Tropical,4997,309794,227022,541813,223227,765040,0.00653168461779776,0.404938303879536,0.296745268221269,0.708215256718603,0.291784743281397,1,0.00637823775899452,0.291559644553682
2089,ssp370,Narrowbody,Tropical,248601,342854,67059,658514,106526,765040,0.324951636515738,0.448151730628464,0.0876542403011607,0.860757607445362,0.139242392554638,1,0.326882717690091,0.13847879263466
2089,ssp370,Widebody,Tropical,4901,309937,227012,541850,223190,765040,0.00640620098295514,0.405125222210603,0.296732197009307,0.708263620202865,0.291736379797135,1,0.00642785286963171,0.288987085817775
2089,ssp126,Narrowbody,Tropical,252257,341811,69230,663298,101742,765040,0.329730471609328,0.446788403220747,0.0904920004182788,0.867010875248353,0.132989124751647,1,0.331000709134472,0.132825485606733
2089,ssp126,Widebody,Tropical,5189,317555,225448,548192,216848,765040,0.00678265188748301,0.415082871483844,0.294687859458329,0.716553382829656,0.283446617170344,1,0.00685410112382042,0.282455082479786
2090,ssp585,Narrowbody,Tropical,248913,342161,66776,657850,107190,765040,0.325359458328976,0.447245895639444,0.0872843250026142,0.859889678971034,0.140110321028966,1,0.324877585954756,0.140550769828693
2090,ssp585,Widebody,Tropical,4926,309447,228925,543298,221742,765040,0.00643887901286207,0.404484732824428,0.299232719857785,0.710156331695075,0.289843668304925,1,0.00636933548456764,0.291715680764692
2090,ssp370,Narrowbody,Tropical,250284,341649,67628,659561,105479,765040,0.327151521489072,0.44657664958695,0.0883979922618425,0.862126163337865,0.137873836662135,1,0.32675302011395,0.138646363498776
2090,ssp370,Widebody,Tropical,5071,311989,226854,543914,221126,765040,0.00662841158632228,0.407807434905364,0.296525671860295,0.710961518351982,0.289038481648018,1,0.00641542493580686,0.289192035789698
2090,ssp126,Narrowbody,Tropical,253062,341216,69276,663554,101486,765040,0.330782704172331,0.446010666108962,0.0905521279933075,0.8673454982746,0.1326545017254,1,0.330979762059209,0.132799574694808
2090,ssp126,Widebody,Tropical,5554,317665,226178,549397,215643,765040,0.00725975112412423,0.415226654815435,0.295642057931611,0.71812846387117,0.28187153612883,1,0.00686128767989858,0.282482738484108
2090,ssp245,Narrowbody,Tropical,251947,341598,68532,662077,102963,765040,0.329325264038482,0.44650998640594,0.0895796298232772,0.865414880267698,0.134585119732302,1,0.329286565740821,0.135042407760907
2090,ssp245,Widebody,Tropical,4841,315532,226871,547244,217796,765040,0.0063277737111785,0.412438565303775,0.296547892920632,0.715314231935585,0.284685768064415,1,0.00662335637241571,0.285039684627788
2091,ssp126,Narrowbody,Tropical,254251,340385,69117,663753,101287,765040,0.332336871274705,0.444924448394855,0.0903442957230994,0.867605615392659,0.132394384607341,1,0.330956510815773,0.13277323946446
2091,ssp126,Widebody,Tropical,5393,318153,226591,550137,214903,765040,0.00704930461152358,0.415864529959218,0.296181898985674,0.719095733556415,0.280904266443585,1,0.00686861791417913,0.282513638066075
2091,ssp585,Narrowbody,Tropical,246005,343247,66734,655986,109054,765040,0.321558349890202,0.448665429258601,0.0872294259123706,0.857453205061173,0.142546794938827,1,0.324778361399218,0.140713063227722
2091,ssp585,Widebody,Tropical,4894,307649,225938,538481,226559,765040,0.0063970511345812,0.402134528913521,0.295328348844505,0.703859928892607,0.296140071107393,1,0.00635927355378938,0.291869705243763
2091,ssp370,Narrowbody,Tropical,249360,341867,67061,658288,106752,765040,0.325943741503712,0.446861602007738,0.0876568545435533,0.860462198055004,0.139537801944996,1,0.326618126814378,0.138819807596376
2091,ssp370,Widebody,Tropical,5279,311282,225967,542528,222512,765040,0.00690029279514797,0.406883300219596,0.295366255359197,0.709149848373941,0.290850151626059,1,0.00640188548442683,0.289404537332271
2091,ssp245,Narrowbody,Tropical,251328,341713,68942,661983,103057,765040,0.328516156017986,0.446660305343512,0.0901155495137509,0.865292010875248,0.134707989124752,1,0.329305932896023,0.135047606994483
2091,ssp245,Widebody,Tropical,5296,315035,226179,546510,218530,765040,0.00692251385548468,0.411788926069225,0.295643365052808,0.714354804977518,0.285645195022483,1,0.0066228578986163,0.285025877344041
2092,ssp245,Narrowbody,Tropical,251751,342924,69514,664189,102947,767136,0.328169972469028,0.44701852083594,0.0906149626663329,0.865803455971301,0.134196544028699,1,0.329327820742866,0.135051186661237
2092,ssp245,Widebody,Tropical,5107,316552,226083,547742,219394,767136,0.00665722896591999,0.412641304801235,0.294710455512452,0.714008989279606,0.285991010720394,1,0.00662252449744972,0.285009559762282
2092,ssp585,Narrowbody,Tropical,248657,343697,66762,659116,108020,767136,0.324136789304634,0.448026164852125,0.0870275935427356,0.859190547699495,0.140809452300505,1,0.324680595934888,0.140876262224421
2092,ssp585,Widebody,Tropical,4878,309649,228568,543095,224041,767136,0.00635871605556251,0.403642900346223,0.29794977683227,0.707951393234055,0.292048606765945,1,0.00634818052563001,0.292021908703902
2092,ssp126,Narrowbody,Tropical,255581,341077,69562,666220,100916,767136,0.333162568306011,0.444610864305677,0.0906775330580236,0.868450965669712,0.131549034330288,1,0.330930898335652,0.132746568571341
2092,ssp126,Widebody,Tropical,5269,320658,226105,552032,215104,767136,0.00686840403787594,0.417993680390439,0.294739133608643,0.719601218036958,0.280398781963042,1,0.00687610388522603,0.282547857404563
2092,ssp370,Narrowbody,Tropical,251577,342346,67828,661751,105385,767136,0.327943154799149,0.446265069035999,0.0884171776581988,0.862625401493347,0.137374598506653,1,0.326478309247739,0.138998892088897
2092,ssp370,Widebody,Tropical,5296,314235,227079,546610,220526,767136,0.00690359988320194,0.409620979852334,0.296008791140033,0.712533370875568,0.287466629124432,1,0.00638732530034047,0.289624246002083
2093,ssp126,Narrowbody,Tropical,254041,340566,70117,664724,100316,765040,0.332062375823486,0.445161037331381,0.0916514169193768,0.868874830074245,0.131125169925756,1,0.330902951378135,0.132719548465239
2093,ssp126,Widebody,Tropical,5314,318104,227187,550605,214435,765040,0.00694604203701767,0.4158004810206,0.296960943218655,0.719707466276273,0.280292533723727,1,0.00688375217367768,0.282585353214186
2093,ssp245,Narrowbody,Tropical,251724,341400,68378,661502,103538,765040,0.329033776011712,0.446251176409077,0.0893783331590505,0.864663285579839,0.135336714420161,1,0.329352192678036,0.135053168235324
2093,ssp245,Widebody,Tropical,4828,315132,227023,546983,218057,765040,0.0063107811356269,0.411915716825264,0.296746575342466,0.714973073303357,0.285026926696643,1,0.00662234583864025,0.284990746555331
2093,ssp370,Narrowbody,Tropical,250250,341481,67233,658964,106076,765040,0.327107079368399,0.446357053225975,0.087881679389313,0.861345811983687,0.138654188016313,1,0.326333702230523,0.139183454867999
2093,ssp370,Widebody,Tropical,5274,312026,227051,544351,220689,765040,0.00689375718916658,0.407855798389627,0.296783174735962,0.711532730314755,0.288467269685245,1,0.00637178281793132,0.289850965892723
2093,ssp585,Narrowbody,Tropical,247561,342867,67288,657716,107324,765040,0.323592230471609,0.448168723204016,0.0879535710551082,0.859714524730733,0.140285475269267,1,0.324584263132055,0.141040350706762
2093,ssp585,Widebody,Tropical,4817,310400,225714,540931,224109,765040,0.00629640280246785,0.40573041932448,0.295035553696539,0.707062375823486,0.292937624176514,1,0.0063361199322341,0.292172321453634
2094,ssp126,Narrowbody,Tropical,251520,342202,68185,661907,103133,765040,0.328767123287671,0.447299487608491,0.089126058768169,0.865192669664331,0.134807330335669,1,0.330872696702515,0.13269216559594
2094,ssp126,Widebody,Tropical,5095,316054,225970,547119,217921,765040,0.00665978249503294,0.413120882568232,0.295370176722786,0.71515084178605,0.28484915821395,1,0.00689156936017248,0.282626082209557
2094,ssp370,Narrowbody,Tropical,248531,342146,66707,657384,107656,765040,0.324860138031998,0.4472262888215,0.0871941336400711,0.859280560493569,0.140719439506431,1,0.32618444057922,0.139373333825341
2094,ssp370,Widebody,Tropical,4611,309597,227855,542063,222977,765040,0.00602713583603472,0.404680801003869,0.297834100177768,0.708542037017672,0.291457962982328,1,0.00635529647158286,0.29008450109778
2094,ssp585,Narrowbody,Tropical,248417,342400,66773,657590,107450,765040,0.324711126215623,0.447558297605354,0.0872804036390254,0.859549827460002,0.140450172539998,1,0.324489336561005,0.14120531256272
2094,ssp585,Widebody,Tropical,4760,309948,226972,541680,223360,765040,0.00622189689428004,0.405139600543762,0.296679912161456,0.708041409599498,0.291958590400502,1,0.00632315530574619,0.292320973801481
2094,ssp245,Narrowbody,Tropical,250966,341237,68178,660381,104659,765040,0.328042978144934,0.446038115654083,0.089116908919795,0.863198002718812,0.136801997281188,1,0.329379012098219,0.135053573190897
2094,ssp245,Widebody,Tropical,5355,312725,226993,545073,219967,765040,0.00699963400606504,0.408769476105825,0.296707361706577,0.712476471818467,0.287523528181533,1,0.00662231159191218,0.284969452396013
2095,ssp245,Narrowbody,Tropical,250780,342601,68322,661703,103337,765040,0.327799853602426,0.447821028965806,0.089305134372059,0.864926016940291,0.135073983059709,1,0.329408242400101,0.13505242300211
2095,ssp245,Widebody,Tropical,5033,314262,226533,545828,219212,765040,0.00657874098086375,0.410778521384503,0.29610608595629,0.713463348321656,0.286536651678344,1,0.00662241142698981,0.284945691957149
2095,ssp585,Narrowbody,Tropical,248465,342250,66708,657423,107617,765040,0.324773868033044,0.447362229425912,0.0871954407612674,0.859331538220224,0.140668461779776,1,0.324395789792025,0.141371131680268
2095,ssp585,Widebody,Tropical,4585,309611,227693,541889,223151,765040,0.00599315068493151,0.404699100700617,0.297622346543972,0.70831459792952,0.29168540207048,1,0.00630935017831083,0.29246789605597
2095,ssp370,Narrowbody,Tropical,248417,342446,66371,657234,107806,765040,0.324711126215623,0.447618425180383,0.0867549409181219,0.859084492314127,0.140915507685873,1,0.326030659110318,0.139568366852583
2095,ssp370,Widebody,Tropical,4771,309345,227069,541185,223855,765040,0.00623627522743909,0.404351406462407,0.296806702917495,0.707394384607341,0.292605615392659,1,0.00633790469567862,0.290324655710842
2095,ssp126,Narrowbody,Tropical,250790,342151,68585,661526,103514,765040,0.327812924814389,0.447232824427481,0.0896489072466799,0.86469465648855,0.13530534351145,1,0.330840161068084,0.132664406413233
2095,ssp126,Widebody,Tropical,4979,314750,225912,545641,219399,765040,0.00650815643626477,0.411416396528286,0.295294363693402,0.713218916657953,0.286781083342048,1,0.00689956202534883,0.282670001105292
2096,ssp370,Narrowbody,Tropical,250634,341930,66586,659150,107986,767136,0.326713907312393,0.445722792308013,0.0867981687732032,0.85923486839361,0.140765131606391,1,0.325872492640308,0.139768391841387
2096,ssp370,Widebody,Tropical,5074,312257,227491,544822,222314,767136,0.00661421182163267,0.407042558294748,0.296545853668711,0.710202623785092,0.289797376214908,1,0.00631964592460211,0.290571233825498
2096,ssp585,Narrowbody,Tropical,248946,342446,66638,658030,109106,767136,0.324513515204605,0.446395424018688,0.0868659533642014,0.857774892587494,0.142225107412506,1,0.324303596395403,0.141537791947381
2096,ssp585,Widebody,Tropical,4900,308504,229425,542829,224307,767136,0.00638739415175406,0.402150335794435,0.299066919033913,0.707604648980103,0.292395351019897,1,0.00629476808207257,0.292613118525622
