year,exp,zone,type,itr_sum,tko_ok_thr_min,tko_ok_thr_mid,tko_ok_thr_max, tko_ok , tko_ko , tko ,itr_avg,tko_ok_thr_min_rel,tko_ok_thr_mid_rel,tko_ok_thr_max_rel,tko_ok_rel,tko_ko_rel,tko_rel,tko_ok_thr_min_rel_loess,tko_ko_rel_loess,rel_total,rel_success
2020,ssp126,Tropical,Widebody,35736111,13847,384496,128949," 527,292 "," 239,844 "," 767,136 ",46.58379368,0.018050254,0.501209694,0.168091447,0.687351395,0.312648605,1,0.017788634,0.312691058,0.018050254,0.026260592
2021,ssp245,Tropical,Narrowbody,15310472,244104,277089,165948," 687,141 "," 77,899 "," 765,040 ",20.01264134,0.319073512,0.362188905,0.216914148,0.898176566,0.101823434,1,0.319811294,0.101291954,0.319073512,0.355245867
2021,ssp245,Tropical,Widebody,35928724,13348,382744,127559," 523,651 "," 241,389 "," 765,040 ",46.96319603,0.017447454,0.500292795,0.166735073,0.684475322,0.315524678,1,0.017953737,0.313572781,0.017447454,0.02549026
2021,ssp370,Tropical,Narrowbody,15147117,245313,276276,166801," 688,390 "," 76,650 "," 765,040 ",19.79911769,0.320653822,0.361126216,0.218029123,0.89980916,0.10019084,1,0.319903913,0.100987474,0.320653822,0.356357588
2021,ssp370,Tropical,Widebody,35553069,14076,383512,129837," 527,425 "," 237,615 "," 765,040 ",46.47216712,0.018399038,0.501296664,0.169712695,0.689408397,0.310591603,1,0.017829355,0.313571201,0.018399038,0.026688155
2021,ssp126,Tropical,Narrowbody,15123284,246730,275817,166086," 688,633 "," 76,407 "," 765,040 ",19.76796481,0.322506013,0.360526247,0.217094531,0.900126791,0.099873209,1,0.320332282,0.101012953,0.322506013,0.358289539
2021,ssp126,Tropical,Widebody,35444668,13941,384427,129969," 528,337 "," 236,703 "," 765,040 ",46.33047672,0.018222577,0.50249268,0.169885235,0.690600491,0.309399509,1,0.017777783,0.312854546,0.018222577,0.026386568
2021,ssp585,Tropical,Narrowbody,15228697,245162,276223,167057," 688,442 "," 76,598 "," 765,040 ",19.90575219,0.320456447,0.361056938,0.218363746,0.899877131,0.100122869,1,0.320026046,0.100789226,0.320456447,0.356111335
2021,ssp585,Tropical,Widebody,35773283,13174,383390,129285," 525,849 "," 239,191 "," 765,040 ",46.76001529,0.017220015,0.501137195,0.168991164,0.687348374,0.312651626,1,0.017699054,0.313056181,0.017220015,0.025052819
2022,ssp126,Tropical,Narrowbody,15194867,246234,275341,166173," 687,748 "," 77,292 "," 765,040 ",19.86153363,0.321857681,0.359904057,0.217208251,0.898969988,0.101030012,1,0.32024678,0.101051457,0.321857681,0.358029394
2022,ssp126,Tropical,Widebody,35609938,13956,382894,129893," 526,743 "," 238,297 "," 765,040 ",46.54650681,0.018242183,0.500488863,0.169785894,0.68851694,0.31148306,1,0.017767482,0.313012386,0.018242183,0.026494894
2022,ssp585,Tropical,Narrowbody,15302620,244109,276387,167005," 687,501 "," 77,539 "," 765,040 ",20.00237845,0.319080048,0.361271306,0.218295775,0.89864713,0.10135287,1,0.320017371,0.100839406,0.319080048,0.35506712
2022,ssp585,Tropical,Widebody,35985642,13096,382454,128202," 523,752 "," 241,288 "," 765,040 ",47.03759601,0.017118059,0.49991373,0.167575552,0.684607341,0.315392659,1,0.017695259,0.313174148,0.017118059,0.0250042
2022,ssp245,Tropical,Narrowbody,15357320,242965,277339,166594," 686,898 "," 78,142 "," 765,040 ",20.07387918,0.317584701,0.362515685,0.217758549,0.897858935,0.102141065,1,0.319752741,0.101331156,0.317584701,0.353713361
2022,ssp245,Tropical,Widebody,36041499,13480,381830,127204," 522,514 "," 242,526 "," 765,040 ",47.11060853,0.017619994,0.499098086,0.166271045,0.682989125,0.317010875,1,0.017928926,0.313704037,0.017619994,0.025798352
2022,ssp370,Tropical,Narrowbody,15210159,244706,276693,167063," 688,462 "," 76,578 "," 765,040 ",19.88152132,0.319860399,0.361671285,0.218371588,0.899903273,0.100096727,1,0.319889455,0.101026092,0.319860399,0.355438644
2022,ssp370,Tropical,Widebody,35723767,14310,382450,128551," 525,311 "," 239,729 "," 765,040 ",46.69529487,0.018704904,0.499908502,0.168031737,0.686645143,0.313354857,1,0.017828479,0.313648506,0.018704904,0.027241006
2023,ssp126,Tropical,Narrowbody,15350587,244050,275800,167219," 687,069 "," 77,971 "," 765,040 ",20.06507844,0.319002928,0.360504026,0.218575499,0.898082453,0.101917547,1,0.320164949,0.101088783,0.319002928,0.355204499
2023,ssp126,Tropical,Widebody,36019763,13154,381551,128779," 523,484 "," 241,556 "," 765,040 ",47.08219525,0.017193872,0.4987334,0.168329761,0.684257032,0.315742968,1,0.017757761,0.313164599,0.017193872,0.025127798
2023,ssp245,Tropical,Narrowbody,15243439,244865,276292,166135," 687,292 "," 77,748 "," 765,040 ",19.92502235,0.320068232,0.36114713,0.21715858,0.898373941,0.101626059,1,0.319697678,0.101368794,0.320068232,0.356275062
2023,ssp245,Tropical,Widebody,35708783,13732,382785,128849," 525,366 "," 239,674 "," 765,040 ",46.67570412,0.017949388,0.500346387,0.168421259,0.686717034,0.313282966,1,0.017904757,0.313829735,0.017949388,0.026137969
2023,ssp370,Tropical,Narrowbody,15244439,244573,276796,166213," 687,582 "," 77,458 "," 765,040 ",19.92632952,0.319686552,0.361805919,0.217260535,0.898753006,0.101246994,1,0.319873984,0.101065145,0.319686552,0.35570012
2023,ssp370,Tropical,Widebody,35803914,13746,382377,128929," 525,052 "," 239,988 "," 765,040 ",46.80005615,0.017967688,0.499813082,0.168525829,0.686306598,0.313693402,1,0.017826086,0.313727242,0.017967688,0.026180264
2023,ssp585,Tropical,Narrowbody,15260257,244137,276709,166901," 687,747 "," 77,293 "," 765,040 ",19.94700613,0.319116647,0.361692199,0.218159835,0.898968681,0.101031319,1,0.32000714,0.100889655,0.319116647,0.354980829
2023,ssp585,Tropical,Widebody,35844003,14181,382026,128308," 524,515 "," 240,525 "," 765,040 ",46.8524625,0.018536286,0.499354282,0.167714106,0.685604674,0.314395326,1,0.017690642,0.313292605,0.018536286,0.027036405
2024,ssp370,Tropical,Narrowbody,15205360,245811,277631,167063," 690,505 "," 76,631 "," 767,136 ",19.82094359,0.320426886,0.361905842,0.217774945,0.900107673,0.099892327,1,0.319857502,0.101104627,0.320426886,0.355987285
2024,ssp370,Tropical,Widebody,35701918,14181,384050,129548," 527,779 "," 239,357 "," 767,136 ",46.53922966,0.01848564,0.500628311,0.168872273,0.687986224,0.312013776,1,0.017822133,0.313807333,0.01848564,0.026869201
2024,ssp126,Tropical,Narrowbody,15338630,245630,276877,167344," 689,851 "," 77,285 "," 767,136 ",19.99466912,0.320190944,0.360922965,0.218141242,0.899255152,0.100744848,1,0.320086781,0.101124942,0.320190944,0.356062396
2024,ssp126,Tropical,Widebody,36068666,13261,383626,129009," 525,896 "," 241,240 "," 767,136 ",47.01730987,0.017286374,0.500075606,0.16816966,0.68553164,0.31446836,1,0.017748651,0.313311207,0.017286374,0.025216012
2024,ssp245,Tropical,Narrowbody,15364336,244986,277319,167224," 689,529 "," 77,607 "," 767,136 ",20.02817695,0.319351458,0.361499134,0.217984816,0.898835409,0.101164591,1,0.319646287,0.101404775,0.319351458,0.355294701
2024,ssp245,Tropical,Widebody,36090717,13233,383413,128416," 525,062 "," 242,074 "," 767,136 ",47.04604918,0.017249875,0.49979795,0.167396655,0.684444479,0.315555521,1,0.017881252,0.313949574,0.017249875,0.025202738
2024,ssp585,Tropical,Narrowbody,15318819,244688,277143,167754," 689,585 "," 77,551 "," 767,136 ",19.96884162,0.318963,0.36126971,0.218675698,0.898908407,0.101091593,1,0.31999541,0.100939897,0.318963,0.354833704
2024,ssp585,Tropical,Widebody,35992064,13841,383291,128909," 526,041 "," 241,095 "," 767,136 ",46.91744765,0.018042433,0.499638917,0.168039305,0.685720654,0.314279346,1,0.017685236,0.31341138,0.018042433,0.026311637
2025,ssp126,Tropical,Narrowbody,15332918,243763,275931,167062," 686,756 "," 78,284 "," 765,040 ",20.04198145,0.318627784,0.360675259,0.218370281,0.897673324,0.102326676,1,0.320012271,0.101159946,0.318627784,0.354948482
2025,ssp126,Tropical,Widebody,35995517,13441,381210,129121," 523,772 "," 241,268 "," 765,040 ",47.05050031,0.017569016,0.498287671,0.168776796,0.684633483,0.315366517,1,0.017740184,0.313452232,0.017569016,0.025661929
2025,ssp370,Tropical,Narrowbody,15245847,245240,275924,166720," 687,884 "," 77,156 "," 765,040 ",19.92817002,0.320558402,0.360666109,0.217923246,0.899147757,0.100852243,1,0.319840013,0.101144532,0.320558402,0.356513598
2025,ssp370,Tropical,Widebody,35792698,13414,382860,129062," 525,336 "," 239,704 "," 765,040 ",46.78538712,0.017533724,0.500444421,0.168699676,0.686677821,0.313322179,1,0.01781658,0.313888707,0.017533724,0.025534134
2025,ssp245,Tropical,Narrowbody,15330507,243934,276557,166839," 687,330 "," 77,710 "," 765,040 ",20.03883212,0.318851302,0.361493517,0.218078793,0.898423612,0.101576388,1,0.319598746,0.101439005,0.318851302,0.354900848
2025,ssp245,Tropical,Widebody,36044452,13796,381063,128358," 523,217 "," 241,823 "," 765,040 ",47.11446836,0.018033044,0.498095524,0.167779463,0.683908031,0.316091969,1,0.017858433,0.314063255,0.018033044,0.026367645
2025,ssp585,Tropical,Narrowbody,15258929,244654,276223,166830," 687,707 "," 77,333 "," 765,040 ",19.94526975,0.319792429,0.361056938,0.218067029,0.898916397,0.101083603,1,0.319982242,0.100990057,0.319792429,0.35575325
2025,ssp585,Tropical,Widebody,35805303,13500,382987,128821," 525,308 "," 239,732 "," 765,040 ",46.80186775,0.017646136,0.500610426,0.16838466,0.686641221,0.313358779,1,0.017679071,0.313530296,0.017646136,0.025699209
2026,ssp245,Tropical,Narrowbody,15197744,244581,276572,166132," 687,285 "," 77,755 "," 765,040 ",19.86529389,0.319697009,0.361513123,0.217154659,0.898364791,0.101635209,1,0.319555359,0.101471379,0.319697009,0.355865471
2026,ssp245,Tropical,Widebody,35635596,14480,382679,128907," 526,066 "," 238,974 "," 765,040 ",46.58004513,0.018927115,0.500207832,0.168497072,0.687632019,0.312367981,1,0.017836319,0.314170315,0.018927115,0.027525063
2026,ssp370,Tropical,Narrowbody,15341294,244682,275448,166419," 686,549 "," 78,491 "," 765,040 ",20.0529304,0.319829029,0.360043919,0.217529802,0.89740275,0.10259725,1,0.319821455,0.1011849,0.319829029,0.356394081
2026,ssp370,Tropical,Widebody,35950055,13296,381650,129171," 524,117 "," 240,923 "," 765,040 ",46.99107628,0.017379483,0.498862805,0.168842152,0.68508444,0.31491556,1,0.017809285,0.313971393,0.017379483,0.025368381
2026,ssp585,Tropical,Narrowbody,15227858,245487,275814,166791," 688,092 "," 76,948 "," 765,040 ",19.90465653,0.320881261,0.360522326,0.218016051,0.899419638,0.100580362,1,0.319967776,0.101039974,0.320881261,0.356764793
2026,ssp585,Tropical,Widebody,35715649,13578,383311,128948," 525,837 "," 239,203 "," 765,040 ",46.68467857,0.017748092,0.501033933,0.168550664,0.687332688,0.312667312,1,0.017672206,0.313648984,0.017748092,0.02582169
2026,ssp126,Tropical,Narrowbody,15209465,244728,276906,166186," 687,820 "," 77,220 "," 765,040 ",19.88061368,0.319889156,0.361949702,0.217225243,0.899064101,0.100935899,1,0.319941449,0.1011938,0.319889156,0.35580239
2026,ssp126,Tropical,Widebody,35668442,13395,384192,128520," 526,107 "," 238,933 "," 765,040 ",46.62297527,0.017508888,0.502185507,0.167991216,0.687685611,0.312314389,1,0.017732388,0.313587634,0.017508888,0.0254606
2027,ssp370,Tropical,Narrowbody,15429251,243444,275979,167220," 686,643 "," 78,397 "," 765,040 ",20.16789998,0.318210813,0.360738001,0.218576806,0.89752562,0.10247438,1,0.319801783,0.101225768,0.318210813,0.354542317
2027,ssp370,Tropical,Widebody,36264303,13712,380297,127307," 521,316 "," 243,724 "," 765,040 ",47.4018417,0.017923246,0.49709427,0.166405678,0.681423194,0.318576806,1,0.017800212,0.31405553,0.017923246,0.026302665
2027,ssp585,Tropical,Narrowbody,15189925,245583,275745,166595," 687,923 "," 77,117 "," 765,040 ",19.85507511,0.321006745,0.360432134,0.217759856,0.899198735,0.100801265,1,0.319952025,0.101089652,0.321006745,0.356991989
2027,ssp585,Tropical,Widebody,35633346,13965,383071,129362," 526,398 "," 238,642 "," 765,040 ",46.57710088,0.018253948,0.500720224,0.169091812,0.688065983,0.311934017,1,0.017664631,0.313767435,0.018253948,0.026529356
2027,ssp245,Tropical,Narrowbody,15190305,245094,276084,166481," 687,659 "," 77,381 "," 765,040 ",19.85557006,0.320367562,0.360875248,0.217610844,0.898853655,0.101146345,1,0.319516063,0.101501975,0.320367562,0.356417934
2027,ssp245,Tropical,Widebody,35615697,13782,383437,129242," 526,461 "," 238,579 "," 765,040 ",46.55403302,0.018014744,0.50119863,0.168934958,0.688148332,0.311851668,1,0.017814888,0.314270886,0.018014744,0.026178577
2027,ssp126,Tropical,Narrowbody,15153495,246241,275272,166984," 688,497 "," 76,543 "," 765,040 ",19.80745458,0.32186683,0.359813866,0.218268326,0.899949022,0.100050978,1,0.319874348,0.10122649,0.32186683,0.35765007
2027,ssp126,Tropical,Widebody,35498851,13451,383701,130416," 527,568 "," 237,472 "," 765,040 ",46.40130239,0.017582087,0.50154371,0.170469518,0.689595315,0.310404685,1,0.017725234,0.31371735,0.017582087,0.025496239
2028,ssp370,Tropical,Narrowbody,15264276,245957,276306,167669," 689,932 "," 77,204 "," 767,136 ",19.89774197,0.320617205,0.360178638,0.218564896,0.899360739,0.100639261,1,0.319781021,0.101267133,0.320617205,0.356494553
2028,ssp370,Tropical,Widebody,35836742,13660,383994,129563," 527,217 "," 239,919 "," 767,136 ",46.71498187,0.017806491,0.500555312,0.168891826,0.687253629,0.312746371,1,0.01778947,0.314141207,0.017806491,0.025909635
2028,ssp126,Tropical,Narrowbody,15325826,245056,277714,166894," 689,664 "," 77,472 "," 767,136 ",19.97797691,0.319442706,0.362014037,0.217554645,0.899011388,0.100988612,1,0.319810962,0.101257997,0.319442706,0.355326652
2028,ssp126,Tropical,Widebody,35985265,13121,383895,128901," 525,917 "," 241,219 "," 767,136 ",46.90858622,0.017103877,0.500426261,0.168028876,0.685559014,0.314440986,1,0.017718664,0.313841361,0.017103877,0.024948804
2028,ssp245,Tropical,Narrowbody,15305521,245060,277815,166628," 689,503 "," 77,633 "," 767,136 ",19.95150853,0.319447921,0.362145695,0.217207901,0.898801516,0.101198484,1,0.319480487,0.10153097,0.319447921,0.355415422
2028,ssp245,Tropical,Widebody,35906255,13723,383773,128528," 526,024 "," 241,112 "," 767,136 ",46.80558969,0.017888614,0.500267228,0.167542652,0.685698494,0.314301506,1,0.017794105,0.314365566,0.017888614,0.026088163
2028,ssp585,Tropical,Narrowbody,15216427,246194,277262,166162," 689,618 "," 77,518 "," 767,136 ",19.83537055,0.320926146,0.361424832,0.216600446,0.898951425,0.101048575,1,0.319934858,0.10113926,0.320926146,0.357000542
2028,ssp585,Tropical,Widebody,35664858,14040,384094,129869," 528,003 "," 239,133 "," 767,136 ",46.49092036,0.01830184,0.500685667,0.169290712,0.688278219,0.311721781,1,0.017656283,0.313886023,0.01830184,0.026590758
2029,ssp585,Tropical,Narrowbody,15263950,245724,275118,166874," 687,716 "," 77,324 "," 765,040 ",19.95183279,0.321191049,0.359612569,0.218124543,0.898928161,0.101071839,1,0.319916144,0.101188969,0.321191049,0.357304469
2029,ssp585,Tropical,Widebody,35828493,13129,382343,129744," 525,216 "," 239,824 "," 765,040 ",46.83217891,0.017161194,0.49976864,0.169591132,0.686520966,0.313479034,1,0.017647097,0.314005121,0.017161194,0.024997334
2029,ssp126,Tropical,Narrowbody,15398920,243240,276909,166171," 686,320 "," 78,720 "," 765,040 ",20.1282537,0.31794416,0.361953623,0.217205636,0.897103419,0.102896581,1,0.319751285,0.101288301,0.31794416,0.354411936
2029,ssp126,Tropical,Widebody,36124651,13197,381065,127699," 521,961 "," 243,079 "," 765,040 ",47.21929515,0.017250078,0.498098139,0.16691807,0.682266287,0.317733713,1,0.017712618,0.313959652,0.017250078,0.025283498
2029,ssp370,Tropical,Narrowbody,15281222,244961,275185,167335," 687,481 "," 77,559 "," 765,040 ",19.9744087,0.320193715,0.359700146,0.218727125,0.898620987,0.101379013,1,0.31975919,0.101308987,0.320193715,0.356316756
2029,ssp370,Tropical,Widebody,35867657,13851,381772,129016," 524,639 "," 240,401 "," 765,040 ",46.88337458,0.018104936,0.499022273,0.168639548,0.685766757,0.314233243,1,0.017777171,0.314228512,0.018104936,0.026401011
2029,ssp245,Tropical,Narrowbody,15416292,242425,277189,166954," 686,568 "," 78,472 "," 765,040 ",20.1509608,0.316878856,0.362319617,0.218229112,0.897427585,0.102572415,1,0.319448259,0.101558545,0.316878856,0.353096853
2029,ssp245,Tropical,Widebody,36229862,13301,380463,127449," 521,213 "," 243,827 "," 765,040 ",47.35681656,0.017386019,0.497311252,0.166591289,0.68128856,0.31871144,1,0.017773934,0.314454953,0.017386019,0.025519317
2030,ssp245,Tropical,Narrowbody,15344494,243863,276081,166642," 686,586 "," 78,454 "," 765,040 ",20.05711382,0.318758496,0.360871327,0.21782129,0.897451114,0.102548886,1,0.319419008,0.101584878,0.318758496,0.355182017
2030,ssp245,Tropical,Widebody,36012956,13472,381864,127941," 523,277 "," 241,763 "," 765,040 ",47.07329935,0.017609537,0.499142528,0.167234393,0.683986458,0.316013542,1,0.017754342,0.314539644,0.017609537,0.025745446
2030,ssp126,Tropical,Narrowbody,15277297,244281,276407,166684," 687,372 "," 77,668 "," 765,040 ",19.96928019,0.319304873,0.361297448,0.217876189,0.898478511,0.101521489,1,0.319695311,0.101317381,0.319304873,0.355383984
2030,ssp126,Tropical,Widebody,35838628,13848,382937,128205," 524,990 "," 240,050 "," 765,040 ",46.84543433,0.018101014,0.50054507,0.167579473,0.686225557,0.313774443,1,0.017707037,0.314072205,0.018101014,0.026377645
2030,ssp370,Tropical,Narrowbody,15192258,245775,275731,166780," 688,286 "," 76,754 "," 765,040 ",19.85812378,0.321257712,0.360413835,0.218001673,0.89967322,0.10032678,1,0.319736314,0.101351327,0.321257712,0.357082666
2030,ssp370,Tropical,Widebody,35662885,13844,383408,129118," 526,370 "," 238,670 "," 765,040 ",46.6157138,0.018095786,0.501160724,0.168772875,0.688029384,0.311970616,1,0.017763426,0.314317532,0.018095786,0.026300891
2030,ssp585,Tropical,Narrowbody,15465034,242051,277640,166984," 686,675 "," 78,365 "," 765,040 ",20.21467469,0.316389993,0.362909129,0.218268326,0.897567447,0.102432553,1,0.319895751,0.101238947,0.316389993,0.352497178
2030,ssp585,Tropical,Widebody,36361984,12562,380681,126838," 520,081 "," 244,959 "," 765,040 ",47.52952223,0.016420056,0.497596204,0.165792638,0.679808899,0.320191101,1,0.017637009,0.314125101,0.016420056,0.02415393
2031,ssp585,Tropical,Narrowbody,15364819,243732,276519,166828," 687,079 "," 77,961 "," 765,040 ",20.08367941,0.318587263,0.361443846,0.218064415,0.898095524,0.101904476,1,0.319873548,0.101289364,0.318587263,0.3547365
2031,ssp585,Tropical,Widebody,36104706,13716,380249,128262," 522,227 "," 242,813 "," 765,040 ",47.19322527,0.017928474,0.497031528,0.167653979,0.682613981,0.317386019,1,0.017625955,0.314246336,0.017928474,0.026264441
2031,ssp126,Tropical,Narrowbody,15181617,245092,276564,166798," 688,454 "," 76,586 "," 765,040 ",19.84421311,0.320364948,0.361502667,0.218025201,0.899892816,0.100107184,1,0.319643036,0.101345219,0.320364948,0.356003451
2031,ssp126,Tropical,Widebody,35665651,13667,383375,129430," 526,472 "," 238,568 "," 765,040 ",46.61932775,0.017864425,0.501117589,0.169180696,0.68816271,0.31183729,1,0.017701862,0.314179002,0.017864425,0.025959595
2031,ssp370,Tropical,Narrowbody,15358117,243500,276851,166054," 686,405 "," 78,635 "," 765,040 ",20.07491985,0.318284011,0.36187781,0.217052703,0.897214525,0.102785475,1,0.319712418,0.101394146,0.318284011,0.354746833
2031,ssp370,Tropical,Widebody,36020176,13261,382119,127379," 522,759 "," 242,281 "," 765,040 ",47.08273223,0.017333734,0.499475844,0.166499791,0.683309369,0.316690631,1,0.017748345,0.314408355,0.017333734,0.02536733
2031,ssp245,Tropical,Narrowbody,15230432,244796,276694,166436," 687,926 "," 77,114 "," 765,040 ",19.90802008,0.31997804,0.361672592,0.217552023,0.899202656,0.100797344,1,0.319392364,0.101610148,0.31997804,0.355846414
2031,ssp245,Tropical,Widebody,35729358,13610,383419,128479," 525,508 "," 239,532 "," 765,040 ",46.70260632,0.017789919,0.501175102,0.167937624,0.686902646,0.313097354,1,0.017735291,0.314620237,0.017789919,0.025898749
2032,ssp126,Tropical,Narrowbody,15346486,245564,276475,167336," 689,375 "," 77,761 "," 767,136 ",20.00490813,0.32010491,0.360398938,0.218130814,0.898634662,0.101365338,1,0.319594454,0.101371793,0.32010491,0.356212511
2032,ssp126,Tropical,Widebody,36036608,13775,383180,128828," 525,783 "," 241,353 "," 767,136 ",46.97551216,0.017956399,0.499494223,0.167933717,0.685384339,0.314615661,1,0.017697035,0.314280027,0.017956399,0.026199021
2032,ssp370,Tropical,Narrowbody,15318369,244846,276941,167632," 689,419 "," 77,717 "," 767,136 ",19.96825649,0.319168961,0.361006393,0.218516665,0.898692018,0.101307982,1,0.319687523,0.10143744,0.319168961,0.355148321
2032,ssp370,Tropical,Widebody,35944915,13583,382574,129911," 526,068 "," 241,068 "," 767,136 ",46.85599143,0.017706117,0.498704271,0.169345462,0.68575585,0.31424415,1,0.017732038,0.31450107,0.017706117,0.025819856
2032,ssp245,Tropical,Narrowbody,15358829,244189,277662,166995," 688,846 "," 78,290 "," 767,136 ",20.02099702,0.318312529,0.361946252,0.217686303,0.897945084,0.102054916,1,0.319367955,0.101634533,0.318312529,0.354489973
2032,ssp245,Tropical,Widebody,36029723,13731,382369,128765," 524,865 "," 242,271 "," 767,136 ",46.96653515,0.017899043,0.498437044,0.167851593,0.68418768,0.31581232,1,0.017716748,0.314697328,0.017899043,0.026161013
2032,ssp585,Tropical,Narrowbody,15386892,244975,276613,166746," 688,334 "," 78,802 "," 767,136 ",20.05758132,0.319337119,0.360578828,0.217361719,0.897277667,0.102722333,1,0.319849404,0.10134039,0.319337119,0.355895539
2032,ssp585,Tropical,Widebody,36041579,13533,383266,128606," 525,405 "," 241,731 "," 767,136 ",46.98199359,0.01764094,0.499606328,0.167644329,0.684891597,0.315108403,1,0.01761387,0.3143692,0.01764094,0.025757273
2033,ssp126,Tropical,Narrowbody,15257491,244535,276444,167134," 688,113 "," 76,927 "," 765,040 ",19.94339126,0.319636882,0.361345812,0.218464394,0.899447088,0.100552912,1,0.31954956,0.101397085,0.319636882,0.355370412
2033,ssp126,Tropical,Widebody,35837817,13594,382518,128702," 524,814 "," 240,226 "," 765,040 ",46.84436666,0.017769006,0.499997386,0.168229112,0.685995504,0.314004496,1,0.017692495,0.314375263,0.017769006,0.02590251
2033,ssp370,Tropical,Narrowbody,15350083,243570,276769,166803," 687,142 "," 77,898 "," 765,040 ",20.0644191,0.31837551,0.361770626,0.218031737,0.898177873,0.101822127,1,0.319661653,0.101481203,0.31837551,0.354468218
2033,ssp370,Tropical,Widebody,36101272,12892,382436,127540," 522,868 "," 242,172 "," 765,040 ",47.18873859,0.016851406,0.499890202,0.166710237,0.683451846,0.316548154,1,0.017714617,0.314595765,0.016851406,0.024656319
2033,ssp245,Tropical,Narrowbody,15324814,244679,275789,166487," 686,955 "," 78,085 "," 765,040 ",20.03138897,0.319825107,0.360489648,0.217618687,0.897933441,0.102066559,1,0.319345411,0.101658214,0.319825107,0.35617908
2033,ssp245,Tropical,Widebody,35859784,12955,382761,128577," 524,293 "," 240,747 "," 765,040 ",46.87308905,0.016933755,0.500315016,0.168065722,0.685314493,0.314685507,1,0.017698676,0.314771516,0.016933755,0.024709466
2033,ssp585,Tropical,Narrowbody,15212111,246333,274489,166607," 687,429 "," 77,611 "," 765,040 ",19.88407231,0.321987086,0.35879039,0.217775541,0.898553017,0.101446983,1,0.319823188,0.101392193,0.321987086,0.358339552
2033,ssp585,Tropical,Widebody,35599241,13485,383503,130156," 527,144 "," 237,896 "," 765,040 ",46.5325195,0.017626529,0.5012849,0.170129666,0.689041096,0.310958904,1,0.017600691,0.314494065,0.017626529,0.025581245
2034,ssp370,Tropical,Narrowbody,15294065,244965,275833,167020," 687,818 "," 77,222 "," 765,040 ",19.99119651,0.320198944,0.360547161,0.218315382,0.899061487,0.100938513,1,0.319634832,0.10152543,0.320198944,0.356147993
2034,ssp370,Tropical,Widebody,35935027,13534,382463,128373," 524,370 "," 240,670 "," 765,040 ",46.97143261,0.017690578,0.499925494,0.167799069,0.685415142,0.314584858,1,0.017696193,0.314692527,0.017690578,0.02581002
2034,ssp585,Tropical,Narrowbody,15278723,244829,276446,166600," 687,875 "," 77,165 "," 765,040 ",19.97114273,0.320021175,0.361348426,0.217766391,0.899135993,0.100864007,1,0.319794767,0.101444944,0.320021175,0.35592077
2034,ssp585,Tropical,Widebody,35846508,13329,382874,128775," 524,978 "," 240,062 "," 765,040 ",46.85572849,0.017422618,0.500462721,0.168324532,0.686209871,0.313790129,1,0.017586352,0.314621305,0.017422618,0.025389635
2034,ssp245,Tropical,Narrowbody,15328530,244267,276238,166834," 687,339 "," 77,701 "," 765,040 ",20.0362459,0.319286573,0.361076545,0.218072258,0.898435376,0.101564624,1,0.31932436,0.101681368,0.319286573,0.355380678
2034,ssp245,Tropical,Widebody,35986884,13119,382169,128295," 523,583 "," 241,457 "," 765,040 ",47.03922544,0.017148123,0.4995412,0.167697114,0.684386437,0.315613563,1,0.01768104,0.314843398,0.017148123,0.025056199
2034,ssp126,Tropical,Narrowbody,15288119,245154,275640,166582," 687,376 "," 77,664 "," 765,040 ",19.98342332,0.32044599,0.360294887,0.217742863,0.898483739,0.101516261,1,0.319508347,0.101421075,0.32044599,0.356651963
2034,ssp126,Tropical,Widebody,35877748,13094,382380,129266," 524,740 "," 240,300 "," 765,040 ",46.89656844,0.017115445,0.499817003,0.168966329,0.685898777,0.314101223,1,0.017688184,0.314464693,0.017115445,0.02495331
2035,ssp370,Tropical,Narrowbody,15335287,244100,275952,167029," 687,081 "," 77,959 "," 765,040 ",20.04507859,0.319068284,0.360702708,0.218327146,0.898098139,0.101901861,1,0.319607083,0.101570115,0.319068284,0.355271067
2035,ssp370,Tropical,Widebody,36001755,13440,381421,128328," 523,189 "," 241,851 "," 765,040 ",47.05865063,0.017567709,0.498563474,0.167740249,0.683871432,0.316128568,1,0.017676875,0.314791446,0.017567709,0.025688613
2035,ssp126,Tropical,Narrowbody,15323342,244182,276430,166370," 686,982 "," 78,058 "," 765,040 ",20.02946311,0.319175468,0.361327512,0.217465753,0.897968734,0.102031266,1,0.31947081,0.101443742,0.319175468,0.355441627
2035,ssp126,Tropical,Widebody,35956526,13636,381993,128387," 524,016 "," 241,024 "," 765,040 ",46.99953758,0.017823905,0.499311147,0.167817369,0.684952421,0.315047579,1,0.017684043,0.314548299,0.017823905,0.026022106
2035,ssp245,Tropical,Narrowbody,15368400,244243,275917,165896," 686,056 "," 78,984 "," 765,040 ",20.0883587,0.319255202,0.360656959,0.216846178,0.896758339,0.103241661,1,0.319304431,0.101704174,0.319255202,0.356010297
2035,ssp245,Tropical,Widebody,36005630,13399,381730,127870," 522,999 "," 242,041 "," 765,040 ",47.06372263,0.017514117,0.498967374,0.167141587,0.683623079,0.316376921,1,0.017663806,0.31491357,0.017514117,0.025619552
2035,ssp585,Tropical,Narrowbody,15403002,242915,277198,167309," 687,422 "," 77,618 "," 765,040 ",20.1335908,0.317519345,0.362331381,0.21869314,0.898543867,0.101456133,1,0.31976401,0.101498812,0.317519345,0.353371001
