zone,exp,year,avg_max_tas,loess_avg_max_tas
Temperate,ssp585,2081,2.6353502935421,2.45181241164675
Temperate,ssp585,2082,2.25620743639922,2.51356758052016
Temperate,ssp585,2083,2.83705283757342,2.57569761731802
Temperate,ssp585,2084,2.8348043052838,2.63815147935333
Temperate,ssp585,2085,2.58360861056752,2.70087812393909
Temperate,ssp585,2086,2.62699217221137,2.76382650838829
Temperate,ssp585,2087,2.82129354207439,2.82694559001392
Temperate,ssp585,2088,3.03700000000003,2.89018432612898
Temperate,ssp585,2089,3.04320743639926,2.95349167404646
Temperate,ssp585,2090,3.06743052837572,3.01681659107936
Temperate,ssp585,2091,3.10010176125246,3.08013852011561
Temperate,ssp585,2092,3.23846966731901,3.14348885288021
Temperate,ssp585,2093,3.48719373776908,3.20689446994176
Temperate,ssp585,2094,3.64721330724069,3.27038225186889
Temperate,ssp585,2095,3.11580821917812,3.33397907923019
Temperate,ssp585,2096,3.44563405088064,3.39771183259428
Temperate,ssp585,2097,3.61424266144815,3.46160739252976
Temperate,ssp585,2098,3.18980821917808,3.52569263960525
Temperate,ssp585,2099,3.50568688845402,3.58999445438935
Temperate,ssp585,2100,3.37225636007827,3.65453971745068
Tropical,ssp126,2015,0,0.438225353451615
Tropical,ssp126,2016,0.508744274809146,0.467718320086652
Tropical,ssp126,2017,0.667026717557235,0.496543107434023
Tropical,ssp126,2018,0.512793893129754,0.524693661389191
Tropical,ssp126,2019,0.573118320610661,0.55216392784762
Tropical,ssp126,2020,0.586862595419859,0.578947852704776
Tropical,ssp126,2021,0.24867938931294,0.605039381856121
Tropical,ssp126,2022,1.09111068702288,0.630432461197121
Tropical,ssp126,2023,0.80464885496184,0.655121036623239
Tropical,ssp126,2024,1.14253816793894,0.67909905402994
Tropical,ssp126,2025,0.967335877862581,0.702360459312688
Tropical,ssp126,2026,0.347431297709932,0.724874883790446
Tropical,ssp126,2027,0.473816793893093,0.746626889859708
Tropical,ssp126,2028,0.92861068702291,0.76763282003223
Tropical,ssp126,2029,1.18746564885493,0.787909016819769
Tropical,ssp126,2030,0.656797709923637,0.807471822734081
Tropical,ssp126,2031,0.565980916030526,0.826337580286923
Tropical,ssp126,2032,0.755553435114507,0.844522631990052
Tropical,ssp126,2033,0.783736641221367,0.862043320355224
Tropical,ssp126,2034,0.775511450381657,0.878915987894197
Tropical,ssp126,2035,1.19676717557252,0.895156977118726
Tropical,ssp126,2036,0.651129770992327,0.91078263054057
Tropical,ssp126,2037,0.487545801526721,0.925393196536118
Tropical,ssp126,2038,0.845225190839699,0.938693584811546
Tropical,ssp126,2039,1.2586564885496,0.950857129873281
Tropical,ssp126,2040,1.31575190839692,0.962057166227756
Tropical,ssp126,2041,1.11602290076337,0.972467028381397
Tropical,ssp126,2042,0.57561450381678,0.982260050840637
Tropical,ssp126,2043,0.744461832061063,0.991609568111903
Tropical,ssp126,2044,0.81268320610684,1.00068891470163
Tropical,ssp126,2045,1.33384732824425,1.00967142511624
Tropical,ssp126,2046,1.53223282442747,1.01873043386216
Tropical,ssp126,2047,1.0828893129771,1.02803927544583
Tropical,ssp126,2048,0.720568702290052,1.03738966863283
Tropical,ssp126,2049,1.26434732824424,1.04645751469583
Tropical,ssp126,2050,1.07939312977101,1.05524242190189
Tropical,ssp126,2051,0.757916030534318,1.06374399851809
Tropical,ssp126,2052,1.17912595419847,1.07196185281151
Tropical,ssp126,2053,1.52196183206104,1.0798955930492
Tropical,ssp126,2054,1.19314503816793,1.08754482749825
Tropical,ssp126,2055,1.26484732824429,1.09490916442571
Tropical,ssp126,2056,1.28725954198472,1.10198821209867
Tropical,ssp126,2057,0.845083969465634,1.1087815787842
Tropical,ssp126,2058,0.566194656488563,1.11559005022136
Tropical,ssp126,2059,1.07561832061066,1.12259749499312
Tropical,ssp126,2060,1.52970992366409,1.12962814563236
Tropical,ssp126,2061,0.681870229007643,1.13650623467198
Tropical,ssp126,2062,0.618587786259525,1.14305599464486
Tropical,ssp126,2063,0.801148854961809,1.14910165808388
Tropical,ssp126,2064,1.09586259541982,1.15446745752195
Tropical,ssp126,2065,1.14507251908395,1.15897762549195
Tropical,ssp126,2066,1.2365916030534,1.16245639452676
Tropical,ssp126,2067,1.6788129770992,1.16472799715928
Tropical,ssp126,2068,1.34328244274809,1.16561666592239
Tropical,ssp126,2069,1.15710687022897,1.16559299032991
Tropical,ssp126,2070,1.42290839694653,1.16518862028909
Tropical,ssp126,2071,1.18130152671756,1.16431937892299
Tropical,ssp126,2072,1.12742366412215,1.16290108935467
Tropical,ssp126,2073,1.27919083969465,1.16084957470721
Tropical,ssp126,2074,1.11335877862592,1.15808065810364
Tropical,ssp126,2075,1.08412977099238,1.15451016266705
Tropical,ssp126,2076,1.26949236641218,1.15005391152048
Tropical,ssp126,2077,1.31420610687019,1.14462772778701
Tropical,ssp126,2078,1.48440458015267,1.13814743458968
Tropical,ssp126,2079,1.2187595419847,1.13052885505156
Tropical,ssp126,2080,0.918988549618291,1.12197150003779
Tropical,ssp126,2081,0.977679389312982,1.11270827956261
Tropical,ssp126,2082,1.04166412213738,1.10270511547276
Tropical,ssp126,2083,0.672129770992342,1.09192792961499
Tropical,ssp126,2084,1.29867557251907,1.08034264383604
Tropical,ssp126,2085,1.14111832061064,1.06791517998265
Tropical,ssp126,2086,0.896484732824433,1.05461145990156
Tropical,ssp126,2087,1.19131297709924,1.04039740543953
Tropical,ssp126,2088,0.906255725190817,1.02523893844328
Tropical,ssp126,2089,1.28216793893131,1.00910198075956
Tropical,ssp126,2090,0.75012213740456,0.991952454235114
Tropical,ssp126,2091,0.704229007633558,0.97382003158231
Tropical,ssp126,2092,0.650515267175535,0.954764538178705
Tropical,ssp126,2093,0.753900763358786,0.934797124868826
Tropical,ssp126,2094,1.25021755725192,0.913928942497198
Tropical,ssp126,2095,1.62236259541982,0.892171141908349
Tropical,ssp126,2096,1.07955343511446,0.869534873946806
Tropical,ssp126,2097,0.422977099236618,0.846031289457095
Tropical,ssp126,2098,0.765916030534356,0.821671539283743
Tropical,ssp126,2099,0.600572519083926,0.796466774271277
Tropical,ssp126,2100,0.914194656488519,0.770428145264224
Tropical,ssp245,2015,0,0.339417265718506
Tropical,ssp245,2016,0.0889389312977187,0.365440897841269
Tropical,ssp245,2017,0.0426183206106998,0.391274504786141
Tropical,ssp245,2018,0.176209923664089,0.416908103341005
Tropical,ssp245,2019,0.936835877862563,0.442331710293741
Tropical,ssp245,2020,0.767507633587798,0.467535342432232
Tropical,ssp245,2021,0.88195038167936,0.492509016544359
Tropical,ssp245,2022,0.95696183206104,0.517242749418006
Tropical,ssp245,2023,0.389965648854968,0.541726557841054
Tropical,ssp245,2024,1.05488167938933,0.565950458601384
Tropical,ssp245,2025,0.900935114503795,0.589904468486879
Tropical,ssp245,2026,0.157912213740474,0.613582975092168
Tropical,ssp245,2027,0.109164122137372,0.636996578107037
Tropical,ssp245,2028,0.414030534351127,0.660159612462101
Tropical,ssp245,2029,1.33767557251906,0.683086413087977
Tropical,ssp245,2030,0.639377862595438,0.705791314915281
Tropical,ssp245,2031,0.336484732824431,0.728288652874629
Tropical,ssp245,2032,0.676648854961798,0.750592761896638
Tropical,ssp245,2033,0.738274809160316,0.772717976911922
Tropical,ssp245,2034,1.38288549618318,0.794678632851099
Tropical,ssp245,2035,1.13380152671755,0.816489064644784
Tropical,ssp245,2036,0.773103053435079,0.838163607223595
Tropical,ssp245,2037,0.882095419847303,0.859434409124961
Tropical,ssp245,2038,0.777049618320575,0.880107040945341
Tropical,ssp245,2039,0.681564885496186,0.900305970703884
Tropical,ssp245,2040,1.02267557251906,0.920155666419742
Tropical,ssp245,2041,0.907870229007642,0.939780596112066
Tropical,ssp245,2042,0.826885496183195,0.959305227800008
Tropical,ssp245,2043,0.367435114503792,0.978854029502719
Tropical,ssp245,2044,0.321698473282424,0.998551469239349
Tropical,ssp245,2045,0.915629770992382,1.01852201502905
Tropical,ssp245,2046,1.04512213740458,1.03889013489098
Tropical,ssp245,2047,1.51865267175572,1.05978029684427
Tropical,ssp245,2048,1.4665572519084,1.08152054414987
Tropical,ssp245,2049,0.827484732824416,1.10419358849091
Tropical,ssp245,2050,1.13867557251905,1.12755590051984
Tropical,ssp245,2051,1.72041603053435,1.15136395088914
Tropical,ssp245,2052,1.62338931297711,1.17537421025125
Tropical,ssp245,2053,1.03471374045802,1.19934314925864
Tropical,ssp245,2054,1.47323664122138,1.22302723856377
Tropical,ssp245,2055,1.10649999999998,1.2461829488191
Tropical,ssp245,2056,0.845896946564892,1.2685667506771
Tropical,ssp245,2057,0.968675572519089,1.28993511479022
Tropical,ssp245,2058,1.54224045801527,1.31071267485647
Tropical,ssp245,2059,1.79904961832062,1.33143501444367
Tropical,ssp245,2060,1.38178244274809,1.35202502900906
Tropical,ssp245,2061,0.880160305343509,1.37240561400984
Tropical,ssp245,2062,0.951824427480915,1.39249966490322
Tropical,ssp245,2063,1.98101526717556,1.41223007714644
Tropical,ssp245,2064,1.38780152671757,1.4315197461967
Tropical,ssp245,2065,1.57107633587788,1.45029156751121
Tropical,ssp245,2066,1.96455725190839,1.46846843654721
Tropical,ssp245,2067,1.33736259541985,1.48597324876189
Tropical,ssp245,2068,1.11512213740457,1.50272889961249
Tropical,ssp245,2069,0.987095419847321,1.51923674280963
Tropical,ssp245,2070,1.38669083969467,1.53592516828663
Tropical,ssp245,2071,1.70855343511448,1.55260762583475
Tropical,ssp245,2072,1.31606106870231,1.56909756524522
Tropical,ssp245,2073,1.66729770992367,1.58520843630927
Tropical,ssp245,2074,1.94520610687022,1.60075368881816
Tropical,ssp245,2075,2.07764122137405,1.61554677256312
Tropical,ssp245,2076,1.87343511450382,1.62940113733539
Tropical,ssp245,2077,1.6330648854962,1.64213023292621
Tropical,ssp245,2078,1.36047709923662,1.65354750912683
Tropical,ssp245,2079,1.3535,1.66346641572849
Tropical,ssp245,2080,1.6976030534351,1.67230363542348
Tropical,ssp245,2081,1.91152671755725,1.68056825773877
Tropical,ssp245,2082,1.7407290076336,1.68821234271761
Tropical,ssp245,2083,1.67422519083971,1.69518795040322
Tropical,ssp245,2084,1.4336488549618,1.70144714083884
Tropical,ssp245,2085,1.67724809160302,1.70694197406772
Tropical,ssp245,2086,1.80403816793893,1.71162451013309
Tropical,ssp245,2087,1.88261068702292,1.71544680907817
Tropical,ssp245,2088,2.07799236641222,1.71836093094623
Tropical,ssp245,2089,1.97020229007632,1.72031893578048
Tropical,ssp245,2090,1.85660687022897,1.72127288362416
Tropical,ssp245,2091,1.44993511450383,1.72121370170023
Tropical,ssp245,2092,1.49717938931298,1.72018003622057
Tropical,ssp245,2093,1.65965648854962,1.71819552571186
Tropical,ssp245,2094,1.82077862595418,1.71528380870078
Tropical,ssp245,2095,1.64525954198473,1.711468523714
Tropical,ssp245,2096,1.7103320610687,1.7067733092782
Tropical,ssp245,2097,2.06124045801528,1.70122180392004
Tropical,ssp245,2098,1.75974809160306,1.69483764616621
Tropical,ssp245,2099,1.45866412213741,1.68764447454338
Tropical,ssp245,2100,1.45388931297708,1.67966592757821
Tropical,ssp370,2015,0,0.548560355546586
Tropical,ssp370,2016,0.446244274809146,0.564674610237669
Tropical,ssp370,2017,0.624816793893103,0.581255166601567
Tropical,ssp370,2018,1.17946183206107,0.598289153168325
Tropical,ssp370,2019,1.52171374045798,0.615763698467984
Tropical,ssp370,2020,0.266095419847318,0.633665931030588
Tropical,ssp370,2021,0.168519083969443,0.651982979386178
Tropical,ssp370,2022,0.49239312977096,0.670701972064799
Tropical,ssp370,2023,0.732538167938913,0.689810037596492
Tropical,ssp370,2024,0.380748091603039,0.7092943045113
Tropical,ssp370,2025,0.634351145038124,0.729141901339266
Tropical,ssp370,2026,0.962541984732809,0.749362034637168
Tropical,ssp370,2027,1.24724809160301,0.769982595050912
Tropical,ssp370,2028,0.637835877862585,0.791018737244237
Tropical,ssp370,2029,0.829767175572499,0.81248561588088
Tropical,ssp370,2030,0.905614503816764,0.834398385624578
Tropical,ssp370,2031,0.863908396946556,0.856772201139068
Tropical,ssp370,2032,0.919648854961792,0.879622217088089
Tropical,ssp370,2033,1.16983587786257,0.902963588135377
Tropical,ssp370,2034,1.03715267175568,0.926811468944671
Tropical,ssp370,2035,1.1195877862595,0.951181014179707
Tropical,ssp370,2036,1.17056870229004,0.976087378504222
Tropical,ssp370,2037,0.937648854961822,1.00136620274344
Tropical,ssp370,2038,0.711152671755713,1.0268840288001
Tropical,ssp370,2039,0.980862595419808,1.05270236295423
Tropical,ssp370,2040,1.21373282442744,1.07888271148586
Tropical,ssp370,2041,0.74807633587784,1.10548658067502
Tropical,ssp370,2042,0.996404580152671,1.13257547680173
Tropical,ssp370,2043,1.25187404580151,1.16021090614602
Tropical,ssp370,2044,1.43124809160304,1.18845437498792
Tropical,ssp370,2045,0.730759541984696,1.21736738960746
Tropical,ssp370,2046,1.04617938931295,1.24701145628466
Tropical,ssp370,2047,1.39283969465646,1.27744808129955
Tropical,ssp370,2048,1.10049618320608,1.30980429205165
Tropical,ssp370,2049,0.791099236641173,1.34477474825835
Tropical,ssp370,2050,1.48432061068701,1.38177240467647
Tropical,ssp370,2051,1.69161450381677,1.42021021606284
Tropical,ssp370,2052,2.02293129770987,1.45950113717427
Tropical,ssp370,2053,1.83204961832058,1.49905812276759
Tropical,ssp370,2054,1.39860305343507,1.53829412759962
Tropical,ssp370,2055,1.47032442748088,1.57662210642718
Tropical,ssp370,2056,1.42457251908394,1.61345501400709
Tropical,ssp370,2057,1.77996564885495,1.64820580509618
Tropical,ssp370,2058,2.05237404580151,1.68160592797376
Tropical,ssp370,2059,1.68631297709919,1.71476706574855
Tropical,ssp370,2060,1.37271755725186,1.74767252542146
Tropical,ssp370,2061,1.69999236641218,1.78030561399339
Tropical,ssp370,2062,1.95541984732824,1.81264963846526
Tropical,ssp370,2063,2.32964503816794,1.84468790583798
Tropical,ssp370,2064,1.6756526717557,1.87640372311246
Tropical,ssp370,2065,1.2205305343511,1.9077803972896
Tropical,ssp370,2066,1.79107633587785,1.93880123537031
Tropical,ssp370,2067,2.42460687022901,1.96944954435551
Tropical,ssp370,2068,2.56017557251909,1.99970863124611
Tropical,ssp370,2069,2.23345801526716,2.02842687062726
Tropical,ssp370,2070,1.79981679389311,2.05493018810466
Tropical,ssp370,2071,1.71960305343509,2.07991821721002
Tropical,ssp370,2072,2.4105496183206,2.10409059147508
Tropical,ssp370,2073,2.12706870229005,2.12814694443154
Tropical,ssp370,2074,2.25812595419848,2.15278690961111
Tropical,ssp370,2075,2.27972519083966,2.17871012054552
Tropical,ssp370,2076,2.2755419847328,2.20661621076649
Tropical,ssp370,2077,2.03391221374045,2.23720481380572
Tropical,ssp370,2078,2.41304580152672,2.27117556319494
Tropical,ssp370,2079,2.33569847328243,2.30922809246586
Tropical,ssp370,2080,2.1216564885496,2.34986375598712
Tropical,ssp370,2081,2.05987022900763,2.39119710490531
Tropical,ssp370,2082,2.07052290076331,2.43334756791909
Tropical,ssp370,2083,2.80430152671755,2.47643457372708
Tropical,ssp370,2084,2.33246564885496,2.52057755102794
Tropical,ssp370,2085,2.28395038167935,2.56589592852031
Tropical,ssp370,2086,2.38883206106868,2.61250913490283
Tropical,ssp370,2087,2.01047328244272,2.66053659887416
Tropical,ssp370,2088,2.57618702290074,2.71009774913293
Tropical,ssp370,2089,2.97789694656484,2.76131201437779
Tropical,ssp370,2090,2.99550763358775,2.81429882330739
Tropical,ssp370,2091,2.83142748091603,2.86908662765147
Tropical,ssp370,2092,2.59339312977096,2.92558590420794
Tropical,ssp370,2093,2.88247328244273,2.98373911927768
Tropical,ssp370,2094,3.21729770992363,3.04348873916157
Tropical,ssp370,2095,3.62549618320611,3.10477723016049
Tropical,ssp370,2096,3.1806526717557,3.16754705857532
Tropical,ssp370,2097,2.93000381679389,3.23174069070694
Tropical,ssp370,2098,3.60720229007632,3.29730059285623
Tropical,ssp370,2099,3.37219465648855,3.36416923132407
Tropical,ssp370,2100,3.56012213740456,3.43228907241135
Tropical,ssp585,2015,0,0.330825236803129
Tropical,ssp585,2016,0.170206106870239,0.358909372651421
Tropical,ssp585,2017,0.353309160305344,0.387364397847001
Tropical,ssp585,2018,0.466744274809173,0.416168510460702
Tropical,ssp585,2019,0.833538167938912,0.445299908563361
Tropical,ssp585,2020,0.432633587786256,0.474736790225813
Tropical,ssp585,2021,0.400522900763349,0.504457353518891
Tropical,ssp585,2022,0.81237786259544,0.534439796513432
Tropical,ssp585,2023,0.55663358778628,0.56466231728027
Tropical,ssp585,2024,0.835683206106864,0.59510311389024
Tropical,ssp585,2025,0.449614503816804,0.625740384414178
Tropical,ssp585,2026,0.524729007633596,0.656553378647185
Tropical,ssp585,2027,0.562244274809189,0.687561786037474
Tropical,ssp585,2028,0.450164122137437,0.718804464135542
Tropical,ssp585,2029,0.812637404580187,0.750320270491885
Tropical,ssp585,2030,1.51463358778625,0.782148062657
Tropical,ssp585,2031,1.52629389312978,0.814326698181386
Tropical,ssp585,2032,0.622835877862599,0.846895034615537
Tropical,ssp585,2033,0.431282442748113,0.879891929509953
Tropical,ssp585,2034,0.894687022900769,0.913356240415129
Tropical,ssp585,2035,1.36127862595419,0.947326824881563
Tropical,ssp585,2036,0.980832061068725,0.981842540459752
Tropical,ssp585,2037,0.752038167938963,1.01636098550847
Tropical,ssp585,2038,1.27605725190841,1.05045298760226
Tropical,ssp585,2039,0.954740458015294,1.08432724811522
Tropical,ssp585,2040,0.686786259541975,1.11819246842148
Tropical,ssp585,2041,0.862034351145042,1.15225734989516
Tropical,ssp585,2042,1.38956106870228,1.18673059391037
Tropical,ssp585,2043,1.58309923664126,1.22182090184122
Tropical,ssp585,2044,1.12369465648857,1.25773697506185
Tropical,ssp585,2045,1.17562595419849,1.29468751494637
Tropical,ssp585,2046,1.00262595419849,1.33288122286889
Tropical,ssp585,2047,1.09211068702291,1.37252680020353
Tropical,ssp585,2048,1.61325572519087,1.414413763045
Tropical,ssp585,2049,2.36752290076339,1.45883920300067
Tropical,ssp585,2050,1.63475572519087,1.50527318471363
Tropical,ssp585,2051,1.10187022900766,1.55318577282698
Tropical,ssp585,2052,1.25902671755728,1.60204703198382
Tropical,ssp585,2053,1.43585114503816,1.65132702682724
Tropical,ssp585,2054,2.052213740458,1.70049582200035
Tropical,ssp585,2055,1.75542366412213,1.74902348214624
Tropical,ssp585,2056,1.57892748091604,1.79638007190801
Tropical,ssp585,2057,1.89248473282441,1.84203565592875
Tropical,ssp585,2058,1.96474427480916,1.88673291457941
Tropical,ssp585,2059,1.60430534351144,1.93155920391226
Tropical,ssp585,2060,1.82929007633589,1.97650160209238
Tropical,ssp585,2061,2.58930534351146,2.02154718728486
Tropical,ssp585,2062,2.38733969465648,2.06668303765479
Tropical,ssp585,2063,1.96135114503818,2.11189623136727
Tropical,ssp585,2064,2.04265267175572,2.15717384658738
Tropical,ssp585,2065,2.71663740458018,2.20250296148021
Tropical,ssp585,2066,2.37155725190843,2.24787065421086
Tropical,ssp585,2067,2.04887022900766,2.29326400294441
Tropical,ssp585,2068,1.74325190839693,2.33867008584595
Tropical,ssp585,2069,2.43932061068705,2.38365685732554
Tropical,ssp585,2070,2.93516412213739,2.42797892415128
Tropical,ssp585,2071,2.52838931297708,2.47190334302533
Tropical,ssp585,2072,2.26162213740457,2.51569717064983
Tropical,ssp585,2073,3.08485496183209,2.55962746372694
Tropical,ssp585,2074,2.43086259541985,2.60396127895882
Tropical,ssp585,2075,2.52077862595422,2.64896567304763
Tropical,ssp585,2076,2.86875572519085,2.6949077026955
Tropical,ssp585,2077,2.33272519083971,2.74205442460461
Tropical,ssp585,2078,2.24299618320612,2.7906728954771
Tropical,ssp585,2079,2.80265648854964,2.84103017201513
Tropical,ssp585,2080,2.94492748091602,2.89252943377241
Tropical,ssp585,2081,2.82192366412215,2.9444298874552
Tropical,ssp585,2082,3.12035496183205,2.99678263049448
Tropical,ssp585,2083,3.73832824427484,3.04963876032122
Tropical,ssp585,2084,2.92955343511449,3.10304937436641
Tropical,ssp585,2085,3.16197328244277,3.15706557006102
Tropical,ssp585,2086,2.81032442748091,3.21173844483603
Tropical,ssp585,2087,3.09566412213741,3.26711909612241
Tropical,ssp585,2088,3.0962786259542,3.32325862135115
Tropical,ssp585,2089,3.28528625954198,3.38020811795321
Tropical,ssp585,2090,3.57624045801526,3.43801868335959
Tropical,ssp585,2091,3.74251908396946,3.49669550331528
Tropical,ssp585,2092,3.51888167938932,3.55619490519064
Tropical,ssp585,2093,3.60023664122139,3.61649469885462
Tropical,ssp585,2094,3.44387786259546,3.6775726941762
Tropical,ssp585,2095,3.79467175572518,3.73940670102435
Tropical,ssp585,2096,3.7801297709924,3.80197452926804
Tropical,ssp585,2097,3.86234351145038,3.86525398877623
Tropical,ssp585,2098,4.66524809160308,3.92922288941789
Tropical,ssp585,2099,4.20528244274811,3.993859041062
Tropical,ssp585,2100,3.47498091603052,4.05914025357752
