zone,exp,year,avg_min_rho,loess_avg_min_rho
Subtropical,ssp126,2098,-0.00281970754716987,-0.00289682809318586
Subtropical,ssp126,2099,-0.00225082075471694,-0.00282737818472852
Subtropical,ssp126,2100,-0.00286916037735852,-0.00275540513715199
Subtropical,ssp245,2015,0,-0.00146937215737593
Subtropical,ssp245,2016,-0.000870632075471667,-0.0015709761299261
Subtropical,ssp245,2017,0.000787481132075385,-0.00167164019957224
Subtropical,ssp245,2018,-0.00206848113207547,-0.00177128056901123
Subtropical,ssp245,2019,-0.0043905283018868,-0.00186981344093997
Subtropical,ssp245,2020,-0.00226266037735856,-0.00196715501805535
Subtropical,ssp245,2021,-0.00269905660377368,-0.00206322150305425
Subtropical,ssp245,2022,-0.00372255660377374,-0.00215792909863357
Subtropical,ssp245,2023,-0.00380231132075481,-0.0022511940074902
Subtropical,ssp245,2024,-0.00247436792452826,-0.00234293243232102
Subtropical,ssp245,2025,-0.00301663207547165,-0.00243306057582294
Subtropical,ssp245,2026,-0.00199857547169824,-0.00252139480937526
Subtropical,ssp245,2027,-0.000725141509434035,-0.00260792330018837
Subtropical,ssp245,2028,-0.00275336792452841,-0.00269281994470574
Subtropical,ssp245,2029,-0.00454905660377358,-0.00277625863937083
Subtropical,ssp245,2030,-0.00247823584905671,-0.00285841328062711
Subtropical,ssp245,2031,-0.00112700943396238,-0.00293945776491806
Subtropical,ssp245,2032,-0.0034577452830189,-0.00301956598868714
Subtropical,ssp245,2033,-0.00301164150943412,-0.00309891184837782
Subtropical,ssp245,2034,-0.00393732075471709,-0.00317766924043357
Subtropical,ssp245,2035,-0.0036841698113208,-0.00325601206129786
Subtropical,ssp245,2036,-0.00251599056603768,-0.00333411420741416
Subtropical,ssp245,2037,-0.00378616037735857,-0.00340989169872712
Subtropical,ssp245,2038,-0.00468824528301903,-0.00348171643074552
Subtropical,ssp245,2039,-0.00229941509433962,-0.00355044611325898
Subtropical,ssp245,2040,-0.00462846226415103,-0.00361693845605714
Subtropical,ssp245,2041,-0.00253910377358491,-0.00368205116892961
Subtropical,ssp245,2042,-0.00421651886792462,-0.00374664196166603
Subtropical,ssp245,2043,-0.00374337735849073,-0.00381156854405602
Subtropical,ssp245,2044,-0.00272242452830196,-0.00387768862588922
Subtropical,ssp245,2045,-0.00286560377358502,-0.00394585991695525
Subtropical,ssp245,2046,-0.00496466037735854,-0.00401694012704375
Subtropical,ssp245,2047,-0.00398612264150944,-0.00409178696594433
Subtropical,ssp245,2048,-0.0045411320754718,-0.00417122089875634
Subtropical,ssp245,2049,-0.00338750943396238,-0.00425480407774264
Subtropical,ssp245,2050,-0.00420925471698119,-0.00434150674343808
Subtropical,ssp245,2051,-0.00695883962264166,-0.00443029913637756
Subtropical,ssp245,2052,-0.0045621415094339,-0.00452015149709596
Subtropical,ssp245,2053,-0.00472216037735862,-0.00461003406612816
Subtropical,ssp245,2054,-0.00577959433962261,-0.00469891708400902
Subtropical,ssp245,2055,-0.0038144056603775,-0.00478577079127345
Subtropical,ssp245,2056,-0.00269647169811327,-0.00486956542845631
Subtropical,ssp245,2057,-0.00374602830188686,-0.00494927123609249
Subtropical,ssp245,2058,-0.00550069811320753,-0.00502736165214684
Subtropical,ssp245,2059,-0.00638702830188676,-0.00510668945742784
Subtropical,ssp245,2060,-0.00491766981132091,-0.00518679390673578
Subtropical,ssp245,2061,-0.0056636792452831,-0.00526721425487095
Subtropical,ssp245,2062,-0.00428570754716984,-0.00534748975663364
Subtropical,ssp245,2063,-0.00600873584905659,-0.00542715966682414
Subtropical,ssp245,2064,-0.00526311320754713,-0.00550576324024274
Subtropical,ssp245,2065,-0.00709867924528318,-0.00558283973168973
Subtropical,ssp245,2066,-0.00715487735849063,-0.0056579283959654
Subtropical,ssp245,2067,-0.00506905660377366,-0.00573056848787005
Subtropical,ssp245,2068,-0.00442479245283023,-0.00580029926220395
Subtropical,ssp245,2069,-0.00512676415094338,-0.00587028346851638
Subtropical,ssp245,2070,-0.00674379245283019,-0.00594307868250642
Subtropical,ssp245,2071,-0.00579361320754712,-0.00601731639819916
Subtropical,ssp245,2072,-0.00490257547169826,-0.00609162810961966
Subtropical,ssp245,2073,-0.0074548018867926,-0.00616464531079302
Subtropical,ssp245,2074,-0.00584480188679248,-0.00623499949574429
Subtropical,ssp245,2075,-0.0069931320754717,-0.00630132215849856
Subtropical,ssp245,2076,-0.00714792452830193,-0.0063622447930809
Subtropical,ssp245,2077,-0.00622716981132077,-0.00641639889351639
Subtropical,ssp245,2078,-0.00555270754716997,-0.0064624159538301
Subtropical,ssp245,2079,-0.00563063207547176,-0.00649892746804711
Subtropical,ssp245,2080,-0.00567879245283032,-0.00652869320727406
Subtropical,ssp245,2081,-0.00857664150943394,-0.00655525233699483
Subtropical,ssp245,2082,-0.0065469056603773,-0.00657840544280034
Subtropical,ssp245,2083,-0.00533350943396238,-0.00659795311028153
Subtropical,ssp245,2084,-0.00626703773584914,-0.00661369592502931
Subtropical,ssp245,2085,-0.00637766981132071,-0.00662543447263462
Subtropical,ssp245,2086,-0.00793360377358487,-0.00663296933868837
Subtropical,ssp245,2087,-0.00719970754716992,-0.00663610110878148
Subtropical,ssp245,2088,-0.00803166981132075,-0.00663463036850489
Subtropical,ssp245,2089,-0.00716291509433975,-0.00662835770344952
Subtropical,ssp245,2090,-0.00668398113207558,-0.0066170836992063
Subtropical,ssp245,2091,-0.00812173584905662,-0.00660076204639129
Subtropical,ssp245,2092,-0.00577227358490573,-0.00657954406297409
Subtropical,ssp245,2093,-0.00677029245283034,-0.00655352677557588
Subtropical,ssp245,2094,-0.00574793396226414,-0.00652280721081786
Subtropical,ssp245,2095,-0.00629540566037745,-0.00648748239532122
Subtropical,ssp245,2096,-0.00795867924528304,-0.00644764935570715
Subtropical,ssp245,2097,-0.00713234905660376,-0.00640340511859683
Subtropical,ssp245,2098,-0.00436921698113202,-0.00635484671061146
Subtropical,ssp245,2099,-0.00519117924528301,-0.00630207115837223
Subtropical,ssp245,2100,-0.00636338679245285,-0.00624517548850032
Subtropical,ssp370,2015,0,-0.00178866759716951
Subtropical,ssp370,2016,-0.000959235849056439,-0.00185826062217415
Subtropical,ssp370,2017,-0.0034330849056603,-0.0019291719163723
Subtropical,ssp370,2018,-0.00421930188679243,-0.00200144510068975
Subtropical,ssp370,2019,-0.0018878773584905,-0.00207512379605229
Subtropical,ssp370,2020,-0.00297471698113205,-0.0021502516233857
Subtropical,ssp370,2021,-0.00214173584905653,-0.0022268722036158
Subtropical,ssp370,2022,-0.00266441509433957,-0.00230502915766835
Subtropical,ssp370,2023,-0.00179037735849041,-0.00238476610646917
Subtropical,ssp370,2024,-0.00113706603773589,-0.00246612667094404
Subtropical,ssp370,2025,-0.00206883962264137,-0.00254915447201876
Subtropical,ssp370,2026,-0.00247508490566029,-0.00263405469844315
Subtropical,ssp370,2027,-0.00249231132075467,-0.00272090881274153
Subtropical,ssp370,2028,-0.0034606132075472,-0.00280957484650144
Subtropical,ssp370,2029,-0.00224898113207539,-0.00289991083131038
Subtropical,ssp370,2030,-0.0036905094339621,-0.00299177479875587
Subtropical,ssp370,2031,-0.00186344339622635,-0.00308502478042544
Subtropical,ssp370,2032,-0.00467876415094337,-0.0031795188079066
Subtropical,ssp370,2033,-0.00193533962264136,-0.00327511491278688
Subtropical,ssp370,2034,-0.00502231132075459,-0.00337167112665379
Subtropical,ssp370,2035,-0.0060287358490565,-0.00346904548109485
Subtropical,ssp370,2036,-0.00265515094339608,-0.00356709600769758
Subtropical,ssp370,2037,-0.00440943396226401,-0.00366789285941562
Subtropical,ssp370,2038,-0.00191695283018856,-0.00377310032313898
Subtropical,ssp370,2039,-0.00340815094339608,-0.00388196763135975
Subtropical,ssp370,2040,-0.00401405660377341,-0.00399374401657003
Subtropical,ssp370,2041,-0.00341088679245272,-0.00410767871126193
Subtropical,ssp370,2042,-0.00276321698113202,-0.00422302094792754
Subtropical,ssp370,2043,-0.00329011320754713,-0.00433901995905895
Subtropical,ssp370,2044,-0.00459513207547158,-0.00445492497714826
Subtropical,ssp370,2045,-0.00557427358490559,-0.00456998523468758
Subtropical,ssp370,2046,-0.00465515094339608,-0.00468344996416899
Subtropical,ssp370,2047,-0.0049179056603772,-0.0047945683980846
Subtropical,ssp370,2048,-0.00230814150943393,-0.00490459943330317
Subtropical,ssp370,2049,-0.00341100000000005,-0.00501522544302001
Subtropical,ssp370,2050,-0.00553153773584891,-0.00512633087421705
Subtropical,ssp370,2051,-0.00599583018867911,-0.00523780017387618
Subtropical,ssp370,2052,-0.00829044339622631,-0.00534951778897932
Subtropical,ssp370,2053,-0.00757640566037732,-0.00546136816650839
Subtropical,ssp370,2054,-0.0041115094339621,-0.00557323575344531
Subtropical,ssp370,2055,-0.0061742075471698,-0.00568500499677197
Subtropical,ssp370,2056,-0.00620890566037735,-0.00579656034347031
Subtropical,ssp370,2057,-0.00707264150943399,-0.00590778624052223
Subtropical,ssp370,2058,-0.00706392452830174,-0.00601678291882056
Subtropical,ssp370,2059,-0.00651850943396215,-0.00612223074877617
Subtropical,ssp370,2060,-0.00420330188679241,-0.00622488438664808
Subtropical,ssp370,2061,-0.00580961320754714,-0.00632549848869528
Subtropical,ssp370,2062,-0.00792801886792449,-0.0064248277111768
Subtropical,ssp370,2063,-0.00715877358490569,-0.00652362671035163
Subtropical,ssp370,2064,-0.00574600943396209,-0.00662265014247878
Subtropical,ssp370,2065,-0.0047965754716981,-0.00672265266381725
Subtropical,ssp370,2066,-0.0042655471698112,-0.00682438893062605
Subtropical,ssp370,2067,-0.00709178301886793,-0.0069286135991642
Subtropical,ssp370,2068,-0.00837113207547158,-0.00703608132569069
Subtropical,ssp370,2069,-0.00833721698113199,-0.00714452791277427
Subtropical,ssp370,2070,-0.00781370754716981,-0.00725174031703075
Subtropical,ssp370,2071,-0.00535602830188675,-0.00735854992578973
Subtropical,ssp370,2072,-0.00745486792452832,-0.00746578812638083
Subtropical,ssp370,2073,-0.00716519811320748,-0.00757428630613363
Subtropical,ssp370,2074,-0.008588462264151,-0.00768487585237775
Subtropical,ssp370,2075,-0.00739839622641503,-0.00779838815244278
Subtropical,ssp370,2076,-0.00809301886792446,-0.00791565459365832
Subtropical,ssp370,2077,-0.00915446226415084,-0.00803750656335398
Subtropical,ssp370,2078,-0.00811360377358494,-0.00816477544885936
Subtropical,ssp370,2079,-0.00944619811320746,-0.00829829263750407
Subtropical,ssp370,2080,-0.00834080188679232,-0.00843643292522235
Subtropical,ssp370,2081,-0.00747932075471702,-0.00857703095592704
Subtropical,ssp370,2082,-0.0069951132075472,-0.00872010788891559
Subtropical,ssp370,2083,-0.00969881132075456,-0.00886568488348545
Subtropical,ssp370,2084,-0.00913878301886784,-0.00901378309893409
Subtropical,ssp370,2085,-0.0097067641509434,-0.00916442369455894
Subtropical,ssp370,2086,-0.0100778867924527,-0.00931762782965748
Subtropical,ssp370,2087,-0.00886150943396213,-0.00947341666352715
Subtropical,ssp370,2088,-0.00933766981132078,-0.00963181135546542
Subtropical,ssp370,2089,-0.00948688679245269,-0.00979283306476972
Subtropical,ssp370,2090,-0.00965674528301874,-0.00995650295073753
Subtropical,ssp370,2091,-0.00893015094339611,-0.0101228127147859
Subtropical,ssp370,2092,-0.00844328301886788,-0.0102917400951403
Subtropical,ssp370,2093,-0.010605075471698,-0.0104632853063112
Subtropical,ssp370,2094,-0.0118832641509434,-0.010637448562809
Subtropical,ssp370,2095,-0.0124176320754716,-0.010814230079144
Subtropical,ssp370,2096,-0.0134306698113207,-0.0109936300698265
Subtropical,ssp370,2097,-0.0108214056603773,-0.011175648749367
Subtropical,ssp370,2098,-0.0115906981132075,-0.0113602863322758
Subtropical,ssp370,2099,-0.0112274905660377,-0.0115475430330632
Subtropical,ssp370,2100,-0.010141575471698,-0.0117374190662396
Subtropical,ssp585,2015,0,-0.00180263386956205
Subtropical,ssp585,2016,-0.000818056603773432,-0.00185977607326703
Subtropical,ssp585,2017,-0.00245166037735833,-0.00191910631204174
Subtropical,ssp585,2018,-0.000808745283018775,-0.0019804390792906
Subtropical,ssp585,2019,-0.0032732641509432,-0.00204358886841801
Subtropical,ssp585,2020,-0.00073595283018868,-0.00210837017282837
Subtropical,ssp585,2021,-0.00128758490566039,-0.0021745974859261
Subtropical,ssp585,2022,-0.00640147169811312,-0.0022420853011156
Subtropical,ssp585,2023,-0.00342705660377352,-0.00231064811180127
Subtropical,ssp585,2024,-0.00362132075471688,-0.00238010041138753
Subtropical,ssp585,2025,-0.00270152830188675,-0.00245025669327877
Subtropical,ssp585,2026,-0.00306812264150924,-0.00252074355538938
Subtropical,ssp585,2027,-0.00059951886792442,-0.00259157579912378
Subtropical,ssp585,2028,-0.00275424528301871,-0.00266315022312147
Subtropical,ssp585,2029,-0.00279810377358491,-0.00273586362602194
Subtropical,ssp585,2030,-0.00386795283018859,-0.00281011280646468
Subtropical,ssp585,2031,-0.00263088679245271,-0.00288629456308919
Subtropical,ssp585,2032,-0.00340271698113193,-0.00296480569453496
Subtropical,ssp585,2033,-0.00208424528301876,-0.00304604299944148
Subtropical,ssp585,2034,-0.00259487735849051,-0.00313040327644825
Subtropical,ssp585,2035,-0.00449015094339611,-0.00321828332419475
Subtropical,ssp585,2036,-0.00507353773584907,-0.00331007994132049
Subtropical,ssp585,2037,-0.00212512264150933,-0.00340134841965648
Subtropical,ssp585,2038,-0.00364668867924522,-0.00348849928842665
Subtropical,ssp585,2039,-0.00427077358490546,-0.00357321220235984
Subtropical,ssp585,2040,-0.00333949999999983,-0.00365716681618489
Subtropical,ssp585,2041,-0.00286480188679228,-0.00374204278463065
Subtropical,ssp585,2042,-0.00399503773584886,-0.00382951976242594
Subtropical,ssp585,2043,-0.00459716981132075,-0.00392127740429962
Subtropical,ssp585,2044,-0.00489459433962258,-0.00401899536498052
Subtropical,ssp585,2045,-0.00496780188679247,-0.00412435329919749
Subtropical,ssp585,2046,-0.00301440566037736,-0.00423903086167936
Subtropical,ssp585,2047,-0.00357938679245273,-0.00436470770715497
Subtropical,ssp585,2048,-0.00476375471698098,-0.00450458260895425
Subtropical,ssp585,2049,-0.00653291509433962,-0.00465885470503947
Subtropical,ssp585,2050,-0.00409991509433949,-0.004824704197088
Subtropical,ssp585,2051,-0.00455774528301878,-0.0049993112867772
Subtropical,ssp585,2052,-0.00243354716981115,-0.00517985617578445
Subtropical,ssp585,2053,-0.00483163207547155,-0.0053635190657871
Subtropical,ssp585,2054,-0.00509933018867925,-0.00554748015846253
Subtropical,ssp585,2055,-0.00573173584905651,-0.0057289196554881
Subtropical,ssp585,2056,-0.00469329245283001,-0.00590501775854118
Subtropical,ssp585,2057,-0.00697622641509432,-0.00607295466929914
Subtropical,ssp585,2058,-0.00585196226415086,-0.00623992686244041
Subtropical,ssp585,2059,-0.00588503773584903,-0.0064141346358442
Subtropical,ssp585,2060,-0.00693497169811308,-0.00659426392598906
Subtropical,ssp585,2061,-0.00823272641509432,-0.00677900066935354
Subtropical,ssp585,2062,-0.00789618867924524,-0.00696703080241619
Subtropical,ssp585,2063,-0.00644277358490553,-0.00715704026165555
Subtropical,ssp585,2064,-0.0089761509433961,-0.00734771498355018
Subtropical,ssp585,2065,-0.00986224528301882,-0.00753774090457861
Subtropical,ssp585,2066,-0.00774316037735834,-0.00772580396121939
Subtropical,ssp585,2067,-0.00768377358490557,-0.00791059008995108
Subtropical,ssp585,2068,-0.00897438679245277,-0.00809078522725222
Subtropical,ssp585,2069,-0.00723964150943379,-0.00826800502775753
Subtropical,ssp585,2070,-0.00886951886792442,-0.00844481404041734
Subtropical,ssp585,2071,-0.00902515094339607,-0.00862132154318355
Subtropical,ssp585,2072,-0.0088265660377358,-0.00879763681400808
Subtropical,ssp585,2073,-0.00773878301886777,-0.00897386913084285
Subtropical,ssp585,2074,-0.00812218867924508,-0.00915012777163976
Subtropical,ssp585,2075,-0.00940421698113192,-0.00932652201435074
Subtropical,ssp585,2076,-0.00885295283018861,-0.0095031611369277
Subtropical,ssp585,2077,-0.00867189622641496,-0.00968015441732255
Subtropical,ssp585,2078,-0.00898710377358492,-0.00985761113348721
Subtropical,ssp585,2079,-0.00930685849056601,-0.0100356405633736
Subtropical,ssp585,2080,-0.0122567264150943,-0.0102136337614041
Subtropical,ssp585,2081,-0.0108448113207547,-0.0103910157643072
Subtropical,ssp585,2082,-0.0102600566037736,-0.0105679468234943
Subtropical,ssp585,2083,-0.010651075471698,-0.0107445871903766
Subtropical,ssp585,2084,-0.00990111320754705,-0.0109210971163653
Subtropical,ssp585,2085,-0.00997942452830181,-0.0110976368528718
Subtropical,ssp585,2086,-0.01174179245283,-0.0112743666513072
Subtropical,ssp585,2087,-0.0128496037735848,-0.0114514467630828
Subtropical,ssp585,2088,-0.0107377075471697,-0.0116290374396099
Subtropical,ssp585,2089,-0.0105923301886792,-0.0118072989322998
Subtropical,ssp585,2090,-0.0126387641509433,-0.0119863914925636
Subtropical,ssp585,2091,-0.0124745943396225,-0.0121663214765567
Subtropical,ssp585,2092,-0.0135063207547168,-0.0123469404191053
Subtropical,ssp585,2093,-0.0140768773584905,-0.0125281763396277
Subtropical,ssp585,2094,-0.0130018113207546,-0.012709957257542
Subtropical,ssp585,2095,-0.013339471698113,-0.0128922111922665
Subtropical,ssp585,2096,-0.0116317452830188,-0.0130748661632191
Subtropical,ssp585,2097,-0.0124393773584905,-0.0132578501898182
Subtropical,ssp585,2098,-0.0133748490566037,-0.0134410912914819
Subtropical,ssp585,2099,-0.0146568867924528,-0.0136245174876284
Subtropical,ssp585,2100,-0.0130360188679244,-0.0138080567976758
Temperate,ssp126,2015,0,-0.00165520809495923
Temperate,ssp126,2016,-0.00442748140900195,-0.00176395936365946
Temperate,ssp126,2017,-0.00291012524461842,-0.00187023153364577
Temperate,ssp126,2018,-0.000522772994129284,-0.00197407584705779
Temperate,ssp126,2019,-0.00302628375733849,-0.0020755435460352
Temperate,ssp126,2020,-0.00165887671232889,-0.00217468587271763
Temperate,ssp126,2021,-0.00123867906066533,-0.00227155406924475
Temperate,ssp126,2022,-0.00264126418786703,-0.0023661993777562
Temperate,ssp126,2023,-0.00241358512720158,-0.00245867304039163
Temperate,ssp126,2024,-0.00144218590998046,-0.00254902629929071
Temperate,ssp126,2025,-0.00343261448140897,-0.00263731039659308
Temperate,ssp126,2026,-0.00296684735812125,-0.00272349485852482
Temperate,ssp126,2027,-0.00427513111545985,-0.00280746381014855
Temperate,ssp126,2028,-0.00417288845401176,-0.00288914039185878
Temperate,ssp126,2029,-0.0029436888454013,-0.00296844774405
Temperate,ssp126,2030,-0.00156268884540123,-0.00304530900711671
Temperate,ssp126,2031,-0.00174370450097849,-0.00311964732145339
Temperate,ssp126,2032,-0.00321729354207445,-0.00319138582745456
Temperate,ssp126,2033,-0.00099615459882596,-0.0032604476655147
Temperate,ssp126,2034,-0.000802301369863034,-0.0033267559760283
Temperate,ssp126,2035,-0.00394358121330729,-0.00339023389938987
Temperate,ssp126,2036,-0.00418795890410961,-0.0034508045759939
Temperate,ssp126,2037,-0.00141980039138945,-0.00351032040718775
Temperate,ssp126,2038,-0.00670878864970659,-0.003570226661441
Temperate,ssp126,2039,-0.00458146183953034,-0.00362983577983144
Temperate,ssp126,2040,-0.00438369471624278,-0.0036884602034369
Temperate,ssp126,2041,-0.0003490958904111,-0.00374541237333516
Temperate,ssp126,2042,-0.0061521937377691,-0.00380000473060404
Temperate,ssp126,2043,-0.00543045009784748,-0.00385154971632135
Temperate,ssp126,2044,-0.00359584540117419,-0.00389935977156489
Temperate,ssp126,2045,-0.00676010176125241,-0.00394274733741246
Temperate,ssp126,2046,-0.00391963209393342,-0.00398102485494189
Temperate,ssp126,2047,-0.00339928962818004,-0.00401350476523096
Temperate,ssp126,2048,-0.00313148727984358,-0.00403867449044494
Temperate,ssp126,2049,-0.00322075538160482,-0.00405613635474565
Temperate,ssp126,2050,-0.00525116829745609,-0.00406687515220579
Temperate,ssp126,2051,-0.00488779256360084,-0.00407187567689802
Temperate,ssp126,2052,-0.00270677299412925,-0.00407212272289502
Temperate,ssp126,2053,-0.00366657142857152,-0.00406860108426947
Temperate,ssp126,2054,-0.0047328180039139,-0.00406229555509405
Temperate,ssp126,2055,-0.00314315459882586,-0.00405419092944144
Temperate,ssp126,2056,-0.00120868493150694,-0.00404527200138432
Temperate,ssp126,2057,-0.00380682191780823,-0.00403652356499536
Temperate,ssp126,2058,-0.00549126418786705,-0.00402164308564184
Temperate,ssp126,2059,-0.00288866144814093,-0.00399541489360944
Temperate,ssp126,2060,-0.00553838356164382,-0.00396045408034847
Temperate,ssp126,2061,-0.00390780039138949,-0.00391937573730923
Temperate,ssp126,2062,-0.0051521643835617,-0.00387479495594201
Temperate,ssp126,2063,-0.0026016262230919,-0.00382932682769713
Temperate,ssp126,2064,-0.00544778864970641,-0.00378558644402487
Temperate,ssp126,2065,-0.00394748336594919,-0.00374618889637555
Temperate,ssp126,2066,-0.002124324853229,-0.00371374927619946
Temperate,ssp126,2067,-0.00674053424657539,-0.00369088267494691
Temperate,ssp126,2068,-0.00516690019569466,-0.00368020418406819
Temperate,ssp126,2069,-0.0032638551859101,-0.0036787347036416
Temperate,ssp126,2070,-0.00143195890410963,-0.0036812576145214
Temperate,ssp126,2071,-0.00292841291585133,-0.00368703172932184
Temperate,ssp126,2072,-0.00281659491193742,-0.00369531586065717
Temperate,ssp126,2073,-0.0048571174168297,-0.00370536882114164
Temperate,ssp126,2074,-0.00278006066536207,-0.00371644942338949
Temperate,ssp126,2075,-0.00166492563600795,-0.00372781648001499
Temperate,ssp126,2076,-0.00285238356164386,-0.00373872880363236
Temperate,ssp126,2077,-0.00313711741682976,-0.00374844520685588
Temperate,ssp126,2078,-0.00379964383561648,-0.00375622450229977
Temperate,ssp126,2079,-0.00385870450097858,-0.0037613255025783
Temperate,ssp126,2080,-0.00402673385518604,-0.00376515105315049
Temperate,ssp126,2081,-0.00438189432485325,-0.00376959343923528
Temperate,ssp126,2082,-0.00628960469667317,-0.00377464563308675
Temperate,ssp126,2083,-0.00150533268101771,-0.00378030060695903
Temperate,ssp126,2084,-0.0061440900195695,-0.00378655133310621
Temperate,ssp126,2085,-0.00134029158512727,-0.00379339078378239
Temperate,ssp126,2086,-0.00571304500978487,-0.00380081193124169
Temperate,ssp126,2087,-0.00612960273972596,-0.0038088077477382
Temperate,ssp126,2088,-0.00407988258317027,-0.00381737120552603
Temperate,ssp126,2089,-0.00359639726027394,-0.00382649527685927
Temperate,ssp126,2090,-0.00505994129158505,-0.00383617293399204
Temperate,ssp126,2091,-0.00159349315068491,-0.00384627589165719
Temperate,ssp126,2092,-0.00221401761252449,-0.00385669406106031
Temperate,ssp126,2093,-0.00457559491193749,-0.00386744770916465
Temperate,ssp126,2094,-0.00553382191780827,-0.00387855710293345
Temperate,ssp126,2095,-0.00528600782778876,-0.00389004250932997
Temperate,ssp126,2096,-0.00335335029354211,-0.00390192419531744
Temperate,ssp126,2097,-0.00212240900195693,-0.0039142224278591
Temperate,ssp126,2098,-0.0027733933463796,-0.00392695747391821
Temperate,ssp126,2099,-0.00374485127201574,-0.00394014960045801
Temperate,ssp126,2100,-0.00484995890410955,-0.00395381907444173
Temperate,ssp245,2015,0,-0.000847047998409966
Temperate,ssp245,2016,-0.00137260665362038,-0.000933705228870986
Temperate,ssp245,2017,-0.000160690802348373,-0.00102046742058844
Temperate,ssp245,2018,-0.00197166144814087,-0.00110730347961781
Temperate,ssp245,2019,-0.00248748336594917,-0.00119418231201457
Temperate,ssp245,2020,-0.00147580234833655,-0.00128107282383421
Temperate,ssp245,2021,-0.00105912720156565,-0.0013679439211322
Temperate,ssp245,2022,-0.00255367710371823,-0.00145476450996403
Temperate,ssp245,2023,-0.00245134442270056,-0.00154150349638517
Temperate,ssp245,2024,0.000190495107631916,-0.0016281297864511
Temperate,ssp245,2025,-0.000175152641878729,-0.00171461228621731
Temperate,ssp245,2026,-0.00193990802348343,-0.00180078692299341
Temperate,ssp245,2027,-0.000709420743639999,-0.00188656955807334
Temperate,ssp245,2028,-0.00467972994129173,-0.00197204899848906
Temperate,ssp245,2029,-0.00172693737769092,-0.00205731405127255
Temperate,ssp245,2030,0.00035971428571413,-0.00214245352345577
Temperate,ssp245,2031,-0.00196595890410967,-0.00222755622207067
Temperate,ssp245,2032,-0.00216067123287678,-0.00231271095414923
Temperate,ssp245,2033,-0.00447814285714299,-0.00239800652672341
Temperate,ssp245,2034,-0.00137995890410969,-0.00248353174682517
Temperate,ssp245,2035,-0.00469065557729942,-0.00256937542148648
Temperate,ssp245,2036,-0.000882379647749509,-0.0026556263577393
Temperate,ssp245,2037,-0.00274739530332679,-0.00274213202644356
Temperate,ssp245,2038,-0.00408385127201583,-0.00282870998420556
Temperate,ssp245,2039,-0.00182234833659489,-0.00291540416667682
Temperate,ssp245,2040,-0.00411186497064597,-0.00300225850950885
Temperate,ssp245,2041,-0.00134156555773002,-0.00308931694835315
Temperate,ssp245,2042,-0.003810843444227,-0.00317662341886126
Temperate,ssp245,2043,-0.00330128375733851,-0.00326422185668468
Temperate,ssp245,2044,-0.00535591585127215,-0.00335215619747492
Temperate,ssp245,2045,-0.003649084148728,-0.00344047037688351
Temperate,ssp245,2046,-0.00597406849315085,-0.00352920833056195
Temperate,ssp245,2047,-0.00222555381604694,-0.00361841399416176
Temperate,ssp245,2048,-0.00290639334637977,-0.00370920770560313
Temperate,ssp245,2049,-0.00305849510763223,-0.00380220121437445
Temperate,ssp245,2050,-0.00345542074363991,-0.0038966755734795
Temperate,ssp245,2051,-0.00205250293542081,-0.00399191183592208
Temperate,ssp245,2052,-0.00430643639921735,-0.00408719105470598
Temperate,ssp245,2053,-0.00511347162426623,-0.00418179428283499
Temperate,ssp245,2054,-0.00380289041095905,-0.00427500257331291
Temperate,ssp245,2055,-0.00540675733855189,-0.00436609697914353
Temperate,ssp245,2056,-0.00375954598825845,-0.00445435855333063
Temperate,ssp245,2057,-0.00682891389432494,-0.00453906834887802
Temperate,ssp245,2058,-0.00331747945205496,-0.00462305793523085
Temperate,ssp245,2059,-0.00289414481409001,-0.00470914029156687
Temperate,ssp245,2060,-0.00481160078277898,-0.00479656858548876
Temperate,ssp245,2061,-0.00438315655577304,-0.0048845959845992
Temperate,ssp245,2062,-0.006511542074364,-0.00497247565650088
Temperate,ssp245,2063,-0.00235564383561648,-0.00505946076879647
Temperate,ssp245,2064,-0.00596486105675154,-0.00514480448908866
Temperate,ssp245,2065,-0.00394651076320951,-0.00522775998498013
Temperate,ssp245,2066,-0.00767566144814103,-0.00530758042407356
Temperate,ssp245,2067,-0.00478875342465757,-0.00538351897397163
Temperate,ssp245,2068,-0.00788144618395315,-0.00545482880227701
Temperate,ssp245,2069,-0.00539468884540129,-0.00552203646449564
Temperate,ssp245,2070,-0.00693319178082197,-0.00558637623867076
Temperate,ssp245,2071,-0.0064870606653622,-0.00564816287621103
Temperate,ssp245,2072,-0.00638797847358119,-0.00570771112852513
Temperate,ssp245,2073,-0.00482780234833657,-0.00576533574702172
Temperate,ssp245,2074,-0.00458178669275933,-0.00582135148310948
Temperate,ssp245,2075,-0.00610891780821921,-0.00587607308819708
Temperate,ssp245,2076,-0.00501262426614479,-0.00592981531369318
Temperate,ssp245,2077,-0.00473497455968697,-0.00598289291100647
Temperate,ssp245,2078,-0.00781948923679066,-0.0060356206315456
Temperate,ssp245,2079,-0.00454716046966741,-0.00608831322671925
Temperate,ssp245,2080,-0.00510645205479454,-0.00614014273717614
Temperate,ssp245,2081,-0.00718160469667328,-0.00619014771248141
Temperate,ssp245,2082,-0.00702933463796485,-0.00623844266741838
Temperate,ssp245,2083,-0.00551138551859109,-0.00628514211677034
Temperate,ssp245,2084,-0.00630667318982403,-0.0063303605753206
