zone,exp,year,avg_min_rho,loess_avg_min_rho
Subtropical,ssp126,2039,-0.00355898113207553,-0.00329500226346977
Subtropical,ssp126,2040,-0.00385752830188668,-0.00332583830814603
Subtropical,ssp126,2041,-0.00318477358490554,-0.00335434578598503
Subtropical,ssp126,2042,-0.00456624528301886,-0.00338065359713482
Subtropical,ssp126,2043,-0.00373945283018862,-0.00340489064174347
Subtropical,ssp126,2044,-0.00380621698113215,-0.00342718581995904
Subtropical,ssp126,2045,-0.00410731132075459,-0.00344766803192959
Subtropical,ssp126,2046,-0.00473050943396225,-0.00346646617780318
Subtropical,ssp126,2047,-0.00375942452830191,-0.00348370915772787
Subtropical,ssp126,2048,-0.00372461320754725,-0.0034957160207113
Subtropical,ssp126,2049,-0.00263389622641497,-0.00349990821774992
Subtropical,ssp126,2050,-0.00355714150943398,-0.00349806825197494
Subtropical,ssp126,2051,-0.0027709905660378,-0.00349197862651761
Subtropical,ssp126,2052,-0.00501343396226406,-0.00348342184450917
Subtropical,ssp126,2053,-0.00210684905660385,-0.00347418040908083
Subtropical,ssp126,2054,-0.00359585849056598,-0.00346603682336384
Subtropical,ssp126,2055,-0.00507815094339614,-0.00346077359048944
Subtropical,ssp126,2056,-0.00518147169811312,-0.00346017321358885
Subtropical,ssp126,2057,-0.00214552830188675,-0.0034660181957933
Subtropical,ssp126,2058,-0.00154933962264159,-0.00347582891420063
Subtropical,ssp126,2059,-0.00266836792452829,-0.00348584991754975
Subtropical,ssp126,2060,-0.00380820754716971,-0.00349594996643354
Subtropical,ssp126,2061,-0.00342599056603765,-0.00350599782144486
Subtropical,ssp126,2062,-0.00145942452830194,-0.00351586224317659
Subtropical,ssp126,2063,-0.00334863207547165,-0.0035254119922216
Subtropical,ssp126,2064,-0.00320358490566042,-0.00353451582917276
Subtropical,ssp126,2065,-0.00370139622641497,-0.00354304251462293
Subtropical,ssp126,2066,-0.0029582452830188,-0.00355086080916501
Subtropical,ssp126,2067,-0.00340283018867926,-0.00355783947339185
Subtropical,ssp126,2068,-0.00456938679245278,-0.00356384726789632
Subtropical,ssp126,2069,-0.00301996226415091,-0.00357124498764083
Subtropical,ssp126,2070,-0.00406759433962267,-0.00358175037796562
Subtropical,ssp126,2071,-0.00375605660377354,-0.00359426762503036
Subtropical,ssp126,2072,-0.00399722641509426,-0.00360770091499473
Subtropical,ssp126,2073,-0.00479505660377355,-0.0036209544340184
Subtropical,ssp126,2074,-0.0029801981132076,-0.00363293236826103
Subtropical,ssp126,2075,-0.00460775471698116,-0.0036425389038823
Subtropical,ssp126,2076,-0.00461559433962266,-0.00364867822704187
Subtropical,ssp126,2077,-0.00511698113207548,-0.00365025452389943
Subtropical,ssp126,2078,-0.00316331132075476,-0.00364617198061463
Subtropical,ssp126,2079,-0.00439179245283028,-0.00363533478334715
Subtropical,ssp126,2080,-0.00219294339622644,-0.00362018037638817
Subtropical,ssp126,2081,-0.00357618867924536,-0.00360368674754072
Subtropical,ssp126,2082,-0.00376917924528297,-0.00358556889823227
Subtropical,ssp126,2083,-0.00234943396226406,-0.00356554182989027
Subtropical,ssp126,2084,-0.00498586792452826,-0.00354332054394218
Subtropical,ssp126,2085,-0.00378448113207552,-0.00351862004181547
Subtropical,ssp126,2086,-0.00266677358490552,-0.00349115532493758
Subtropical,ssp126,2087,-0.00374649056603782,-0.00346064139473598
Subtropical,ssp126,2088,-0.00255675471698114,-0.00342679325263813
Subtropical,ssp126,2089,-0.00455051886792446,-0.00338932590007148
Subtropical,ssp126,2090,-0.00287800943396221,-0.00334795433846349
Subtropical,ssp126,2091,-0.00335411320754719,-0.0033027815471867
Subtropical,ssp126,2092,-0.00184327358490566,-0.00325417628251806
Subtropical,ssp126,2093,-0.00184497169811326,-0.00320225221124165
Subtropical,ssp126,2094,-0.00485719811320751,-0.00314712300014154
Subtropical,ssp126,2095,-0.00637197169811321,-0.00308890231600183
Subtropical,ssp126,2096,-0.00306124528301877,-0.00302770382560659
Subtropical,ssp126,2097,-0.00110287735849046,-0.00296364119573991
