zone,exp,year,avg_tas,avg_rho,avg_hdw,loess_avg_tas,loess_avg_rho,loess_avg_hdw
Frigid,ssp126,2050,2.16999609879679,-0.0092158059085119,0.475697457917316,2.02882683372626,-0.00977388679715299,0.237910844672847
Frigid,ssp126,2051,2.31896681509033,-0.0113429707149171,0.399082795315648,2.1017956824831,-0.0101461435119229,0.237381755511057
Frigid,ssp126,2052,1.20309934057917,-0.00668666081393554,0.0777359748897211,2.17786471141614,-0.0105313681813599,0.236613338813837
Frigid,ssp126,2053,2.94125845319036,-0.0183284168724378,0.273302210128048,2.25365170270896,-0.010913096372321,0.235640088393912
Frigid,ssp126,2054,3.05878484985027,-0.0176829301681471,0.298410456090423,2.32577443854516,-0.0112748636516629,0.234496498064011
Frigid,ssp126,2055,1.06251469884262,-0.00399212632514523,0.159703361222119,2.39085070110833,-0.0116002055862426,0.233217061636862
Frigid,ssp126,2056,-0.0327198037479661,0.000501284903409616,0.0711355848586823,2.44549827258207,-0.0118726577429168,0.23183627292519
Frigid,ssp126,2057,3.70334209204782,-0.0181902872315058,0.185755070873094,2.48633493514997,-0.0120757556885424,0.230388625741725
Frigid,ssp126,2058,4.40634430060078,-0.0218794598096905,0.423426230087333,2.51695944449275,-0.0122237498393995,0.228231849567619
Frigid,ssp126,2059,2.09933421955782,-0.00846331527209143,0.228269652342636,2.54362603495531,-0.0123448720873818,0.224895385652796
Frigid,ssp126,2060,3.55572021582827,-0.0204663424580887,0.304256472174124,2.56693570671755,-0.0124436302127661,0.220671295463143
Frigid,ssp126,2061,2.60530193196013,-0.0129288955444393,0.323877257473032,2.58748945995934,-0.0125245319958294,0.215851640464544
Frigid,ssp126,2062,2.87411927443088,-0.0164242844001121,0.105933039111791,2.60588829486057,-0.0125920852168486,0.210728482122886
Frigid,ssp126,2063,3.26002983639745,-0.0139031584890787,0.115706993700897,2.62273321160112,-0.0126507976561005,0.205593881904054
Frigid,ssp126,2064,2.68102630359317,-0.0130471058023192,0.13749901733222,2.63862521036088,-0.012705177093862,0.200739901273932
Frigid,ssp126,2065,5.23450384190068,-0.0213798550244113,0.3426852879069,2.65416529131973,-0.0127597313104102,0.196458601698408
Frigid,ssp126,2066,3.04047766304427,-0.0147939310440512,0.0842610362783232,2.66995445465756,-0.0128189680860218,0.193042044643366
Frigid,ssp126,2067,2.16025464748111,-0.0124049364237804,0.373359552857607,2.68659370055423,-0.0128873952009738,0.190782291574692
Frigid,ssp126,2068,2.10615020099976,-0.0101580684664884,0.321243029173505,2.70468402918965,-0.012969520435543,0.189971403958271
Frigid,ssp126,2069,2.09338587327608,-0.00928337589755945,0.18816724384434,2.72323622755906,-0.0130571885281919,0.190433123882026
Frigid,ssp126,2070,1.64317239132077,-0.00283215935336911,0.110432074645512,2.74077588020609,-0.0131390638881443,0.191690447411641
Frigid,ssp126,2071,2.06134043051202,-0.00781246170026484,-0.0273714754255328,2.7571761836332,-0.0132148838018193,0.193584316979646
Frigid,ssp126,2072,2.95597456441641,-0.0162700945273535,0.0449263082596638,2.77231033434283,-0.0132843855556363,0.19595567501857
Frigid,ssp126,2073,4.44749377966991,-0.0225488023749003,-0.0009736293338376,2.78605152883744,-0.0133473064360145,0.198645463960942
Frigid,ssp126,2074,3.06598375840792,-0.0168305739906602,0.288572403228896,2.79827296361948,-0.013403383729373,0.201494626239292
Frigid,ssp126,2075,3.1193071905987,-0.0148279117336878,0.285397686487226,2.8088478351914,-0.0134523547221313,0.204344104286149
Frigid,ssp126,2076,1.98051202611936,-0.00854231459075838,0.200226541335388,2.81764934005565,-0.0134939567007084,0.207034840534042
Frigid,ssp126,2077,2.38322966508099,-0.0117824066525503,0.24957998727009,2.82455067471468,-0.0135279269515236,0.2094077774155
Frigid,ssp126,2078,2.61940404210435,-0.0149621841376009,0.261055451859035,2.82942503567095,-0.0135540027609961,0.211303857363052
Frigid,ssp126,2079,1.27578999164416,-0.00322463879267332,0.0237521900081363,2.83214561942691,-0.0135719214155452,0.212564022809229
Frigid,ssp126,2080,0.572343592976836,-0.00168343984733066,0.38674057415336,2.8325807720881,-0.013580431610657,0.213511990172467
Frigid,ssp126,2081,2.71513043675765,-0.0110515224957353,-0.00111053523078075,2.83082527472069,-0.0135792154465176,0.21456632857999
Frigid,ssp126,2082,1.73070446613144,-0.00995332663427173,0.10515047487283,2.82709197626799,-0.0135694103165968,0.215710259527502
Frigid,ssp126,2083,0.780561002160596,-0.00358629699676505,0.0789881560322154,2.82159372567335,-0.013552153614364,0.216927004510709
Frigid,ssp126,2084,4.82917299546267,-0.024170433045517,0.60704674152427,2.81454337188008,-0.0135285827332888,0.218199785025317
Frigid,ssp126,2085,3.2593616895586,-0.0146193660635705,0.468549189837997,2.80615376383153,-0.013499835066841,0.219511822567033
Frigid,ssp126,2086,3.67401789231906,-0.0182153018720397,0.203673420338471,2.79663775047103,-0.0134670480084899,0.22084633863156
Frigid,ssp126,2087,2.97978442385835,-0.0155251166125734,0.274948214253871,2.7862081807419,-0.0134313589517052,0.222186554714606
Frigid,ssp126,2088,4.97489011081279,-0.0290792962359361,0.32667062916626,2.77507790358748,-0.0133939052899565,0.223515692311876
Frigid,ssp126,2089,4.62461808006486,-0.0219032113624813,0.405215683616324,2.76345976795109,-0.0133558244167134,0.224816972919075
Frigid,ssp126,2090,2.88396113589448,-0.0136870884265852,0.102506653612643,2.75156662277608,-0.0133182537254454,0.22607361803191
Frigid,ssp126,2091,3.05394642893015,-0.0135864759495048,0.486858060258347,2.73926439238108,-0.0132803409028238,0.227264569560639
Frigid,ssp126,2092,4.58545740173906,-0.0217378227555447,0.417129648722002,2.72622172616044,-0.0132401908608919,0.228386891181972
Frigid,ssp126,2093,2.67805652276542,-0.0127015280339049,0.0512677881939285,2.71235556067105,-0.0131973768311776,0.229450987041289
Frigid,ssp126,2094,1.64680785007101,-0.00521644136914334,-0.0714034544516906,2.69758283246983,-0.0131514720452088,0.230467261283969
Frigid,ssp126,2095,1.60901019917208,-0.00983986123204739,0.285899569616266,2.68182047811366,-0.0131020497345133,0.231446118055391
Frigid,ssp126,2096,0.929458791331115,-0.00363983500079579,0.297966065343448,2.66498543415946,-0.013048683130619,0.232397961500937
Frigid,ssp126,2097,1.05298594041477,-0.0041165854774976,0.167962470795445,2.64699463716412,-0.0129909454650538,0.233333195765985
Frigid,ssp126,2098,2.21811906394322,-0.0109854630353567,0.049418070982211,2.62776502368454,-0.0129284099693454,0.234262224995915
Frigid,ssp126,2099,3.19310978848068,-0.0147255998302047,0.283920001862842,2.60721353027762,-0.0128606498750219,0.235195453336108
Frigid,ssp126,2100,3.88395137967558,-0.0213504214343194,0.223533930587073,2.58525709350027,-0.012787238413611,0.236143284931943
Frigid,ssp245,2015,0,0,0,0.0955869484717502,-0.000333006234830692,-0.0769950719874254
Frigid,ssp245,2016,-1.24352320753155,0.00653943358151743,-0.0428474713186717,0.0869856687574858,-0.000390162307007548,-0.0777519006359827
Frigid,ssp245,2017,1.06596505556757,-0.00303486756312976,-0.171113033365784,0.0802866001843473,-0.00045392941647987,-0.0784845432951102
Frigid,ssp245,2018,1.05244589387291,-0.00167900090395223,-0.151721504520621,0.0756048058463537,-0.000524754105761228,-0.0791971503042137
Frigid,ssp245,2019,-0.241744755917352,0.000202476373620586,-0.0796917722029154,0.073055348837524,-0.000603082917365193,-0.0798938720026989
Frigid,ssp245,2020,0.0889038173097561,-0.00196146525554863,-0.181969686229329,0.0727532922518771,-0.000689362393805335,-0.0805788587299716
Frigid,ssp245,2021,0.16517989680932,0.000461184537104087,-0.0505769937612688,0.074813699183432,-0.000784039077595225,-0.0812562608254376
Frigid,ssp245,2022,1.10272219814402,-0.00893442319727567,-0.259778654215709,0.0793516327262077,-0.000887559511248434,-0.0819302286285027
Frigid,ssp245,2023,-0.570670628093069,0.000319635222565839,-0.0873561652534063,0.0864821559742231,-0.00100037023727853,-0.0826049124785726
Frigid,ssp245,2024,1.59543912852405,-0.0125807077530291,0.193992507576779,0.0963203320214972,-0.00112291779819909,-0.0832844627150531
Frigid,ssp245,2025,0.604651154685371,-0.00494364086942767,0.0335318859079194,0.108981223962049,-0.00125564873652368,-0.0839730296773499
Frigid,ssp245,2026,0.14038252516707,-0.0048502804813122,0.0363111305932704,0.124681898346287,-0.00139931665715543,-0.0846781980448291
Frigid,ssp245,2027,-1.62839531167174,0.00671489496706634,-0.147346382483318,0.143393595815939,-0.00155373586989727,-0.0853982614504743
Frigid,ssp245,2028,-0.69052263753656,0.00842695206657895,-0.23053873244994,0.164862640602005,-0.00171794397461249,-0.0861234336641181
Frigid,ssp245,2029,0.854504241810105,-0.00296160190119776,-0.00640171136254786,0.188835356935485,-0.00189097857116435,-0.0868439284555932
Frigid,ssp245,2030,-1.14885233644196,0.00359445553889359,-0.00598540152904814,0.215058069047376,-0.00207187725941614,-0.0875499595947319
Frigid,ssp245,2031,0.354479033454481,-0.00140072245350908,-0.088815831361122,0.243277101168678,-0.00225967763923113,-0.088231740851367
Frigid,ssp245,2032,0.89151956147839,-0.00848068402998981,-0.13370125493641,0.27323877753039,-0.0024534173104726,-0.088879485995331
Frigid,ssp245,2033,-0.777068904853195,0.00555936927617773,-0.208165071423343,0.304689422363512,-0.00265213387300383,-0.0894834087964564
Frigid,ssp245,2034,-0.304574554785631,-0.000698509396409142,-0.240605290203244,0.337375359899043,-0.0028548649266881,-0.0900337230245758
Frigid,ssp245,2035,-0.349708385862073,-0.00324720939591794,-0.203484663913589,0.371042914367981,-0.00306064807138867,-0.0905206424495217
Frigid,ssp245,2036,0.534523264944937,-0.00380844484658738,-0.05195013605903,0.405438410001327,-0.00326852090696884,-0.0909343808411268
Frigid,ssp245,2037,1.32878777373065,-0.00364938663340242,0.00596255299997495,0.444128487806072,-0.00349084846105046,-0.0914088299769694
Frigid,ssp245,2038,-0.195557216620784,-2.58715924952302e-05,0.128144541513744,0.489996887588678,-0.00373782315182357,-0.0920520926052402
Frigid,ssp245,2039,-0.141685095097273,0.000253254713607376,-0.153494014898376,0.541765581779343,-0.00400522366500372,-0.0928156989516901
Frigid,ssp245,2040,1.72244305361824,-0.0126988103260097,0.0261546730129223,0.598156542808265,-0.00428882868630646,-0.0936511792420701
Frigid,ssp245,2041,0.783759238750008,-0.0066804368533302,-0.0235287348557538,0.657891743105643,-0.00458441690144734,-0.0945100637021314
Frigid,ssp245,2042,1.14226817183038,-0.00756936938025832,0.0120463943555706,0.719693155101677,-0.00488776699614191,-0.0953438825576247
Frigid,ssp245,2043,-1.56068451881669,0.00706753800946092,-0.117726156285294,0.782282751226564,-0.00519465765610573,-0.0961041660343012
Frigid,ssp245,2044,1.62891940795663,-0.00739108176902237,-0.0927294817602067,0.844382503910503,-0.00550086756705433,-0.0967424443579118
Frigid,ssp245,2045,0.444354884393249,-0.0033180862996478,-0.140219552692369,0.904714385583693,-0.00580217541470327,-0.0972102477542076
Frigid,ssp245,2046,0.451278826436578,-0.00571323256833556,-0.114997767786587,0.962000368676333,-0.00609435988476809,-0.0974591064489395
Frigid,ssp245,2047,2.09255033923893,-0.00999647810898052,-0.0910052617753543,1.01496242561862,-0.00637319966296436,-0.0974405506678585
Frigid,ssp245,2048,3.3716310171352,-0.018930323424299,-0.107934064940064,1.06565123681734,-0.00664457238112569,-0.0971271319329998
Frigid,ssp245,2049,-0.196668030336468,-0.00214462646929836,-0.30899045325451,1.11676243643383,-0.0069167503228527,-0.0965496291761725
Frigid,ssp245,2050,-0.00331450802269728,2.25615496702858e-05,-0.106668887487012,1.16798542753015,-0.00718910415151136,-0.0957469137377884
Frigid,ssp245,2051,1.1766237168743,-0.00645162809432009,-0.0793487228478607,1.21900961316833,-0.00746100453046766,-0.0947578569582596
Frigid,ssp245,2052,0.744584296557491,-0.0050073996861113,-0.321457697115349,1.26952439641043,-0.00773182212308759,-0.0936213301779977
Frigid,ssp245,2053,2.3701826057669,-0.0131760655531945,-0.438410412330371,1.3192191803185,-0.00800092759273714,-0.0923762047374148
Frigid,ssp245,2054,2.28960377300996,-0.0138010390740353,0.0600627659197794,1.36778336795457,-0.00826769160278228,-0.0910613519769227
Frigid,ssp245,2055,0.947934648563432,-0.00457894103214818,0.0849332804932632,1.41490636238071,-0.00853148481658901,-0.0897156432369333
Frigid,ssp245,2056,1.21953743727488,-0.00827013078517491,-0.0572728858670706,1.46027756665895,-0.00879167789752332,-0.0883779498578585
Frigid,ssp245,2057,2.24154113756208,-0.0140827751654269,0.0571897662209722,1.50358638385134,-0.00904764150895119,-0.0870871431801101
Frigid,ssp245,2058,3.22445088098868,-0.0173240090401006,-0.00954430613385826,1.54311721892919,-0.00929658744701749,-0.0854961826381314
Frigid,ssp245,2059,2.08403815060183,-0.0170103488642677,0.179443272169106,1.57796913896752,-0.00953689566280999,-0.0833177850450583
Frigid,ssp245,2060,0.815453481791508,-0.00360935495108095,-0.0510925978386321,1.60905354018389,-0.00976968905210897,-0.0806804578093418
Frigid,ssp245,2061,1.06284183750154,-0.00436629129646215,-0.258630559493024,1.63728181879589,-0.00999609051069474,-0.077712708339433
Frigid,ssp245,2062,1.93067957094007,-0.00826392377123097,0.0315483958175999,1.66356537102111,-0.0102172229343476,-0.0745430440437827
Frigid,ssp245,2063,1.79504854267327,-0.0107563086899793,-0.144728331695394,1.68881559307713,-0.0104342092188478,-0.0712999723308421
Frigid,ssp245,2064,0.926734782945971,-0.00474015798633753,-0.29113415519513,1.71394388118154,-0.0106481722599758,-0.068112000609062
Frigid,ssp245,2065,1.25254134491439,-0.00859214479023107,0.0856973130296073,1.73986163155191,-0.0108602349535117,-0.0651076362868934
Frigid,ssp245,2066,1.68171073586711,-0.0134924496204687,-0.0975590376172759,1.76748024040584,-0.0110715201952358,-0.0624153867727874
Frigid,ssp245,2067,2.88507557058728,-0.017702320128741,0.00288645696923817,1.79771110396091,-0.0112831508809286,-0.060163759475195
Frigid,ssp245,2068,0.391583660899698,-0.00349340514804375,-0.292893977659348,1.83146561843469,-0.0114962499063702,-0.058481261802567
Frigid,ssp245,2069,0.0897907924626225,-0.000103085572242367,-0.324694549013222,1.86834522049132,-0.0117141733761202,-0.0573632423300079
Frigid,ssp245,2070,1.65546901532787,-0.0115512590217066,0.0171611097719699,1.90701057678605,-0.0119378036472721,-0.0566627075236787
Frigid,ssp245,2071,2.63578221451485,-0.0154808844936838,-0.0536756767496782,1.94696192852317,-0.0121645529944073,-0.0562946516286154
Frigid,ssp245,2072,2.76419709873989,-0.0172524751070406,0.328947889606682,1.98769951690696,-0.0123918336921071,-0.0561740688898541
Frigid,ssp245,2073,2.10263231760575,-0.0124692861679283,0.0048090789847306,2.02872358314173,-0.012617058014953,-0.0562159535524309
Frigid,ssp245,2074,2.6750971116079,-0.0183259362150345,-0.0493906583270229,2.06953436843176,-0.0128376382375263,-0.0563352998613819
Frigid,ssp245,2075,0.757967866738227,-0.00743068076206854,-0.034702272432166,2.10963211398133,-0.0130509866344085,-0.0564471020617432
Frigid,ssp245,2076,3.14580141324171,-0.0178438241876528,0.0380386909772432,2.14851706099475,-0.0132545154801809,-0.0564663543985509
Frigid,ssp245,2077,3.03471453823192,-0.0217172248645805,0.0211887151071326,2.18568945067631,-0.013445637049425,-0.0563080511168409
Frigid,ssp245,2078,2.66645370783607,-0.0169026622548296,-0.00524777520500308,2.22064952423028,-0.013621763616722,-0.0558871864616495
Frigid,ssp245,2079,1.27159383995632,-0.00869480574831227,-0.317766807922626,2.25289752286097,-0.0137803074566534,-0.0551187546780127
Frigid,ssp245,2080,2.01882937109542,-0.0115364543669199,-0.230652755524373,2.28352151807601,-0.0139272735886726,-0.0541850311206815
Frigid,ssp245,2081,3.0812021844655,-0.0161983781404493,-0.0672835221233168,2.31387947629024,-0.0140699693701534,-0.0533098365424424
Frigid,ssp245,2082,3.7712402540991,-0.0226610592706364,0.0385945369328691,2.34387648106877,-0.0142077605825579,-0.0524704832853845
Frigid,ssp245,2083,1.08842587810409,-0.0098685059160204,-0.240027205705176,2.37341761597673,-0.0143400130073481,-0.0516442836915968
Frigid,ssp245,2084,0.778364300714884,-0.00754956335389445,0.0388770572059998,2.40240796457922,-0.0144660924259863,-0.0508085501031686
Frigid,ssp245,2085,1.49525807406542,-0.00276756522637167,-0.222642148037579,2.43075261044136,-0.0145853646199344,-0.049940594862189
Frigid,ssp245,2086,3.63682315133764,-0.0206899997637497,-0.0348208621265229,2.45835663712825,-0.0146971953706545,-0.049017730310747
Frigid,ssp245,2087,3.04168695828423,-0.0173605762038946,0.0386980286321221,2.48512512820503,-0.0148009504596088,-0.0480172687909319
Frigid,ssp245,2088,2.5352275612446,-0.0157633934783794,0.0612689877718329,2.51096316723678,-0.0148959956682593,-0.0469165226448327
Frigid,ssp245,2089,4.1600818779018,-0.0234550309839114,-0.0270825636447083,2.53577583778864,-0.0149816967780681,-0.0456928042145386
Frigid,ssp245,2090,3.35547217682353,-0.0201623826325557,-0.113760254618506,2.55946822342572,-0.0150574195704972,-0.0443234258421386
Frigid,ssp245,2091,2.28628794408564,-0.0142683169536195,0.221313460573839,2.58199013466829,-0.0151230818448318,-0.0428079440139431
Frigid,ssp245,2092,1.5564552467248,-0.00954318510938745,-0.176806708703131,2.60338635172261,-0.0151792101299009,-0.0411685088070402
Frigid,ssp245,2093,3.99056510284896,-0.017362310454107,-0.164443399845388,2.62370441268277,-0.0152260833014834,-0.039416322949686
Frigid,ssp245,2094,3.92228324458762,-0.0228730655211094,-0.0795338224508027,2.64299185564284,-0.015263980235358,-0.0375625891701367
Frigid,ssp245,2095,1.95490233421066,-0.0118441276685635,0.0774068927919691,2.6612962186969,-0.0152931798073034,-0.0356185101966484
Frigid,ssp245,2096,0.842270272012684,-0.00540582962120695,-0.331631840125599,2.67866503993902,-0.0153139608930982,-0.0335952887574774
Frigid,ssp245,2097,2.91601763568252,-0.0163882631884664,-0.160388216325007,2.69514585746329,-0.0153266023685214,-0.0315041275808798
Frigid,ssp245,2098,1.57004849041715,-0.0104870434008033,0.0325454363471511,2.71078620936378,-0.0153313831093514,-0.0293562293951116
Frigid,ssp245,2099,3.32027875704046,-0.0195451318324229,0.00497058171921916,2.72563363373457,-0.0153285819913671,-0.0271627969284291
Frigid,ssp245,2100,2.84695368609755,-0.0164044810407584,0.219997971927796,2.73973566866974,-0.0153184778903472,-0.0249350329090885
Frigid,ssp370,2015,0,0,0,-0.0986915220754328,0.000381967272214793,-0.056545395989301
Frigid,ssp370,2016,-0.848867555584093,0.000831425660982266,-0.203108436139479,-0.0549303360789592,0.000117116333564037,-0.057821695724578
Frigid,ssp370,2017,1.98047270190989,-0.00870794967781285,0.390693394628094,-0.0103042865142483,-0.000151552349869607,-0.0589521257948555
Frigid,ssp370,2018,1.15591286049261,-0.00372891225578931,-0.233188353700197,0.0353394230883201,-0.00042479545687513,-0.0599138253750043
Frigid,ssp370,2019,0.732240646872924,-0.00467528822839336,-0.129844388367141,0.0821535891983663,-0.000703369666241518,-0.0606839336398948
Frigid,ssp370,2020,-0.347929989504394,0.0010179213474717,0.0492822580428216,0.130291008285511,-0.000988031656757761,-0.0612395897643976
Frigid,ssp370,2021,-1.17569231917651,0.00579940881279151,-0.187015204695898,0.179904476819374,-0.00127953810721285,-0.0615579329233834
Frigid,ssp370,2022,-0.14849296330641,0.00113892772074342,-0.0985239312968895,0.231146791269576,-0.00157864569639577,-0.0616161022917227
Frigid,ssp370,2023,-0.289506471933294,0.000365756885392088,-0.0906131802725185,0.284170748105737,-0.00188611110309551,-0.0613912370442861
Frigid,ssp370,2024,0.181348458214814,-0.000982139541767069,0.0949477158309384,0.339129143797477,-0.00220269100610105,-0.0608604763559441
Frigid,ssp370,2025,1.60293684793612,-0.00819450947055356,-0.0771479295250619,0.396174774814417,-0.0025291420842014,-0.0600009594015675
Frigid,ssp370,2026,0.88178190601144,-0.00466335129599949,0.00835905565628314,0.455676225186928,-0.00286737695540189,-0.0587600034852675
Frigid,ssp370,2027,-0.903814753400638,0.00343835411470961,-0.138328749996455,0.517664307710608,-0.00321762397253034,-0.0571348126577082
Frigid,ssp370,2028,-2.6485135475088,0.0164180520359645,-0.423232859937808,0.581785162002922,-0.00357811341660946,-0.0551773562135891
Frigid,ssp370,2029,0.179093882196071,-0.00277958683307133,-0.130252715694711,0.647684927681334,-0.00394707556866194,-0.0529396034476096
Frigid,ssp370,2030,2.16048364120752,-0.0151931216817287,-0.0664122215527176,0.715009744363307,-0.00432274070971049,-0.050473523654469
Frigid,ssp370,2031,1.2627863805991,-0.00585638819027534,0.141278989119223,0.783405751666306,-0.0047033391207778,-0.047831086128867
Frigid,ssp370,2032,-0.570401737397845,0.00302868326541206,0.0210814120776708,0.852519089207795,-0.00508710108288657,-0.0450642601655028
Frigid,ssp370,2033,2.71161369040351,-0.0138378298807724,-0.197738868602715,0.921995896605238,-0.00547225687705951,-0.0422250150590759
Frigid,ssp370,2034,0.233685445172625,-0.00438402086440104,-0.108578931224892,0.991482313476098,-0.00585703678431932,-0.0393653201042858
Frigid,ssp370,2035,1.41581896041305,-0.0101133803752278,0.137097723411607,1.06062447943784,-0.00623967108568869,-0.0365371445958318
Frigid,ssp370,2036,1.73829908469236,-0.01038845410402,0.0502067749226165,1.12906853410793,-0.00661839006219033,-0.0337924578284135
Frigid,ssp370,2037,1.80688547242943,-0.00969746443042285,-0.154833832052568,1.20154921797223,-0.00701732797480344,-0.0304697218626774
Frigid,ssp370,2038,1.97026366277049,-0.0107305850021733,0.0082846705617996,1.28185812215807,-0.00745573103368601,-0.0260353135186628
Frigid,ssp370,2039,0.478834488007578,-0.00327220738286105,-0.0591638360481883,1.36822666224505,-0.00792449744362884,-0.020733074230158
Frigid,ssp370,2040,1.34798087598745,-0.00854229851462462,-0.379179510649191,1.45888625381278,-0.00841452540942276,-0.0148068454309515
Frigid,ssp370,2041,0.475999572219394,-0.00186313974066232,-0.17941525250406,1.5520683124409,-0.00891671313585859,-0.00850046855483141
Frigid,ssp370,2042,0.582367493395395,-0.00189854510378429,0.0896671580665625,1.64600425370901,-0.00942195882772715,-0.00205778503558625
Frigid,ssp370,2043,1.60228878312677,-0.0102150872507414,0.115141664092208,1.73892549319673,-0.00992116068981927,0.00427736369299569
Frigid,ssp370,2044,2.50851407748655,-0.0161470351661781,-0.0248651947678851,1.82906344648367,-0.0104052169269258,0.0102611361971261
Frigid,ssp370,2045,-1.35180981645078,0.00439148202798867,-0.134353666996909,1.91464952914946,-0.0108650257438375,0.0156496910430165
Frigid,ssp370,2046,1.89833639619235,-0.00836313680778722,-0.0659233357707891,1.99391515677371,-0.0112914853453452,0.0201991867968787
Frigid,ssp370,2047,2.03355092222506,-0.010046117840002,0.273805765029361,2.06509174493603,-0.0116754939362397,0.0236657820249243
Frigid,ssp370,2048,3.92231977331733,-0.0206634534769663,0.231129339784268,2.12668603329776,-0.0120093828841658,0.0258825251940388
Frigid,ssp370,2049,2.54467137092547,-0.0136549469496379,0.203747616549252,2.17967813014996,-0.0122982154384673,0.0270053021391082
Frigid,ssp370,2050,2.19270182182476,-0.00847879651826622,-0.0504012972634453,2.22600950401686,-0.0125519876264842,0.0272745274783447
