year,ssp,zone,avg_tas,avg_hurs,avg_ps,avg_rho,avg_hdw,max_tas,min_rho,avg_tas_loess,avg_hurs_loess,avg_ps_loess,avg_rho_loess,avg_hdw_loess,max_tas_loess,min_rho_loess
2016,ssp245,Subtropical,21.460962264151,64.5136528301887,962.711688679245,1.13070677358491,2.6893254245283,49.383,0.680029,21.3263697373385,64.7255805820866,962.630290601082,1.13117944388781,2.64898587528104,49.9643853195997,0.678432895354683
2016,ssp370,Subtropical,21.2062641509434,65.1848264150943,962.712028301886,1.13171853773585,2.608266,49.392,0.677491,21.3174460184424,65.013167239298,962.643457972042,1.13121108174754,2.62174438958743,50.4309073468981,0.676729079483914
2016,ssp585,Subtropical,21.311,64.496758490566,962.551226415095,1.1311940754717,2.65508082075472,51.817,0.676893,21.3886642362049,64.2936875845245,962.565638905833,1.13089398327587,2.64635177271905,50.7176708653329,0.677955416258104
2021,ssp126,Tropical,25.0129389312977,72.0362408396946,972.420160305343,1.12542917557252,2.53386882099237,47.62,0.782402,25.1718702153948,72.1827846372134,972.62525947642,1.12497276342037,2.47639959045733,47.6274953449312,0.782677684662336
2021,ssp245,Tropical,25.457179389313,71.6403270992366,972.725171755726,1.12395230152672,2.47466534236641,46.995,0.784093,25.1526438419981,72.1867123950816,972.568730605281,1.12498616251677,2.47381616170831,47.1818385761688,0.781557190693194
2021,ssp370,Tropical,24.7002251908397,73.1373198473283,972.391496183207,1.12659480152672,2.43130793206107,49.062,0.784363,25.1739055031862,72.2874915093458,972.629207019923,1.12495362798989,2.47171390041356,47.4433481715375,0.782022291747943
2021,ssp585,Tropical,25.1351717557252,72.2388309160306,972.605534351146,1.12510189694656,2.45579781908397,47.899,0.780075,25.1873783445197,72.1946705003414,972.609662247458,1.12488484727714,2.47196457156637,47.7710374830192,0.782305836664477
2022,ssp126,Tropical,25.5133854961832,71.7852793893129,973.039480916031,1.12405130534351,2.54421336526718,46.941,0.779389,25.1980511248074,72.1680049053964,972.624023851842,1.12485923025729,2.47455113482744,47.679701987277,0.782486265656389
2022,ssp245,Tropical,25.3377442748092,71.8605465648855,972.602557251908,1.12425260687023,2.46029560916031,47.669,0.78223,25.1764371432493,72.1721144856266,972.569056386652,1.12488526066755,2.47553758954558,47.2180523329409,0.781654966580269
2022,ssp370,Tropical,24.970145038168,72.5129954198473,972.687454198473,1.12587450763359,2.4944452408397,46.14,0.786265,25.197642420153,72.2665150138798,972.632673517081,1.1248573494353,2.47407536484835,47.4628228220882,0.781987107113146
2022,ssp585,Tropical,25.3238473282443,72.1296133587786,972.65572519084,1.12434305343511,2.4556052480916,48.468,0.781162,25.2122664275746,72.1865420286364,972.619687332303,1.12478947699809,2.47542650563958,47.79797039019,0.78219968101791
2023,ssp126,Tropical,25.3100458015267,72.1691190839695,972.42413740458,1.12414596183206,2.43292249923664,48.002,0.781355,25.2234162214253,72.1536813931246,972.62291003477,1.12474934541918,2.4727982638919,47.7307629379025,0.782303676469274
