year,ssp,zone,avg_tas,avg_hurs,avg_ps,avg_rho,avg_hdw,max_tas,min_rho,avg_tas_loess,avg_hurs_loess,avg_ps_loess,avg_rho_loess,avg_hdw_loess,max_tas_loess,min_rho_loess
2046,ssp245,Temperate,12.862951076321,72.4907076320939,971.056348336595,1.17903261448141,2.82550984148728,55.31,0.812589,12.9040717305336,71.4279153882237,971.122426065684,1.17897520872685,2.86583216667521,54.8864059963963,0.812437734433993
2046,ssp370,Temperate,12.961722113503,72.1204469667318,971.067739726027,1.1786154109589,2.80973772015656,54.533,0.805733,13.1178732498353,71.9019878446454,971.17259874951,1.17801768137412,2.83910102812836,55.5272268812841,0.811478205463996
2046,ssp585,Temperate,12.8757534246576,72.3851405088062,971.032054794522,1.17896877495108,2.88108605088062,55.42,0.814536,13.1289614769581,71.7057075467192,971.083110904047,1.17789631439228,2.86956741985772,55.0448695462722,0.811560896957983
2047,ssp126,Temperate,12.8398590998043,71.3618377690802,970.98391780822,1.17905242857143,2.82224660273973,54.1,0.81095,12.8258906618261,71.9106461251981,971.082952368731,1.17920976112746,2.7825802796558,54.6163698742025,0.813646469051877
2047,ssp245,Temperate,12.4283150684932,73.6766434442269,970.996767123288,1.18075010958904,2.85425546771038,54.9330000000001,0.821161,12.9240449697738,71.4045853797342,971.132292027361,1.17890139285142,2.86627196612603,54.8999533381972,0.812343957952224
2047,ssp370,Temperate,13.0012857142857,72.2081338551858,971.442749510764,1.17889053620352,2.86569764970646,55.561,0.821074,13.157592551563,71.8710318977933,971.180877041739,1.1778550897989,2.83810352645872,55.5787315129619,0.811354503338731
2047,ssp585,Temperate,12.4555929549902,72.3131978473581,971.464129158512,1.18150119373777,2.87039936399217,54.838,0.814369,13.1737769914238,71.6647278835246,971.086506921723,1.17770720437881,2.86937937432266,55.1226803794063,0.811448311979151
2048,ssp126,Temperate,13.2464794520548,71.0130757338552,971.299810176126,1.17756118395303,2.77205008023483,53.1640000000001,0.817119,12.8368674440246,71.9026913485468,971.083854279972,1.17916130062841,2.78155412440404,54.624710189172,0.813576091937471
2048,ssp245,Temperate,12.8953268101761,71.4610974559687,971.209610567515,1.17907622504892,2.85460424266145,56.5800000000001,0.814147,12.9455647546098,71.3788457818843,971.143913109061,1.17882275561286,2.86655605730123,54.9131334337768,0.812262218475541
2048,ssp370,Temperate,13.0077925636008,72.1389802348337,971.336354207436,1.17871809980431,2.85039450880627,56.329,0.796224,13.1984007366097,71.8376049657876,971.187085841061,1.17768561236931,2.83703475410387,55.6282873613216,0.811238143881504
2048,ssp585,Temperate,13.2302446183953,71.4870354207437,971.013853228962,1.17737681604697,2.87821375538161,54.745,0.80502,13.2215590157282,71.6187970101738,971.08670667643,1.17750103793637,2.86930772972769,55.204850568386,0.811328001566807
2038,ssp126,Subtropical,21.7041698113208,63.5232754716981,962.758594339623,1.12984437735849,2.63251881132076,50.705,0.677363,21.8442786177103,64.0836297841343,962.659796795746,1.12908219312126,2.64073089209021,50.9536428159601,0.67709834664867
2038,ssp245,Subtropical,22.1093962264151,64.3053264150943,962.590037735849,1.12786293396226,2.61716943396226,51.651,0.676057,21.8059193194967,64.3226429258112,962.69442633538,1.12927064108992,2.65337171147059,51.3815009453117,0.676944232826832
2038,ssp370,Subtropical,21.7261698113208,63.9406886792453,962.498386792452,1.12953440566038,2.70542211320755,50.283,0.67715,21.7916599480195,64.8831929652367,962.762460188829,1.12935829498121,2.64689802144027,51.1262130656658,0.677131810139884
2038,ssp585,Subtropical,22.1410943396227,64.8923301886793,962.416471698113,1.12745283962264,2.66008229245283,50.405,0.672672,21.919411028727,64.5487984461775,962.778895688493,1.12884605339108,2.68225061672971,50.8209745923477,0.676150299801704
2039,ssp126,Subtropical,21.9060188679246,63.8996943396226,962.9055,1.12910252830189,2.62256989622642,52.206,0.684138,21.8572869982632,64.0812181831446,962.657736088145,1.1290240805367,2.64099192720976,50.9727617713598,0.677038756036076
2039,ssp245,Subtropical,21.8805943396227,64.4712160377359,962.234358490566,1.12834174528302,2.61189005660377,51.459,0.677812,21.8283325758047,64.3053937890244,962.698303510794,1.12918182215817,2.653740671301,51.4023293558435,0.676857713869906
2039,ssp370,Subtropical,21.4056226415095,65.7306311320755,962.902783018868,1.13118682075472,2.60663550943396,50.543,0.674905,21.8243202386221,64.8698903475402,962.767177745997,1.1292266493651,2.64645791550949,51.1754941275999,0.6770045730296
2039,ssp585,Subtropical,21.8481886792453,64.9277056603774,962.792273584906,1.12910811320755,2.68843299056604,49.916,0.676537,21.9532792084221,64.5317871086605,962.783477239539,1.12871034302392,2.68336631811053,50.8773599812766,0.676095020577519
2040,ssp126,Subtropical,21.8566886792453,64.8562235849056,962.546037735849,1.12874537735849,2.60120081132075,52.259,0.672146,21.8695556897748,64.0802516648519,962.656110369812,1.12896951879204,2.64123921378216,50.990102868799,0.676965822839533
2040,ssp245,Subtropical,21.6261698113208,65.0197103773585,963.025518867925,1.13034433018868,2.61370027358491,52.7120000000001,0.677268,21.850796875897,64.2882614022282,962.70235762499,1.12909291897097,2.65414771027258,51.418189587236,0.676767955037826
2040,ssp370,Subtropical,21.8449811320755,65.7591811320755,962.559462264151,1.12882364150943,2.6186225754717,51.946,0.681123,21.8582494503274,64.8557730128197,962.771945866814,1.12908971734185,2.64583334178007,51.2267838951499,0.676861381877997
2040,ssp585,Subtropical,21.6571037735849,64.8355311320755,962.676660377359,1.12972869811321,2.71171095283019,49.824,0.678708,21.9878895562146,64.5119461560372,962.787510419568,1.12857133743082,2.68444313012834,50.9393685766073,0.676043251348923
2041,ssp126,Subtropical,21.817320754717,65.236629245283,962.645037735849,1.12898916981132,2.66028012264151,49.533,0.67995,21.8810985776132,64.0804538687432,962.654857628015,1.12891842370222,2.641476149227,51.0055857299344,0.676882575133129
2041,ssp245,Subtropical,21.9301698113208,64.4375245283019,962.670141509434,1.12872677358491,2.67865181132075,50.821,0.679195,21.8733004722463,64.2712847580535,962.706524058019,1.1290039219042,2.65457137586513,51.4300834177886,0.676675809480436
2041,ssp370,Subtropical,21.8082641509434,64.4898405660377,962.867235849056,1.12943385849057,2.63457308490566,50.5340000000001,0.682028,21.8932106042689,64.8409294829675,962.776674934252,1.12894841304064,2.64506130091851,51.2797205785938,0.676705308940892
2041,ssp585,Subtropical,21.9204528301887,64.6303641509434,962.411358490566,1.12838668867925,2.68837503773585,49.942,0.669835,22.0233364720481,64.4895866689918,962.791062489774,1.12842863503456,2.68547161596365,51.0061142235713,0.675993560758583
2042,ssp126,Subtropical,22.0771132075472,63.6640764150944,962.658103773585,1.12813278301887,2.65032916037736,51.27,0.675848,21.8919295471467,64.0815484343052,962.653915850023,1.12887071108212,2.64170613096386,51.0191299764231,0.67679204099095
2042,ssp245,Subtropical,21.9834716981132,64.1485924528302,962.581952830189,1.12833462264151,2.71513295283019,51.205,0.676424,21.8958316173253,64.2545028491315,962.710738189933,1.12891482133369,2.65499021555849,51.4390126258007,0.676582130347584
2042,ssp370,Subtropical,21.7535849056604,64.3590452830189,962.623216981133,1.12936316981132,2.70897412264151,51.036,0.679689,21.9289667215801,64.8254482798759,962.781275331285,1.12880365059065,2.64417879359129,51.3339423882095,0.676539426474107
2042,ssp585,Subtropical,22.0023962264151,65.7222981132075,963.037273584906,1.12870664150943,2.61601372641509,51.725,0.675837,22.0597143558664,64.4650197282081,962.794200711353,1.12828183425794,2.68644233879697,51.0767107674004,0.675944517449169
2043,ssp126,Subtropical,22.0705188679246,63.2162971698113,962.740650943396,1.12828398113208,2.61876243396226,49.951,0.676766,21.9020624837433,64.0832590010248,962.653223023102,1.12882629674665,2.6419325564123,51.0306552299217,0.676697248487083
2043,ssp245,Subtropical,21.9070188679246,63.1348575471698,962.719613207547,1.12898371698113,2.66354752830189,50.572,0.680992,21.9183785636064,64.237954668093,962.714935400785,1.12882560763531,2.65538277683248,51.4459789895717,0.676487770789115
2043,ssp370,Subtropical,21.9013396226415,65.6434424528302,962.677339622642,1.12867795283019,2.61874728301887,50.367,0.666882,21.9652808233943,64.8094179254373,962.785657440886,1.12865634412105,2.64322282046489,51.389087534275,0.676366806733459
2043,ssp585,Subtropical,22.0810660377359,65.5976245283019,962.909518867924,1.12826912264151,2.70988767924528,51.757,0.67914,22.097117607613,64.4385564143704,962.796992345499,1.12813053352375,2.68734586180882,51.1502720533261,0.675894690063349
2044,ssp126,Subtropical,21.9619528301887,64.5903783018868,962.859311320755,1.12874571698113,2.65294285849057,50.053,0.677069,21.9115112727713,64.0853092083889,962.652717134521,1.12878509651072,2.64215882299191,51.0400811120872,0.676601225695616
2044,ssp245,Subtropical,21.6779716981132,63.2686320754717,962.911669811321,1.13009545283019,2.66581878301887,52.266,0.673316,21.9409295635623,64.221679207569,962.719051070626,1.12873627118492,2.65572760716692,51.451984287401,0.676393583954876
2044,ssp370,Subtropical,22.0367547169812,63.8247641509434,962.963650943396,1.12869451886793,2.65141533962264,51.09,0.67781,22.0019159308451,64.792926941544,962.789731646028,1.12850740776103,2.64223038220579,51.4447942270679,0.676190521974768
2044,ssp585,Subtropical,21.9474905660378,64.4202745283019,962.691783018869,1.12865758490566,2.69115880188679,50.966,0.679875,22.1356406272317,64.4105078081625,962.799504653407,1.12797433125476,2.6881727481797,51.22591192658,0.675842647243791
2045,ssp126,Subtropical,21.9257452830189,64.3160603773585,962.532839622642,1.12855887735849,2.62417236792453,51.435,0.673561,21.9202897995988,64.0874226958843,962.652336171548,1.12874702618924,2.64238832812227,51.0473272445764,0.676507000690634
2045,ssp245,Subtropical,21.8492924528302,63.4523528301887,962.868971698113,1.12938667924528,2.64146270754717,50.716,0.678187,21.9634728696657,64.2057154601906,962.723020579508,1.12864680235837,2.65600325404162,51.458030297588,0.676300422994714
2045,ssp370,Subtropical,22.1189433962264,63.928362264151,962.930358490567,1.12824293396226,2.64488667924528,50.626,0.67944,22.0386350650657,64.7760638500884,962.793408329685,1.12835775563975,2.64123847948048,51.5007006768664,0.676013644453852
2045,ssp585,Subtropical,22.2292075471698,63.6360320754717,962.969528301887,1.12787096226415,2.74482168867924,51.521,0.676094,22.1753778146662,64.3811849902686,962.801804896273,1.12781282587378,2.68891356109014,51.3027442323939,0.675786957633163
2046,ssp126,Subtropical,22.056820754717,65.1855650943396,962.572320754717,1.12805408490566,2.62986378301887,52.113,0.672487,21.9284119495941,64.0893231029978,962.652018121449,1.1287120015971,2.64262446922295,51.0523132490461,0.676417601546225
2046,ssp245,Subtropical,22.2663490566038,63.7585103773585,962.704141509433,1.12743145283019,2.65425952830189,52.72,0.673415,21.985996734389,64.1901024185886,962.726779307484,1.12855719153151,2.65618826493642,51.465118798432,0.676209141058474
2046,ssp370,Subtropical,22.2546981132076,64.3777320754717,962.787896226415,1.12740325471698,2.59204221698113,50.108,0.677204,22.0752012471898,64.7589171729628,962.79659787483,1.12820830188641,2.64028411295542,51.5564450939481,0.675839246426531
2046,ssp585,Subtropical,22.5979245283019,63.4366660377358,962.372971698113,1.12556598113208,2.69699001886792,51.574,0.67038,22.2164235698599,64.3508990413727,962.803960335291,1.12764561580358,2.68955886372065,51.3798828159994,0.675726189874134
2047,ssp126,Subtropical,21.8484056603774,63.0798924528302,962.934254716981,1.12953730188679,2.65941356603774,51.591,0.677017,21.9358916081253,64.0907340692164,962.651700971493,1.12867993854923,2.64287064371354,51.0549587471533,0.676336056336476
2047,ssp245,Subtropical,21.9090754716982,65.7172452830189,962.721216981132,1.12869218867925,2.65600148113208,50.449,0.67346,22.0084894102051,64.1748790753941,962.730262634605,1.1284674290802,2.65626118733113,51.4742515682325,0.676120591296003
2047,ssp370,Subtropical,22.2420943396227,65.4134075471698,962.720216981132,1.12730283018868,2.67484432075472,51.293,0.679418,22.1113774983506,64.7415754320594,962.799210664436,1.12805996063017,2.63940428329712,51.6116656885911,0.675670400148624
2047,ssp585,Subtropical,21.9024056603774,63.6459056603774,962.727386792453,1.12899433018868,2.72003735849057,52.674,0.675342,22.2588722927568,64.3199610421588,962.806038231656,1.12747229946696,2.69009921925173,51.456441522628,0.675658912609371
2048,ssp126,Subtropical,22.0203113207548,63.5465688679245,962.251924528302,1.12784393396226,2.62476654716981,49.605,0.676109,21.9419987066418,64.092378559476,962.651218828965,1.12865383477538,2.64312958088516,51.052754614475,0.676250600542043
2048,ssp245,Subtropical,22.0032075471698,63.533208490566,962.878962264151,1.12874498113208,2.65707419811321,52.916,0.673558,22.0308463391966,64.1626463039046,962.733222401477,1.12837747053308,2.65619307833374,51.4824775040274,0.676029887029024
2048,ssp370,Subtropical,22.2106037735849,64.6483179245283,962.711698113208,1.12742345283019,2.66262116981132,52.165,0.681847,22.1480794262826,64.7241790212657,962.800817303364,1.1279083273409,2.63852299759712,51.6676869139439,0.675480907848571
2048,ssp585,Subtropical,22.0375660377359,65.0276301886792,962.824009433962,1.12832530188679,2.6965057264151,51.9090000000001,0.678174,22.3036111274177,64.2849784769686,962.807721476,1.12728929496247,2.69046450115602,51.5375217996136,0.675581448170892
2049,ssp126,Tropical,25.6899389312977,71.5191633587786,972.562332061069,1.12276704580153,2.4645118248855,49.29,0.782042,25.602235126449,71.9189138045394,972.632928495595,1.12314759509123,2.46234052797902,48.5812565265787,0.780631074562856
2049,ssp245,Tropical,25.7153511450382,71.8753007633588,972.576721374046,1.12256832442748,2.50918232748092,47.791,0.780532,25.779453034674,71.7987191090715,972.681398311994,1.12244787676383,2.5266980424045,48.056563894691,0.781545374631496
2049,ssp370,Tropical,25.5365916030535,72.8767229007634,972.621171755725,1.12326033969466,2.50448778167939,47.336,0.777748,25.9230242312822,72.0608166185842,972.747399545947,1.12186192330735,2.50881108852955,48.242394247309,0.77899556500388
2049,ssp585,Tropical,26.4485190839695,71.6065377862595,972.905511450381,1.11983963740458,2.49714806870229,49.6350000000001,0.777122,26.014082624387,71.975935138647,972.766994375778,1.12149877792813,2.51835408082085,48.6927142111517,0.780981313735035
2050,ssp126,Tropical,25.5905343511451,71.8219339694657,972.698492366412,1.12329498091603,2.48316522259542,48.797,0.780706,25.6093748134429,71.9086528491406,972.6356645517,1.12312177244478,2.46351911640699,48.5738211958845,0.78064457493549
2050,ssp245,Tropical,25.7409045801527,71.8162858778626,972.873893129771,1.12284957251908,2.57581974770992,47.9450000000001,0.778663,25.8025340994433,71.7927017520117,972.686383136344,1.12235393325828,2.52730967192906,48.0959203560796,0.78139427016329
2050,ssp370,Tropical,25.9391717557252,72.3160732824428,972.635618320611,1.12163215267176,2.50092469389313,49.682,0.775648,25.9551999434487,72.0629065938163,972.751299999027,1.12172617051568,2.50908227443524,48.2799594533158,0.77898907090643
2050,ssp585,Tropical,26.1678625954199,72.2940496183206,972.809916030534,1.1208357519084,2.47715675763359,49.384,0.778874,26.0564563132244,71.9571284325122,972.77087235413,1.12132134090226,2.51917017153054,48.7227948517969,0.780864720683366
2051,ssp126,Tropical,25.3132404580153,72.3169164122137,972.737251908397,1.12445819465649,2.41562743931298,47.53,0.778837,25.6161085441798,71.898016757078,972.638617919396,1.12309808529752,2.46482377634256,48.5616802077202,0.780661660400132
2051,ssp245,Tropical,26.3298053435115,70.7977702290076,972.972549618321,1.12056070229008,2.59836447709924,47.7480000000001,0.782619,25.8258278814588,71.7879810886958,972.691204560092,1.1222586579985,2.52771068659556,48.1367389186072,0.78122728714306
2051,ssp370,Tropical,26.2696145038168,71.8794870229008,973.228072519084,1.12096868320611,2.50875252786259,47.306,0.778638,25.9880053088049,72.0656930451083,972.755125195701,1.12158750573336,2.50927176086849,48.3178616980556,0.779000924631485
2051,ssp585,Tropical,25.8224427480916,73.0548553435114,972.37679389313,1.12171317938931,2.45243360038168,48.473,0.784307,26.1003677275303,71.9366636716595,972.774804738373,1.12113750321904,2.52000408881052,48.7515089020954,0.780736104516926
2052,ssp126,Tropical,25.6311335877863,71.9246801526717,972.844763358778,1.1232586870229,2.49308135534351,48.3130000000001,0.786172,25.6224719255489,71.8871107453627,972.641750031188,1.12307629278562,2.46621202976863,48.5467421203709,0.780681250629889
2052,ssp245,Tropical,26.0576717557252,71.7807251908397,972.990767175573,1.12162064885496,2.50016360076336,48.569,0.783315,25.8491458054107,71.7840552800476,972.695872195003,1.12216296787061,2.52797306130319,48.1781700603837,0.781051965230531
2052,ssp370,Tropical,26.3096717557252,71.9877595419848,972.697633587786,1.12013691603053,2.50849891984733,48.666,0.775537,26.0212645927596,72.068470426034,972.758920960523,1.12144684808137,2.50941834826147,48.3563999320735,0.779025762368142
2052,ssp585,Tropical,25.7892938931298,72.4980290076336,972.975965648855,1.12261891221374,2.49713753053435,49.068,0.785088,26.1452948717562,71.9151228273546,972.77877532446,1.12094944235899,2.52084108113603,48.7799216426247,0.780598246354886
2053,ssp126,Tropical,25.8990572519084,71.2235465648855,972.904870229007,1.12228756870229,2.4798221870229,50.009,0.775394,25.6285005644394,71.8760400310063,972.645022319582,1.12305615404528,2.46764139866807,48.5309154921216,0.780702265297868
2053,ssp245,Tropical,25.8521717557252,71.69805,972.39813740458,1.12180528625954,2.52574456832061,49.051,0.778484,25.8722992959895,71.7804224869911,972.700395652845,1.12206777976078,2.5281687709512,48.219364259519,0.780875844085427
2053,ssp370,Tropical,26.2596946564886,72.161422519084,972.697385496182,1.1203035,2.45184513320611,48.773,0.775068,26.0548020607214,72.0705331901672,972.762733118049,1.12130511668072,2.50956083704634,48.3958731059148,0.779058220305497
2053,ssp585,Tropical,26.067786259542,71.5622110687022,972.973492366413,1.12157578625954,2.5637169691603,48.2360000000001,0.782603,26.1907157503535,71.8930878708637,972.782767908346,1.12075933580262,2.52166639698235,48.8090983539623,0.780453927316419
2054,ssp126,Tropical,25.7130916030535,71.6460553435115,972.580683206106,1.12265021755725,2.51436863167939,48.106,0.77948,25.6342300677406,71.86490983102,972.648396217084,1.12303742821267,2.46906940502377,48.5161088812574,0.780723624077179
2054,ssp245,Tropical,25.9608549618321,71.9989511450382,972.509141221374,1.12142842366412,2.47759607977099,48.312,0.778181,25.8950997778853,71.7765808704501,972.704784545382,1.12197401055512,2.52836979043878,48.2594719941228,0.780706463367472
2054,ssp370,Tropical,26.1629732824428,72.3355896946565,972.788801526718,1.12082091984733,2.54396018110687,48.435,0.77996,26.088441978099,72.0711757910818,972.766607492836,1.12116323065238,2.50973802765526,48.4365801701249,0.779092934632646
2054,ssp585,Tropical,26.6198053435115,71.3715446564886,973.061679389313,1.11930009160305,2.54299599351145,49.725,0.781673,26.2361083677739,71.8711407734528,972.786766285982,1.12056936103046,2.52246528482473,48.8401043166858,0.780305928520695
2055,ssp126,Tropical,25.7999923664122,71.2041091603054,972.803278625954,1.12261059160305,2.5024059351145,47.149,0.782957,25.6396960423417,71.8538253624151,972.651833156198,1.12301987442398,2.47045357081863,48.5042308460634,0.780744246640928
2055,ssp245,Tropical,25.796538167939,71.9298274809161,972.18515648855,1.1217596908397,2.49850569732824,48.413,0.779907,25.9173586757886,71.7720285913485,972.709048484383,1.1218825771398,2.52864809466517,48.2976437423052,0.78055136273639
2055,ssp370,Tropical,26.0286488549619,72.0436343511451,972.954503816794,1.12163878244275,2.51187702328244,48.726,0.782448,26.1220086103011,72.0696926823514,972.770589909438,1.12102210911735,2.50998872052041,48.4788200752491,0.779124541538688
2055,ssp585,Tropical,26.3011374045801,71.529729389313,972.671877862595,1.12019116412214,2.53162142671756,48.549,0.777172,26.2809507284687,71.8498635063878,972.790754253324,1.12038169552302,2.52322299313843,48.8740048113728,0.780157031086886
2056,ssp126,Tropical,25.8503473282443,71.1662488549618,972.632194656489,1.12218890839695,2.47795530038168,50.641,0.782322,25.6449340951319,71.842891842203,972.655294569431,1.12300325181538,2.47175141803553,48.4971899448246,0.780763052662223
2056,ssp245,Tropical,25.5032290076336,72.2829507633588,972.679026717556,1.12355858396947,2.52411492503817,47.168,0.782437,25.9388874143897,71.7662638106102,972.713197081614,1.12179439640095,2.52907565852958,48.333029982176,0.780418081851904
2056,ssp370,Tropical,26.0745534351146,71.7166633587786,972.689003816794,1.12116985877863,2.54070346526718,47.617,0.775177,26.1553262227365,72.0653783175498,972.774726192412,1.12088267119661,2.51035171607394,48.5228917718326,0.779147677212718
2056,ssp585,Tropical,26.2541946564886,71.8238927480916,972.799530534352,1.12050947328244,2.52135229274809,48.473,0.780957,26.3247208368895,71.8298380409347,972.794715606324,1.12019851676082,2.52392477039873,48.9118651186008,0.780010016134165
2057,ssp126,Tropical,25.5072442748092,71.8109664122138,972.711454198473,1.12367917938931,2.49749003091603,50.11,0.781684,25.6499798330005,71.832214487395,972.658741889287,1.12298731952306,2.47292046865736,48.496894735826,0.780778961814172
2057,ssp245,Tropical,25.7690572519084,72.3932713740458,972.642545801526,1.12235867938931,2.5715492740458,48.44,0.78581,25.9594974183788,71.7587846891592,972.71723994884,1.12171038522472,2.52972445693123,48.364781191845,0.78031416037374
2057,ssp370,Tropical,26.3560458015267,71.7619599236641,973.114167938931,1.12047413358779,2.54065195641221,49.221,0.780142,26.1882190808138,72.0575271502509,972.779062166313,1.12074583601117,2.51086581474801,48.5690942104208,0.779156977843832
2057,ssp585,Tropical,26.4463244274809,71.3664698473283,972.899041984733,1.1198689351145,2.58379276832061,48.041,0.782634,26.3668966974878,71.8116463483596,972.798634140936,1.12002200222437,2.52455586508086,48.9547505189475,0.779867664781701
2058,ssp126,Tropical,25.3743015267176,72.5937992366413,972.415461832061,1.12379062213741,2.46562645152672,48.04,0.778444,25.6550831567466,71.8203868218987,972.6626635223,1.12297181405913,2.47411998396971,48.5011554869282,0.780790196061981
2058,ssp245,Tropical,26.2442748091603,71.5003335877863,973.088973282443,1.12096119465649,2.59099919885496,48.967,0.77963,25.9794107061255,71.7498855058014,972.72069682152,1.12162893160711,2.53046552368879,48.3930026548255,0.780233007908602
2058,ssp370,Tropical,26.4616832061069,71.4190759541985,972.972381679389,1.1198983740458,2.52040000381679,47.5340000000001,0.774868,26.2210764981414,72.0457557088598,972.78334055383,1.12060970450661,2.51151540485486,48.6174560255404,0.779180745047916
2058,ssp585,Tropical,26.4380458015268,71.5738061068702,972.825385496184,1.11978983587786,2.58751308549618,48.7120000000001,0.78223,26.4083094037642,71.7938565273074,972.802380903116,1.11984861905125,2.52521331758715,49.0026076785211,0.779714391999621
2059,ssp126,Tropical,25.6707099236642,71.9981030534351,972.554893129771,1.12276577862596,2.4669700610687,46.468,0.780211,25.6603661469355,71.8063443777627,972.667422512039,1.12295684360589,2.47550699340365,48.5063632244296,0.780796837094768
2059,ssp245,Tropical,26.3804427480916,71.0143225190839,972.856545801527,1.12016949236641,2.54934519083969,48.132,0.782325,25.9989755537982,71.7403309110177,972.723225136919,1.12154796528661,2.53113399138973,48.4186752155488,0.780162038437193
2059,ssp370,Tropical,26.2907938931298,72.0584942748092,972.938232824427,1.12049044274809,2.46413677671756,48.72,0.77995,26.2543319761185,72.030583139926,972.78731719768,1.12047205848634,2.51224620218139,48.6676862854827,0.779244748696323
2059,ssp585,Tropical,26.2986221374046,71.4105633587787,972.652011450382,1.12019827862595,2.54877922625954,47.86,0.780825,26.4500990559739,71.7748533225289,972.805887718228,1.11967356981156,2.52598017322334,49.0542289722831,0.779536192319258
2049,ssp126,Temperate,13.3579295499022,70.4895426614481,971.545698630137,1.17741897260274,2.71851208610568,55.013,0.813669,12.8484684020688,71.8943250654658,971.08248918704,1.17910711684709,2.7805052192526,54.6345476053489,0.813478878663176
2049,ssp245,Temperate,13.0921428571429,70.8000358121331,971.455555772994,1.17851194129159,2.88736539921722,53.928,0.815176,12.9685501641623,71.3505788040662,971.158550857251,1.17874138974883,2.86673495756916,54.9237598586208,0.812191198315877
2049,ssp370,Temperate,13.6287455968689,71.0167684931506,971.932295499021,1.17667727005871,2.82437373972603,55.319,0.811983,13.2418490366043,71.8009346083284,971.191592962491,1.17750297490027,2.83580454210071,55.6761687618826,0.81112655694719
2049,ssp585,Temperate,13.2110645792564,72.8495168297456,971.000677103717,1.17729681604697,2.82921978473581,55.5390000000001,0.815881,13.2729855957304,71.5666554233647,971.083598954128,1.17727500869404,2.8693187953497,55.2951928778964,0.811187866451599
2050,ssp126,Temperate,12.6520939334638,72.6228753424657,970.779410958905,1.17957616242661,2.76892980234834,56.995,0.812523,12.8603130136428,71.8860651538575,971.079213159285,1.17904935593523,2.77947023113259,54.6453221305406,0.813361483522063
2050,ssp245,Temperate,13.4221272015656,70.2255939334639,971.428385518591,1.17715878082192,2.8961793444227,55.09,0.818704,12.9926775095241,71.3206167193051,971.17530498239,1.17865755550757,2.86682601814715,54.9325295219065,0.812129192016969
2050,ssp370,Temperate,13.3048747553816,71.9382557729941,971.511105675147,1.17758203522505,2.74696029158513,56.008,0.815483,13.2872506708896,71.7619561480544,971.194620896139,1.1773103333835,2.83445524032552,55.7226997410817,0.811018677559611
2050,ssp585,Temperate,13.4166399217221,71.5030403131116,971.06368297456,1.17670018199609,2.87026569080235,55.41,0.812678,13.3273322528438,71.5098062373003,971.077901647946,1.17703311364081,2.86938544153269,55.3918847174056,0.811033144770039
2051,ssp126,Temperate,12.6116497064579,72.7747156555773,970.815264187866,1.17975616829746,2.78308187279844,56.4620000000001,0.803736,12.8720207564305,71.8784294916243,971.074382266059,1.17899016404452,2.77848582697515,54.6564737725544,0.813230560807205
2051,ssp245,Temperate,13.1729647749511,71.5381309197651,970.625050880627,1.17714059099804,2.89450890019569,56.127,0.816586,13.0176231017882,71.2897918006263,971.193275194939,1.17857151313733,2.86684659025251,54.9401393328118,0.812074494122555
2051,ssp370,Temperate,13.5695244618396,71.32494481409,971.368281800392,1.17628949315069,2.82724277299413,56.894,0.816186,13.3339188588086,71.7216049076044,971.196392132116,1.17711084381077,2.83302919865455,55.768204325356,0.810913440742592
2051,ssp585,Temperate,13.2333757338552,72.1645966731898,971.148088062623,1.17751869471624,2.83561359686889,56.3130000000001,0.812177,13.3838745084816,71.4497525661838,971.070332651014,1.17677934976568,2.86948053862067,55.4931034963815,0.810869074658644
2052,ssp126,Temperate,12.775313111546,72.3377354207436,971.095739726027,1.17941229354208,2.76411361252446,55.174,0.81903,12.8832111081161,71.8719359566686,971.068352576712,1.1789316873267,2.77758867371138,54.6674425391975,0.813092764811673
2052,ssp245,Temperate,13.2098043052838,71.1747628180039,971.230559686889,1.17776669863014,2.88070436986302,55.269,0.813217,13.0430632520472,71.2589363210548,971.211561205358,1.17848352288636,2.86681402510257,54.9472862005142,0.812025399176375
2052,ssp370,Temperate,13.6677925636008,71.5995045009785,971.526074363991,1.17597161448141,2.81614888845401,56.056,0.813043,13.3811668197042,71.680816209617,971.197129160532,1.1769076621738,2.8315687669641,55.8130065411421,0.810809781519957
2052,ssp585,Temperate,13.6617358121331,69.8718500978474,971.308414872798,1.1759825518591,2.88544613894325,57.5630000000001,0.809221,13.4418878840572,71.3879975242184,971.061609856461,1.17651771405765,2.86957695695766,55.5970266242918,0.810700894253925
2053,ssp126,Temperate,12.4749099804306,72.6106913894325,971.500806262231,1.18133542270059,2.77133939334638,54.66,0.817821,12.8935035463835,71.8671024268928,971.061480160596,1.17887607193347,2.77681543827242,54.6776684382774,0.812954749828537
2053,ssp245,Temperate,12.8503150684932,72.0619060665362,970.993573385518,1.17905261056752,2.84060697847358,54.892,0.804204,13.0686742713941,71.228882553616,971.229262724105,1.17839384500289,2.86674567391465,54.9546670341913,0.811980201722165
2053,ssp370,Temperate,13.6803502935421,72.5870812133072,971.298870841488,1.17563439530333,2.77383923679061,56.233,0.811745,13.4283077729194,71.6405253767311,971.197054471498,1.17670394446435,2.83011629513041,55.8574304148771,0.81070663491553
2053,ssp585,Temperate,13.91571037182,69.9156665362035,971.314594911937,1.17476046379648,2.87639844227006,54.3320000000001,0.80684,13.5006479009838,71.3260442256073,971.052451157416,1.17625220350573,2.86964756688765,55.7018315106047,0.810533841692397
