ID,AreaCode,Airport_ID,Airport_Ctry,RWY_ID,Length,Latitude,Longitude,TODA_day,TODA_night,Unit_TODA
22479,NULL,CNS4,CY,RW07,2020,N45195429,W074371159,2020,NULL,FT
22480,NULL,CNS4,CY,RW25,2020,N45200571,W074364841,2020,NULL,FT
22481,NULL,GUBE,GU,RW15,5249,N08421150,W008430698,5249,NULL,M 
22482,NULL,GUBE,GU,RW33,5249,N08413029,W008423494,5249,NULL,M 
22483,NULL,VGIS,VG,RW15,4701,N24093018,E089024656,5702,NULL,M 
22484,NULL,VGIS,VG,RW33,4701,N24084894,E089030943,5702,NULL,M 
22485,NULL,GATB,GA,RW07,7119,N16433670,W003010026,7776,NULL,M 
22486,NULL,GATB,GA,RW25,7119,N16440317,W002595238,7776,NULL,M 
22489,NULL,RKTL,RK,RW17,5906,N36470509,E129273162,6890,NULL,M 
22490,NULL,RKTL,RK,RW35,5906,N36460933,E129275320,6890,NULL,M 
22491,NULL,UNNT,UN,RW16,11818,N55025710,E082353943,12310,NULL,M 
22492,NULL,UNNT,UN,RW34,11818,N55010238,E082361463,12310,NULL,M 
22495,NULL,00F_,K1,RW10,4400,N45282321,W105275345,4400,NULL,FT
22496,NULL,00F_,K1,RW28,4400,N45280417,W105265795,4400,NULL,FT
22497,NULL,00N_,K6,RW18,1900,N39283215,W075110620,1900,NULL,FT
22498,NULL,00N_,K6,RW36,1900,N39281370,W075110161,1900,NULL,FT
22501,NULL,LIER,LI,RW14,3934,N39535584,E008381757,4547,NULL,M 
22502,NULL,LIER,LI,RW32,3934,N39532818,E008385308,4715,NULL,M 
22503,NULL,NCAT,NC,RW09,4117,S19580031,W158073214,4117,NULL,M 
22504,NULL,NCAT,NC,RW27,4117,S19580782,W158064973,4117,NULL,M 
22505,NULL,USRO,US,RW01,8222,N63102500,E075153100,9206,NULL,M 
22506,NULL,USRO,US,RW19,8222,N63113800,E075164600,9206,NULL,M 
22507,NULL,VLSK,VL,RW04,5358,N16330321,E104451699,5358,NULL,M 
22508,NULL,VLSK,VL,RW22,5358,N16334434,E104455186,5358,NULL,M 
22509,NULL,CZMN,CY,RW05,2192,N55351493,W097100406,2963,NULL,FT
22510,NULL,CZMN,CY,RW23,2192,N55352817,W097093392,3176,NULL,FT
22511,NULL,EGPR,EG,RW07,2621,N57012901,W007264843,2621,NULL,M 
22512,NULL,EGPR,EG,RW25,2621,N57013948,W007260517,2621,NULL,M 
22513,NULL,EGPR,EG,RW11,2231,N57012867,W007265400,2188,NULL,M 
22514,NULL,EGPR,EG,RW29,2231,N57012530,W007262124,2188,NULL,M 
22515,NULL,EGPR,EG,RW15,2776,N57013118,W007264938,2621,NULL,M 
22516,NULL,EGPR,EG,RW33,2776,N57011332,W007262139,2621,NULL,M 
22517,NULL,KLEX,K5,RW09,4000,N38022156,W084370576,4000,NULL,FT
22518,NULL,KLEX,K5,RW27,4000,N38022640,W084361614,4000,NULL,FT
22519,NULL,EGSU,EG,RW06L,2887,N52052146,E000072707,2887,NULL,M 
22520,NULL,EGSU,EG,RW24R,2887,N52053657,E000080636,2887,NULL,M 
22521,NULL,01K_,K3,RW17,2460,N37022401,W097350791,NULL,NULL,FT
22522,NULL,01K_,K3,RW35,2460,N37015968,W097350810,NULL,NULL,FT
22523,NULL,00S_,K1,RW06,2600,N44105083,W122052540,NULL,NULL,FT
22524,NULL,00S_,K1,RW24,2600,N44105633,W122045054,NULL,NULL,FT
22525,NULL,03S_,K1,RW08,2115,N45240785,W122135783,NULL,NULL,FT
22526,NULL,03S_,K1,RW26,2115,N45240370,W122132877,NULL,NULL,FT
22527,NULL,00W_,K1,RW14,3400,N46403649,W117264192,NULL,NULL,FT
22528,NULL,00W_,K1,RW32,3400,N46400723,W117261802,NULL,NULL,FT
22529,NULL,F37_,K2,RW15,2500,N33391158,W105534391,NULL,NULL,FT
22530,NULL,F37_,K2,RW33,2500,N33384847,W105533338,NULL,NULL,FT
22531,NULL,F37_,K2,RW06,4944,N33384528,W105541763,NULL,NULL,FT
22532,NULL,F37_,K2,RW24,4944,N33390280,W105532298,NULL,NULL,FT
22533,NULL,KBPG,K4,RW06,4601,N32122192,W101314472,NULL,NULL,FT
22534,NULL,KBPG,K4,RW24,4601,N32123979,W101305548,NULL,NULL,FT
22535,NULL,YBAR,YB,RW01,5584,S23342204,E145180013,5781,NULL,M 
22536,NULL,YBAR,YB,RW19,5584,S23332896,E145181702,5781,NULL,M 
22537,NULL,0J8_,K7,RW18,3200,N29372394,W082303182,NULL,NULL,FT
22538,NULL,0J8_,K7,RW36,3200,N29365226,W082303137,NULL,NULL,FT
22539,NULL,5D5_,K5,RW09,3663,N45094578,W085350034,NULL,NULL,FT
22540,NULL,5D5_,K5,RW27,3663,N45094752,W085341298,NULL,NULL,FT
22541,NULL,5D5_,K5,RW16,2670,N45100393,W085342528,NULL,NULL,FT
22542,NULL,5D5_,K5,RW34,2670,N45094918,W085341727,NULL,NULL,FT
22543,NULL,0L4_,K2,RW18,6100,N37295985,W117110802,NULL,NULL,FT
22544,NULL,0L4_,K2,RW36,6100,N37290177,W117112850,NULL,NULL,FT
22545,NULL,YCMW,YB,RW13,4062,S19543770,E138071440,4160,NULL,M 
22546,NULL,YCMW,YB,RW31,4062,S19550630,E138074420,4190,NULL,M 
22549,NULL,09N_,K6,RW02,1863,N41494830,W073523485,NULL,NULL,FT
22550,NULL,09N_,K6,RW20,1863,N41500668,W073523356,NULL,NULL,FT
22553,NULL,06R_,K4,RW15,2480,N29563888,W096144824,NULL,NULL,FT
22554,NULL,06R_,K4,RW33,2480,N29561613,W096143762,0,NULL,FT
22555,NULL,0B7_,K6,RW04,2575,N44065171,W072494626,NULL,NULL,FT
22556,NULL,0B7_,K6,RW22,2575,N44071351,W072492806,NULL,NULL,FT
22561,NULL,11N_,K6,RW17,2900,N41342180,W073275214,NULL,NULL,FT
22562,NULL,11N_,K6,RW35,2900,N41335628,W073273479,NULL,NULL,FT
22563,NULL,0U0_,K1,RW16,4000,N44385124,W115320332,NULL,NULL,FT
22564,NULL,0U0_,K1,RW34,4000,N44381198,W115315716,NULL,NULL,FT
22567,NULL,13Q_,K2,RW06,5200,N34000700,W108411640,NULL,NULL,FT
22568,NULL,13Q_,K2,RW24,5200,N34002392,W108401805,NULL,NULL,FT
22569,NULL,12S_,K1,RW14,2104,N44500303,W119255252,NULL,NULL,FT
22570,NULL,12S_,K1,RW32,2104,N44494389,W119254115,NULL,NULL,FT
22571,NULL,10TT,K4,RW18,3600,N33011223,W098373353,NULL,NULL,FT
22572,NULL,10TT,K4,RW36,3600,N33003661,W098373433,NULL,NULL,FT
22573,NULL,13W_,K1,RW16,1750,N48153361,W122261025,NULL,NULL,FT
22574,NULL,13W_,K1,RW34,1750,N48151633,W122261034,NULL,NULL,FT
24235,NULL,SAAN,SA,RW04,3937,S33552603,W060391020,3937,NULL,FT
24236,NULL,SAAN,SA,RW13,2959,S33545408,W060392493,2959,NULL,FT
24237,NULL,SAAN,SA,RW22,3937,S33545771,W060383800,3937,NULL,FT
24238,NULL,SAAN,SA,RW31,2959,S33551420,W060385944,2959,NULL,FT
24239,NULL,SADO,SA,RW18,5774,S34313546,W058402015,5774,NULL,FT
24240,NULL,SADO,SA,RW36,5774,S34323250,W058401635,5774,NULL,FT
24241,NULL,SAEM,SA,RW04,2073,S38134226,W057521042,2073,NULL,FT
24242,NULL,SAEM,SA,RW09,1928,S38133213,W057521081,1928,NULL,FT
24243,NULL,SAEM,SA,RW18,6101,S38130265,W057521622,6101,NULL,FT
24244,NULL,SAEM,SA,RW22,2073,S38132731,W057515266,2073,NULL,FT
24245,NULL,SAEM,SA,RW27,1928,S38133413,W057514678,1928,NULL,FT
24246,NULL,SAEM,SA,RW36,6101,S38140295,W057521486,6101,NULL,FT
24247,NULL,SAFR,SA,RW01L,3638,S31170957,W061303609,3638,NULL,FT
24248,NULL,SAFR,SA,RW01R,3691,S31171485,W061301028,3691,NULL,FT
24249,NULL,SAFR,SA,RW06,3605,S31170836,W061303940,3605,NULL,FT
24250,NULL,SAFR,SA,RW19L,3691,S31163904,W061300199,3691,NULL,FT
24251,NULL,SAFR,SA,RW19R,3638,S31163423,W061302805,3638,NULL,FT
24252,NULL,SAFR,SA,RW24,3605,S31164733,W061300584,3605,NULL,FT
24253,NULL,SAHC,SA,RW12,4921,S37262714,W070134477,4921,NULL,FT
24254,NULL,SAHC,SA,RW30,4921,S37265519,W070125424,4921,NULL,FT
24255,NULL,SAHS,SA,RW10,5078,S37232062,W068544597,5078,NULL,FT
24256,NULL,SAHS,SA,RW28,5078,S37233121,W068534446,5078,NULL,FT
24257,NULL,SAHZ,SA,RW09,7218,S38582850,W070072891,7218,NULL,FT
24258,NULL,SAHZ,SA,RW27,7218,S38583775,W070060763,7218,NULL,FT
24259,NULL,SAND,SA,RW07,5020,S27374834,W066205653,5020,NULL,FT
24260,NULL,SAND,SA,RW25,5020,S27373227,W066200372,5020,NULL,FT
24261,NULL,SAOL,SA,RW18,3937,S34074794,W063214409,3937,NULL,FT
24262,NULL,SAOL,SA,RW36,3937,S34082712,W063214441,3937,NULL,FT
24263,NULL,SAPO,SA,RW06,5790,S27543192,W055461901,5790,NULL,FT
24264,NULL,SAPO,SA,RW24,5790,S27535175,W055453289,5790,NULL,FT
24265,NULL,SASQ,SA,RW16,8984,S22090211,W065343989,8984,NULL,FT
24266,NULL,SASQ,SA,RW34,8984,S22102289,W065335972,8984,NULL,FT
24267,NULL,SAVH,SA,RW09,4811,S46321651,W068583168,4811,NULL,FT
24268,NULL,SAVH,SA,RW27,4811,S46322066,W068572312,4811,NULL,FT
24269,NULL,SAVJ,SA,RW07,8747,S41192113,W069351348,6890,NULL,FT
24270,NULL,SAVJ,SA,RW25,8747,S41190952,W069334466,6890,NULL,FT
24271,NULL,SAWO,SA,RW16,5299,S54485577,W068181607,5299,NULL,FT
24272,NULL,SAWO,SA,RW34,5299,S54494806,W068181454,5299,NULL,FT
24273,NULL,SAZH,SA,RW04,2374,S38232499,W060194090,2374,NULL,FT
24274,NULL,SAZH,SA,RW14,3513,S38224632,W060195201,3513,NULL,FT
24275,NULL,SAZH,SA,RW18,4198,S38225201,W060194896,4198,NULL,FT
24276,NULL,SAZH,SA,RW22,2374,S38230819,W060192014,2374,NULL,FT
24277,NULL,SAZH,SA,RW32,3513,S38231029,W060192068,3513,NULL,FT
24278,NULL,SAZH,SA,RW36,4198,S38233337,W060194460,4198,NULL,FT
24279,NULL,SAZI,SA,RW02,3937,S36113055,W061044086,3937,NULL,FT
24280,NULL,SAZI,SA,RW14,3638,S36105643,W061042505,3638,NULL,FT
24281,NULL,SAZI,SA,RW20,3937,S36105295,W061042807,3937,NULL,FT
24282,NULL,SAZI,SA,RW32,3638,S36112136,W061035306,3638,NULL,FT
24285,NULL,SB09,SB,RW05,3810,S18154257,W048544001,3810,NULL,FT
24286,NULL,SB09,SB,RW23,3810,S18151123,W048541794,3810,NULL,FT
24287,NULL,SNWC,SB,RW14,3985,S02533768,W040514650,3985,NULL,FT
24288,NULL,SNWC,SB,RW32,3985,S02535484,W040511105,3985,NULL,FT
24289,NULL,SB29,SB,RW06,4920,S06523516,W048321999,4920,NULL,FT
24290,NULL,SB29,SB,RW24,4920,S06515560,W048315137,4920,NULL,FT
24291,NULL,SB48,SB,RW05,3595,S17455692,W049072882,3595,NULL,FT
24292,NULL,SB48,SB,RW23,3595,S17452586,W049071064,3595,NULL,FT
24293,NULL,SBBP,SB,RW16,3937,S22582802,W046322577,3937,NULL,FT
24294,NULL,SBBP,SB,RW34,3937,S22585966,W046320154,3937,NULL,FT
24295,NULL,SBDB,SB,RW18,6562,S21141862,W056271713,6565,NULL,FT
24296,NULL,SBDB,SB,RW36,6562,S21152178,W056270055,6565,NULL,FT
24297,NULL,BDR_,SA,RW05,6138,S41503446,W065045610,6138,NULL,FT
24298,NULL,BDR_,SA,RW23,6138,S41495480,W065035465,6138,NULL,FT
24299,NULL,BEL_,SA,RW18,5453,S32390712,W062420750,5453,NULL,FT
24300,NULL,BEL_,SA,RW36,5453,S32400110,W062420825,5453,NULL,FT
24301,NULL,BRQ_,SA,RW10,3281,S37113777,W069365359,3281,NULL,FT
24302,NULL,BRQ_,SA,RW16,3028,S37113924,W069365347,3028,NULL,FT
24303,NULL,BRQ_,SA,RW28,3281,S37114668,W069361460,3281,NULL,FT
24304,NULL,BRQ_,SA,RW34,3028,S37120832,W069364459,3028,NULL,FT
24305,NULL,SBTV,SB,RW15,4935,S16321302,W039064819,4935,NULL,FT
24306,NULL,SBTV,SB,RW33,4935,S16324352,W039060853,4935,NULL,FT
24309,NULL,SA02,SA,RW15,7230,S26025170,W065563392,7230,NULL,FT
24310,NULL,SA02,SA,RW33,7230,S26034893,W065555328,7230,NULL,FT
24311,NULL,SA11,SA,RW06,6348,S27043432,W066354106,6348,NULL,FT
24312,NULL,SA11,SA,RW24,6348,S27040569,W066343863,6348,NULL,FT
24313,NULL,CCS_,SA,RW03,5082,S25064150,W066093750,5082,NULL,FT
24314,NULL,CCS_,SA,RW21,5082,S25055584,W066091421,5082,NULL,FT
24315,NULL,SA24,SA,RW08,6760,S23470201,W064452924,6760,NULL,FT
24316,NULL,SA24,SA,RW26,6760,S23464581,W064442816,6760,NULL,FT
24317,NULL,SA17,SA,RW01L,3051,S33095261,W064202248,3051,NULL,FT
24318,NULL,SA17,SA,RW01R,2781,S33095433,W064201780,2781,NULL,FT
24319,NULL,SA17,SA,RW19L,2781,S33092791,W064200879,2781,NULL,FT
24320,NULL,SA17,SA,RW19R,3051,S33092359,W064201249,3051,NULL,FT
24323,NULL,SDAD,SB,RW09,4112,S21415280,W051061114,4112,NULL,FT
24324,NULL,SDAD,SB,RW27,4112,S21414000,W051052975,4112,NULL,FT
24325,NULL,SDAI,SB,RW12,3609,S22452028,W047161646,3609,NULL,FT
24326,NULL,SDAI,SB,RW30,3609,S22452249,W047155060,3609,NULL,FT
24331,NULL,SDAM,SB,RW16,3937,S22511868,W047064385,3937,NULL,FT
24332,NULL,SDAM,SB,RW34,3937,S22514729,W047061525,3937,NULL,FT
24333,NULL,SDAS,SB,RW07,4199,S21164302,W051171875,4199,NULL,FT
24334,NULL,SDAS,SB,RW25,4199,S21162192,W051163996,4199,NULL,FT
24337,NULL,SDCA,SB,RW16,4480,S24014596,W048213790,4480,NULL,FT
24338,NULL,SDCA,SB,RW34,4480,S24021384,W048211350,4480,NULL,FT
24339,NULL,SDCD,SB,RW06,3835,S21090704,W048592940,3835,NULL,FT
24340,NULL,SDCD,SB,RW24,3835,S21084359,W048590507,3835,NULL,FT
24341,NULL,SDCG,SB,RW04,3910,S03282463,W068552832,3910,NULL,FT
24342,NULL,SDCG,SB,RW22,3910,S03275395,W068550469,3910,NULL,FT
24343,NULL,SDCW,SB,RW17,3204,S20193788,W048484076,3204,NULL,FT
24344,NULL,SDCW,SB,RW35,3204,S20195714,W048483059,3204,NULL,FT
24347,NULL,SDEO,SB,RW17,4921,S21522230,W048394718,4921,NULL,FT
24348,NULL,SDEO,SB,RW35,4921,S21530385,W048392018,4921,NULL,FT
24349,NULL,SDEP,SB,RW05,4400,S21463982,W052084812,4400,NULL,FT
24350,NULL,SDEP,SB,RW23,4400,S21461386,W052082646,4400,NULL,FT
24353,NULL,SDFD,SB,RW08,3285,S20164323,W050130631,3285,NULL,FT
24354,NULL,SDFD,SB,RW26,3285,S20162848,W050123539,3285,NULL,FT
24357,NULL,SDFX,SB,RW12,3700,S09092341,W040563405,3700,NULL,FT
24358,NULL,SDFX,SB,RW30,3700,S09092763,W040555737,3700,NULL,FT
24359,NULL,SDIB,SB,RW03,4840,S22095258,W046463620,4840,NULL,FT
24360,NULL,SDIB,SB,RW21,4840,S22091916,W046462882,4840,NULL,FT
24361,NULL,SDIG,SB,RW13,3937,S21444220,W048513990,3937,NULL,FT
24362,NULL,SDIG,SB,RW31,3937,S21445810,W048510100,3937,NULL,FT
24363,NULL,SDIL,SB,RW06,3445,S22542579,W044173232,3445,NULL,FT
24364,NULL,SDIL,SB,RW24,3445,S22535893,W044170823,3445,NULL,FT
24365,NULL,SDIM,SB,RW15,4429,S24092154,W046474529,4428,NULL,FT
24366,NULL,SDIM,SB,RW33,4429,S24094849,W046470757,4428,NULL,FT
24367,NULL,SDIO,SB,RW01,4295,S21362247,W048495656,4295,NULL,FT
24368,NULL,SDIO,SB,RW19,4295,S21354005,W048500096,4295,NULL,FT
24369,NULL,SDIV,SB,RW17,3281,S20221683,W047461421,3281,NULL,FT
24370,NULL,SDIV,SB,RW35,3281,S20224667,W047460054,3281,NULL,FT
24371,NULL,SDJA,SB,RW07,4593,S22115469,W047520106,4593,NULL,M 
24372,NULL,SDJA,SB,RW25,4593,S22113211,W047513070,4593,NULL,M 
24373,NULL,SDJL,SB,RW02,3478,S20175214,W050324655,3478,NULL,FT
24374,NULL,SDJL,SB,RW20,3478,S20171767,W050324766,3478,NULL,FT
24375,NULL,SDJQ,SB,RW05,4593,S20500097,W051004242,4593,NULL,FT
24376,NULL,SDJQ,SB,RW23,4593,S20492348,W051001502,4593,NULL,FT
24377,NULL,SDKF,SB,RW18,4430,S09085840,W040053673,4430,NULL,FT
24378,NULL,SDKF,SB,RW36,4430,S09094034,W040052350,4430,NULL,FT
24379,NULL,SDKJ,SB,RW13,4295,S11010892,W045113167,4295,NULL,FT
24380,NULL,SDKJ,SB,RW31,4295,S11012650,W045105241,4295,NULL,FT
24381,NULL,SDKO,SB,RW18,5045,S20150487,W048472974,5045,NULL,FT
24382,NULL,SDKO,SB,RW36,5045,S20155061,W048470790,5045,NULL,FT
24383,NULL,SDLI,SB,RW12,3885,S08441043,W039071456,3885,NULL,FT
24384,NULL,SDLI,SB,RW30,3885,S08441594,W039063624,3885,NULL,FT
24387,NULL,SDLK,SB,RW14,3952,S14284552,W042161181,3952,NULL,FT
24388,NULL,SDLK,SB,RW32,3952,S14285895,W042153402,3952,NULL,FT
24389,NULL,SDLL,SB,RW08,4185,S22134233,W047231172,4185,NULL,FT
24390,NULL,SDLL,SB,RW26,4185,S22132495,W047223128,4185,NULL,FT
24393,NULL,SDLU,SB,RW12,4593,S22285616,W048315265,4593,NULL,FT
24394,NULL,SDLU,SB,RW30,4593,S22290235,W048310408,4593,NULL,FT
24397,NULL,SDME,SB,RW13,3880,S21374384,W048235381,3880,NULL,FT
24398,NULL,SDME,SB,RW31,3880,S21375629,W048231493,3880,NULL,FT
24399,NULL,SDMV,SB,RW01,4975,S22164681,W048361583,4975,NULL,FT
24400,NULL,SDMV,SB,RW19,4975,S22161318,W048361709,4975,NULL,FT
24401,NULL,SDMY,SB,RW09,4921,S21380614,W048290956,4921,NULL,FT
24402,NULL,SDMY,SB,RW27,4921,S21375034,W048282015,4921,NULL,FT
24403,NULL,SDNA,SB,RW09,4317,S19402739,W049000446,4317,NULL,FT
24404,NULL,SDNA,SB,RW27,4317,S19401247,W048592212,4317,NULL,FT
24405,NULL,SDNO,SB,RW13,3275,S22413774,W048345102,3275,NULL,FT
24406,NULL,SDNO,SB,RW31,3275,S22415235,W048342076,3275,NULL,FT
24407,NULL,SDNY,SB,RW11,3937,S22444727,W043281336,3937,NULL,FT
24408,NULL,SDNY,SB,RW29,3937,S22444762,W043273126,3937,NULL,FT
24409,NULL,SDOB,SB,RW13,4120,S21252674,W046454215,4120,NULL,FT
24410,NULL,SDOB,SB,RW31,4120,S21253880,W046450047,4120,NULL,FT
24413,NULL,SDOV,SB,RW17,4921,S14455194,W050340282,4921,NULL,FT
24414,NULL,SDOV,SB,RW35,4921,S14463468,W050333850,4921,NULL,FT
24415,NULL,SDOW,SB,RW14,3937,S06453716,W051031657,3938,NULL,FT
24416,NULL,SDOW,SB,RW32,3937,S06455714,W051024305,3938,NULL,FT
24419,NULL,SDPP,SB,RW12,3920,S23172899,W048491627,3920,NULL,FT
24420,NULL,SDPP,SB,RW30,3920,S23174048,W048483609,3920,NULL,FT
24423,NULL,SDQQ,SB,RW15,3929,S22165560,W050383400,3929,NULL,FT
24424,NULL,SDQQ,SB,RW33,3929,S22172450,W050380590,3929,NULL,FT
24425,NULL,SDRC,SB,RW04,3521,S22110843,W050520046,3521,NULL,FT
24426,NULL,SDRC,SB,RW22,3521,S22103585,W050514705,3521,NULL,FT
24427,NULL,SDSM,SB,RW11,3380,S22453005,W048324926,3380,NULL,FT
24428,NULL,SDSM,SB,RW29,3380,S22453297,W048321329,3380,NULL,FT
24429,NULL,SDTF,SB,RW14,4275,S23194423,W047530184,4275,NULL,FT
24430,NULL,SDTF,SB,RW32,4275,S23200205,W047522837,4275,NULL,FT
24431,NULL,SDUB,SB,RW09,3084,S23263200,W045044801,3084,NULL,FT
24432,NULL,SDUB,SB,RW27,3084,S23262300,W045041600,3084,NULL,FT
24433,NULL,SDUD,SB,RW07,3281,S21200624,W048191214,3281,NULL,FT
24434,NULL,SDUD,SB,RW25,3281,S21194595,W048184485,3281,NULL,FT
24435,NULL,SDUN,SB,RW06,3937,S21132367,W041524746,3937,NULL,FT
24436,NULL,SDUN,SB,RW24,3937,S21125505,W041521919,3937,NULL,FT
24437,NULL,SDUO,SB,RW02,5180,S12105585,W038224729,5180,NULL,FT
24438,NULL,SDUO,SB,RW20,5180,S12100454,W038225005,5180,NULL,FT
24439,NULL,SDVE,SB,RW14,3292,S22134106,W049491285,3292,NULL,FT
24440,NULL,SDVE,SB,RW32,3292,S22135655,W049485043,3292,NULL,FT
24441,NULL,SDWH,SB,RW01,4921,S21114347,W049560875,4921,NULL,FT
24442,NULL,SDWH,SB,RW19,4921,S21105479,W049561110,4921,NULL,FT
24443,NULL,SDXB,SB,RW05,3609,S16474138,W047385494,3609,NULL,FT
24444,NULL,SDXB,SB,RW23,3609,S16471377,W047383075,3609,NULL,FT
24445,NULL,SDXE,SB,RW05,3344,S21155966,W048212716,3344,NULL,FT
24446,NULL,SDXE,SB,RW23,3344,S21154026,W048211109,3344,NULL,FT
24447,NULL,SDXF,SB,RW09,4010,S14071271,W047320833,4010,NULL,FT
24448,NULL,SDXF,SB,RW27,4010,S14070323,W047312875,4010,NULL,FT
24449,NULL,SDXJ,SB,RW09,4265,S18293326,W053102600,4265,NULL,FT
24450,NULL,SDXJ,SB,RW27,4265,S18292377,W053094301,4265,NULL,FT
24451,NULL,SDYW,SB,RW12,4920,S23562531,W048532060,4920,NULL,FT
24452,NULL,SDYW,SB,RW30,4920,S23563264,W048522814,4920,NULL,FT
24453,NULL,SDZH,SB,RW04,4593,S22534705,W045294381,4593,NULL,FT
24454,NULL,SDZH,SB,RW22,4593,S22530411,W045292773,4593,NULL,FT
24457,NULL,SDZS,SB,RW16,4265,S20343155,W049050114,4265,NULL,FT
24458,NULL,SDZS,SB,RW34,4265,S20350445,W049043286,4265,NULL,FT
24459,NULL,ERT_,SA,RW06,4935,S34001088,W065221040,4935,NULL,FT
24460,NULL,ERT_,SA,RW24,4935,S33594944,W065213629,4935,NULL,FT
24461,NULL,FRS_,SA,RW13,5897,S28373217,W065070361,5897,NULL,FT
24462,NULL,FRS_,SA,RW31,5897,S28380529,W065062214,5897,NULL,FT
24463,NULL,SIAB,SB,RW12,3791,S21221655,W045295745,3791,NULL,FT
24464,NULL,SIAB,SB,RW30,3791,S21222140,W045292173,3791,NULL,FT
24465,NULL,SIBD,SB,RW12,3609,S05452771,W049105172,3609,NULL,FT
24466,NULL,SIBD,SB,RW30,3609,S05453443,W049101657,3609,NULL,FT
24467,NULL,SIBU,SB,RW11,3285,S06214553,W037453860,3285,NULL,FT
24468,NULL,SIBU,SB,RW29,3285,S06214471,W037450586,3285,NULL,FT
24469,NULL,SIBW,SB,RW08,3240,S07333870,W038300085,3240,NULL,FT
24470,NULL,SIBW,SB,RW26,3240,S07332053,W038293428,3240,NULL,FT
24471,NULL,SIBY,SB,RW14,3415,S07523395,W037083901,3415,NULL,FT
24472,NULL,SIBY,SB,RW32,3415,S07524941,W037080871,3415,NULL,FT
24473,NULL,SIBZ,SB,RW13,3942,S07183401,W038070358,3942,NULL,FT
24474,NULL,SIBZ,SB,RW31,3942,S07184994,W038062780,3942,NULL,FT
24477,NULL,SIFV,SB,RW07,5265,S19494961,W040062836,5265,NULL,FT
24478,NULL,SIFV,SB,RW25,5265,S19491552,W040054661,5265,NULL,FT
24481,NULL,SILC,SB,RW08,3908,S13022588,W055571786,3908,NULL,FT
24482,NULL,SILC,SB,RW26,3908,S13020644,W055564366,3908,NULL,FT
24483,NULL,SILU,SB,RW03,3906,S19521220,W056592138,3906,NULL,FT
24484,NULL,SILU,SB,RW21,3906,S19513474,W056591106,3906,NULL,FT
24487,NULL,SIPE,SB,RW05,6420,S07395072,W034513646,6420,NULL,FT
24488,NULL,SIPE,SB,RW23,6420,S07390303,W034511510,6420,NULL,FT
24489,NULL,SIPG,SB,RW09,4965,S14082098,W051283364,4965,NULL,FT
24490,NULL,SIPG,SB,RW27,4965,S14080944,W051274459,4965,NULL,FT
24495,NULL,SIRJ,SB,RW12,6570,S04180870,W056132814,6570,NULL,FT
24496,NULL,SIRJ,SB,RW30,6570,S04181717,W056124195,6570,NULL,FT
24497,NULL,SIRN,SB,RW18,4787,S14454670,W051591496,4787,NULL,FT
24498,NULL,SIRN,SB,RW36,4787,S14463270,W051590289,4787,NULL,FT
24499,NULL,SIUW,SB,RW01,4265,S20504137,W052180492,4265,NULL,FT
24500,NULL,SIUW,SB,RW19,4265,S20500013,W052180648,4265,NULL,FT
24501,NULL,SIVD,SB,RW08,4921,S16565565,W046164633,4882,NULL,FT
24502,NULL,SIVD,SB,RW26,4921,S16562832,W046160503,4882,NULL,FT
24503,NULL,SIVN,SB,RW05,3770,S16362702,W043462641,3770,NULL,FT
24504,NULL,SIVN,SB,RW23,3770,S16355375,W043460874,3770,NULL,FT
24505,NULL,SIVU,SB,RW05,3187,S20253670,W040200423,3187,NULL,FT
24506,NULL,SIVU,SB,RW23,3187,S20250782,W040195066,3187,NULL,FT
24507,NULL,SIWE,SB,RW08,4380,S27125432,W050574581,4380,NULL,FT
24508,NULL,SIWE,SB,RW26,4380,S27123665,W050570152,4380,NULL,FT
24511,NULL,SIXP,SB,RW06,4869,S14043759,W057271986,4869,NULL,FT
24512,NULL,SIXP,SB,RW24,4869,S14040298,W057264536,4869,NULL,FT
24513,NULL,SIYY,SB,RW18,3710,S17270679,W056503028,3710,NULL,FT
24514,NULL,SIYY,SB,RW36,3710,S17274285,W056502284,3710,NULL,FT
24515,NULL,SIZG,SB,RW02,3660,S22364556,W048231758,3660,NULL,FT
24516,NULL,SIZG,SB,RW20,3660,S22361035,W048231553,3660,NULL,FT
24517,NULL,SIZO,SB,RW02,4910,S14114941,W051383734,4910,NULL,FT
24518,NULL,SIZO,SB,RW20,4910,S14110072,W051383848,4910,NULL,FT
24521,NULL,SJAU,SB,RW12,4595,S08501033,W049334939,4595,NULL,FT
24522,NULL,SJAU,SB,RW30,4595,S08502126,W049330491,4595,NULL,FT
24525,NULL,SJCQ,SB,RW16,5170,S11554938,W040032070,5170,NULL,FT
24526,NULL,SJCQ,SB,RW34,5170,S11562590,W040024417,5170,NULL,FT
24527,NULL,SJCW,SB,RW13,4160,S01423481,W058305884,4160,NULL,FT
24528,NULL,SJCW,SB,RW31,4160,S01425196,W058302159,4160,NULL,FT
24535,NULL,SJFF,SB,RW06,4474,S20175844,W050245228,4474,NULL,FT
24536,NULL,SJFF,SB,RW24,4474,S20172332,W050242359,4474,NULL,FT
24539,NULL,SJGU,SB,RW12,4863,S05410358,W048071387,4863,NULL,FT
24540,NULL,SJGU,SB,RW30,4863,S05411487,W048062704,4863,NULL,FT
24543,NULL,SJJL,SB,RW16,4971,S11465604,W045581071,4971,NULL,FT
