"","file_id","dataset_id","mip_era","activity_drs","institution_id","source_id","experiment_id","member_id","table_id","frequency","grid_label","version","nominal_resolution","variable_id","variable_long_name","variable_units","datetime_start","datetime_end","file_size","data_node","file_url","tracking_id"
"1","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_201501010600-202001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885908648,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_201501010600-202001010000.nc","hdl:21.14100/f89eb7a2-4eef-450a-90f7-e9410bacd68b"
"2","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202001010600-202501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,886461631,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202001010600-202501010000.nc","hdl:21.14100/bc8762ee-0dcc-4bef-a8b8-d4fb70a94023"
"3","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202501010600-203001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885731430,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202501010600-203001010000.nc","hdl:21.14100/ba2dbf1c-3e98-4434-9c18-7455fdde5154"
"4","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203001010600-203501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885799439,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203001010600-203501010000.nc","hdl:21.14100/2986410b-9877-4d06-9d9a-9e77e8080d76"
"5","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203501010600-204001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885810722,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203501010600-204001010000.nc","hdl:21.14100/17453351-ac8d-4e3e-af8d-0e87099bb15f"
"6","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204001010600-204501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,886215699,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204001010600-204501010000.nc","hdl:21.14100/56afd0e3-abd7-4fe6-86b0-7ef40d2e720f"
"7","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204501010600-205001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885845093,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204501010600-205001010000.nc","hdl:21.14100/5edc0342-d67d-4d31-b5ae-5b40245166ad"
"8","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205001010600-205501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885795562,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205001010600-205501010000.nc","hdl:21.14100/e38916d2-df39-4686-b9f9-07c233d9c342"
"9","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501010600-206001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885811491,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501010600-206001010000.nc","hdl:21.14100/9fe5639b-0a56-4d0c-be7d-e377afd11a5e"
"10","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206001010600-206501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,886234602,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206001010600-206501010000.nc","hdl:21.14100/4c41980f-cb15-4aed-ad6b-9094d071cb91"
"11","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206501010600-207001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885840718,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_206501010600-207001010000.nc","hdl:21.14100/9f859f11-86ed-4365-9217-e085ca09a4aa"
"12","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207001010600-207501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885817865,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207001010600-207501010000.nc","hdl:21.14100/c0faa316-a692-428d-8f1f-84158027c2b8"
"13","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207501010600-208001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885873903,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_207501010600-208001010000.nc","hdl:21.14100/5a4809ab-c33a-43d8-a3b7-162f793fcf50"
"14","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208001010600-208501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,886264776,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208001010600-208501010000.nc","hdl:21.14100/e455eb4d-9b67-47c5-bcbf-3094cf3a5858"
"15","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208501010600-209001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885807669,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_208501010600-209001010000.nc","hdl:21.14100/8c507120-dc71-494d-a3dc-d85bac4976e6"
"16","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209001010600-209501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885827306,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209001010600-209501010000.nc","hdl:21.14100/65986529-3964-4463-b025-03bbaaaf355c"
"17","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209501010600-210001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,885741046,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_209501010600-210001010000.nc","hdl:21.14100/e9c0cfc6-1b1d-4da1-9606-701e0e7696d2"
"18","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710.ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_210001010600-210101010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrLev.ps.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrLev","6hrPt","gn","1","100 km","ps","Surface Air Pressure","Pa",NA,NA,177081997,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrLev/ps/gn/v20190710/ps_6hrLev_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_210001010600-210101010000.nc","hdl:21.14100/2859ecca-3496-4a17-a587-73812b680fae"
"19","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_201501010600-202001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220531002,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_201501010600-202001010000.nc","hdl:21.14100/508cb985-7f90-4a12-b8c6-7d8fb10e697f"
"20","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202001010600-202501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220824816,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202001010600-202501010000.nc","hdl:21.14100/7e3ef26b-a06e-4249-ba52-18740b818101"
"21","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202501010600-203001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220630349,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_202501010600-203001010000.nc","hdl:21.14100/32b4e447-d9c0-441c-b0aa-1faf52f78f79"
"22","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203001010600-203501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220083513,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203001010600-203501010000.nc","hdl:21.14100/0d099b9f-9f40-4276-9d9d-8ae431468601"
"23","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203501010600-204001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220509328,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_203501010600-204001010000.nc","hdl:21.14100/39daf35f-cc63-4ec2-a8fd-1bd687e7432c"
"24","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204001010600-204501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220420320,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204001010600-204501010000.nc","hdl:21.14100/4931a295-c04e-45bc-b63e-5563ded66664"
"25","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204501010600-205001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220202540,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_204501010600-205001010000.nc","hdl:21.14100/9cea8430-1eea-483e-b1d0-26775c646fd4"
"26","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205001010600-205501010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220016049,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205001010600-205501010000.nc","hdl:21.14100/5cace850-fe70-4c4d-8af8-0cdc1390ab01"
"27","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710.sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501010600-206001010000.nc|esgf3.dkrz.de","CMIP6.ScenarioMIP.DKRZ.MPI-ESM1-2-HR.ssp126.r1i1p1f1.6hrPlevPt.sfcWind.gn.v20190710|esgf3.dkrz.de","CMIP6","ScenarioMIP","DKRZ","MPI-ESM1-2-HR","ssp126","r1i1p1f1","6hrPlevPt","6hrPt","gn","1","100 km","sfcWind","Near-Surface Wind Speed","m s-1",NA,NA,1220449614,"esgf3.dkrz.de","http://esgf3.dkrz.de/thredds/fileServer/cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp126/r1i1p1f1/6hrPlevPt/sfcWind/gn/v20190710/sfcWind_6hrPlevPt_MPI-ESM1-2-HR_ssp126_r1i1p1f1_gn_205501010600-206001010000.nc","hdl:21.14100/d3ee09ad-7a08-45e8-8460-54c821a66f3a"
